"Unlabeled: Competition; Unlabeled Offers","BOA or BPA",,,,,,,,,,526586.513236558,,1441571.63868762,,1659198.63361873,,-953.355796050274,,1643922.72569335,-55431.3359188539,110772.25,42082.8460192053,35094.1719251074,,,,,,,,,,,,,,
"Unlabeled: Competition; Unlabeled Offers","Single-Awd.",,,,,,,,,,,,,,82032.2729227584,,,18216.0569139575,,19022.1305579319,167079.6875,22528.3579431116,,,,,,,,,,0,547557.014755933,,,,
"Unlabeled: Competition; Unlabeled Offers","Unlbd. IDV",,,,,,0,,,,,,,,,,1316295.31448779,1819405.10389774,2160078.58009537,1367520.86113869,,,-1534.45268587863,,,,,,,,,,,,,,
"Unlabeled: Competition; Unlabeled Offers","Unlabeled",2867087911.27161,,,,,,,,,,,,,,,,,,,,,,13266014120.682,8785686475.57176,6293706827.4538,,,,,,,,,,,
"Unlabeled: Competition; Zero Offers","BOA or BPA",,,,,142233.99360404,,7634675.33132085,1913522.07888018,769971.84826482,80732.0751194966,1297373.56243565,593551.886855734,2342987.83581759,6940995.26651969,-12985.5873424678,,,,,,,,,,,,,,,1105322.52391513,780746.533316472,648319.823532352,3710167.37381241,6611889.14271986,2022726.55055343,5571410.4972937
"Unlabeled: Competition; Zero Offers","Definitive",201170903.129841,63509479.5555041,17789606.4352546,319801.776305388,115530842.359005,149418787.914003,32076093.6255448,11050066.531486,138089.753620211,792602.131665042,-295337.884886561,-148298.921642679,-136267.967095896,-3233.53896395117,-65173.8679957614,-0.351752953751335,0,0,0,,,,1288812660.10596,-454143133.47903,912883332.09036,77912067.0310009,639610682.944019,48956873.7131451,170804034.190175,214360415.313565,118890434.80622,83772220.5701892,52260984.4960771,65494960.2674184,8888600.08590033,370173759.237774
"Unlabeled: Competition; Zero Offers","FSS or GWAC",,125328.542058979,25690248.1049442,299667963.113106,1759842433.22694,1677536263.20964,1554014.50763564,-46032.0208398417,449310.40404039,-11844.549154665,211810.261122534,-646523.610186066,,,,,,,,,,,,,,,,92738455.4708055,1431597555.78402,1153487194.23596,1205261118.25462,261121827.595812,133988886.652935,85632368.1689871,91539934.5502575,34587228.5423412
"Unlabeled: Competition; Zero Offers","Multi-Awd.",,,,28199.8689778568,78836.945015222,892090.907927016,,-83556.2095614602,,,,,,,,,,,,,,,,,,,,4347167.05943028,477656.645899318,9032642.49942281,3340731.03019431,675242.214096919,-9677.14979948573,0,475988.52281799,0
"Unlabeled: Competition; Zero Offers","Pur. Order",418765.008502215,13136221.6155247,,,4105.42542174206,-2360.31544844516,3082243.60769685,-111933.732541732,-298427.351245887,-474858.967797114,-226965.613180612,-123113.438242113,-101176.939382657,-56569.776944797,-29231.3942582705,-44924.2340142379,-30585.9712308868,,-105.620406066582,-3443.5,-7258.94276171301,-6158.20657424607,564640.96886202,111825.94470628,358456.431590302,152750.496032088,266321.279342195,,186004.251435992,299519.998848271,3601654.62596066,3872352.08135073,65782688.7486462,212717887.885226,193392512.141596,170157703.840647
"Unlabeled: Competition; Zero Offers","Single-Awd.",,,0,37182443.0383076,341833251.294033,199714603.72142,-17870.4592861017,-33893.5067991269,-657374.291232045,-15409.9118643916,,,,5580.33227300198,1311462.79872447,,,,,,0,,,,,,,36192000.2511313,177848042.739251,113245642.234584,158593134.780878,90281735.3371475,15017484.3364594,35177458.021455,38788973.907903,9209091.94095879
"Unlabeled: Competition; Zero Offers","Unlbd. IDV",,0,,334296.408942579,-1585916.42584797,54699.2436157406,,,,,,,4096.30872658421,0,1025581.92400242,,,,,,,0,,,,,,356171.280388843,1256997.08148955,-10701253.3040575,847703.174247485,134955.917754734,-306.738880821041,5801552.66414108,1649182.20465011,
"Unlabeled: Competition; Zero Offers","Unlabeled",3962659.06681777,1132403350.79106,3972854284.84391,8136705233.60168,,,,,,,,,,,,,,,,,,,,,,2260237303.78207,2417408509.6066,6899445794.72872,,,,,,,,
"Unlabeled: No competition; multiple offers","BOA or BPA",,,,,,,9125540.58698799,11618828.1107056,17387876.2335441,20658230.7171374,33425554.1796905,1695432.5585109,6202538.52497052,34616192.6765673,15988283.5211385,47103815.1171092,48162959.449802,15785469.4407389,30696857.4215749,15716836.5265,35301298.398583,15148595.3687782,,1048368.23162137,,,,,,231216.340027943,,,,,,
"Unlabeled: No competition; multiple offers","Definitive",357690035.489478,7408707.24342933,2627154.33693257,4085212.50027278,133997330.024304,405085278.295636,92992421.8768436,82851074.5736172,117025898.491262,149089001.373418,36756311.018052,94500294.5057617,16642881.7800262,19643174.5347449,369269761.258116,35456594.9090211,34692723.7108847,21861905.8834079,15221661.2691084,20001114.27,106286577.808486,40325634.7535638,183462812.677537,345853684.274086,1260441.9089072,6372676.18202162,18303203.5405451,5117813.42127961,1092423646.6855,673590206.253667,492354618.305869,469715573.159791,463692122.890259,126694420.385023,240618909.588095,92652853.3979185
"Unlabeled: No competition; multiple offers","FSS or GWAC",,,,,,,337392611.715703,188508547.608017,283576312.878873,329090295.263928,386429123.684362,224860415.119755,301463800.917549,391739186.547639,378229264.766586,305060471.320841,296128125.949046,341686296.68608,247647286.503115,212632663.5078,127557256.02138,20563813.6431574,,,,,,,9573634.66660275,40899227.2829478,96686994.2172251,59715167.4967126,51886412.9670141,51304014.6775767,406413436.556415,335887687.808508
"Unlabeled: No competition; multiple offers","Multi-Awd.",,0,,,6241033.43019509,217699660.856483,2989875143.51423,1844259806.2131,1649713075.45125,1160504538.74114,1156374085.46805,1019049665.02558,780249104.812055,816399679.890346,1085048694.09999,940204184.519033,937443852.693804,757539779.818369,632157111.364006,935642974.7873,817640472.414484,410409842.247913,,,,,0,,5308578487.91707,7119308639.93226,7174245300.9939,9837450867.11712,7664242580.08365,811412657.093981,1064937061.05394,790622156.642583
"Unlabeled: No competition; multiple offers","Pur. Order",879406.517854651,14421734.375501,4650203.78820382,44447248.6774343,44589442.4365415,36179800.8537185,6809122.70924902,122205334.389749,59857108.3897708,961361.96929477,3277760.70878069,3036952.42805726,4961548.45196757,992866.435619,1019564.57279923,1746867.95623138,1661240.0396285,2120486.74202989,6490213.45160409,6120047.4,10035727.4725469,96353.1829579994,95140.9691122817,513201.210527034,,605413.55134669,,17025490.0072839,135341893.539757,111079338.13516,368950836.487809,112227216.522939,79780486.8915645,66352733.7127699,84982096.9733012,41002280.3996776
"Unlabeled: No competition; multiple offers","Single-Awd.",2672482.14516868,1040226.89908952,12772650.817252,45728105.0061894,132803426.247511,230410703.094968,119200276.313095,73976116.1973122,36903685.2106021,27227539.3458558,33202528.9802947,42699945.9494911,141971618.93601,23474867.1214644,7856143.06646508,59104113.6471443,97330468.7027821,53066233.2802366,81795021.6870484,105975655.9773,103556838.474385,38355035.0500159,,109829.052836525,323390.041543425,124808.332123779,,20602846.3961551,277451027.758944,285400770.801256,288227457.706413,201460007.742756,125032247.38202,88120954.0651694,150083525.584545,226443206.238912
"Unlabeled: No competition; multiple offers","Unlbd. IDV",,0,-293643.527998216,,,,,,,,,,,,,,,,,,,,,,,,,,34444.2950861812,,,,-10910.797278434,,,
"Unlabeled: No competition; multiple offers","Unlabeled",37734423.8189882,260045058.475523,430224590.064742,213506340.32575,,,,,,,,,,,,,,,,,,0,,50064076.0666275,361211545.256701,100448873.352764,246216133.256793,266657853.164012,,,,,,,,
"Unlabeled: No competition; multiple offers; Overrode blank Fair Opportunity)","BOA or BPA",,,,,,,58868.6930538022,0,14838.2278988789,,,,31032.6418680622,14973.2277845964,,,,,,,,,,,,,,,,,,,,,,
"Unlabeled: No competition; multiple offers; Overrode blank Fair Opportunity)","FSS or GWAC",,,,1035430.9298903,,1200417.37205301,-18607.2357202094,-61462.5111167033,-26552.9117559338,,,,,,,,,,,,,,,,,,,81498.1435326477,2688812.33006673,3522344.98959135,6796441.91456687,4657627.64075997,19619583.3950642,19710626.4431075,-135473.288719173,-54445.4990847599
"Unlabeled: No competition; multiple offers; Overrode blank Fair Opportunity)","Multi-Awd.",,0,5142806.1113495,13402776.6389192,11173789.7580338,21580457.7042305,0,-4696.59921813444,0,0,,,,,,,,,,,,,,,,,,885186.453316313,7507555.47692054,8809806.44881112,27299456.5181104,12226149.3905128,5400739.70506631,126096.780544904,0,-1.15328759353549
"Unlabeled: No competition; multiple offers; Overrode blank Fair Opportunity)","Unlbd. IDV",,,,,10473337.0077844,11009819.4375096,,,,,,,,,,,,,,,,,,,,,,,1396306.9225952,1144864.07123396,15056028.9846772,15511061.0530484,-24912.987119091,18084128.2541551,,
"Unlabeled: No competition; multiple offers; Overrode blank Fair Opportunity)","Unlabeled",,1099122.36181852,26205169.2361399,8026573.58011996,,,,,,,,,,,,,,,,,,,,,,,,3132601.83172446,,,,,,,,
