"PlatformPortfolio","Project.Name","ProjectID","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023"
"Aircraft","CGN-38",14,,,,,,,,,,,,210720,465739.0625,,82719,,,,,,,,,
"Aircraft","CH-46 SEA KNIGHT",98,,,,,,,,,,-10000,-26246.9297,,,,,,,,,,,,,
"Aircraft","CH-47 CHINOOK",99,3352840,5050038,5468486,,,,,,,,-142712.2188,,,,,,,,,,0,,,
"Aircraft","CH-47D",15,,,,,,,,,,10218910.9688,43424717.179,43813051.4495,59014111.2615,14281314.4234,3399256.32,-129307.0697,-261764.7715,-3118769.6043,-206366.6007,-21364686.0853,-953511.2609,-7829.8901,34354154.418,12970646.0196
"Aircraft","CH-47F",683,,,,,35794,,,,,6415313.6914,-1344179.6641,1417343.6502,825179.2734,-25997.52,9245252.49,10998905.945,11846145.4599,38879824.7822,92687976.9624,3644591.3105,-316370.4222,-287203.539,930472.8154,-439823.5938
"Aircraft","CH-47F BLOCK II",2198,,,,,,,,,,,,,,,,,,,1093080,91037877.7778,86114618.7043,36416979.6093,2758646.2586,6683529.0313
"Aircraft","CH-53 SEA STALLION",760,12878088,17980481,17546043,175031,,,,,,-45319.8,-389035.3223,,,,,,,,,,,,,
"Aircraft","CHEYENNE",17,,,,,,,,,,,,,3187182,-723831.45,,,,,,,,,,
"Aircraft","CIRCM",2180,,,,,,,,,,,,,,,,,,189920.5,,,,,,
"Aircraft","CNQ",1919,,,,,,,,,,,,,,,,,,,,,0,,,
"Aircraft","COMANCHE",661,,,,,,,,48995,,-1500,-7005.52,,,-8655.82,,0,,,,,,,0,
"Aircraft","CV HELO (SH-60F)",642,,,,,,,,,,2818692.875,558833.7187,61494.1992,482643.5801,87269.11,44568.93,,,,,,,,,
"Aircraft","DNC",2074,,,,,,,,,,,-5350.8101,-42419.1914,-34249.96,-15545.57,,,,-11717.2998,,,,,,
"Aircraft","E-10",1371,,,,,,,,,,,,-121601.2734,,,,,,,,,,,,
"Aircraft","E-2 HAWKEYE",732,3001041,10580840,8755623,65946,,,,,,,-22730.5,,,,,,0,,,,,,,
"Aircraft","E-2C",1387,,,,,,,134950,42700,,,842564,1449842.04,235555.4648,1032301.7,631792,0,0,,,,,,349035.4883,0
"Aircraft","E-2C ADVANCED HAWKEYE",1358,,,,,249900,,,,,,-32915.6398,0,2870214,2662920.36,7572993.83,14156445.0035,10948682.9207,28515948.6194,46032614.1662,64247655.4229,26386029.2813,37408930.3419,4484790.3789,-3060051.9199
"Aircraft","E-2C REPRODUCTION",681,,,,,28700,129152,-502181,56450,162510,,-174962.584,-530642.5206,615214.9401,-187292.47,2620656.15,-3562402.3771,-483492.7295,-493878.6485,-149075.7422,-1002707.4063,-630859.9033,-473000,-2522441.5,
"Aircraft","E-3A",4,7692005,14664629,11208836,133335,,,,,14082637.8751,13486773.2183,3693371.5368,4883679.8821,6482527.9879,929219.3508,1830745.78,-111116.4709,-1115005.3055,-74621.0498,-194431.5028,-1108767.024,-1104260,,17849.5996,
"Aircraft","E-4 (AABNCP)",21,,,,,,,,,,-168496.2978,-4145123.6484,-2912731.375,-19075718.6462,-4491738.2,-1713189.02,-5356432.4748,-7663910.9805,-36729.5195,-2401279.4004,-16024986.2881,-1299231.6699,-545687.3007,-15525.74,
"Aircraft","E-6A (TACAMO)",620,,187477,212151,,,,,,,,-1337.73,,,8020216.59,2676402,3819485,1376843,1830686.0234,2602833.22,890015.5,323452,1064271.0474,-548568.75,
"Aircraft","EA-18G",1372,,,,,286185,,45110,,,,,-24.1,0,,561336.12,1116191.3594,427995.0469,4090579.5918,3481636.1791,7237518.1426,25373495.0312,678090.52,716169.6562,891739.9327
"Aircraft","EA-6B",619,,,,,,,,,,,270858,2324287.3126,1023602.5527,1570620.67,3654798.25,107635.2,-12899.7695,-202861.8695,,-2217.1799,0,0,,
"Aircraft","EA-6B PROWLER",734,7442321,6911039,8288984,97510,,,,,,,-5220,-53772,,,,,,,,,,,,
"Aircraft","EF-111A",5,,,,,,,,,,,,,461000,9105.39,,,,,,,,,,
"Aircraft","F-100 Engine",1507,15309056,12744637,9181304,778308,,,,,,-184354,-491293.5967,-387465.0068,,,,,,,,,,,,
"Aircraft","F-100 SUPER SABRE",1893,,,,,,,,,,,,-174174.1406,,,,,,,,,,,,
"Aircraft","F-100 UPGRADE",1509,2523008,7556267,2297114,,,,,,,,-609910.8125,,,,,,,-350833.6563,,,,,,
"Aircraft","F-101",1505,4423601,4685594,3616300,,,,,,,,-2696088.7501,,,,,,,,,,,,,
"Aircraft","F-106 DELTA DART",1446,61712,72201,317199,,,,,,,,,,,,,,,,,,,,,
"Aircraft","F-108",1508,1726639,3451691,5901312,,,,,,,,,,,,,,,,,,,,,
"Aircraft","F-110",1504,9627534,25117444,12350522,584222,,,,,,-863710.4375,-3300,,,,,,,,,,,,,
"Aircraft","F-111",1447,1029081,2345756,2102017,,,,,,,,,,,,,,,,,,,,,
"Aircraft","F-14 TOMCAT",744,13679102,15364661,25824104,1417578,,,,,,-361225.4902,-1068786.6719,-141531,,,,,,-6711,,,,,,
"Aircraft","F-14D",22,,,,,,,,,,,,36750,,,,,,,,,,,,
"Aircraft","F-15",23,,,,,,,,,7781629.1213,109147811.3295,5779656.6419,27092745.6292,9649801.1469,2126878.418,21020395.4565,-1004118.6983,-1813615.2107,-7527934.9807,-1626120.8651,-1919730.013,-12592391.9029,-8193602,-2055936.1712,-38649.6802
"Aircraft","F-15 EAGLE",1892,48984067,52929477,59103742,2132355,,,,,,-352274.5366,-440500.7454,-590333.0781,-3049206.3525,,-657774.98,,,,0,,,,,
"Aircraft","F-16",24,,,,,,,,,122835033.6681,114634574.8292,60442717.4976,45156710.7716,18280297.514,20554236.3802,69161636.2661,-781491.3171,-357156.9172,-997050.9466,-1805046.8169,-3219575.2485,-1849534.584,-813892.75,58576917.3632,-400
"Aircraft","F-16 FALCON",1894,39215127,40870102,78633818,8378589,,,,0,-64919.0195,-60283.4099,-1413428.6848,-1148262.75,-16024.8799,,-424429.91,0,,-2561407.9063,,0,,0,0,
"Aircraft","F-18 HORNET",746,27252649,32223100,72631278,5688521,,,,,,-2763455.0938,-2558859.2641,-477952.8633,,,,,,,,0,-92500,,,
"Aircraft","F-22 Raptor",1436,,,,,,,,,,,,,,,,,,0,,,,,,
"Aircraft","F-4 PHANTOM",736,170032,560880,346424,,,,,,,,,,,,,,,,,,,,,
"Aircraft","F-4 PHANTOM II",1891,6721195,9656098,12088230,235069,,,,,,-14051.4404,,-1323.3,-369073,,,-68814,0,,,,,,0,
"Aircraft","F-5 FREEDOM FIGHTER",738,4255727,10137647,9955698,513409,,,,,,,,,,,,,,0,0,,,,,
"Aircraft","F-5E",1320,,,,,,,,,61090,680842.3222,285812.3306,165823.4014,125914.3105,89840.46,10029552.03,27888210.89,23848117.961,22288923.2815,22433029.469,21149948.6486,-61949.9688,-685173.5469,-496701.3126,0
"Aircraft","F/A-18 E/F",1828,,,,,439721,324951,,,26724.7393,3405802.6251,78060464.0456,-2372894.3205,-1118696.2816,-896711.62,4578060.69,-1485370.0352,-4024042.1421,-2025760.8101,-6385461.4798,-3488694.1563,-16391955.375,-15766055.42,-7000,514729.5938
"Aircraft","F/A-18A/B/C/D",25,,,,,,,,,16304302.54,171653505.5819,170240979.782,5858672.3671,24555643.5102,27142022.41,23395686.45,4232607.1284,5461065.2841,3194454.6488,1275890.2682,-938522.8732,585990.4761,183068.5391,-3730027.5221,-348652.377
"Aircraft","F/A-22",671,,,,,,,,,,,,,,-2757593.65,,-10581.36,-6445885.2696,69357796.989,,-5567.7202,0,0,-532088.5,0
"Aircraft","FB-111A",1796,,,,,,,,,,,,,,,-33221.51,,,,,,,,,
"Aircraft","FCA",79,,,,,,,,,,,,,,,,-32131.1992,-4284.3198,0,0,,,,,
"Aircraft","GCSS-A INC 1",2178,,,,,,,,,,,,,,,,,,,484075.3438,,,,,
"Aircraft","GHY",2087,,,,,,,,,,,-147804.9219,-207686.2344,,,,0,,,,,,0,,
"Aircraft","GLOBAL HAWK",659,,,,,,,,,,,-480371.8936,-2155889,-818000,,-2280567.84,-5690684,-2631573,-5555815.0157,-8106187.5079,-6213044.5001,-4220245.758,-10291737.166,-3608340.6978,-3121920.5
"Aircraft","H-1 UPGRADE",2,,,,,35789,98582,,,,8196118.1943,3392578.8687,16807054.0031,-12618155.1753,-1591318.2101,-7783434.16,4629264.9007,97524.9647,18500747.3779,10360533.4323,2641973.9415,-94512992.6626,-14101103.5614,604041.1094,-2967598.5273
"Aircraft","H-3 JOLLY GREEN GIANT",1456,3054756,2083287,874465,37118,,,,,,-124113.0469,,,,,,,,,,,,,,
"Aircraft","H-46 SEA KNIGHT",754,7268487,21676996,5386278,30900,,,,,,-50570.3311,-19086.3794,,,,,,,,,,,,,
"Aircraft","HAEUAV",701,,,,,,,,,,,,-79468,,,,,-270536.375,,,,,,,
"Aircraft","HH-53 SUPER JOLLY",1901,5643010,5948006,4383820,71808,,,,,,-126629.6082,-50204.9893,-1665327.2725,-2753619.5703,-458961.6,,,-6291.4902,,,,,,,
"Aircraft","HHD-60",621,,,,,,,,,,,73865,,1957874.9746,,,-45252,-228814.0625,-26932.8203,-38819.8398,,,,,
"Aircraft","HLR",1382,,,,,,,,,,,,,,,,3405858.6033,5963237.2325,1748856.1083,0,43696807.9747,25986157.8918,20100780.8938,7736493.4961,-67323.5781
"Aircraft","ITEP",2185,,,,,,,,,,,,,,,,,,,11244.4805,,,,,
"Aircraft","J-52",803,1702808,6003395,13534078,2386047,,,,,,,,,,,,,,,,,,,,
"Aircraft","J-57",808,109915,256479,,,,,,,,,,,,,,,,,,,,,,
"Aircraft","J-60",805,37870,,,,,,,,,,,,,,,,,,,,,,,
"Aircraft","J-69",1485,2298276,2620730,7920151,,,,,,,,,,,,,,,,,,,,,
"Aircraft","J-79",809,5392373,2653383,3330263,25368,,,,,,,,,,,,,,-186436.0781,,,,,,
"Aircraft","J-85",810,12141378,9093530,52412804,897875,,,,,,,-92820.4609,,,,,,,,,,,,,
"Aircraft","JOINT C2",2184,,,,,,,,,,,,,,,,,,,,0,0,,0,
"Aircraft","JPATS",1834,,,,,,,,,,,-919.29,-8036.0899,-85600.3628,,3058,-5240572.0196,-10742741.1953,-5587638.7942,-5234214.5079,-80693.6006,-630290.0625,-13477920.125,-139441.6875,
"Aircraft","JSF (F-35)",87,,,,,37344,,,,,236838.1304,-2838382.3916,-889891.9424,5205897.0469,350000,-213937.31,-139380.4094,0,-794882.8325,-44602.4492,-86098892.7188,-10059038.0513,-41697068.6309,-1321887.4607,279070749.4121
"Aircraft","JSTARS",679,,,,,,,,,,-673741.6913,-795709.2795,-3865020.1782,-7747386.6274,-20408519.15,-22004008.28,-13610659.1813,-5688920.2951,-3385160.3828,-6306762.3673,-1162900.4321,-728035.5,-53400.26,,
"Aircraft","KC-10A",625,,,,,,,,,,,0,,,,,0,-1452865.25,-2871027,-12056580,-9159866.875,,0,,
"Aircraft","KC-135 STRATOLIFTER",1419,24796575,29461592,36395961,1409536,,,,,,-767626.7153,-82918.0606,-2.36,-28121,,,,,,,0,0,-95829.2812,,
"Aircraft","KC-135R",77,,,,,,,,,52297122.2842,47409198.4638,46122186.319,14023005.025,9690754.8206,4884302.3905,3484103.5701,-1440483.755,-1507811.5024,-2148362.7933,-3158862.3208,-1982895.2344,-1837890.2336,-399398.1875,-985314.6672,-171816.5938
"Aircraft","KC-45A",1380,,,,,,,,,,,,,,,,196038,-540,,,0,0,0,,-94.45
"Aircraft","KIOWA WARRIOR",70,,,,,,,,,,12532088.0355,41018549.5821,54857662.4326,51280735.8263,14447711.11,26599315.59,-551816.3765,-4003287.8262,-120770.7031,-1921603.2305,-6605260.125,-15376.9697,0,-292400.875,0
"Aircraft","LAMPS MKIII (SH-60B)",32,,,,,,,,,,12177930.5839,18724320.7267,19337858.8952,8026244.727,10434679.16,7385701.155,-640127.28,0,,,,,,,
"Aircraft","LONGBOW APACHE",1872,,,,,28290,,,,,-355390.0125,-630739.0325,,-270910.9375,,,,,,,,,,,
"Aircraft","LONGBOW APACHE BLK III",616,,,,,,,,,,,,,235144.7998,-935854.21,812563.5,11942597.6362,26307326.2968,143340225.609,118536898.6189,149943103.4859,79531979.2063,286586.4875,-9776447.0547,31393132.1699
"Aircraft","LUH",78,,,,,,,,,,25629,0,,,,,,,,,,0,0,,
"Aircraft","MH-60R",84,,,,,0,,,62830,3067886,29716742.412,2103299.0383,22124469.7823,47896195.9452,39097241.6,18041813.32,14110137.5865,12024961.5767,15356459.6415,14034324.3416,568465.7148,1021886.4172,-1458122.9004,-972599.631,-245398.0313
"Aircraft","MH-60S",687,,,,,70192,27280,,,,23462148.0274,3470931.4601,65276100.9746,4290547.461,35599394.12,55498212.2701,10067808.4289,100143467.51,39062843.4517,11163202.1289,29332.6104,-730202.3223,-115372.0977,-8496.6396,
"Aircraft","MH53E SEA DRAGON",762,4843173,5418921,3456881,40341,,,,,,,-120762,,,,,,,,,,,,,
"Aircraft","MMA",1333,,,,,153611,18868,14852,,29650,,,1203185.6602,0,-108241.52,0,4185721.3504,4744582.0164,14566176.2977,-577179.7219,4520021.9657,75260557.47,18268993.3507,-26649683.5247,-757893.4844
"Aircraft","MPS",1385,,,,,,,,,,126346,,,,,,,,,,,,,,
"Aircraft","MQ-1C Gray Eagle",2036,,,,,,,,,,,,,,,,,,,,,0,,0,
"Aircraft","MQ-25 Stingray",2257,,,,,,,,,,,,,,,,,,0,,,0,,,
"Aircraft","MQ-9 Reaper",1805,,,,,,,,,,,,,,,-44746,-26360.4004,0,1044035.8126,92189.0313,-2670146.09,-508299.7656,-349584.7188,-17789277.4376,-3250641.0391
"Aircraft","MROI",2148,,,,,,,,,,,,,,,,,,,90930.6406,,,,,0
"Aircraft","N23",1999,,,,,,,,,,,,,,33414.48,,,,,,,,,,
"Aircraft","OH-58 KIOWA (AHIP)",1898,532237,795064,1080266,96864,,,,0,,-252444.3668,-74856.6011,-458606.0217,-144381.7212,-201202.24,,0,0,,,,,,,
"Aircraft","OV-1 MOHAWK",128,61303,,26048,,,,,,,,-62448.9199,,,,,,,,,,,,,
"Aircraft","OV-10 COIN (NOW BRONCO)",796,77225,78002,,54843,,,,,,,,,,,,,,,,,,,,
"Aircraft","OV-10 LARA (NOW BRONCO)",1480,172037,217102,282908,225760,,,,,,,,,,,,,,,,,,,,
