"Project.Name","ProjectID","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023"
"A/EA-3 SKYWARRIOR",709,,,35000,43860,,,,,,,,,,,,,,,,,,,,
"AAG",2192,,,,,,,,,,,,,,,,,,,49993.5781,,,,,
"ABH",1882,,,2700071,,-53226,,,,,,,,,,-152193,,,,,,,,,
"ABMS",2255,,,,,,,,,,,,,,,,,,,,,19102290,8781328,32355638.25,15703463
"ACD",1886,,,1504862,2614065,2753184,2834057,1350429,,,-21512.0195,-4453.29,-8200,,-12769.53,,,,,,,,,,
"ACS",1365,,,2199730,2425152,136140840,308991529,71270426,97680142,155960155,84693467.9053,129455485.3799,90719422.1901,54276569.02,50578210.77,12175072.24,-307866,,-637.9,0,,0,,,-6368813
"ACWS",2190,,,,,,,,,,,,,,,,,,,,,625796.8125,78340.2578,36387.1797,0
"ADS",1379,,,,,,9e+05,1534109,773200,1043300,0,331709,711039,1808117.2202,894323.39,568800,20170025,135559422.4375,153567301.8047,145958128.9629,225963729.0879,292876541.5625,252280715.1725,277976938.8652,56766526.6133
"ADV WIDEBAND",699,,,,,1246446,3552252,2201856,,,,,,,-33236.98,-1541.62,,0,,0,,,,,
"AEC",1890,,307190,22931690,29479402,29508495,6362017,5097184,6476548.9082,5686913.7031,-44382.4354,0,-69305.4726,-13453.3604,-301607.5,-11591.63,-108288.9922,,,,0,,,,
"AF INT COM CTRL SYS",1728,2792716,124177,81098,158042176,,,,,,,-271525.9688,,,,,,,,,,,,,
"AFATDS (ATCCS)",1817,,,,,,0,,247385.9688,,750000,-19806451.2617,-15238242.39,-18721.4492,-12369901.76,0,-6245081,-1138.87,0,-22376048,0,,,,
"AFATDS ADV FLD ART TAC DA",461,34796986,43615555,10827782,247347,,,,,,,,,,,,,,,,,,,,
"AFN",2052,11955051,15407476,5972866,5283849,324920,-11920,,0,,,,,0,,,-2464,,-594.4,0,,,,,
"AFSATCOMM",1734,11137708,5952107,-10071845,3067901,,,,,,-23402.9609,,,,,,,,,,,,,,
"AFSCN",1745,60990944,57025847,18793169,8018962,,,,,,,48404.7792,,,,,,,,,0,,,,
"AFU",1895,,,,286380,,,,,,,,-45511,,,0,,,,,,,,,
"AH-64E New Build",2040,,,,,,,,,,,,,,,,,,,,,,,,2416090
"AHJ",2055,,,22941666,,,,,,0,,,,,-66168.48,,,,,,,,,,
"AIG",2056,,,,7904288,,-23371,63400,0,0,,0,,,0,,,,,,,,,,
"AIR TRAFFIC CNTL COMM CON",487,17572659,,,157670,,,,,,,,,,,,,,,,,,,,
"ALL SOURCE ANALYSIS SYS",439,,,1170347,11353,,,,,,,,,,,,,,,,,,,,
"AN/AFQ-137",1605,-1391723,,,,,,,,,,,,,,,,,,,,,,,
"AN/ALE-40 COUNTERMEASURES",1621,18469720,6296031,13170099,13359902,,,,,,,-184096.0938,-13038.29,,,,,,,,,0,,,
"AN/ALE-41",965,,2754976,1104404,105148,,,,,,,,,,,,,,,,,,,,
"AN/ALE-50",968,163446277,60942021,69047412,30897816,,,,,-53802.6494,-107777.8433,-14313.0098,,,,,,,,,,-325801.125,,,
"AN/ALQ-101 ECM",1624,27000,,,,,,,,,,,,,,,,,,,,,,,
"AN/ALQ-119",1619,8167850,2978604,-657403,357377,,,,,,,,,,,,,,,,,,,,
"AN/ALQ-122 ECM SYS",1609,4494039,9482687,1002221,99000,,,,,,,,0,,,,,,,,,0,,,
"AN/ALQ-126 ECM",966,,510944,,,,,,,,,,,,,,,,,,,,,,
"AN/ALQ-131",1612,68413260,27016527,12510057,17701749,,,,,,,-65992,,,,,,,,,,,,,
"AN/ALQ-133 QUICK LOOK",415,2125000,,,,,,,,,,,,,,,,,,,,,,,
"AN/ALQ-135",1608,27016588,15564575,7374998,7022216,,,,,,,,,,,,,,,,,,,,
"AN/ALQ-136 COUNTERMEASURE",431,,,899138,,,,,,,,,,,,,,,,,,,,,
"AN/ALQ-136 COUNTERMEASURES",2150,,,,2799802,,,,,,,,,-149449.0313,,,,,,,,,,,
"AN/ALQ-155",1610,1180501,538988,1078191,485794,,,,,,,,,,,,,,,,,,,,
"AN/ALQ-165 (V) (ASPJ)",1022,684980,,,,,,,,,,,,,,,,,,,,,,,
"AN/ALQ-61 ECM",931,,,,72450,,,,,,,,,,,,,,,,,,,,
"AN/ALR-31 ELEC COUNTERMEA",1617,,,2538,,,,,,,,,,,,,,,,,,,,,
"AN/ALR-45",933,,165400,1115641,,,,,,,,,,,,,,,,,,,,,
"AN/ALR-46",1611,,,,33600,,,,,,,,,,,,,,,,,,,,
"AN/ALR-56 WARNING RECVR",1654,38113282,20662868,10722083,30716034,,,,,,,-12936,-53234.2695,,,,,,,,,,,,
"AN/ALR-62 COUNTERMEASURES",1616,1043183,3016491,-741692,107000,,,,,,,,,,,,,,,,,,,,
"AN/ALR-67 COUNT WARNING S",1023,317553,23547396,28469823,20748688,,,,,,-603631.3516,0,-169511.7813,,,,,,,,,,,,
"AN/ALR-69",1677,763998,-6548249,1296920,6304939,,,,,-4390.77,,,,,,,,,,,,,,,
"AN/APN-159 BOMB NAV & FR",1666,33716,0,,,,,,,,,,,,,,,,,,,,,,
"AN/APN-169 STATION KEEPIN",1667,33023,34200,29400,30570,,,,,,,,,,,,,,,,,,,,
"AN/APN-194",1035,1545529,4184295,5632480,2676845,,,,,,,,,,,,,,,,,,,,
"AN/APN-221 DOPPLER",1680,,,84247,,,,,,,,,,,,,,,,,,,,,
"AN/APR-38",1656,,,,556746,,,,,,,,,,,,,,,,,,,,
"AN/APR-39",498,-306791,27194366,13686352,17968545,,,,,,,,,,-133291.86,,,,,,,,,,
"AN/APX-72",497,,555318,,-256,,,,,,,,,,,,,,,,,,,,
"AN/ARA-63",1094,41328,4747075,845056,5007587,,,,,,,,,,,,,,,,,,,,
"AN/ARC-159",1093,388000,2207750,1115030,929459,,,,,,,,,,,,,,,,,,,,
"AN/ARC-164 (V)",1700,,,3021718,-556580,,,,,,,,,,,,,,,,,,,,
"AN/ARC-186 RADIO",1695,,,,29872,,,,,,,,,,,,,,,,,,,,
"AN/ARN-52 TACAN",1072,,,160831,,,,,,,,,,,,,,,,,,,,,
"AN/ARN-84 TACAN NAVIG",1064,3496703,,455304,81760,,,,,,,,,,,,,,,,,,,,
"AN/ASM-189 AIR COND SHELT",418,,39525,47320,69750,,,,,,,,,,,,,,,,,,,,
"AN/ASQ-104 NAVIGATION SYS",943,1652964,,,141110,,,,,,,,,,,,,,,,,,,,
"AN/ASW-20",997,233526,,,,,,,,,,,,,,,,,,,,,,,
"AN/BQQ-5",1129,,,132474,,,,,,,,,,,,,,,,,,,,,
"AN/BQQ-6 SONAR",1104,28345389,70200,,82200,,,,,,,,,,,,,,,,,,,,
"AN/BQR-15 TOWED ARRAY",1125,,,,40456,,,,,,,,,,,,,,,,,,,,
"AN/BQS-15 SONAR",1113,31790,,55936,,,,,,,,,,,,,,,,,,,,,
"AN/BRD() LF-VHF-DF",949,,,60544,93945,,,,,,,,,,,,,,,,,,,,
"AN/BSY-1",646,,,,,,,,,90110,,,,,,,,,,,,,,,
"AN/BSY-1 (V) SONAR",1110,60026957,18512657,112289121,121408994,1242163,,,,,,,,,,,,,,0,,,,,
"AN/BSY-2 SUBMARINE COMBAT",1938,29905262,24723532,38102421,15305968,30000,,,,,-65846.9898,-5000,,,,,,,,,,,,,
"AN/FPQ-16",1704,1131804,4089507,0,89337,,,,,,,,,,,,,,,,,,,,
"AN/FQQ-1/2/3/9 CAESAR/SOS",1116,,,,206608,,,,,,,,,,,,,,,,,,,,
"AN/FSA-52 COMM CTRL EQUIP",1004,626800,66700,,,,,,,,,,,,,,,,,,,,,,
"AN/FSD JOINT STARS",1676,440598490,201230217,225651948,229437727,,,,,0,-786732.8985,-1534571.5421,-888138.7617,,,,,,,,,,,,
"AN/GRC-103 RADIO",512,,,79351,1260573,,,,,,,,,,,,,,,,,,,,
"AN/GRC-142/122 RADIO",521,,,,32500,,,,,,,,,,,,,,,,,,,,
"AN/GRC-143 RADIO",522,-87757,,,69951,,,,,,,,,,,,,,,,,,,,
"AN/GRC-171",1689,,,94500,14792705,,,,,,,,,,,,,,,,,,,,
"AN/GRC-193",1092,,27683,,83462,,,,,,,,,,,,,,,,,,,,
"AN/GRC-206",1698,,,75540,106164,,,,,,,,,,,,,,,,,,,,
"AN/GRC-212",1696,-98506,21720,,,,,,,,,,,,,,,,,,,,,,
"AN/GRN-9",1065,309784,102794,,,,,,,,,,,,,,,,,,,,,,
"AN/GSG-10 (TACFIRE)",467,156053,,,,,,,,,,,,,,,,,,,,,,,
"AN/GXC-7",1015,,,99729,,,,,,,,,,,,,,,,,,,,,
"AN/MLQ-34 COUNTERMEASURES",2038,,,,,,,,,,,,,,,,1225272.8,,,,,,,,
"AN/MSC-46 SAT COMM TERM",459,,,,68080,,,,,,,,,,,,,,,,,,,,
"AN/PRC-104",1090,50670,,,,,,,,,,,,,,,,,,,,,,,
"AN/PRC-90 RADIO",1694,15711417,57087,,,,,,,,,,,,,,,,,,,,,,
"AN/SLQ-21 ECM",935,,,,55000,,,,,,,,,,,,,,,,,,,,
"AN/SLQ-25 TORP CM TRANS S",962,,7156666,750469,4320427,,,,,,-110000,,,,,,,,,,,,,,
"AN/SLQ-32",1007,3044106,177030,26072254,8648842,,,,,-12320.5098,,,,,,,,0,,,,,,,
"AN/SPA 25",1058,,548708,396402,265636,,,,,,,,,,,,,,,,,,,,
"AN/SPN-46(V)",1083,8696321,2778940,,,,,,,,,,,,,,,,,,,,,,
"AN/SPS 40",1056,,96350,152349,44380,,,,,,,,,,,,,,,,,,,,
"AN/SPS 49",1059,2513941,8482513,4740513,1642148,,,,,,,,,,,,,,,,,,,,
"AN/SPS-58",1033,7731747,1787825,,,,,,,,,,,,,,,,,,,,,,
"AN/SQQ-16 MINE SONAR",1114,,,227653,365000,,,,,,,,,,,,,,,,,,,,
"AN/SQQ-89",49,,,,,,,,6300,4005767.0586,20355262.4414,22567422.672,7418926.6277,4804000,4512769,5420423.3905,1524000,0,,-3670,-10350.6201,,,91503.6172,
"AN/SQQ-89 SONAR",1109,97719310,81168271,80786189,29652803,,,,,,0,-2355121,-3037782.4375,,,,,,,-120570.7031,,,,,
"AN/SQS-53 SONAR",1128,2494848,4737250,81724,26276,,,,,,,-10194,,,,,,,,,,,,,
"AN/SQS-56",1103,,63826,,,,,,,,,,,,,,,,,,,,,,
"AN/SSQ-36",1136,,,,1211327,,,,,,,,,,,,,,,,,,,,
"AN/SSQ-53 (DIFAR)",1133,1172190,23339555,1071695,19948578,,,,,,,,,,,,,,,,,,,,
"AN/SSQ-57 SPECIAL PURPOSE",1135,,,,100,,,,,,,,,,,,,,,,,,,,
"AN/SSQ-62 DICASS",1137,,,13761577,12258146,,,,,,,,,,,,,,,,,,,,
"AN/SSQ-77(VLAD)",1138,7454180,240241,3885760,3334140,,,,,,,,,,,,,,,,,,,,
"AN/SYR-1 TRACKING SET",1006,4462536,6553651,5109835,105193,,,,,,,,,,,,,,,,,,,,
"AN/TPQ-36",505,176765,7659297,5821623,3972780,-4489,,,,,,,,,,,,,,,,,,,
"AN/TPQ-37",507,,34077026,24351175,26762662,,,,,,,-23767.7305,,,,,,0,,,,,,,
"AN/TPS-43",1702,,,,1224601,,,,,,,,,,,,,,,,,,,,
"AN/TPX-46 (MARK XIFF)",501,,79850,12855,99995,,,,,,,,,,,,,,,,,,,,
"AN/TRC-110 RADIO",518,,42410,,,,,,,,,,,,,,,,,,,,,,
"AN/TRC-112 RADIO",519,,,416760,151127,,,,,,,,,,,,,,,,,,,,
"AN/TRC-170 RADIO",1691,,,,3174080,,,,,,,,,,,,,,,,,,,,
"AN/TSC-61 FLIGHT COORD CN",424,,29708,,,,,,,,,,,,,,,,,,,,,,
"AN/TSC-75 COMM CENTRAL",448,,76496,,,,,,,,,,,,,,,,,,,,,,
"AN/TSM-55 ELEC TEST EQUIP",410,46710,,159890,,,,,,,,,,,,,,,,,,,,,
"AN/TSQ-114",453,,,,87487,,,,,,,,,,,,,,,,,,,,
"AN/TSQ-18 LANDING CNTRL C",950,329640,,,,,,,,,,,,,,,,,,,,,,,
"AN/TTC-3 CENT  OFF TEL",993,83200,428400,,,,,,,,,,,,,,,,,,,,,,
"AN/TTC-38 CENT OFF TEL",1002,,,54300,,,,,,,,,,,,,,,,,,,,,
"AN/TTC-39",13,,,,,,,897.75,,81530,,,,124936.5,,,,,,,,,,,
"AN/TTC-39 CIRCUIT SWITCH",434,7381573,76567777,19946491,17139661,,,,,52859,-526928,,,,,,,,,,,,,,
"AN/TTC-39(Z) SYSTEM",455,,-158243,42000,-81995,,,,,,,,,,,,,,,,,,,,
"AN/TYC-39 MESSAGE SWITCH",433,7991515,-228247,-2049372,-226068,,,,,,,,,,,,,,,,,,,,
"AN/TYC-5 DATA COMM TERMIN",995,,114883,,,,,,,,,,,,,,,,,,,,,,
"AN/TYQ-3 TDC",990,,,135992,793812,,,,,,,,,,,,,,-11120,,,,,,
"AN/UGC-129",1003,,,228410,353437,,,,,,,,,,,,,,,,,,,,
"AN/UGC-74",998,,1055800,1951750,,,,,,,,,,,,,,,,,,,,,
"AN/ULQ-6",926,,2238769,,1036436,,,,,,,,,,,,,,,,,,,,
"AN/URC-82",1084,19518214,11553015,8877617,3e+06,,,,,,,,,,,,,,,,,,,,
"AN/USG-13 TACMO 3",957,1635086,,,,,,,,,,,,,,,,,,,,,,,
"AN/USH-24",1019,32992107,22820243,17074502,4771922,,,,,,,,,,,,,,,,,,,,
"AN/USM-247 (VAST)",928,,,632795,3221090,,,,,,,,,,,,,,,,,,,,
"AN/USM-410 TEST STATION",436,181541,7e+05,155000,150000,,,,,,,,,,,,,,,,,,,,
"AN/UYA-4 NTDS",951,,,,98786,,,,,,,,,,,,,,,,,,,,
"AN/UYH/K-3 MEMORY UNITS",927,118464,167309,410046,,,,,,,,,,,,,,,,,,,,,
"AN/UYK-20 GARD",963,14516721,609404,,81784,,,,,,,,,,,,,,,,,,,,
"AN/UYK-43",1008,5940811,2669888,1091500,295474,,,,,,,,,,,,,,,,0,,,,
"AN/UYK-5 ADP SYSTEM",945,,47697,,,,,,,,,,,,,,,,,,,,,,
"AN/UYQ-21 NTDS",1018,5690990,1248686,1369919,855769,,,,,,,,,,,,,,,,,,,,
"AN/VRC-12 RADIO",523,,63407,,,,,,,,,,,,,,,,,,,,,,
"AN/VRC-67 RADIO TERMINAL",445,,,,1235520,,,,,,,,,,,,,,,,,,,,
"AN/VVS-2",558,,,,2832,,,,,,,,,,,,,,,,,,,,
"AN/WLR-1",940,,,2843437,-1502999,,,,,,,,,,,,,,,,,,,,
"AN/WLR-8",973,,120439,58890,,,,,,,,,,,,,,,,,,,,,
"AN/WLR-9",1017,1558000,,,,,,,,,,,,,,,,,,,,,,,
"AN/WRC-1",1088,,30640,,96864,,,,,,,,,,,,,,,,,,,,
"AN/WRN-5",1087,7389290,,,,,,,,,,,,,,,,,,,,,,,
"AN/WSC-28 SAT COMM",458,,301482,139254,,,,,,,,,,,,,,,,,,,,,
"AN/WSN-1 INERT NAV SYS",1014,52185,,608783,37348,,,,,,,,,,,,,,,,,,,,
"ANTENNA IMPROV PLAN",942,,,,374000,,,,,,,,,,,,,,,,,,,,
"ANTENNA TEST STATION",1764,,,2073244,53715,,,,,,,,,,,,,,,,,,,,
"AOC-WS",1363,,,,,5722610,4451133,27195509.5938,44958244.9855,77891630.4527,62597512.1948,40612544.3458,47245233.6169,103800754.1327,103626916.7419,95350586.1895,81300336.179,55404102.9247,26405272.1192,1496904.1595,-66867.0894,-3120142.1195,-342669.435,-118228.4104,0
"APC",2057,76811649,9919063,10853832,148810,12522487,1805428,2481750,110000,,,,,-51616,,,0,,,,,,,,
"ARC-210 RADIO SET",1166,80302255,68656595,1340931,,,,,,,,,,,,,,,,,,,,,
"ARL",1942,,,,1711537,1929977,2787168,2851853,,0,-66565.5,-22276.7891,-3614.7,,,,,0,,,0,,,,
"ARMORED MORTAR SYSTEM",334,,,,9245,,,,,,,,,,,,,,,,,,,,
"ARMY DATA DISTRIBUTION SY",460,28500,888772,1385731,63184,,,,,,,,,,,,,,,,,,,,
"ARMY WWMCCS INFO SYS",468,,,,2241808,,,,,,,,,,,,,,,,,,,,
"ASAS (ATCCS)",655,,,,,,,,3989583,,,-198495.9844,3382308,3384879.375,,,,,,,,,,,
"ASF",1908,,,,3980452,,,,,,,-368600,,,,,,,,,,,,,
"AT NAV,INTEGR AND CRD ATN",486,29040,,-45592,4791103,,,,,,,,,,,,,,,,,,,,
"ATARS",1867,,,,,,,,,4138599,,,,,,,,,,,,,,,
"ATCCS-CHS",1853,,,,,,3421779,0,9053.3096,,,,,,,,,,,,,,,,
"ATIRCMS/CMWS",630,,,,,4757299,1994353,181088663,390038378.4395,506564394.1641,486720902.7736,184109543.75,187455622.2813,85646680.4461,191344297.91,10542172.88,156925.682,1536059.2388,-228401.6513,-321179.024,-518898.1875,-646379.6172,-886.72,,
"ATS",2058,,,,,,,1644,19477353.8279,23956195.7187,14762809.2466,1169548.084,1786669.1479,377038.9378,318224.43,-21949.98,-464535.3741,-17375,,-19825,,,,,
"AUJ",2059,,,,3413195,,,1326413,,0,,-53181.6997,,,-20917.49,,,,,,,,,,
"AUTO TEST SUPPORT SYS",425,65516,,,,,,,,,,,,,,,,,,,,,,,
"AUTODIN",538,39100,,,,,,,,,,,,,,,,,,,,,,,
"AVENGER - FADS, LOS, RPMS",160,1091546,7827819,13148685,31928311,452394,,,,,,,,,,,,,,,,,,,
"AVG",1910,,,,,,,,,,,,,,,,-12392,,,,,,,,
"AVIONICS",488,863838,868263,1491498,584045,,,,,,,-25533.1201,,,,,,,,,,,,,
"Advanced Pilot Training (APT)",2232,,,,,,,,,,,,,,,,,,,,,,881365.3125,0,90777.793
"Air Force Integrated Personnel and Pay System Increment 1 (AFIPPS Inc 1)",2253,,,,,,,,,,,,,,,,,,,,266762,347373.1406,0,,
"B1-CMUP COMPUTER UPGRADE",669,,,,,,,,129826,547274.5293,2282680.0336,2126066.0658,-506,-332.07,-3061,,,,,,,,,,
"BAT FLD CMBT ID SYS - NEA",489,,2380816,27837897,30804409,1801958,,,,,,,,,,,,,,,,,,,
"BAT FLD CMBT ID SYS - NEAR TRM",2152,,,,269552,280776,286122,291720,120000.0118,174208.1231,0,,-0.05,-984.07,,,,,,,,,,,
"BCS-M",1991,,,,,,,,,,948744.5,,,,,,,,,,,,,,
"BIOMETRICS",1992,,,,,,,,,,20886.0098,,,,,,,,24182898.75,21856964.8047,26049206.2188,14225138.4298,19482007.3672,7975361.625,
"BSM",1972,,,,,1077492,8622145,170841,1657405,602891.519,30430976.7188,72709671.8281,104942345,74107108.415,1567860.9,-178848.54,-953910.0171,-670831.125,,-82976.3203,0,,,,
"BSM ENERGY",1962,,,,,,,35201,,100756.2969,1885057.7962,333915.3925,1305379.2878,8001393.4376,46000,-584.08,-17742,-15969.1504,,,,,,,
"BTLFLD DIGITALIZATION",633,,,,,,,,0,,,,,,,149790,,,,,,,,,
"C-1 TRADER",725,,49244,,,,,,,,,,,,,,,,,,,,,,
"C-121 WARNING STAR",718,913848,119988,8800,,,,,,,,,,,,,,,,,,,,,
"C-3 INERT NAVIG EQUIP",1031,703500,,,,,,,,,,,,,,,,,,,,,,,
"C9B COMMERCIAL ACFT",775,,,710182,579988,,,,,,,,,,,,,,,,,,,,
"CAC2S INC 1",2153,,,,,,,,,,,,,,,,,75000,-15261.1602,-11681.8,,,,,
"CAINS GROUND SUPPORT EQUI",970,4913363,366317,62918,122070,,,,,,,,,,,,,,,,,,,,
"CANES",2035,,,,,,,,,,,,,,,,9990877,37183013.5,48239219.3281,135721565.7583,200879523.3669,154699741.2447,146690446.2152,129773135.4073,81233491.0146
"CASS",1012,6609315,1234127,13427386,7542937,,,,,,,,,,,,,,,,,,,,
"CBDP",1344,,,,,,369500,544405,692400,246823,65000,,,,,,,,,,,,,1098716,436520.3594
"CCIC2S",1989,,,,,,,,,,,,19862516.2202,15034944.3906,18620144.21,16886522.74,27385470.75,14822229,2575194,2757313,-169366,,0,0,
"CDL",1341,,,,,,,,,,,,,1322888,774154,0,,,,,,,,,
"CEC",1843,,,,,138652929,137081881,88157324,32348496,42752802.6906,72447181.8156,98340539.9883,69644900.3875,58583429.5892,41034948.21,117118433.3225,120592865.89,152774905.1797,104419272.9219,119727170.2176,104767863.8983,151187983.1875,137173563.8686,180727480.8613,93779612.7237
"CGS",1816,,,,,109875,34880458,46818314.75,60837332.6719,79844213.1524,86076146.276,53344302.3488,25347979.7795,31174759.3824,22465356.06,9696398.6298,82207.4901999999,125225.8701,-593897.6602,-11011.95,-182111.0725,-449628.9851,,-50155.9587,
"CHAALS",449,,,3652300,5577126,,,,,,,,,,,,,,,,,,,,
"CHCS II",1958,,,,,94728,142413,10119467,2915085,114509.3984,63124.3008,65587,-53793.1211,-59960.8398,22986.72,-15412.83,,0,,,0,,,0,
"CHEYENNE MOUNTAIN UPGRADE",1649,29250,,,,,,,,,,,,,,,,,,,,,,,
"CIRCM",2180,,,,,,,,,,,,,,,,,,149997.7031,,,,311000,-94472.4688,141855980.0937
"CIS (MK XV IFF)",672,,,,,,,,,,8522.0596,,,,,,,,,,,,,,
"CITS",1993,,,,,,,,,16663972.2735,21665863.0469,50024033.3439,7768510.5859,5089520.4531,0,,-138439.21,-731029.875,-17135.1992,0,-1425737.6876,,,,
"CNN",2067,,,,15203862,,,,,,,-23684.5498,,,,,,,,,,,,,
"CNZ",2072,60705542,-3973952,,,,,,,,,,,,,,,,,,,,,,
"COBRA JUDY",1739,4349991,12519518,15560738,13077147,,,,,,,,,,,,,,,,,,,,
"COMBAT SUPPORT TRAINING S",490,,,,5131916,,,,,,,,,,,,,,,,,,,,
"COMMON GROUND EQUIPMENT",591,652066,36400,,5342414,,,,,,,,,,,,,,,,,,,,
"CONDOR",1315,,,,,,,3.2e+07,0,0,0,0,,0,0,,,0,0,,,,,,
"CORPS/THEATER ADP SVC CTR",542,,,,61008,,,,,,,,,,,,,,,,,,,,
"CSSCS CBT SRV SPPT CTRL S",462,,,26175,,,,,,,,,,,,,,,,,,,,,
"CX-4566 A/G CABLE ASSEMBL",406,,,51076,,,,,,,,,,,,,,,,,,,,,
"DCAPES",1995,,,,,,,,1960180.7734,12511208,9484061.9766,-639819.242,0,1113971.6134,1377516.97,2457180.03,624638.65,,,,,,,,
"DCGS ARMY",1381,,,,,,,,985856,,,,,48313,19170338.4725,48018230.4363,38603773.73,31142955.668,72166456.6562,29187508.9766,43809763.75,31612321.706,26443165.7552,5349167.7793,5484312.3398
"DCGS-N INC 2",2182,,,,,,,,,,,,,,,,,,200095.7578,501380.2188,532309.7852,,,,
"DCS TRANSMISSION FACILITI",537,,2787370,346040,,,,,,,,,,,,,,,,,,,,,
"DEAMS",1996,,,,,,,,,461373.9375,32001.6699,70233.7969,18255.7598,0,200346.37,,,,,,,,,,
"DEAMS Inc 1",2101,,,,,,,,,,,,,,,,184004.8477,144235.5469,,5299364.5938,7970241.9687,9101348.9168,25480244.396,27127956.6501,35392510.9466
"DEF METEOR SAT PROG",1517,,67107,3255013,1297136,,,,,,,,,,,,,,,,,,,,
"DGTL TOPOGRAPHIC SPPT SYS",469,4327313,10111568,17337045,20363397,,,,,,,-15962,-118866,,,,,,,,,,,,
"DIMHRS",1967,,,,,4325900,1325000,2902991,2289600,2502607.625,7287287.4063,9399423.5039,9299675.3828,1268097.9746,4199796.03,4730341.1,1323692,,,,,,,,
"DJC2",1982,,,,,8666873.9902,7475259.25,13178538.66,14036170,14272032.9102,19679176.6511,7536437.1143,1623153.2578,1269109.1623,303000,-24000,-1183.63,,,,,,,,
"DJN",1931,,1712426,490861,3844510,4128134,6749702,1106966,124041,-230398.1389,-417235.3907,-192400,-1897.21,-278546,-12279,-19131.7,-676378.8359,-37171,,,,,,,
"DLS",1968,,,,,18391721,28078801,5034320,,15239770.4375,449935.0625,0,-17989.8798,,,48853.48,,,,,,,,,
"DMLSS",1959,,,,,2348895,514903,42498,,,-93144.789,,,,,,,,,,,,,,
"DMS",1960,,,,,93066,43301695.4004,21124884,38367221.6952,18756975.769,22265411.8909,22661799.4764,18246652.2379,17628245.6655,10410475.1501,10387129.9909,-63291.7107,-99793.1891,-15484.59,,,,0,,
"DPPS",1950,,,,,959905.125,332729.6309,,11221,,,,,,,,,,,,,,,,
"DTS",1970,,,,,10133370,3075406,9959181,23746583.6875,31194318.3243,36610964.3653,56820128.4615,42579493.2024,16880143.5044,0,-12089.1,-1255526.0275,-138578.833,-13731.4004,,,,,,
"Defense Enterprise Office Solution (DEOS)",2251,,,,,,,,,,,,,,,,,,,,516525.3242,,,,
"Department of Defense Healthcare Management System Modernization (DHMSM)",2237,,,,,,,,,,,,,,,,,,,,265582023.5,487402198.75,489189214.0313,678232070.75,142304670.6954
"Distributed Common Ground System - Army Increment 2 (DCGS-A Inc 2)",2239,,,,,,,,,,,,,,,,,,,,368503.0684,303376.6308,169172.2022,221021.3103,64118.7086
"ELECTRONIC DECEPTION SYST",543,,,25306,48531,,,,,,,,,,,,,,,,,,,,
