"Project.Name","ProjectID","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023"
"536",1822,,,,,,,,,,,,,,1467,,,,,,,,,,
"579",2248,,,,,,,,,,,,,,,,,,,,41447.6211,,,,
"60MM",330,30396,,,7125,,,,,,,,,,,,,,,,,,,,
"60MM AMMUNITION ALL TYPES",364,2323474,2185804,5235430,5833590,,,,,,,,,,,,,,,,,,,,
"7.62MM ALL TY EXCEPT BLAN",348,,334365,,,,,,,,,,,,,,,,,,,,,,
"7.62MM M60 MACHINE GUN",303,2612500,13956091,5841160,8374045,14127413,1870792,,,,,,,,,,,,,,,,,,
"81MM AMMUNITION ALL TYPES",365,58900,,3743,,,,,,,,,,,,,,,,,,,,,
"81MM M29 ON MOUNT M23",331,,352894,207465,311112,,,,,,,,,,,,,,,,,,,,
"81MM SP MORTAR M125",332,,226649,,192228,,,,,,,,,,,,,,,,,,,,
"8711",1874,,,,,,,,,34727.9805,,,,,,,,,,,,,,,
"8712",1875,,,,,,,,,-1005,,,,,,,,,,,,,,,
"9MM AMMUNITION ALL TYPES",361,122204,329760,353760,,,,,,,,,,,,,,,,,,,,,
"9MM PERSONAL DEFENSE WEAP",320,308728,1147126,2769244,1811549,,,,,,,,,,,,,,,,,,,,
"A-1 SKYRAIDER",704,,,,80208,,,,,,,,,,,,,,,,,,,,
"A-10",1499,,,,26350,,,,7881545,23566111.3501,6522289,4269809.375,118189,0,12519254,703160,-1,-5087,,-66884.5996,,,,,11372
"A-6E / A-6 UPGRADE",83,,,,,,,,,,6000,,,-65.4,,,,,,,,,,,
"A-7D",1318,,,,,,,,,,21270,,,55033.9792,,29789,0,,,,,,,,
"ABL",639,,,,,350000,,,,,,,,,,,,,,,,,,,
"ABRAMS SERIES (M1/M1A1/M1",250,309454732,273459405,317803475,388720391,324211,,,,-2379423.03,9692809.5209,36824.7812,0,0,0,-2107885.01,,,,,,,,,
"ABRAMS UPGRADE",1839,5293200,1434337,,,50285353.5,386160665.25,784453387,2319050844.6947,1285716149.3151,328565355.6172,237351337.6778,88318161.1928,41465293.8894,102083236.13,68525363.43,6297339.7718,-6639049.9841,9598507.2329,-1651520.9572,-1862078.6745,-1714391.1875,-67304.6836,-1270691.4663,
"ACM",1850,,,,,,,20537,102340,,,,,,,,,,,,,,,,
"ACS",1365,,,,,87795000,124800000,335123,0,,,,1.2e+07,8e+06,14028140.07,11241261.24,-307866,,,,,,,,
"ACWS",2190,,,,,,,,,,,,,,,,,,846158.6563,255485.0156,5205386,-3895411.1875,78340.2578,159329.4298,3721.25
"ADS",1379,,,,,,,534109,,14300,,,,,6e+05,6e+05,250000,250000,55690.4297,,,,,,
"ADV WIDEBAND",699,,,,,69939,3675841,769473,,,,,,,,-1541.62,,,,,,,,,
"AEHF",668,,,,,,14517,,,,,,,,,,,,,,,,,,
"AESA",1329,,,,,191146,3366814,2982450,0,-102581.4922,-453941.4649,,490763.75,-370528.5625,,,,,,-10079.25,,,,,
"AFAS (PRE-MS I) 155MM SP",325,,220369,450126,137650,,,,,,,,,,,,,,,,,,,,
"AFATDS (ATCCS)",1817,,,,,,0,,247385.9688,,750000,-19806451.2617,-15238242.39,-18721.4492,-12369901.76,0,-6245081,-1138.87,0,-22376048,0,,,,
"AFATDS ADV FLD ART TAC DA",461,34796986,43615555,10827782,247347,,,,,,,,,,,,,,,,,,,,
"AGM-88 HARM",859,,,,318112,,,,,,,,,,,,,,,,,,,,
"AGM-88E AARGM",1362,,,,,173937,,72380,,,,,,,,,,,,,,,,,
"AH-1 COBRA",101,76995461,1231395,1320775,321125,,,,,,,-17840.3906,,,,,,,,,,,,,
"AH-64 APACHE",113,1781913956,128592098,315617165,840294783,677137,,,,,-433232.0709,-3547.27,-128488.2766,,,,,,,,,,,,
"AH-64E New Build",2040,,,,,,,,,,,,,154280000,127800173.27,893566507.93,189978452.1576,392400901.7188,99002910,357206202.1409,18636315.8856,44011840.8238,64081263.3765,50186803.561,61492701.8203
"AHK",1900,2162816,5420469,15672631,1839111,4554522,2080442,2906633,489852.5234,-115422,,-191301.3438,-260796.8186,-31290.7695,,,0,,,,,,,,
"AIG",2056,,,,27716004,11692704,15138972,3571666,5663652,0,0,-10000,-46853.2695,,-1753763.87,,,,,,-36325.6602,,,,
"AIM-9X",1842,,,,,6559780,3310931,425284,-692,,-875355.5,0,-52674.9009,-96510.0703,0,0,,,,,,,,,
"AIR CONDITIONERS",586,,,598481,,,,,,,,,,,,,,,,,,,,,
"AIR DEFENSE TARGETS",485,,44450,102544,10939,,,,,,,,,,,,,,,,,,,,
"AIR TRAFFIC CNTL COMM CON",487,32043009,1574,-125000,157670,,,,,,,,,,,,,,,,,,,,
"AIRBORNE RECON LOW (ARL)",476,3212794,4930308,,52710621,,,,,,,,,,,,,,,,,,,,
"ALAM",1330,,,,,,114956,,,,,,,,,,,,,,,,,,
"ALL SOURCE ANALYSIS SYS",439,,,1170347,11353,,,,,,,,,,,,,,,,,,,,
"AMDR",2033,,,,,,,,,,,,,,,,1492576.41,1643404,1236051.0938,1000749.3101,16127937.9219,72258558.4609,77979681.5748,68034170.7949,-2671892.2768
"AMMO COMPONENTS ALL TYPES",399,-17113398,133492991,16082368,29147068,,,,,0,-260051.5938,61788.9996,,,,,,,,,,,,,
"AMMUNITION SIMULATORS, AL",1935,,,,,,,,,2456923.625,126923.3906,-510726.9688,-379298.9063,38604.4297,-42183.83,,,,,,,,,,
"AMPV",2146,,,,,,,,,,,,,,,,68105672,167020700,155365855.4123,406315650.3794,623565673.2881,515168274.935,79269777.6018,57752439.6981,290727431.4682
"AMRAAM",81,,,,,,45352,554926,,,,,,517977,313225,0,0,,-20524.0898,,1195405,0,363807.875,785232.7031,
"AMRAAM (NAVY)",80,,,,,,25386994,36692076,51426846.8398,73669810.5625,85713709,70991334.2166,26613418.5503,31554029.9392,12099010.13,16403248.57,7967126.0155,8954716.25,11689566.375,-1696721.4063,-2671791.25,-3662530.5,-5155819.0625,,
"AN/ALQ-133 QUICK LOOK",415,2125000,,,,,,,,,,,,,,,,,,,,,,,
"AN/ALQ-136 COUNTERMEASURE",431,,,899138,,,,,,,,,,,,,,,,,,,,,
"AN/ALQ-136 COUNTERMEASURES",2150,,,,2799802,,,,,,,,,,,,,,,,,,,,
"AN/ALQ-147 COUNTERMEASURE",438,,935184,,,,,,,,,,,,,,,,,,,,,,
"AN/APR-39",498,-56638,27194366,13686352,17968545,,,,,,,,,,,,,,,,,,,,
"AN/APX-72",497,,555318,,-256,,,,,,,,,,,,,,,,,,,,
"AN/ASM-189 AIR COND SHELT",418,,39525,47320,69750,,,,,,,,,,,,,,,,,,,,
"AN/BQS-13",6,,,,,,,,1914183.875,,,9248.1299,830907,0,0,-4881,,,,,,,,,
"AN/GRC-103 RADIO",512,,,79351,,,,,,,,,,,,,,,,,,,,,
"AN/GRC-142/122 RADIO",521,,,,32500,,,,,,,,,,,,,,,,,,,,
"AN/GRC-143 RADIO",522,-87757,,,69951,,,,,,,,,,,,,,,,,,,,
"AN/GSG-10 (TACFIRE)",467,156053,,,,,,,,,,,,,,,,,,,,,,,
"AN/MSC-46 SAT COMM TERM",459,,,,68080,,,,,,,,,,,,,,,,,,,,
"AN/PPS-5 RADAR PORTABLE",499,1724040,,46692,21492,,,,,,,,,,,,,,,,,,,,
"AN/SQQ-89",49,,,,,,,,6300,,,,2547.53,,,,,,,,,,,,
"AN/TPQ-36",505,176765,7659297,5821623,3972780,-4489,,,,,,,,,,,,,,,,,,,
"AN/TPQ-37",507,,34077026,24307290,26762662,,,,,,,-23767.7305,,,,,,,,,,,,,
"AN/TPX-46 (MARK XIFF)",501,,79850,12855,99995,,,,,,,,,,,,,,,,,,,,
"AN/TRC-110 RADIO",518,,42410,,,,,,,,,,,,,,,,,,,,,,
"AN/TSC-61 FLIGHT COORD CN",424,,29708,,,,,,,,,,,,,,,,,,,,,,
"AN/TSC-75 COMM CENTRAL",448,,76496,,,,,,,,,,,,,,,,,,,,,,
"AN/TSM-55 ELEC TEST EQUIP",410,46710,,159890,,,,,,,,,,,,,,,,,,,,,
"AN/TSQ-114",453,,,,87487,,,,,,,,,,,,,,,,,,,,
"AN/TSQ-73 AIR DEF MSL SYS",426,,0,7e+06,6788409,,,,,,,,,,,,,,,,,,,,
"AN/TTC-39 CIRCUIT SWITCH",434,7381573,76567777,19946491,17139661,,,,,52859,,,,,,,,,,,,,,,
"AN/TTC-39(Z) SYSTEM",455,,-158243,42000,-81995,,,,,,,,,,,,,,,,,,,,
"AN/TVQ-2 LASER DESIGNATOR",428,,3688786,685156,,,,,,,,,,,,,,,,,,,,,
"AN/TYC-39 MESSAGE SWITCH",433,7991515,-228247,-2049372,-226068,,,,,,,,,,,,,,,,,,,,
"AN/USM-410 TEST STATION",436,181541,7e+05,155000,150000,,,,,,,,,,,,,,,,,,,,
"AN/VVS-2",558,,,,2832,,,,,,,,,,,,,,,,,,,,
"AOC-WS",1363,,,,,808676,,,,,,,,,,,,,,,,,,,
"APACHE (AH-64) ADV ATTACK",1906,23023666,38164430,52753356,18022187,22160181,5783744,28365,120301.1769,-230821.1413,-51935.6013,-449.04,-3475.9301,-1104613.1237,,0,0,,,,,,,,
"APACHE (AH-64A)",54,,,,,37078858.24,0,2589100.295,170386498.1022,307958908.5499,160432071.4844,474918415.5371,942553901.9357,1210224763.2671,1002085714.0521,890541425.6316,201917057.3857,73690909.1431,16289067.7717,18335743.1574,7994154.7073,-1500971.4203,-9039197.9913,-12408079.2266,0
"APS",20,,,,,,,,,250589,8325,,,,,21661163.4,111898841.9887,13745786.8399,49565425.0506,139759086.6185,133841329.9235,141506984.9878,83658401.2571,64743298.7533,45592899.375
"ARH",75,,,,,,,,,1549881.5547,3826428.75,4561464.5586,95043538.8115,61701415.0489,46222881,47248305.55,42623746.3934,47413617.5039,21019025.5548,6287234.9198,1443792.3759,-1536080.0782,0,,
"ARL",1942,646800,4624645,-129924,5521537,15265378,40746332,91744701,89854271,20091653,131879.375,-1615310.7891,-1223856.8875,-4843393,,,,0,,,,,,0,
"ARMORED MORTAR SYSTEM",334,,,,9245,,,,,,,,,,,,,,,,,,,,
"ARMORED SECURITY VEHICLE",186,285958,160319,1006755,4068673,,,,,,,,,,,,,,,,,,,,
"ARMY DATA DISTRIBUTION SY",460,28500,888772,1385731,63184,,,,,,,,,,,,,,,,,,,,
"ARMY TACTICAL MISSILE SYS",158,1981384,162232559,106388286,58305790,,,,,,,-1580597.625,,,,,,,,,,,,,
"ASAS (ATCCS)",655,,,,,,,,,,,,3382308,3384879.375,,,,,,,,,,,
"ASM",1856,,,,,,,,3180343.5813,,2956374,,,,,,,,,,,,,,
"AT NAV,INTEGR AND CRD ATN",486,29040,,-45592,,,,,,,,,,,,,,,,,,,,,
"ATACMS BAT",1826,,9900,253639,121966,283646,4899615,,2104.5,66891.9391,13436,-6966.8901,,-9072.9902,0,0,,,,,0,,,,
"ATACMS-APAM",623,,,,,,,,1063337.25,549556.6719,-521.25,0,96148,,0,,-21569.5,,,,,,,,
"ATCCS-CHS",1853,,,,,,,,9053.3096,,,,,,,,,,,,,,,,
"ATIRCMS/CMWS",630,,,,,18075,423546,179822797,308878378.4395,486724394.1641,464643562.2814,181240813.8906,178842306.3047,84268973.8738,189897348.56,10766984.17,929960,3369249.3125,-204497.871,-106479.9673,-518898.1875,-646379.6172,-886.72,,
"ATS",2058,,,,,,,,,,,,,1356150,-1356150,,,,,,,,,,
"AUTO CHEM AGENT ALARM",584,,400882,2492720,9614742,,,,,,,,,,,,,,,,,,,,
"AUTO TEST SUPPORT SYS",425,457448,,,1080,,,,,,,,,,,,,,,,,,,,
"AUTODIN",538,39100,,,,,,,,,,,,,,,,,,,,,,,
"AV-8B",63,,,,,,,,,,124852.2031,,,,,,,,,,,,,,
"AV-8B REMANUFACTURE",1818,,,,,685822,,,,,,,,,,,,,,,,,,,
"AVENGER (FAADS LOS-R)",1876,,,,,,,,-16019914.7968,135032.5722,726478.8741,6363765.4608,1012570.2617,10449600.2422,2955259.8,4694053.12,4047627,2732328,5453987.6173,-533353.5625,0,-4008,-7981.6802,-45059.6797,
"AVENGER - FADS, LOS, RPMS",160,1091546,7827819,13148685,26940432,452394,,,,,,,,,,,,,,,,,,,
"AVIONICS",488,863838,868263,1491498,584045,,,,,,,-6620.1201,,,,,,,,,,,,,
"AWACS RSIP (E-3)",1815,,,,,50602347,29944436,17399975,3568950,0,-12565,,,,,,,,,,,,,,
"AWACS UPGRADE",682,,,,,,,,,,,,,,,,,,,,,30438.25,,,
"B-2 DMS-M",2145,,,,,,,,,,,,,,,,,,,,,,563764.1523,,
"B-2 RMP",1370,,,,,,,,,1803082,,392043,,,,-353937.47,,,,,,,,,
"B-2A",1860,,,,,433070,,,,,,,,,,,,,,,,,,,
"B1-B",64,,,,,,,,,,,0,0,,,0,,,,,,,,,
"B1-CMUP COMPUTER UPGRADE",669,,,,,,,,25144,490883.3105,2282680.0336,2115345.6254,,-332.07,-3061,,,,,,,,,,
"BALLISTIC MISSILE DEFENSE",137,362628473,339456661,282698988,260071063,1054003,,,,-97968.0391,-1024.77,-1030683.1489,-478649.9922,,,,,,,,,,,,
"BAMS",1367,,,,,,,9953,,,,,,,,,,,,,,,,,
"BASE REALIGN & CLOS (BRAC",610,34075174,38854880,32454771,56479654,-1112,,,,-82566.1016,-82540.8999,-21546.0293,-14240,-13561.1699,,,,,,,,,,,
"BAT FLD CMBT ID SYS - NEA",489,,2380816,27837897,30804409,1801958,,,,,,,,,,,,,,,,,,,
"BAT FLD CMBT ID SYS - NEAR TRM",2152,,,,269552,280776,286122,291720,120000.0118,174208.1231,0,,,-984.07,,,,,,,,,,,
"BIOMETRICS",1992,,,,,,,,,12435,,,1837076,0,-12435,3872906.3,626661.4,,24182898.75,21856964.8047,26049206.2188,14213138.4298,19482007.3672,27589689.25,14567456
"BLACK HAWK (UH-60A/L)",52,,,,,14397989,43212714.125,18317968,493444418.1548,924424367.574,763155382.0993,789741293.7351,602288534.9313,735723452.1251,510470405.5031,319836487.1223,46045990.7198,21164955.7966,13266121.0398,642535.6525,-3670699.0725,-3387837.949,-490213.2512,9255265.5175,8993995.2712
"BLACK HAWK UPGRADE (UH-60",1339,-3234412,,,,73612809,90605305,74947755.2194,16132043.4455,2331709.4039,-1289161.2211,-1496247.7207,8271566.4861,26850652.9611,82456711.35,14580765.0088,117649410.2462,252511817.3493,332269185.8258,379530039.25,397191066.8943,198124390.6697,128623344.7404,52054294.9935,30022419.5285
"BLACKHAWK",1905,52148888,820172737,75823141,66905645,31647051,11340238,2285430.6484,-631576.6719,40759.6481,-2814889.8519,-836838.8706,1552017.8853,-1302570.8642,-163619.98,-485917.27,0,-200630.5469,,,0,0,,,
"BMDS",1357,,,,,,3920646,2664106,1200000,382640,0,2776896.3203,355271.8594,222398.2344,,,-11382.7197,215775,2070403,12946674,18655786,9047866.8105,12761963.4803,4320407.4004,577927
"BOAT BRIDGE ERECT DE 27 F",576,,,1919179,205701,,,,,,,,,,,,,,,,,,,,
"BRAC ACTIVITIES",2014,22313960,40738653,72637814,46618258.5,148742341.125,165780034,343903084.75,181440215,129944208.9066,147002860.4097,110416468.235,36991865.5251,53690756.5834,46474467.9995,18806448.77,8902974.6343,27142286.8648,25070395.8984,2723262.8207,1940648.3087,579926.4561,3353792.6445,782349.875,-296775.4063
"BRADLEY FVS",27,,,,,,,8359001,993588096.0916,3042695896.4799,1066292055.6997,489858746.5221,783576386.3866,705771516.6085,308975628.97,139469476.5225,74498085.5517,-10292046.4414,-13948652.4029,-3484765.7032,-21765091.7695,-4246756.5821,-445368.5625,264767.0566,-471167.5859
"BRADLEY UPGRADE",1849,,,,,52907708,226335812,95262887,32554006.1234,15966415.9609,9088109.0253,54112798.58,2826922.6105,58481929,56210231,117300080.7109,59072576,50680784.1875,38175695.665,23236525,-28316.5898,-3485636,0,,0
"BRADLEY, INFANTRY FT VEH",1928,,,2629707,1177993,-41220,,,,0,-98632.7979,-651.16,,,,,,,,,,,,,
"BRADLEY,INFANTRY FT VEH F",206,76787382,43940337,79292751,108628927,-250,,-134390.2656,,0,-60472.9199,1034859.2188,,,,,39584.4805,0,,,,,,,
"BRLNT ANTI-ARMOR SUBMUNIT",161,11614599,4386481,1434530,73886,,,,,,,,,,,,,,,,,,,,
"BSM",1972,,,,,97446,1543402,118051.1992,909385,16532,,,6923322,945173.415,6208.08,11124.02,,,,,,,,,
"BSM ENERGY",1962,,,,,29295875,21935725,8548366,,15,155028.96,0,6014.8196,,,,,,,,,,,,
"BTLFLD DIGITALIZATION",633,,,,,,,,0,,,,,,,,,,,,,,,,
"BUNKER DEFEATING MUNITION",402,,,,-4837390,,,,,,,,,,,,,,,,,,,,
"C-11 GULFSTREAM II",717,,,,4343758,,,,,,,,,,,,,,,,,,,,
"C-12",89,27809157,435565,80754177,955982,,,,,,-8297.4404,,,,,,,,,,,,,,
"C-130 AMP",702,,,,,,2905,,544209,0,,,,,,1431998,0,,-204437.3281,0,-1176.63,,,,
"C-130 HERCULES",716,,,,5491,,,,,,,,,,,,,,,,,,,,
"C-130H",1827,,,,,,,,,19307,42056,,,,,,,,,,,,,,
"C-17A",614,,,,,9552713,15091329,16968011,,,40365,,35354674,664667.6563,,,,,,,,,,,
"C-20 ACFT",91,633622,118896,270282,296076,,,,,,,,,,,,,,,,,,,,
"C-23 SHERPA",90,1119000,645338,,3187943,,,,,,,,,,,,,,,,,,,,
"C-5 RERP",1326,,,,,,,,,3460,,,,,,,,,,,,,,,
"C/MH-53E",16,,,,,,,,,-319745.4258,,,,,,,,,,,,,,,
"C130-J",631,,,,,,142868,,33108,,20300,5003,5480,2722083,,5159385.74,59492,0,,,,,2332861.4375,109696,-10839.2002
"CAC2S INC 1",2153,,,,,,,,,,,,,,,,,,,8848,,,,,
"CALIBRATIONS SET, EQUIPME",587,434700,637770,858875,1866636,,,,,,,,,,,,,,,,,,,,
"CARGO 1 1/2 TON M105 TRAI",260,,144997,430094,249896,,,,,,,,,,,,,,,,,,,,
"CARGO 3/4 TON M101",256,,,283750,813166,,,,,,,,,,,,,,,,,,,,
"CARRIER M113 MODS",1929,33284236,75610618,75669434,98185045,2052528,14609,,,,,,,,,,,,,,,,,,
"CAUSEWAY FERRIES",588,,,35964,,,,,,,,,,,,,,,,,,,,,
"CBDP",1344,,,,,7666822,30328682,40975429,1365970.9121,2452091,10288876.75,-580102.9219,0,,,,,,,,,,,,436520.3594
"CBT FEEDING CLOTHING & EQ",590,179512,,5820,,,,,,,,,,,,,,,,,,,,,
"CEC",1843,,,,,1346630,-2990,1013318,,,,,,,,,,,,,,,,,
"CG(X)",653,,,,,,,,,,518700,,,,,,,,,,,,,,
"CG-47",55,,,,,,,,,317590,0,504517.4063,153791.2031,,,656450,,,,,,,,,
"CGN-38",14,,,,,,,,,,,,140400,,,,,,,,,,,,
"CGS",1816,,,,,,395757,,,,,,9360,,,,,,,,,,,,
"CH-47 CHINOOK",99,1212664646,783480934,503928257,482941933,28714,,,,,-2126.53,-605185.375,0,,,,,,,,,,,,
"CH-47D",15,,,,,905400,25869737.0195,98982315,420503636.7121,1141807224.2267,1288466358.0578,1034098345.1642,1214664650.3717,1199672821.3364,400598173.22,186197977.2943,19945365.9484,35875981.7861,37204433.5116,-955881.5206,-27197498.9894,-66773.2397,-924683.7704,-5679917.875,15449030.6641
"CH-47F",683,,,,,142614804,721836981.48,682495433.3272,357198384.4015,393128716.1651,133622313.3443,129889897.1142,86461534.925,509383851.336,1487387679.3825,831330719.8584,1065499011.5077,1472430170.6004,1087256561.4909,486776568.9874,86770079.2483,94441173.7554,26696827.8796,10540871.6536,-1428300.1719
"CH-47F BLOCK II",2198,,,,,,,,,,,,,,,,,,,1961150.2506,124793936.3919,240728722.5395,254434198.2924,243710801.0553,86679022.2091
"CHAALS",449,,,3652300,5577126,,,,,,,,,,,,,,,,,,,,
"CHCS II",1958,,,,,94728,,10215125,2957068,,,,,,,,,,,,,,,,
"CHEM AGENT DETECTOR NETWO",605,3099367,83345,37000,43496,,,,,,,,,,,,,,,,,,,,
"CHEM DEMIL-ACWA",654,,,,,,,,9675574,37525240,197969503,314895977,314139477.875,387470667.5,629930036.13,641856841,465336051.2705,482207532,443353641.0756,706798531.0107,484450149.5625,689596109.7501,727918562.2033,787757338.9206,664643587.5147
"CHEM DEMIL-CMA",690,,,,,1391336,8393436,8477766.1953,14609695.4052,11037368.5045,8483868.6378,4707191.6049,24353004.1161,11299060.7597,1991114.16,-6011.57,,-31096.9102,-440591.077,,,,,125092848,570972
"CHI BOAT",589,,2529240,14142168,34257592,707644,,,,,,,,,,,,,,,,,,,
"CIRCM",2180,,,,,,,,,,,,,,,,,,149997.7031,,,,3158232,177415964.6562,140774496.9587
"CIS (MK XV IFF)",672,,,,,,,,,,8522.0596,,,,,,,,,,,,,,
"CITS",1993,,,,,,,,,375014,374967,0,,,,,-4856.95,,,,,,,,
"CNA",1915,3104864,,1193793,4257699,3021052,7588663,-703652,0,0,,,-207750.4375,,,0,,,,,,,,,
"CNR",2068,,,3299993,4262696,5888267,4860675,-910029,0,,-1552457,,,,,,,,,,,,,,
"CNT",1920,,,615000,24735428,3594831,5031670,2793671,650000,-56362.6799,-20448.8398,0,-1820263.75,-2781.0599,-43396.5,,,0,180720.7344,,,,,,
"COLL PROT EQUIP, TEMPER T",606,303825,5127070,2728753,9203347,,,,,,,-226728,,,,,,,,,,,,,
"COMANCHE",661,,,,-22141,891723683,-115566030,1049385,13217.5001,0,-1232,1168344.3867,-3561.6001,,,,,,,,,,,,
"COMBAT SUPPORT TRAINING S",490,,,,2792922,,,,,,,,,,,,,,,,,,,,
"COMMANCHE",118,,226897,170044,406319,,,,,,,,,,,,,,,,,,,,
"COMMON GROUND EQUIPMENT",591,652066,36400,,5307415,,,,,,,,,,,,,,,,,,,,
"CONTAINERIZED KITCHEN",592,634880,867948,2775115,9225761,,,,,,,,,,,,,,,,,,,,
"CORPS SAM",165,,,,-168395,,,,,,,,,,,,,,,,,,,,
"CORPS/THEATER ADP SVC CTR",542,,,,61008,,,,,,,,,,,,,,,,,,,,
"CRANE 5 TON 3/8 CU YD",219,,,11810,,,,,,,,,,,,,,,,,,,,,
"CRANE HYDRAULIC 25 TON (C",221,,,25463,214201,,,,,,,,,,,,,,,,,,,,
"CRANE WHEEL MTD 20T 3/4 C",220,,,,142180,,,,,,,,,,,,,,,,,,,,
"CRUSADER",1833,,,,,,,,129007.7969,,,,9039.4004,,,,,,,,,,,,
"CSSCS CBT SRV SPPT CTRL S",462,,,26175,,,,,,,,,,,,,,,,,,,,,
"CVN 21",634,,,,,,4450,800,0,,,,,,,,,,,,,,,,
"CVN 68",57,,,,,8424,2631,5270,,,,,-2631.22,,,,,,,,,,,,
"CX-4566 A/G CABLE ASSEMBL",406,,,51076,,,,,,,,,,,,,,,,,,,,,
"DAD",2073,,1460213.7969,3809652,903793,2763076,1445033,2366640,77403.0391,-142216.7656,,,,,-285044.35,,-65586.0703,,,,,,,,
"DADS",1994,,,,,,,,,,2108.6001,9600,,,,,,,,,,,,,
"DAL",1926,,,45100000,43508264,39053305,30053021,42983048,19875660.7509,10473032.3,-4630537,,,-386181.9063,-6455150.08,0,,,,67273,,,,,
"DCAPES",1995,,,,,,,,,,,,70195.2109,,,,,,,,,,,,
"DCD/DCW",1977,,,,,,277961,,,,0,,,,,,,,,,,,,,
"DCGS ARMY",1381,,,,,,,,985856,,,,,48313,19170338.4725,48018230.4363,38603773.73,31142955.668,70488150.4062,29187508.9766,43789903.75,31612321.706,26443165.7552,5349167.7793,5484312.3398
"DCS TRANSMISSION FACILITI",537,,2787370,346040,,,,,,,,,,,,,,,,,,,,,
"DD(X)",86,,,,,1e+06,792,,,,,133696.7969,,,,,,,,,,-9228.7002,,,
"DDG 51",76,,,226069,-26492,1332346,42933483,59224123,4136332.5,1947817.5127,49119,4476767.7773,-306599.5,,,-40108.33,-61498.8516,,,0,,,9716.2197,,
"DEAMS Inc 1",2101,,,,,,,,,,,,,,,,,,33048.25,,,,,,
"DECON APP PWR DR LT WT M1",607,223449,1511302,1052638,335923,,,,,,,,,,,,,,,,,,,,
