fiscal_year,parentid,ObligatedAmount,NumberOfActions,FreqCount
2006,ANACOMP,8412,1,1
2006,ANALOGIC,4800,1,1
2006,ANAMI COMMUNICATIONS,9052,1,1
2006,ANDREW,13612,2,2
2006,ANIXTER,1065464,28,28
2006,APAC FLORIDA,229620,16,16
2006,API TECHNOLOGIES,1586627,7,7
2006,APOGEE ENTERPRISES,80135,4,4
2006,APPLE COMPUTER,13758,3,3
2006,Applera,15339721,23,24
2006,APPLIED INDUSTRIAL TECHNOLOGIES,58287,5,5
2006,Applied Marine Technology [SAIC],78332,2,2
2006,APPLIED RESEARCH ASSOCIATES,36902918,97,100
2006,APPLIED SIGNAL TECHNOLOGY,88047,15,15
2006,APPROVED TRANSPORTATION & WARE,98275,4,5
2006,APPTIS,8292105,105,105
2006,ARAMARK,55792,9,10
2006,ARCADIS,7485,1,1
2006,ARCH COMMUNICATIONS,-778,2,2
2006,ARCH WIRELESS,55435,4,4
2006,ARCHITECTURE TECHNOLOGY,1746382,11,11
2006,ARETE ASSOCIATES,41e4,3,3
2006,ARINC [Carlyle Group],79798012,139,139
2006,ARMOR HOLDINGS [BAE],1655545,11,11
2006,ARTAIS,-4720,1,1
2006,ARTIC SLOPE REGIONAL,6327841,72,72
2006,ASAP SOFTWARE EXPRESS,6075962,33,33
2006,ASARCO,1064296,3,3
2006,ASCOM HOLDING,28384,3,3
2006,ASSURANCE TECHNOLOGY TRUST,119023,1,1
2006,ASTRONAUTICS OF AMERICA,375145,12,13
2006,ASTRONICS,11328,1,1
2006,AT&T,26613741.4395,227,232
2006,ATK,58312114,117,123
2006,ATLANTIC COAST,1451460,5,5
2006,ATLANTIC DIVING SUPPLY,12627711.43,40,41
2006,ATLAS COPCO NORTH AMERICA,3337,1,1
2006,AURORA FLIGHT SCIENCES,199874,2,2
2006,AUTODESK,7e3,1,1
2006,AVAYA,412646,7,7
2006,AVIALL,22017,3,3
2006,AVID TECHNOLOGY,1496111,32,32
2006,AVISTA,5654,1,1
2006,AVNET,4829,1,1
2006,AVOCENT HUNTSVILLE,705586.3594,15,10
2006,AVTRON MANUFACTURING,1236608,18,18
2006,B & H PHOTO VIDEO,1199029,70,70
2006,BAE SYSTEMS,782835923.3008,1348,1365
2006,BALL CORP,87444127,168,169
2006,BARBER COLMAN,9e3,1,1
2006,BART & ASSOCIATES,1279796,1,1
2006,BASIC COMMERCE & INDUSTRIES,170845,1,1
2006,BATAVIA,12012,2,2
2006,BATTELLE,169505568,358,359
2006,BAX GLOBAL,89068264,31,32
2006,BAY STATE GAS,192062,10,10
2006,BAYER,335364,14,14
2006,BBA AVIATION PLC,100320,3,3
2006,BEACON AUTO PARTS,4964,2,2
2006,BEARINGPOINT [NORTH AMERICAN PUBLIC SERVICES],23743510,45,45
2006,BECHTEL,6782,1,2
2006,"BEHRMAN CAPITAL [PELICAN PRODUCTS, INC ]",1113558,38,38
2006,BELLSOUTH,2950734,18,18
2006,BERING STRAIT,5187636,13,14
2006,BERKSHIRE HATHAWAY,101151115,83,84
2006,BETAC INTERNATIONALORATIO,-982,1,1
2006,BFM AEROSPACE,346266,4,5
2006,BITWISE DESIGNS,121433,7,7
2006,BL HARBERT INTERNATIONAL,357e3,2,2
2006,BLACK & VEATCH HOLDING,-7420,2,3
2006,BLACK BOX,2816345,41,42
2006,BLACKWATER WORLDWIDE,8282413,18,18
2006,BMC SOFTWARE,1568288,35,35
2006,BOB CROWE,1229616,92,90
2006,BOEING,9405085576.1448,2531,2548
2006,BONNEVILLE INTERNATIONAL,3e4,3,3
2006,BOOZ ALLEN HAMILTON,537319614.7402,1348,1349
2006,BRANCH GROUP1049 PG BLVD,11809,2,2
2006,BRISTOL BAY NATIVE,8241993,53,53
2006,BRITISH TELECOMMUNICATIONS,4104189,27,27
2006,BROOKS RANGE CONTRACT SERVICES,-1011,1,1
2006,BRTRC,217072,1,1
2006,BRUTON STREET,766808,7,8
2006,BURLINGTON INDUSTRIES,59317,2,2
2006,BURNS & MCDONNELL,195300,3,3
2006,BUSINESS PLUS,762e3,2,2
2006,BUTLER MANUFACTURING,901549,3,3
2006,C3I SYSTEMS GROUP,4038700,8,8
2006,CACI,40973076,203,205
2006,CAE,6380062,27,30
2006,CALIFORNIA INSTITUTE OF TECHNOLOGY,42770,3,3
2006,CALISTA,15278820,17,18
2006,CAMBRIDGE INFORMATION GROUP,77103,4,4
2006,CAMECA USA,32792,1,1
2006,CAMP DRESSER & MCKEE,1555024,5,5
2006,CANADIAN COMMERCIAL CORPORATION,108809353.1875,123,124
2006,CANON,739949,27,27
2006,CAPE ENVIRONME,60281414,78,79
2006,CapRock Communications,10976,1,1
2006,CAPTARIS,96020,2,2
2006,CARAHSOFT TECHNOLOGY,647450,29,29
2006,CARDINAL HEALTH,1648783,39,39
2006,CARLISLE,3235973,1,1
2006,CARLYLE GROUP,35190,3,3
2006,CARNEGIE MELLON UNIVERSITY,70378671,40,40
2006,CAROTHERS CONSTRUCTION,20059358,25,25
2006,CARRIER,59762,7,7
2006,CARSON ALEXIOU,7702641,8,8
2006,CASEPRO,1220980,4,4
2006,CATERPILLAR,145592,5,5
2006,CCI,3341954,1,1
2006,CDW,25782074,275,275
2006,CELLULIFE,4362,1,1
2006,CENTECH GROUP,107809001,326,327
2006,CENTENNIAL CONTRACTORS ENT,2973133,18,18
2006,CENTRAL TEXAS,99839,9,9
2006,CENTURION GROUP,839982,17,18
2006,CENTURYTEL,499230,7,7
2006,CFM INTERNATIONAL,27865453,65,65
2006,CGI GROUP,-507462,7,7
2006,CH2M HILL,222961688,420,424
2006,CHARLES BESELER,20658,2,2
2006,CHARLES RIVER LABORATORIES,9166,3,3
2006,CHARLES STARK DRAPER LABORATORY,3114362,5,5
2006,CHELTON AVIONICS,992474.5598,9,9
2006,CHEMRING GROUP PLC,11675497,18,18
2006,CHENEGA,46131653,173,175
2006,CHEVRON,2186958,8,8
2006,CHOCTAW MANAGEMENT,6753955,22,22
2006,CHUCK FUNKE,1034247,2,2
2006,CHUGACH ALASKA,266265953.625,814,818
2006,CINCINNATI BELL,35144,1,1
2006,"CIRCOR INTERNATIONAL, INC [AEROSPACE]",-1580,2,2
2006,CITRIX SYSTEMS,265022,9,9
2006,CLARCOR,79276,3,3
2006,CMC Electronics,-641186,6,6
2006,COBHAM PLC,4673474,10,10
2006,COLLAZO ENTERPRISES,12255280,4,4
2006,COLT DEFENSE,121626,1,1
2006,COLT INDUSTRIES,1722465,6,6
2006,COMCAST CABLE COMMUNICATIONS,982557.2834,27,27
2006,COMPUTER ASSOCIATES,859865,14,14
2006,COMPUTER EQUITY,177302,3,3
2006,COMPUTER SCIENCES,745732725.87,929,929
2006,COMPUTER TEMPORARIES,831638,7,7
2006,COMPUWARE,207069,4,4
2006,COMTECH,28738450,12,12
2006,COMTEQ FEDERAL,330974.84,27,27
2006,CONCORD PERSONNEL SERVICES,62164,7,7
2006,CONCURRENT COMPUTER,81922,7,7
2006,CONCURRENT TECHNOLOGIES CORPORATION,10426005,17,17
2006,CONFEDERATED SALISH & KOOTENAI,36124437,51,51
2006,CONSTRUCTION PARTNERS,7815198,19,19
2006,CONTRACT MANAGEMENT,1219816,18,18
2006,CORNELL COMPANIES [GEO GROUP],0,0,1
2006,CORNING,11133,1,1
2006,CORRPRO COMPANIES,2618,1,1
2006,Cort Business Services,21183,1,1
2006,COUNTERTRADE PRODUCTS,5154473,103,103
2006,COX COMMUNICATIONS,360293,1,1
2006,CPI HOLDING COMPANY,2414861,16,17
2006,CRANE COMPANY,6289719,17,17
2006,CSC GOVERNMENT SOLUTIONS,31230393.3516,52,52
2006,CTA,1084108.75,13,13
2006,CUBIC,78045463,118,119
2006,DAIMLER,248154,9,9
2006,DANAHER,24191,3,3
2006,DANKA HOLDING COMPANY,-28594,3,3
2006,DASSAULT SYSTÃˆMES,233847,9,9
2006,DATA GENERAL,-10364,2,2
2006,DATALINE,636033,7,7
2006,DATASCOPE,78992,1,1
2006,DAVIS BACON,881961,6,6
2006,DAYTON POWER & LIGHT,12960879,3,3
2006,DBA PESTMASTER SERVICES,135815,2,2
2006,DELL,153097723.8047,1073,1073
2006,DELOITTE,21924036,25,25
2006,DEPARTMENT OF ENERGY,231e3,4,4
2006,DEUTSCHE TELEKOM AG,270099,3,3
2006,DEWBERRY,1e4,1,3
2006,DHL,15824,4,4
2006,DIGICON,96179,1,1
2006,DigitalGlobe,514211,1,1
2006,DILLINGHAM CONSTRUCTION,4299530,11,11
2006,DIVERSIFIED DISTRIBUTORS INTL,37220,3,3
2006,DLT SOLUTIONS,54061938,126,126
2006,DONALD L MOONEY ENTERPRISES,339335,4,4
2006,DONALDSON COMPANY,4420,1,1
2006,DRS,26160273,67,69
2006,DTM,1278581,7,7
2006,DUCOMMUN,23872,3,3
2006,DUKE UNIVERSITY,1360,2,2
2006,DUKES,144820,4,4
2006,DUN & BRADSTREET,12112,1,1
2006,DYNAMAC INTERNATIONAL,190320,1,1
2006,DYNAMIC SYSTEMS,1445918,36,36
2006,DYNAMICS RESEARCH,94923662,291,292
2006,DYNATECH,831399,20,20
2006,DYNCORP INTERNATIONAL,292164995,768,698
2006,DYNETICS,923185,10,10
2006,EADS NV,5131432,8,8
2006,EAGLE CONSTRUCTION & ENVIRONME,72558,5,5
2006,EAGLE INDUSTRIES UNLIMITED,24300,1,1
2006,EAI INTERNATIONAL,0,4,4
2006,EARTH TECH,74652150,119,119
2006,EASTMAN KODAK,3727151,20,20
2006,EATONORAT,920596,8,8
2006,EBSCO INDUSTRIES,1850844,14,14
2006,EC AMERICA,2886404,43,43
2006,EDAC TECHNOLOGIES,1144099.5,2,2
2006,EDUCATION DEVELOPMENT CENTER,217018,1,1
2006,EDWARDS & KELCEY,189114,3,4
2006,EG & G [URS],1523e3,3,3
2006,ELBIT SYSTEMS,21464009,25,25
2006,ELECTRONIC CABLE SPECIALISTS,3282,1,1
2006,ELECTRONIC DATA SYSTEMS [HEWLETT PACKARD],31228727,208,208
2006,ELECTROPHYSICS,964554,3,3
2006,ELLING HALVORSON,385e3,4,4
2006,EMC,7775112,81,81
2006,EMR,69656,6,6
2006,EMS TECHNOLOGIES,643035,7,7
2006,ENCOMPASS SERVICES,13166,1,1
2006,ENERGY CONVERSION DEVICES,3392354,2,2
2006,ENERTEK INTERNATIONAL,2580473,8,8
2006,ENGINEERED SUPPORT SYSTEMS,2673703,7,7
2006,ENGINEOUS SOFTWARE,5250,2,2
2006,ENMRSH,1575682,4,4
2006,ENSCO,3253036,10,10
2006,ENSR INTERNATIONAL,95220,1,1
2006,ENTERGY,6071989,14,12
2006,ENVIRONMENTAL CHEMICAL,501849999,69,71
2006,ENVIRONMENTAL COMPANY T,199315,1,1
2006,ENVIRONMENTAL SYSTEMS RESEARCH,4074290.8203,57,58
2006,EQM,34922192,20,20
2006,ERDAS,214809,10,10
2006,ESCGOV,1142849,4,4
2006,ESCO ELECTRONICS,22862449,24,25
2006,ESCO TECH,3133e3,2,2
2006,ESSEX INDUSTRIES,1763671,15,15
2006,EVERGREEN INTERNATIONAL,3789985,6,6
2006,EXIDE ELECTRONICS,22724532.6367,453,454
2006,EyakTek,8301280,66,66
2006,F5 NETWORKS,238478,3,3
2006,FAIRBANKS SCALES,10962,2,2
2006,FALCON SECURITY,20343,2,2
2006,FATIGUE TECHNOLOGY,534930,12,12
2006,FCN,2035475,12,12
2006,FEDERAL SIGNAL,143294,3,3
2006,FEDERATED SOFTWARE GROUP,30425898,20,20
2006,FEDEX,1284404860,1217,1222
2006,FIBER MATERIALS,375e3,1,1
2006,FIBERTEK,2918841,41,41
2006,FIDELITY TECHNOLOGIES,57087,3,3
2006,FINMECCANICA,1709756,29,31
2006,FIRST CAPITOL OF CHICAGO,118733,2,2
2006,FLIR SYSTEMS,3133828,33,34
2006,FLUOR,55168673.8125,150,151
2006,FMC,62462629,43,47
2006,FORCE 3,8861974,126,126
2006,Foreign Contractor,5873540.5293,200,201
2006,FOSTER WHEELER,742548,10,9
2006,FOUR POINTS TECHNOLOGY,454299,8,8
2006,FUJI PHOTO FILM USA,65856,4,4
2006,Fujitsu,550084,6,6
2006,FUTRON,2279447,25,26
2006,G4S PLC,-3468,1,1
2006,GANNETT FLEMING AFFILIATES,916433,7,7
2006,GARTNER,4194767,25,25
2006,GATEWAY,4483469,106,106
2006,GENCORP,3140991,5,7
2006,GENERAL,26272533,39,39
2006,GENERAL ATOMICS,354729256.5687,119,121
2006,GENERAL COMMUNICATIONS,447091,11,12
2006,GENERAL DYNAMICS,1235868967.5899,2502,2509
2006,GENERAL ELECTRIC,448788579.7405,562,567
2006,GENEVAORA,5500,1,1
2006,GEO MARINE,-6007,1,1
2006,GEORGE WASHINGTON UNIVERSITY,805816,12,12
2006,GEORGIA INSTITUTE OF TECHNOLOGY,29893469,105,105
2006,"GEOSEMBLE TECHNOLOGIES, INC [STAKE]",99945,1,1
2006,GERBER SCIENTIFIC,139551,19,19
2006,GESTALT,9797598,7,7
2006,GETINGE,107072,5,5
2006,GILBERT ASSOCIATES,172250,2,2
2006,GILL GROUP,1045717,56,56
2006,GIOIA ENTERPRISES INTERNATIONA,16528894,45,45
2006,GLOBAL AVIATION,-21004240,30,30
2006,GLOBAL INSIGHT,109151,2,2
2006,GLOBAL KNOWLEDGE,327268,7,7
2006,GLOBAL TECHNOLOGY RESOURCES,2200774,30,30
2006,GLOBECOMM SYSTEMS,96380,2,2
2006,GOLDBELT,1921490,30,30
2006,GOODRICH,149846301,185,189
2006,GOODWILL INDUS,659137,2,2
2006,GOVERNMENT ACQUISITIONS,262807,6,6
2006,GOVPLACE,1865255,30,30
2006,GP STRATEGIES,3601827,9,9
2006,GPC CONSOLIDATED REPORTING,122297107,16580,551
2006,GRACON,6962,1,1
2006,GRANITE CONSTRUCTION COMPANY,0,0,1
2006,GRAYBAR,146825,15,15
2006,GREENLAND CONTRACTORS I/S,80867707,36,36
2006,GRUNLEY CONSTRUCTION CO,99500,2,2
2006,GSX CHEMI,26e4,3,3
2006,GTSI,15421129.5103,208,207
2006,GULFSTREAM HOLDINGS,2553803,10,10
2006,HALIFAX,42929,1,1
2006,HALLIBURTON,-5e3,1,1
2006,HAMILTON PRODUCTS,489856,47,47
2006,HAMILTON SUNDSTRAND,201334,7,7
2006,HAMPDEN ENGINE,30310,1,1
2006,HARCOURT GENERAL,3574067,10,10
2006,HARPER INDUSTRIES,7215396,9,9
2006,HARRIS,444619461.375,733,734
2006,HAWORTH,5894784,108,108
2006,HAYES SEAY MATTERN & MATTERN,163202,4,4
2006,HEICO,325752,2,2
2006,HELLMUTH OBATA & KASSABAUM,71687,1,1
2006,HENSEL PHELPS CONSTRUCTION,942368,6,6
2006,HERLEY INDUSTRIES,264803,5,5
2006,HERMAN MILLER,14355434,243,243
2006,HEROUX DEVTEK,380105,3,3
2006,HEWLETT PACKARD,50456866,782,782
2006,HIGHLAND ACQUISITION,25425,1,1
2006,HILLENBRAND IND,211785,6,6
2006,HITACHI,34316,6,6
2006,HITACHI ZOSEN,837391,2,2
2006,HOFMANN MONDIAL,3337,2,2
2006,HOLMAN CONSTRUCTION & GENERAL,-14500,1,1
2006,HOLMES TUCKER INTERNATIONAL,-11907,1,1
2006,HONEYWELL,383730866.1563,737,749
2006,HR SERVICES,96900,1,1
2006,HR STAFF MANAGEMENT,903356.9805,9,11
2006,HUGHES,400514,3,3
2006,HUMANA,8445046,10,10
2006,HUNT COMPANIES,293879757,24,24
2006,HYDROGEOLOGIC,13550430,29,29
2006,HYPERION SOFTWARE,398979,5,6
2006,I2,486035,13,13
2006,IBM,33093991,77,77
2006,ICF INTERNATIONAL,157488,1,1
2006,ICF KAISER INTERNATIONAL,1120634.4063,5,5
2006,ICG COMMUNICATIONS,383501,5,5
2006,"ICON SYSTEMS, INC , SM CONSULTING",20300481,121,121
2006,IDEAL SCANNERS & SYSTEMS,10951,1,1
2006,IDEDGE,46676,2,2
2006,iGOV,16187135,324,324
2006,IKON,24774,10,10
2006,ILC INDUSTRIES,5361,1,1
2006,ILLINOIS AMERICAN,709303,1,1
2006,ILLINOIS TOOL WORKS,68167,1,1
2006,IMMIXGROUP,21460180.75,100,100
2006,IN Q TEL,14600,1,1
2006,INDYNE,114960801,52,52
2006,INFOPRO,406564,9,9
2006,INFORMATION HANDLING SERVICES,4342333,27,27
2006,INNOVATIVE LOGISTICS TECHNIQUES,10370293.25,65,66
2006,Innovative Technical Solutions [Gilbane Building Company],195102956,116,118
2006,INSIGHT ENTERPRISES,354405,23,23
2006,INSIGHT TECHNOLOGY,9701381,10,10
2006,INSTRUMENTARIUM,523160.0898,14,14
2006,INTEGRA LIFE SC,12330,3,3
2006,INTEGRAL SYSTEMS,15358516,34,34
2006,INTEGRAL TECHN,7061,1,1
2006,INTEGRATED RESOURCES,1264035,9,9
2006,INTELLIGENCE ENTERPRISE SOLUTI,1403131,14,14
2006,INTELLIGENT DECISIONS,1310055,17,17
2006,INTELLIGENT SOFTWARE,35518423,57,58
2006,INTERFACE,1392,2,2
2006,INTERGRAPH [HEXAGON AB],5624927.625,28,28
2006,INTERLINK COMMUNICATIONS PARTN,118848,1,2
2006,INTERMAGNETICS GENERAL,4561971,12,12
2006,INTERNATIONAL AIR LEASES,-3996142,6,6
2006,INTERNATIONAL PAPER COMPANY,2609,1,1
2006,INTERNATIONAL SYSTEMS MARKETING,30790,2,2
2006,INTUIT,14344,5,5
2006,INTUITIVE,3e5,1,2
2006,IOWA STATE UNIVERSITY,1860939,3,3
2006,IPSEN INTERNATIONAL,29002,6,6
2006,ISO,51125,3,3
2006,ISRAEL AIRCRAFT INDUSTRIES,724333,1,1
2006,IT GROUP,4e4,1,1
2006,IT RESEARCH INSTITUTE,16510038,81,81
2006,ITOCHU,16e3,1,1
2006,ITT,413892509.45,510,519
2006,J & J WORLDWIDE SERVICES,27786411,20,20
2006,JA JONES CONSTRUCTION [PHILLIP HOLZMANN AG],497813,3,3
2006,JACOBS ENGINEERING GROUP,175753365,212,213
2006,JAY HENGES ENTERPRISES,6192,2,2
2006,JCAHO,78227,2,2
2006,JEOL,460813,11,11
2006,JOHNS HOPKINS UNIVERSITY,17792999,49,50
2006,JOHNSON CONTROLS,176818742,291,292
2006,JOHNSON MATTHEY INVESTMENTS,5230,1,1
2006,JOINT VENTURE [URS/BERGER],9943931,21,22
2006,JONES LANG LASALLE,9109085,48,48
2006,JW CHILDS EQUITY PARTNERS,95700,4,4
2006,KAISER AEROPSACE & ELECTRONICS,5945198,3,3
2006,KALITTA CHARTERS,89706,4,6
2006,KAMAN,613586,7,7
2006,KAREN PHILLIPS,-24997,1,1
2006,KAWASAKI HEAVY INDUSTRIES,94624,3,3
2006,KCI KONECRANES,3002,3,3
2006,KEANE,13890123,50,52
2006,"KELLY AEROSPACE, INC [BUSINESS]; LIMCO PIEDMONT, INC [BUSINESS]",21083,4,4
2006,KELLY AVIATION CENTER [Joint Venture Lockheed Martin/Rolls Royce],349909609,85,85
2006,KEY BRIDGE FOUNDATION FOR EDUC,-127e3,15,15
2006,KIMBALL,5665572,141,141
2006,KIPPER TOOL COMPANY,776773.5996,34,34
2006,KLA TENCOR,47976,2,2
2006,KNOLL,6586507,146,146
2006,KOMATSU,152285,6,6
2006,KONE HOLDINGS,740499,20,21
2006,KONIAG DEVELOPMENT,59439,3,3
2006,KONTRON AG,24765,2,2
2006,KOR ELECTRONICS,2874498,4,4
2006,KRATOS DEFENSE & SECURITY,2087377,17,17
2006,KRUEGER INTERNATIONAL,1101261,27,27
2006,L3 COMMUNICATIONS,1935050502.1565,2247,2259
2006,LAKESHORE TOLTEST,2500,1,2
2006,LANE INDUSTRIES,430940,1,1
2006,LAPI,-52917,4,4
2006,LARSON DAVIS I,46159,6,6
2006,LASON,31736,3,3
2006,LAWGIBB GROUP,-76202,6,6
2006,LB & B ASSOCIATES,8555416.0313,26,26
2006,LDS TEST & MEASUREMENT,203903,4,4
2006,LEARNING TREE INTERNATIONAL,19400,1,1
2006,LECROY,209351,4,5
2006,LEGEND TECHNIC,0,0,1
2006,LEIDOS,28219806,180,180
2006,LEXMARK INTERNATIONAL,81322,3,3
2006,LIEBERT,163300,13,13
2006,LINEAR INDUSTRIES,86178,4,4
2006,LISTING DOUGLAS J,3606674,11,11
2006,LITTON [NORTHROP GRUMMAN],-592449,6,6
2006,LJB,335471,3,3
2006,LOCKHEED MARTIN,13121263031.3465,3788,3807
2006,LOGICON [NORTHROP GRUMMAN],-69302,1,1
2006,LOGISTICS MANAGEMENT INSTITUTE,4111314,14,14
2006,LORAL SPACE,1017232,2,2
2006,LUCENT TECHNOLOGIES,3796345,4,4
2006,LUKE & ASSOCIATES,1369049,10,11
2006,LYNDEN,67376332,124,126
2006,MACAULAY BROWN,41704061,206,207
2006,MAIN ELECTRIC,155560,4,4
2006,MANAGEMENT ANALYSIS COMPANY,19838231,36,36
2006,MANAGEMENT CONCEPTS,34491,2,2
2006,"MANAGEMENT CONSULTING, INC.",-21715,1,1
2006,Mantech,13779292,49,49
2006,MAPCO INC,7586176,96,101
2006,MARCONI,151309,3,3
2006,MARRIOTT,32272,2,5
2006,MARTEK POWER,58817,3,3
2006,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,225604885,113,113
2006,MCC DEVELOPMEN,1053149,6,8
2006,MCI/WORLDCOM [VERIZON],127215,9,9
2006,MCKESSON,173133,11,11
2006,MCMUNN ASSOCIATES,927972,4,4
2006,MCR FEDERAL,15939513,77,80
2006,MDU RESOURCES GROUP,49609,3,3
2006,MED ENG SYSTEMS,2721433,52,52
2006,MEDICINE,255233,11,11
2006,MEDTRONIC,776985,45,45
2006,MEGGITT CORP USA,3022409,39,39
2006,MEI TECHNOLOGIES,2739709,16,16
2006,MERCURY AIR GROUP,10578494,12,12
2006,MERCURY COMPUTER SYSTEMS,18004,1,1
2006,MERCURY INTERACTIVE,76436,1,1
2006,MERISTAR HOSPITALITY,127133,3,3
2006,MERRITT TOOL COMPANY,45e3,1,1
2006,"METALMARK CAPITAL, LLC [HUNTER DEFENSE TECHNOLOGIES]",56560,4,4
2006,MEYERINCK GROUP GMBH,44763,3,3
2006,MICROCOSM,3175409,7,7
2006,MICRON,1755876,60,60
2006,MICROSAT SYSTEMS,9137728,32,32
2006,MICROSOFT,19098919,16,16
2006,MICROTECHNOLOGIES,262115,2,2
2006,MIDWEST RESEARCH INSTITUTE,14544657,53,53
2006,MILCOM,33726,6,6
2006,MILITARY PERSONNEL SERVICES CORPORATION,33496,1,1
2006,MILLER INDUSTRIES,8e3,2,2
2006,MILPITAS CA,16560,1,1
2006,MINE SAFETY APPLIANCES COMPANY,7503235,18,19
2006,MISSION SYSTEMS,1315356,7,7
2006,MITA INDUSTRIA,86018,9,9
2006,MITSUBISHI (EXCLUDING MHI),280253,17,18
2006,MITSUBISHI HEAVY INDUSTRIES,158424,13,13
2006,MOHAWK INDUSTRIES,67928,7,7
2006,MOOG CLASS A,17382982.5782,61,65
2006,MORGAN MEMORIA,2705894,10,18
2006,MORRISON KNUDSEN,321028,2,2
2006,MOTOROLA,50183101,381,381
2006,MRO SOFTWARE,206382,4,4
2006,MTC TECHNOLOGIES,17527990,43,43
2006,MUSCOGEE NATION BUSINESS ENTER,-208910,10,10
2006,MWH GLOBAL,58740913,100,100
2006,MYRIAD GENETICS,5275,3,3
2006,MYTHICS,1242984,10,10
2006,NAMMO,1631344,6,6
2006,NANA DEVELOPMENT,35490669.8125,101,109
2006,NANA REGIONAL,7044461,22,22
2006,NASATKA BARRIER,163525,5,5
2006,NATIONAL ACADEMY OF SCIENCES,2732112,8,8
2006,NATIONAL INDUSTRIES FOR THE BLIND,6246502.9375,9,9
2006,NAVIGANT INTERNATIONAL,99900,2,2
2006,NCI INFORMATION SYSTEMS,57059649.2504,248,248
2006,NCR,1233593,5,5
2006,NCS HOLDING COMPANY,42610,1,1
2006,NCS PEARSON,1325611,14,14
2006,NETIQ,181766,3,3
2006,NETSTAR 1,45846,3,3
2006,NETWORK APPLIANCE,39767,1,1
2006,NETWORK EQUIPMENT TECHNOLOGIES,563243,14,14
2006,NETWORK IMAGINING,16232568.75,82,83
2006,NEW COM,-18523,2,2
2006,NEXTIRA FEDERAL,5292,1,1
2006,NIAGARA MOHAWK POWER,399029,21,9
2006,NIPPI KOSAN,92412,2,2
2006,NIPPON SANSO,13415,4,4
2006,NISHIMATSU CONSTRUCTION,90489998,3,3
2006,NIVISYS INDUSTRIES,11257,1,1
2006,NOBLIS,7205512,26,27
2006,NORAM ENERGY,45885,11,9
2006,NORTHROP GRUMMAN,5105446877.9943,3480,3499
2006,NORTHWEST AIRLINES,-970565,40,40
2006,NOVA SCIENTIFIC,375e3,1,1
2006,NSTAR,6627214,8,8
