fiscal_year,parentid,ObligatedAmount,NumberOfActions,FreqCount
2006,ANALOGIC,6510,1,1
2006,ANAMI COMMUNICATIONS,367793,59,59
2006,ANAREN,14800,4,4
2006,ANDERSON TULLY,9932325,16,19
2006,ANDREW,57504,6,6
2006,ANHAM,865607,4,5
2006,ANHAM JOINT VENTURE,-526042,6,6
2006,ANIXTER,1394474,60,60
2006,ANTEON [GENERAL DYNAMICS],1799635,22,22
2006,ANVICOM,5982721,3,3
2006,AP Moller MAERSK,93595726,27,34
2006,APEX,16359,2,2
2006,API TECHNOLOGIES,2494076,17,17
2006,APOGEE ENTERPRISES,240630,2,2
2006,APPLANIXCORP,205957,3,3
2006,APPLE COMPUTER,916458,26,26
2006,Applera,2308845,63,63
2006,APPLIED INDUSTRIAL TECHNOLOGIES,483912,35,36
2006,Applied Marine Technology [SAIC],2829912,14,14
2006,APPLIED MICROSYSTEMS,12313,1,1
2006,APPLIED RESEARCH ASSOCIATES,14636653,102,102
2006,APPLIED SIGNAL TECHNOLOGY,51871,1,1
2006,APPTIS,50526713.3701,496,504
2006,AQUASIS SERVIC,1209932,7,7
2006,ARAMARK,727808.6401,65,70
2006,ARCADIS,49392691.0098,65,69
2006,ARCH COMMUNICATIONS,-3841,5,5
2006,ARCH WIRELESS,262171.9405,33,33
2006,ARCHITECTURE TECHNOLOGY,374923,1,1
2006,ARCTIC SLOPE REGIONAL,37120,3,4
2006,ARETE ASSOCIATES,4627618,15,15
2006,ARINC [Carlyle Group],372045358,418,418
2006,"ARLINGTON CAPITAL PARTNERS [TSI GROUP, INC ]",3800862,2,2
2006,ARMATEC SURVIVABILITY,45701704,8,8
2006,ARMOR HOLDINGS [BAE],1417013331.6289,278,279
2006,ARROW ELECTRIC,0,0,1
2006,ARTEL,632446,15,15
2006,ARTHUR ANDERSON,2550,2,2
2006,ARTIC SLOPE REGIONAL,44143053,132,134
2006,ASAP SOFTWARE EXPRESS,1677470,62,62
2006,ASCOM HOLDING,327215,42,42
2006,ASHBRITT,457507583,247,247
2006,ASHLAND OIL,51873,5,5
2006,ASI,23093541,137,138
2006,ASK ASSOICAT,1153996,5,6
2006,ASL Aviation Group,187255758,4,5
2006,ASM RESEARCH,27902375.1406,91,93
2006,ASSOCIATION OF AM RAILROADS,3900,1,1
2006,ASSURANCE TECHNOLOGY TRUST,2454733,11,11
2006,ASTRONAUTICS OF AMERICA,1946814,17,17
2006,ASTRONICS,264654,7,8
2006,AT&T,60146219.9114,903,946
2006,ATK,974778282,368,371
2006,ATLANTIC DIVING SUPPLY,10440596.3501,107,105
2006,ATLANTIS,49538,2,2
2006,ATLAS COPCO NORTH AMERICA,388992.4702,38,38
2006,ATMOS ENERGY,7209691.6875,10,10
2006,AURORA FLIGHT SCIENCES,9195357,3,3
2006,AUTODESK,10750,2,2
2006,AVAYA,15914957,151,152
2006,AVIALL,83963,6,6
2006,AVID TECHNOLOGY,866962,24,24
2006,Avis Budget Group,31320,2,2
2006,AVISTA,-35482,13,13
2006,AVNET,34726,8,8
2006,AVOCENT HUNTSVILLE,333615,20,20
2006,AVTRON MANUFACTURING,68916,6,6
2006,AWK CONSULTING,0,1,1
2006,B & H PHOTO VIDEO,2631894.237,221,221
2006,B & K RENTALS AN,44050,3,3
2006,B BRAUN OF AME,36831,6,6
2006,BAE SYSTEMS,2637704216.2624,1628,1636
2006,BAKER COMMODITIES,0,0,1
2006,BALFOUR BEATTY,2603375.5698,15,19
2006,BALL CORP,436101,3,4
2006,BALLARD ASSO,98847,5,5
2006,BARBER COLMAN,98077,5,5
2006,BART & ASSOCIATES,147156,2,2
2006,BASIC MARINE,11230273,8,8
2006,BATTELLE,220787370,1031,1042
2006,BAXTER INTERNATIONAL,623058,23,23
2006,BAYER,1649391,44,44
2006,BBA AVIATION PLC,-500,1,1
2006,BBDO WORLDWIDE,5500,1,1
2006,BC Partners,6540,2,2
2006,BCP INTERNATIONAL,22120880,67,71
2006,BEACON AUTO PARTS,21608,5,5
2006,BEARINGPOINT [NORTH AMERICAN PUBLIC SERVICES],28901504.96,78,79
2006,BECHTEL,277904722,76,81
2006,BECK COMPANY,31200,8,8
2006,"BEHRMAN CAPITAL [PELICAN PRODUCTS, INC ]",3679604.7995,131,128
2006,BELL CONSTRUCTORS,509386,5,5
2006,BELL COUNTY WA,5019658,7,7
2006,BELL HOWELL,7110,2,2
2006,BELLSOUTH,7866356.8321,84,84
2006,BERGER GROUP,5632258.7207,51,55
2006,BERING STRAIT,743440.1797,60,62
2006,BERKSHIRE HATHAWAY,21344573,24,24
2006,BETHEL NATIVE,418119,2,2
2006,BFM AEROSPACE,1298202,11,12
2006,BINSWANGER GLASS COMPANY,4394,1,1
2006,BITWISE DESIGNS,1759881,30,30
2006,BL HARBERT INTERNATIONAL,122845073,88,88
2006,BLACK & DECKER,62549,1,1
2006,BLACK & VEATCH HOLDING,11419992.3301,101,112
2006,BLACK BOX,12008687.99,117,117
2006,BLACKWATER WORLDWIDE,3029148,18,18
2006,BLUE TEE,20108,1,1
2006,BMC SOFTWARE,2229925.0605,75,75
2006,BMT GROUP,418063,7,8
2006,BOB CROWE,3114986.9062,99,102
2006,BOEING,7286126882.8438,944,956
2006,BOOZ ALLEN HAMILTON,308002654.6407,710,728
2006,BP GLOBAL,85200,1,1
2006,BRANCH GROUP1049 PG BLVD,14943,3,3
2006,BRIGHTON MARINE HEALTH CENTER,100685,1,1
2006,BRISTOL BAY NATIVE,30644584.9144,269,274
2006,BRIX,200,2,4
2006,BROOKS RANGE CONTRACT SERVICES,2499747,1,1
2006,BROWNING FERRIS,14206,10,10
2006,BRTRC,16409935.83,54,54
2006,BRUTON STREET,554647,5,5
2006,BURLINGTON ENV,-4440,3,3
2006,BURLINGTON INDUSTRIES,186393,1,1
2006,BURNS & MCDONNELL,51663637.1386,94,99
2006,BUSINESS PLUS,8535778,39,39
2006,BUTLER MANUFACTURING,1187962,13,13
2006,C & D,1559457.4844,15,15
2006,C3I SYSTEMS GROUP,1444083,20,21
2006,CACI,434746830.2602,935,955
2006,CADDELL CONSTRUCTION CO,74777372,37,38
2006,CAE,1993450,8,8
2006,CAJUN INDUSTRIES,35065469,43,44
2006,CALIBRE SYSTEMS,62385840,214,215
2006,CALIFORNIA INSTITUTE OF TECHNOLOGY,425695,1,1
2006,"CAMBER COPORATION/DYNETICS, INC. (JV)",77415688.8203,349,349
2006,CAMBRIDGE INFORMATION GROUP,147291,2,2
2006,CAMECA USA,41711,2,2
2006,CAMP DRESSER & MCKEE,6068791,49,51
2006,CANADIAN COMMERCIAL CORPORATION,274552211.666,292,311
2006,CANON,6950391.7706,338,339
2006,CAPE ENVIRONME,16972747,67,72
2006,CapRock Communications,5460186,6,6
2006,CAPTARIS,42504,5,5
2006,CARAHSOFT TECHNOLOGY,2772504.0978,71,71
2006,CARDINAL HEALTH,4265203,171,175
2006,CARGOTEC,55255534,63,64
2006,CARLISLE,27431,10,10
2006,CARLYLE GROUP,2625606.6903,11,11
2006,CARMEL MARINA,872014.9688,2,5
2006,CARNEGIE MELLON UNIVERSITY,474032,5,6
2006,CAROTHERS CONSTRUCTION,29268406.2012,27,29
2006,CARRIER,400560,22,22
2006,CARSON ALEXIOU,1748145,10,10
2006,CASALS & ASSOCIATES,186393,1,1
2006,CASELLA WASTE MANAGEMENT,52949,14,14
2006,CATAPULT TECHNOLOGY,33e4,1,1
2006,CATERPILLAR,108166189.8187,269,271
2006,CATERPILLAR MITSUBISHI JV,859433,12,12
2006,CB & I,180080,6,6
2006,CCI,5968667,4,5
2006,CDI MARINE,97227,1,1
2006,CDM FEDERAL PROGRAMS,200437,1,1
2006,CDW,71001036.9008,1793,1794
2006,CELLULIFE,42e3,1,1
2006,CELTEL,12e3,4,4
2006,CENTECH GROUP,492630.2109,4,4
2006,CENTENNIAL CONTRACTORS ENT,45276871.3751,310,316
2006,CENTER FOR ENTR,18240,1,1
2006,CENTERRA GROUP,8387312,16,16
2006,CENTEX CONSTRUCTION,781519,5,5
2006,CENTRA TECHNOLOGY,112241,4,4
2006,CENTRAL HUDSON,345642,9,9
2006,CENTRAL PARKING,13579,5,5
2006,CENTRAL TEXAS,23588887,632,646
2006,CENTURION GROUP,111120,2,2
2006,CENTURYTEL,152658,33,33
2006,CERADYNE,340772014,19,20
2006,CERES ENVIRONMENTAL,454718958.4375,73,76
2006,CETROM,92286.625,8,8
2006,CF BEAN,51347812,30,30
2006,CGI GROUP,14097712,19,19
2006,CH2M HILL,162463120.4991,332,365
2006,CHARLES RIVER LABORATORIES,2969266,20,20
2006,CHARLES STARK DRAPER LABORATORY,21508362,29,29
2006,CHELTON AVIONICS,264457,6,6
2006,CHEMRING GROUP PLC,157552244.37,89,99
2006,CHENEGA,208252800.2051,633,640
2006,CHEROKEE NATION BUSINESSES,2616475,20,21
2006,CHEVRON,3443746,15,15
2006,CHILDREN'S NATIONAL MEDICAL CT,-76380,1,1
2006,CHIRON,3372810,11,12
2006,CHOCTAW MANAGEMENT,59815724.7599,510,528
2006,CHOICEPOINT,144e3,2,2
2006,CHRISTUS HEALTH,24413,5,5
2006,CHUGACH ALASKA,155140674.5839,385,389
2006,CILCORP,-811,1,1
2006,CINCINNATI BELL,4800,3,3
2006,CITIZENS COMMUNICATIONS,17995.9609,3,3
2006,CITRIX SYSTEMS,735709,33,33
2006,CLARCOR,77951,2,3
2006,CLARK,85865122,47,47
2006,Classified Domestic Contractor,75076725,142,142
2006,CLEAN HARBORS,43284,8,8
2006,CLEAN METRO,875130,12,12
2006,CLEAN VENTURE,53606,3,5
2006,CLEARBROOK,210474,3,3
2006,CLIENT NETWORK SERVICES,513734,6,6
2006,CLIENT SOLUTION ARCHITECTS,206519,2,2
2006,CMC Electronics,863849,8,8
2006,COBB'S AUTOMOTIVE,-6406,2,2
2006,COBHAM PLC,3739254,36,37
2006,COLLAZO ENTERPRISES,34474530,73,74
2006,COLONNA SHIPYARD,-1148305,2,2
2006,COLT DEFENSE,94463581,33,34
2006,COLT INDUSTRIES,1480343,7,7
2006,COLTEC INDUSTRIES,30179,2,2
2006,COMBAT SUPPORT ASSOCIATES,356999708,16,16
2006,COMCAST CABLE COMMUNICATIONS,591862.3999,70,74
2006,COMCEL S.A.,184366,61,63
2006,COMFORT SYSTEMS,-650,1,1
2006,CommScope,50488,3,3
2006,COMPASS GROUP,6701,4,4
2006,COMPUTER ASSOCIATES,2778058,66,67
2006,COMPUTER EQUITY,79924,5,5
2006,COMPUTER SCIENCES,746466957.1036,1258,1249
2006,COMPUTER TEMPORARIES,50,8,9
2006,COMPUWARE,92867,6,6
2006,COMTECH,134391527,172,174
2006,COMTEQ FEDERAL,2477850.0898,188,188
2006,CON-WAY,0,0,1
2006,CONCURRENT COMPUTER,23173.1399,5,5
2006,CONCURRENT TECHNOLOGIES CORPORATION,38921490,82,84
2006,CONFEDERATED SALISH & KOOTENAI,3308789,34,34
2006,CONSTRUCTION COST SERVICES,113230,6,6
2006,CONTINENTAL WASTE,10116,1,1
2006,CONTRACK INTERNATIONAL,52682872,134,135
2006,CONTRACT MANAGEMENT,784444,7,8
2006,CORNING,138610,10,15
2006,CORPORATE EXPRESS,18e4,5,5
2006,CORRPRO COMPANIES,51070,7,7
2006,Cort Business Services,13406,3,3
2006,CORT FURNITURE,-20990,1,1
2006,COUNTERTRADE PRODUCTS,6365759,81,81
2006,COX COMMUNICATIONS,184686,5,5
2006,CPI HOLDING COMPANY,1276024,4,5
2006,CR ASSOCIATES,29026700,10,10
2006,CREDENCE,242782,1,1
2006,CRITICAL SOLUTIONS INTERNATIONAL,34072657,8,8
2006,CROWLEY MARITIME,68400,3,4
2006,CSC GOVERNMENT SOLUTIONS,214177920.2656,352,355
2006,"CSP, INC [MODCOMP]",5337,1,1
2006,CSRA,1487262,4,4
2006,CSX,800,2,2
2006,CTA,12428.8799,1,1
2006,CUBIC,131191690.0217,171,172
2006,CURRAN RAIL MANAGEMENT,7443,1,1
2006,CURTISS WRIGHT,22909137,30,32
2006,CUTLER INDUSTR,7595,1,1
2006,CW GROUP,160002,21,21
2006,D & B,10766,1,1
2006,DAIMLER,122734489.1614,121,126
2006,DAMES & MOORE,-101965,15,15
2006,DANAHER,397247,18,18
2006,DANKA HOLDING COMPANY,1841769.4502,73,73
2006,DASSAULT SYSTÃˆMES,207702,4,4
2006,DATALINE,1073491,23,23
2006,DATASCOPE,103867,10,10
2006,DAY & ZIMMERMANN,91181676.2417,270,271
2006,DAYTON POWER & LIGHT,19419,6,6
2006,DECISIONS SYS,0,1,1
2006,DEFENSE SUPPORT SERVICES,33823596,7,9
2006,DEL JEN,404087.5938,1,1
2006,DEL MONTE FOODS,2982,1,1
2006,DELL,307984119.9143,5683,5688
2006,DELMAR SYSTEMS,-1e5,1,1
2006,DELOITTE,17580336,28,28
2006,DEPARTMENT OF ONCOLOGY,11250,1,1
2006,DEUTSCHE TELEKOM AG,427534,4,4
2006,DEVELOPMENT EC,25636,1,1
2006,DEWBERRY,1855637,16,17
2006,DHL,1118063,99,64
2006,DICK ENTERPRISES,44053770,122,123
2006,"DIEHL STIFTUNG & CO KG, THALES SA",40097,3,3
2006,DIGICON,3889969,43,43
2006,DigitalGlobe,324467,6,6
2006,DIMCO,2267775,42,45
2006,DIVERSIFIED DISTRIBUTORS INTL,121903,12,10
2006,DLT SOLUTIONS,5494366.2094,266,267
2006,DMD,2e4,3,3
2006,DOCUPAK,103807156,100,102
2006,DODSON STILSON,982020,11,11
2006,DONALD L MOONEY ENTERPRISES,149013,3,3
2006,DONALDSON COMPANY,266779,26,26
2006,DOORWAYS,863,4,4
2006,DOVER,63215,8,8
2006,DOVER ELEVATOR,130839,6,6
2006,DRS,884404459.8067,491,496
2006,DSCI,3228010,17,18
2006,DTM,3709893.25,10,10
2006,DUCOMMUN,3322968,2,2
2006,DUKE ENERGY,-2086,1,1
2006,DUKE UNIVERSITY,1017751,12,12
2006,DUN & BRADSTREET,325694,25,25
2006,DYNAMAC INTERNATIONAL,1099125.3799,25,29
2006,DYNAMIC STRUCTURES & MATERIA,10366,1,1
2006,DYNAMIC SYSTEMS,1894681,63,63
2006,DYNAMICS RESEARCH,15076780,75,87
2006,DYNAMICS TECHNOLOGY OF DE,55e4,4,4
2006,DYNATECH,939889,20,20
2006,DYNCORP INTERNATIONAL,188221171,89,93
2006,DYNETICS,59775650,281,284
2006,E & D SERVICES,-16496,15,16
2006,EADS NV,51526752,13,15
2006,EAGLE CONSTRUCTION & ENVIRONME,339752.1499,16,16
2006,EAGLE GROUP,183010381.8706,190,190
2006,EAGLE INDUSTRIES UNLIMITED,2117541,14,14
2006,EARTH TECH,8437057,68,69
2006,EASTERN SHIPBUILDING GROUP,31335,1,1
2006,EASTMAN KODAK,270822,14,14
2006,EATONORAT,9198514.8501,36,41
2006,EBSCO INDUSTRIES,1004643,45,45
2006,EC AMERICA,3935369.6289,99,97
2006,ECOLOGY & ENVIRONMENT,9549384,47,51
2006,EDAC TECHNOLOGIES,60965,4,4
2006,EDAW,92134,4,5
2006,EI KANE,107500,2,2
2006,ELBIT SYSTEMS,36404369.6699,52,55
2006,ELECTRO SWITCH,2799,1,1
2006,ELECTRONIC DATA SYSTEMS [HEWLETT PACKARD],18970601.9394,78,83
2006,ELECTROPHYSICS,1366992,6,6
2006,ELMHURST REASEARCH,-261672,15,17
2006,ELMHURST RESEARCH,1709740.2188,45,45
2006,EMASS,7063,1,1
2006,EMC,10083691,69,70
2006,EMCON,6331,3,3
2006,EMCOR COMPANY,19426407,15,15
2006,EMERGENT BIOSOLUTIONS,54506375,6,6
2006,EMERSON CONSTRUCTION,7659308,47,47
2006,EMR,169296,9,9
2006,EMS TECHNOLOGIES,2909830,6,6
2006,ENCOMPASS SERVICES,117440,2,2
2006,ENDEVCOOR,-44092,2,2
2006,ENERTEK INTERNATIONAL,326099,1,1
2006,ENFIELD ENTERPRISES,5134943,27,27
2006,ENGINEERED SUPPORT SYSTEMS,262511.4219,12,12
2006,ENGINEERED SYSTEMS,242651,2,2
2006,ENGINEERING SUPPORT PERSONNEL,7097747,10,10
2006,ENGINEOUS SOFTWARE,5040,1,1
2006,ENSCO,59841,9,9
2006,ENSIGN BICKFORD INDUSTRIES,11566944.8594,3,3
2006,ENSR INTERNATIONAL,2217233.2197,46,48
2006,ENTERGY,17262449,58,58
2006,ENVIRONMENTAL CHEMICAL,591865584.7656,214,224
2006,ENVIRONMENTAL SYSTEMS RESEARCH,11786015.75,415,422
2006,EOD TECHNOLOGY,123726495,41,43
2006,EOIR TECHNOLOGIES,54510604,199,199
2006,EQM,5181346.4301,9,9
2006,EQUIFAX,26498,6,6
2006,EQUITABLE RESOURCES,6494455,3,3
2006,ERDAS,776508.0098,70,70
2006,ERINYS INTERNATIONAL / IRAQ,45207442.5,16,16
2006,ESCO ELECTRONICS,78151865.5,50,50
2006,ESCO ENERGY,11302803,18,19
2006,ESCO TECH,70203,12,12
2006,ESP,54384361.4063,38,38
2006,ESTERLINE,70191320,9,9
2006,ETC TECHNICAL,976758,7,7
2006,EVERGREEN INTERNATIONAL,49228,3,3
2006,EWA,10851678,20,20
2006,EWA SERVICES,-482,2,2
2006,EXIDE ELECTRONICS,934651,90,88
2006,EXODYNE,16274298,18,18
2006,EXPANETS,91276.8516,4,4
2006,EXTEX,86239,3,3
2006,EXXON MOBIL,251235,4,4
2006,EyakTek,49612866.0801,315,333
2006,F5 NETWORKS,21130,2,2
2006,FAIRBANKS SCALES,36780,2,2
2006,FALCON SECURITY,8279,1,1
2006,FATIGUE TECHNOLOGY,189807,11,11
2006,FCN,5487644.5,60,60
2006,FED-CONSULTING,163874,1,1
2006,FEDERAL RADIO SERIVCES,0,1,1
2006,FEDERAL REPUBLIC OF GERMANY,268394291.833,763,763
2006,FEDERAL SIGNAL,773384,5,5
2006,FEDERAL WAREHOUSE COMPANY,3582,1,1
2006,FEDEX,14689356.8789,805,669
2006,FEMCO,704129.3599,9,9
2006,FERGUSON ENTERPRISES,81524,13,13
2006,FIBERTEK,59514024,299,299
2006,FIDELITY TECHNOLOGIES,664194,7,8
2006,FIELD SUPPORT,2203558,12,12
2006,FINMECCANICA,73134990,95,96
2006,FIRST CAPITOL OF CHICAGO,14053,1,1
2006,FIRST DATA,19200,1,1
2006,FIRST KUWAITI GENERAL TRADING & CONTRACTING COMPANY,6152140,8,9
2006,FISHER SCIENTIFIC CO,27574,3,3
2006,FLIR SYSTEMS,44854776,132,132
2006,FLORIDA INTERNATIONAL UNIVERSI,1478796,4,4
2006,FLUOR,306803772.4063,113,116
2006,FMC,803064.36,3,3
2006,FOCUS TECHNOLOGIES,13186,1,1
2006,FORCE 3,16256113.065,265,267
2006,FORCE PROTECTION,33173998,13,13
2006,FORD MOTOR COMPANY,8124603,11,12
2006,Foreign Contractor,6568819232.9418,29877,16706
2006,FOREIGN UTILITY CONSOLIDATED REPORTING,221359569.2434,2478,259
2006,FORMAC INTERNATIONAL,6e3,1,1
2006,FORMATION,111538,4,5
2006,FOSS MARITIME COMPANY,5233,1,1
2006,FOSTER WHEELER,-1446957,26,26
2006,FOUR POINTS TECHNOLOGY,734150.5996,69,69
2006,FUGRO,1991397,12,15
2006,FUJI PHOTO FILM USA,686141,45,45
2006,Fujitsu,148072,11,11
2006,FUTRON,7915001,49,49
2006,G4S PLC,19483271,23,23
2006,GALAXY SCIENTIFIC,72762685,130,130
2006,GANNETT,21813.6,11,11
2006,GANNETT FLEMING AFFILIATES,7048062,45,50
2006,GARLAND INDUSTRIES,1441034,3,3
2006,GARNER MULTIMEDIA,5e4,1,1
2006,GARTNER,1355202,15,15
2006,GATEWAY,3074471,119,119
2006,GENCORP,3678817,9,10
2006,GENE LOGIC COMPANY,80226,2,2
2006,GENERAL,4647770,8,8
2006,GENERAL ATOMICS,225540594,103,103
2006,GENERAL COMMUNICATIONS,47648,1,1
2006,GENERAL DYNAMICS,4956567300.2787,3435,3353
2006,GENERAL ELECTRIC,585782206.0897,576,599
2006,GENERAL MOTORS,62294255,289,289
2006,GENERAL TECHNOLOGY,61392.2803,2,2
2006,GENEVAORA,141822,5,5
2006,GEO MARINE,3241020,48,51
2006,GEOMETRICS,428250,4,4
2006,GEONEX,36742,2,5
2006,GEORGE WASHINGTON UNIVERSITY,3530762,25,27
2006,GEORGIA INSTITUTE OF TECHNOLOGY,18672009,139,145
2006,GERBER SCIENTIFIC,93554,10,10
2006,GESTALT,1720708,6,6
2006,GETINGE,916894,34,34
2006,GHM,883767,3,3
2006,GIDDENS INDUSTRIES,-431250,6,6
2006,GILBERT ASSOCIATES,148830468.8217,670,650
2006,GILL GROUP,2888534.1895,144,144
2006,GIOIA ENTERPRISES INTERNATIONA,9427806,43,43
2006,GLAXOSMITHKLINE,485670,16,17
2006,GLOBAL INSIGHT,245503,3,3
2006,GLOBAL KNOWLEDGE,201529,9,9
2006,GLOBAL MARITIME SERVICES,3693502,8,8
2006,GLOBAL MICROWAVE SYSTEMS,19630,4,4
2006,GLOBAL STRATEGIES GROUP,61250608,93,94
2006,GLOBAL TECHNOLOGIES,106020,1,1
2006,GLOBAL TECHNOLOGY RESOURCES,2420163,47,47
2006,GLOBALSIM,418700,1,1
2006,GLOBECOMM SYSTEMS,60319,1,2
2006,GOLDBELT,55256060,804,819
2006,GOMEZ & ASSOCIATE,197210,2,2
2006,GOODRICH,100444302.0112,131,148
2006,GOODWILL INDUS,6493597.6445,38,38
2006,GOOGLE,19095,2,2
2006,GORDON N STOWE & ASSOCIATES,182240,5,5
2006,GOVERNMENT ACQUISITIONS,440594,14,14
2006,GOVERNMENT OF CANADA,29500,1,1
2006,GOVPLACE,461794,41,41
2006,GP STRATEGIES,10341994.6328,104,107
2006,GPC CONSOLIDATED REPORTING,105505752.9421,12694,313
2006,GRACON,2318640,9,9
2006,GRANITE CONSTRUCTION COMPANY,66442527.9376,38,38
2006,GRANT THORNTON,1191982,9,11
2006,GRAY RESEARCH,7750439,53,54
2006,GRAYBAR,5500881,136,137
2006,GREAT LAKES DREDGE DOCK,138988271,89,94
2006,GRIMCOM,40740909,114,114
2006,GRUNLEY CONSTRUCTION CO,14262e3,1,1
2006,GS CALTEX [Joint Venture Chevron/GS Group],75159,3,3
2006,GSC CONSTRUCTION,7632596,44,44
2006,GTS DURATEK,-515547,3,3
2006,GTSI,146055045.1678,924,928
2006,"GYROCAM SYSTEMS, LLC , UNIVERSAL SYSTEMS & TECHNOLOGY",542641,2,2
2006,HAGLER BAILLY SERVICES,19931,2,2
2006,HALIFAX,81319,7,7
2006,HALLIBURTON,5827801083.1484,620,630
2006,HAMILTON PRODUCTS,1135844,212,212
2006,HAMILTON SUNDSTRAND,6429,1,1
2006,HAMPDEN ENGINE,172002,6,6
2006,HANSON GROUP,1739788,43,47
2006,HARCOURT GENERAL,248,1,1
2006,HARDING SECURITY ASSOCIATES,24249586.1562,9,10
2006,HARPER CONSTRUCTION COMPANY,22499361,3,3
2006,HARPER INDUSTRIES,81595594,109,116
2006,HARRIS,532837919.5,264,268
2006,HARSCO,62897,2,2
2006,HART CROWSER,96507,2,2
2006,HARTMAN WALSH,-7463,1,1
2006,HARZA ENGINEERING,498303,16,20
2006,HAWORTH,8724231.6016,254,256
2006,HAYES SEAY MATTERN & MATTERN,3595454,25,25
2006,HDR,18502607,194,205
2006,HEALTH NET,5837296.375,12,16
2006,HEICO,23550,2,2
2006,HELLFIRE SYSTEMS,178154288,29,29
2006,HENSEL PHELPS CONSTRUCTION,145613219,93,98
2006,HERCULES,323722,1,1
2006,HERLEY INDUSTRIES,316440,7,7
2006,HERMAN MILLER,14789303,516,522
