DoD_Office_Info,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Report Filter:,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{Date Signed} (ID) Between 10/1/2019 and 9/30/2029 And {Contracting Department ID} (ID) = ""9700""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiscal Year,Contracting Agency ID,Contracting Agency Name,Contracting Department ID,Contracting Department Name,Contracting Office ID,Contracting Office Name,Contracting Office Region,Country Where Award Was Issued,Major Command Code,Major Command ID,Major Command Name,Organization Code,Organization ID,Parent Macom Code,Sub Command 1 Code,Sub Command 1 ID,Sub Command 1 Name,Sub Command 2 Code,Sub Command 2 ID,Sub Command 2 Name,Sub Command 3 Code,Sub Command 3 ID,Sub Command 3 Name,Sub Command 4 Code,Sub Command 4 ID,Sub Command 4 Name,Dollars Obligated,Number of Records
2020,1700,DEPT OF THE NAVY,9700,DEPT OF DEFENSE,M33610,"COMMANDING OFFICER, MWTC",NO REGION IDENTIFIED,USA,USMC,ORG-2943,USMC,~9700~9700~USMC~MARCORP I&L~~~~,~ORG-1144~ORG-2410~ORG-2943~ORG-2967~~~~,,MARCORP I&L,ORG-2967,MARCORP I&L,,,,,,,,,,"$1,483,324.03 ",36 
2020,1700,DEPT OF THE NAVY,9700,DEPT OF DEFENSE,M60169,COMMANDING OFFICER TMO,NO REGION IDENTIFIED,USA,USMC,ORG-2943,USMC,~9700~9700~USMC~MARCORP I&L~MCICOM~MCIEAST~~,~ORG-1144~ORG-2410~ORG-2943~ORG-2967~ORG-5037~ORG-5041~~,MC I&L,MARCORP I&L,ORG-2967,MARCORP I&L,MCICOM,ORG-5037,MARINE CORPS INSTALLATIONS COMMAND,MCIEAST,ORG-5041,MCIEAST,,,,"($15,048.46)",6 
2020,1700,DEPT OF THE NAVY,9700,DEPT OF DEFENSE,M62204,COMMANDING OFFICER,NO REGION IDENTIFIED,USA,USMC,ORG-2943,USMC,~9700~9700~USMC~MARCORP I&L~MCICOM~MCIWEST~~,~ORG-1144~ORG-2410~ORG-2943~ORG-2967~ORG-5037~ORG-5040~~,MC I&L,MARCORP I&L,ORG-2967,MARCORP I&L,MCICOM,ORG-5037,MARINE CORPS INSTALLATIONS COMMAND,MCIWEST,ORG-5040,MCIWEST,,,,"$5,428.43 ",4 
2020,1700,DEPT OF THE NAVY,9700,DEPT OF DEFENSE,M62613,COMMANDING OFFICER,NO REGION IDENTIFIED,USA,USMC,ORG-2943,USMC,~9700~9700~USMC~MARCORP I&L~MCICOM~MCIPAC~~,~ORG-1144~ORG-2410~ORG-2943~ORG-2967~ORG-5037~ORG-5039~~,MC I&L,MARCORP I&L,ORG-2967,MARCORP I&L,MCICOM,ORG-5037,MARINE CORPS INSTALLATIONS COMMAND,MCIPAC,ORG-5039,MCIPAC,,,,"$4,240,904.22 ",150 
2020,1700,DEPT OF THE NAVY,9700,DEPT OF DEFENSE,M62613,COMMANDING OFFICER,NO REGION IDENTIFIED,USA,USMC,ORG-2943,USMC,~9700~9700~USMC~MARCORP I&L~MCICOM~MCIPAC~~,~ORG-1144~ORG-2410~ORG-2943~ORG-2967~ORG-5037~ORG-5039~~,,MARCORP I&L,ORG-2967,MARCORP I&L,MCICOM,ORG-5037,MARINE CORPS INSTALLATIONS COMMAND,MCIPAC,ORG-5039,MCIPAC,,,,"$1,489.25 ",1 
2020,1700,DEPT OF THE NAVY,9700,DEPT OF DEFENSE,M62974,COMMANDING OFFICER,NO REGION IDENTIFIED,USA,USMC,ORG-2943,USMC,~9700~9700~USMC~MARCORP I&L~MCICOM~MCIWEST~~,~ORG-1144~ORG-2410~ORG-2943~ORG-2967~ORG-5037~ORG-5040~~,MC I&L,MARCORP I&L,ORG-2967,MARCORP I&L,MCICOM,ORG-5037,MARINE CORPS INSTALLATIONS COMMAND,MCIWEST,ORG-5040,MCIWEST,,,,"$1,084.92 ",2 
2020,1700,DEPT OF THE NAVY,9700,DEPT OF DEFENSE,M67001,COMMANDING GENERAL,NO REGION IDENTIFIED,USA,USMC,ORG-2943,USMC,~9700~9700~USMC~MARCORP I&L~MCICOM~MCIEAST~~,~ORG-1144~ORG-2410~ORG-2943~ORG-2967~ORG-5037~ORG-5041~~,MC I&L,MARCORP I&L,ORG-2967,MARCORP I&L,MCICOM,ORG-5037,MARINE CORPS INSTALLATIONS COMMAND,MCIEAST,ORG-5041,MCIEAST,,,,"$61,809,570.75 ","1,343 "
2020,1700,DEPT OF THE NAVY,9700,DEPT OF DEFENSE,M67004,COMMANDER,NO REGION IDENTIFIED,USA,USMC,ORG-2943,USMC,~9700~9700~USMC~MARCORP I&L~~~~,~ORG-1144~ORG-2410~ORG-2943~ORG-2967~~~~,MC I&L,MARCORP I&L,ORG-2967,MARCORP I&L,,,,,,,,,,"$255,079,882.83 ",587 
2020,1700,DEPT OF THE NAVY,9700,DEPT OF DEFENSE,M67011,COMMANDING OFFICER,NO REGION IDENTIFIED,USA,USMC,ORG-2943,USMC,~9700~9700~USMC~MARCORP I&L~~~~,~ORG-1144~ORG-2410~ORG-2943~ORG-2967~~~~,,MARCORP I&L,ORG-2967,MARCORP I&L,,,,,,,,,,"$49,621.36 ",43 
2020,1700,DEPT OF THE NAVY,9700,DEPT OF DEFENSE,M67013,COMMANDING OFFICER,NO REGION IDENTIFIED,USA,USMC,ORG-2943,USMC,~9700~9700~USMC~MARCORP I&L~~~~,~ORG-1144~ORG-2410~ORG-2943~ORG-2967~~~~,,MARCORP I&L,ORG-2967,MARCORP I&L,,,,,,,,,,"$3,830.06 ",9 
2020,1700,DEPT OF THE NAVY,9700,DEPT OF DEFENSE,M67015,COMMANDING OFFICER,NO REGION IDENTIFIED,USA,USMC,ORG-2943,USMC,~9700~9700~USMC~MARCORP I&L~~~~,~ORG-1144~ORG-2410~ORG-2943~ORG-2967~~~~,,MARCORP I&L,ORG-2967,MARCORP I&L,,,,,,,,,,"$5,527.00 ",4 
2020,1700,DEPT OF THE NAVY,9700,DEPT OF DEFENSE,M67399,COMMANDING OFFICER,NO REGION IDENTIFIED,USA,USMC,ORG-2943,USMC,~9700~9700~USMC~MARCORP I&L~~~~,~ORG-1144~ORG-2410~ORG-2943~ORG-2967~~~~,MC I&L,MARCORP I&L,ORG-2967,MARCORP I&L,,,,,,,,,,"$17,234,121.36 ",546 
2020,1700,DEPT OF THE NAVY,9700,DEPT OF DEFENSE,M67400,COMMANDING OFFICER,NO REGION IDENTIFIED,USA,USMC,ORG-2943,USMC,~9700~9700~USMC~MARCORP I&L~MCICOM~MCIPAC~~,~ORG-1144~ORG-2410~ORG-2943~ORG-2967~ORG-5037~ORG-5039~~,MC I&L,MARCORP I&L,ORG-2967,MARCORP I&L,MCICOM,ORG-5037,MARINE CORPS INSTALLATIONS COMMAND,MCIPAC,ORG-5039,MCIPAC,,,,"$68,007,873.50 ",635 
2020,1700,DEPT OF THE NAVY,9700,DEPT OF DEFENSE,M67854,COMMANDER,NO REGION IDENTIFIED,USA,USMC,ORG-2943,USMC,~9700~9700~USMC~MARCOR SYSCOM~~~~,~ORG-1144~ORG-2410~ORG-2943~ORG-2994~~~~,MC MATCOM,MARCOR SYSCOM,ORG-2994,MARCOR SYSCOM,,,,,,,,,,"$2,036,349,653.76 ","2,528 "
2020,1700,DEPT OF THE NAVY,9700,DEPT OF DEFENSE,M67861,MFR COMPTROLLER,NO REGION IDENTIFIED,USA,USMC,ORG-2943,USMC,~9700~9700~USMC~MARCORP I&L~~~~,~ORG-1144~ORG-2410~ORG-2943~ORG-2967~~~~,,MARCORP I&L,ORG-2967,MARCORP I&L,,,,,,,,,,"$16,043,160.35 ",124 
2020,1700,DEPT OF THE NAVY,9700,DEPT OF DEFENSE,M67865,MCAS MIRAMAR,NO REGION IDENTIFIED,USA,USMC,ORG-2943,USMC,~9700~9700~USMC~MARCORP I&L~MCICOM~MCIWEST~~,~ORG-1144~ORG-2410~ORG-2943~ORG-2967~ORG-5037~ORG-5040~~,,MARCORP I&L,ORG-2967,MARCORP I&L,MCICOM,ORG-5037,MARINE CORPS INSTALLATIONS COMMAND,MCIWEST,ORG-5040,MCIWEST,,,,"$9,078.73 ",3 
2020,1700,DEPT OF THE NAVY,9700,DEPT OF DEFENSE,M68450,COMMANDING GENERAL (M68450),NO REGION IDENTIFIED,USA,USMC,ORG-2943,USMC,~9700~9700~USMC~MARCORP I&L~~~~,~ORG-1144~ORG-2410~ORG-2943~ORG-2967~~~~,,MARCORP I&L,ORG-2967,MARCORP I&L,,,,,,,,,,"$3,488,404.99 ",97 
2020,1700,DEPT OF THE NAVY,9700,DEPT OF DEFENSE,M68909,SUPPLY OFFICER,NO REGION IDENTIFIED,USA,USMC,ORG-2943,USMC,~9700~9700~USMC~MARCOR SYSCOM~~~~,~ORG-1144~ORG-2410~ORG-2943~ORG-2994~~~~,MC MATCOM,MARCOR SYSCOM,ORG-2994,MARCOR SYSCOM,,,,,,,,,,"$28,233,602.43 ",124 
2020,1700,DEPT OF THE NAVY,9700,DEPT OF DEFENSE,M84001,COMMANDING OFFICER,NO REGION IDENTIFIED,USA,USMC,ORG-2943,USMC,~9700~9700~USMC~MARCORP I&L~~~~,~ORG-1144~ORG-2410~ORG-2943~ORG-2967~~~~,,MARCORP I&L,ORG-2967,MARCORP I&L,,,,,,,,,,$608.88 ,3 
2020,1700,DEPT OF THE NAVY,9700,DEPT OF DEFENSE,M85001,COMMANDING OFFICER,NO REGION IDENTIFIED,USA,USMC,ORG-2943,USMC,~9700~9700~USMC~MARCORP I&L~~~~,~ORG-1144~ORG-2410~ORG-2943~ORG-2967~~~~,,MARCORP I&L,ORG-2967,MARCORP I&L,,,,,,,,,,"$2,320.07 ",6 
2020,1700,DEPT OF THE NAVY,9700,DEPT OF DEFENSE,M87001,COMMANDING OFFICER,NO REGION IDENTIFIED,USA,USMC,ORG-2943,USMC,~9700~9700~USMC~MARCORP I&L~~~~,~ORG-1144~ORG-2410~ORG-2943~ORG-2967~~~~,,MARCORP I&L,ORG-2967,MARCORP I&L,,,,,,,,,,"$22,605.51 ",14 
2020,1700,DEPT OF THE NAVY,9700,DEPT OF DEFENSE,M95494,COMMANDING OFFICER,NO REGION IDENTIFIED,USA,USMC,ORG-2943,USMC,~9700~9700~USMC~MARCORP I&L~MCICOM~MCICOMHQ~~,~ORG-1144~ORG-2410~ORG-2943~ORG-2967~ORG-5037~ORG-5260~~,,MARCORP I&L,ORG-2967,MARCORP I&L,MCICOM,ORG-5037,MARINE CORPS INSTALLATIONS COMMAND,MCICOMHQ,ORG-5260,MARINE CORPS INSTALLATIONS COMMAND HQ,,,,"$516,042,506.98 ",300 
2020,1700,DEPT OF THE NAVY,9700,DEPT OF DEFENSE,N00011,CHIEF OF NAVAL OPERATIONS (CNO),NO REGION IDENTIFIED,USA,NAVSUP,ORG-2937,NAVSUP,~9700~9700~NAVSUP~NAVSUP OTHER HCA~MISC~~~,~ORG-1144~ORG-2410~ORG-2937~ORG-2955~ORG-3045~~~,SUP FLEET-CNO,NAVSUP OTHER HCA,ORG-2955,NAVSUP OTHER HCA,MISC,ORG-3045,MISC,,,,,,,$947.65 ,5 
2020,1700,DEPT OF THE NAVY,9700,DEPT OF DEFENSE,N00012,SECNAV OFC,NO REGION IDENTIFIED,USA,NAVSUP,ORG-2937,NAVSUP,~9700~9700~NAVSUP~NAVSUP OTHER HCA~MISC~~~,~ORG-1144~ORG-2410~ORG-2937~ORG-2955~ORG-3045~~~,,NAVSUP OTHER HCA,ORG-2955,NAVSUP OTHER HCA,MISC,ORG-3045,MISC,,,,,,,"$19,506.54 ",21 
2020,1700,DEPT OF THE NAVY,9700,DEPT OF DEFENSE,N00014,OFFICE OF NAVAL RESEARCH,NO REGION IDENTIFIED,USA,ONR,ORG-2945,ONR,~9700~9700~ONR~ONR HQS~~~~,~ORG-1144~ORG-2410~ORG-2945~ORG-2972~~~~,ONR HQS,ONR HQS,ORG-2972,ONR HQS,,,,,,,,,,"$806,588,802.02 ","1,997 "
2020,1700,DEPT OF THE NAVY,9700,DEPT OF DEFENSE,N00018,BUREAU OF MEDICINE AND SURGERY,NO REGION IDENTIFIED,USA,NAVSUP,ORG-2937,NAVSUP,~9700~9700~NAVSUP~NAVSUP OTHER HCA~BUMED~~~,~ORG-1144~ORG-2410~ORG-2937~ORG-2955~ORG-3041~~~,,NAVSUP OTHER HCA,ORG-2955,NAVSUP OTHER HCA,BUMED,ORG-3041,BUMED,,,,,,,"$7,438.74 ",22 
2020,1700,DEPT OF THE NAVY,9700,DEPT OF DEFENSE,N00019,NAVAL AIR SYSTEMS COMMAND,NO REGION IDENTIFIED,USA,NAVAIR,ORG-2936,NAVAIR,~9700~9700~NAVAIR~NAVAIR HQS~~~~,~ORG-1144~ORG-2410~ORG-2936~ORG-2947~~~~,NAVAIR HQS,NAVAIR HQS,ORG-2947,NAVAIR HQS,,,,,,,,,,"$57,086,643,271.43 ","5,373 "
2020,1700,DEPT OF THE NAVY,9700,DEPT OF DEFENSE,N00022,CHIEF OF NAVAL PERSONNEL,NO REGION IDENTIFIED,USA,NAVSUP,ORG-2937,NAVSUP,~9700~9700~NAVSUP~NAVSUP OTHER HCA~BUPERS~~~,~ORG-1144~ORG-2410~ORG-2937~ORG-2955~ORG-3043~~~,,NAVSUP OTHER HCA,ORG-2955,NAVSUP OTHER HCA,BUPERS,ORG-3043,BUPERS,,,,,,,"$2,510.24 ",8 
2020,1700,DEPT OF THE NAVY,9700,DEPT OF DEFENSE,N00023,NAVAL SUPPLY SYSTEMS COMMAND,NO REGION IDENTIFIED,USA,NAVSUP,ORG-2937,NAVSUP,~9700~9700~NAVSUP~NAVSUP OTHER HCA~MISC~~~,~ORG-1144~ORG-2410~ORG-2937~ORG-2955~ORG-3045~~~,SUP HQS,NAVSUP OTHER HCA,ORG-2955,NAVSUP OTHER HCA,MISC,ORG-3045,MISC,,,,,,,"$570,126.25 ",12 
2020,1700,DEPT OF THE NAVY,9700,DEPT OF DEFENSE,N00024,NAVSEA HQ,NO REGION IDENTIFIED,USA,NAVSEA,ORG-2941,NAVSEA,~9700~9700~NAVSEA~NAVSEA HQ~~~~,~ORG-1144~ORG-2410~ORG-2941~ORG-2973~~~~,B1. NAVSEA HQS,NAVSEA HQ,ORG-2973,NAVSEA HQ,,,,,,,,,,"$37,783,962,326.62 ","6,169 "
2020,1700,DEPT OF THE NAVY,9700,DEPT OF DEFENSE,N00025,NAVAL FACILITIES ENGINEERING COMD,NO REGION IDENTIFIED,USA,NAVFAC,ORG-2940,NAVFAC,~9700~9700~NAVFAC~~~~~,~ORG-1144~ORG-2410~ORG-2940~~~~~,C1. NAVFAC HQS,,,,,,,,,,,,,"$10,211.93 ",30 
2020,1700,DEPT OF THE NAVY,9700,DEPT OF DEFENSE,N00030,STRATEGIC SYSTEMS PROGRAMS,NO REGION IDENTIFIED,USA,SSP,ORG-2942,SSP,~9700~9700~SSP~~~~~,~ORG-1144~ORG-2410~ORG-2942~~~~~,SSP HQS,,,,,,,,,,,,,"$1,894,852,271.07 ","1,096 "
2020,1700,DEPT OF THE NAVY,9700,DEPT OF DEFENSE,N00033,MILITARY SEALIFT COMMAND,NO REGION IDENTIFIED,USA,MSC,ORG-2939,MSC,~9700~9700~MSC~MSC HQS~~~~,~ORG-1144~ORG-2410~ORG-2939~ORG-2979~~~~,MSC HQS,MSC HQS,ORG-2979,MSC HQS,,,,,,,,,,"($96,873.48)",17 
2020,1700,DEPT OF THE NAVY,9700,DEPT OF DEFENSE,N00038,CDR US PACIFIC COMMAND USPACOM,NO REGION IDENTIFIED,USA,NAVSUP,ORG-2937,NAVSUP,~9700~9700~NAVSUP~NAVSUP OTHER HCA~US PACIFIC FLEET~~~,~ORG-1144~ORG-2410~ORG-2937~ORG-2955~ORG-3032~~~,SUP FLEET-PACFLT,NAVSUP OTHER HCA,ORG-2955,NAVSUP OTHER HCA,US PACIFIC FLEET,ORG-3032,US PACIFIC FLEET,,,,,,,"$4,666,481.79 ",77 
2020,1700,DEPT OF THE NAVY,9700,DEPT OF DEFENSE,N00039,NAVAL INFORMATION WARFARE SYSTEMS,NO REGION IDENTIFIED,USA,SPAWAR,ORG-2944,SPAWAR,~9700~9700~SPAWAR~SPAWAR HQ~~~~,~ORG-1144~ORG-2410~ORG-2944~ORG-2971~~~~,SPAWAR HQS,SPAWAR HQ,ORG-2971,SPAWAR HQ,,,,,,,,,,"$3,460,157,087.09 ","3,200 "
2020,1700,DEPT OF THE NAVY,9700,DEPT OF DEFENSE,N00052,NAVY INSTALLATIONS COMMAND,NO REGION IDENTIFIED,USA,NAVSUP,ORG-2937,NAVSUP,~9700~9700~NAVSUP~NAVSUP OTHER HCA~CNIC~~~,~ORG-1144~ORG-2410~ORG-2937~ORG-2955~ORG-4573~~~,,NAVSUP OTHER HCA,ORG-2955,NAVSUP OTHER HCA,CNIC,ORG-4573,CNIC,,,,,,,"$9,981.72 ",27 
2020,1700,DEPT OF THE NAVY,9700,DEPT OF DEFENSE,N00055,COMMANDER FLEET CYBER CMD - OPS 3,NO REGION IDENTIFIED,USA,NAVSUP,ORG-2937,NAVSUP,~9700~9700~NAVSUP~NAVSUP OTHER HCA~US FLEET CYBER CMD~~~,~ORG-1144~ORG-2410~ORG-2937~ORG-2955~ORG-4673~~~,,NAVSUP OTHER HCA,ORG-2955,NAVSUP OTHER HCA,US FLEET CYBER CMD,ORG-4673,US FLEET CYBER CMD,,,,,,,"$43,786.41 ",65 
2020,1700,DEPT OF THE NAVY,9700,DEPT OF DEFENSE,N00060,U S FLEET FORCES COMMAND,NO REGION IDENTIFIED,USA,NAVSUP,ORG-2937,NAVSUP,~9700~9700~NAVSUP~NAVSUP OTHER HCA~US FLEET FORCES CMD~~~,~ORG-1144~ORG-2410~ORG-2937~ORG-2955~ORG-3034~~~,,NAVSUP OTHER HCA,ORG-2955,NAVSUP OTHER HCA,US FLEET FORCES CMD,ORG-3034,US FLEET FORCES CMD,,,,,,,"$7,855.07 ",22 
2020,1700,DEPT OF THE NAVY,9700,DEPT OF DEFENSE,N00070,U S PACIFIC FLEET,NO REGION IDENTIFIED,USA,NAVSUP,ORG-2937,NAVSUP,~9700~9700~NAVSUP~NAVSUP OTHER HCA~US PACIFIC FLEET~~~,~ORG-1144~ORG-2410~ORG-2937~ORG-2955~ORG-3032~~~,,NAVSUP OTHER HCA,ORG-2955,NAVSUP OTHER HCA,US PACIFIC FLEET,ORG-3032,US PACIFIC FLEET,,,,,,,"$364,817.87 ",24 
2020,1700,DEPT OF THE NAVY,9700,DEPT OF DEFENSE,N00072,COMNAVRESFOR,NO REGION IDENTIFIED,USA,NAVSUP,ORG-2937,NAVSUP,~9700~9700~NAVSUP~NAVSUP OTHER HCA~NAVRESFOR~~~,~ORG-1144~ORG-2410~ORG-2937~ORG-2955~ORG-3040~~~,,NAVSUP OTHER HCA,ORG-2955,NAVSUP OTHER HCA,NAVRESFOR,ORG-3040,NAVRESFOR,,,,,,,"$89,702.56 ",6 
2020,1700,DEPT OF THE NAVY,9700,DEPT OF DEFENSE,N00074,NAVAL SPECIAL WARFARE COMMAND,NO REGION IDENTIFIED,USA,NAVSUP,ORG-2937,NAVSUP,~9700~9700~NAVSUP~NAVSUP OTHER HCA~MISC~~~,~ORG-1144~ORG-2410~ORG-2937~ORG-2955~ORG-3045~~~,,NAVSUP OTHER HCA,ORG-2955,NAVSUP OTHER HCA,MISC,ORG-3045,MISC,,,,,,,"$39,216.30 ",37 
2020,1700,DEPT OF THE NAVY,9700,DEPT OF DEFENSE,N00076,NAVAL EDUCATION AND TRAINING,NO REGION IDENTIFIED,USA,NAVSUP,ORG-2937,NAVSUP,~9700~9700~NAVSUP~NAVSUP OTHER HCA~CNET~~~,~ORG-1144~ORG-2410~ORG-2937~ORG-2955~ORG-3044~~~,,NAVSUP OTHER HCA,ORG-2955,NAVSUP OTHER HCA,CNET,ORG-3044,CNET,,,,,,,"$1,850.79 ",3 
2020,1700,DEPT OF THE NAVY,9700,DEPT OF DEFENSE,N00104,NAVSUP WEAPON SYSTEMS SUPPORT MECH,NO REGION IDENTIFIED,USA,NAVSUP,ORG-2937,NAVSUP,~9700~9700~NAVSUP~NAVSUP WSS~NAVSUP WSS MECH~~~,~ORG-1144~ORG-2410~ORG-2937~ORG-3014~ORG-4200~~~,SUP NAVICP-NAVICP MECH,NAVSUP WSS,ORG-3014,NAVSUP WEAPON SYSTEMS SUPPORT,NAVSUP WSS MECH,ORG-4200,NAVSUP WSS MECHANICSBURG,,,,,,,"$583,591,153.06 ","15,590 "
2020,1700,DEPT OF THE NAVY,9700,DEPT OF DEFENSE,N00124,NAVAL WAR COLLEGE,NO REGION IDENTIFIED,USA,NAVSUP,ORG-2937,NAVSUP,~9700~9700~NAVSUP~NAVSUP OTHER HCA~MISC~~~,~ORG-1144~ORG-2410~ORG-2937~ORG-2955~ORG-3045~~~,SUP OTHER-NAVSUP,NAVSUP OTHER HCA,ORG-2955,NAVSUP OTHER HCA,MISC,ORG-3045,MISC,,,,,,,"$11,506,476.12 ",380 
