assistance_transaction_unique_key,assistance_award_unique_key,award_id_fain,ModificationNumber,award_id_uri,sai_number,federal_action_obligation,total_obligated_amount,total_outlayed_amount_for_overall_award,indirect_cost_federal_share_amount,non_federal_funding_amount,total_non_federal_funding_amount,face_value_of_loan,original_loan_subsidy_cost,total_face_value_of_loan,total_loan_subsidy_cost,disaster_emergency_fund_codes_for_overall_award,outlayed_amount_from_COVID.19_supplementals_for_overall_award,obligated_amount_from_COVID.19_supplementals_for_overall_award,outlayed_amount_from_IIJA_supplemental_for_overall_award,obligated_amount_from_IIJA_supplemental_for_overall_award,action_date,Fiscal_Year,period_of_performance_start_date,period_of_performance_current_end_date,awarding_agency_code,awarding_agency_name,awarding_sub_agency_code,awarding_sub_agency_name,awarding_office_code,awarding_office_name,funding_agency_code,Funding_Agency_Name,funding_sub_agency_code,funding_sub_agency_name,funding_office_code,funding_office_name,treasury_accounts_funding_this_award,federal_accounts_funding_this_award,object_classes_funding_this_award,program_activities_funding_this_award,recipient_uei,recipient_duns,recipient_name,recipient_name_raw,recipient_parent_uei,recipient_parent_duns,recipient_parent_name,recipient_parent_name_raw,recipient_country_code,recipient_country_name,recipient_address_line_1,recipient_address_line_2,recipient_city_code,recipient_city_name,prime_award_transaction_recipient_county_fips_code,recipient_county_name,prime_award_transaction_recipient_state_fips_code,recipient_state_code,recipient_state_name,recipient_zip_code,recipient_zip_last_4_code,prime_award_transaction_recipient_cd_original,prime_award_transaction_recipient_cd_current,recipient_foreign_city_name,recipient_foreign_province_name,recipient_foreign_postal_code,primary_place_of_performance_scope,primary_place_of_performance_country_code,primary_place_of_performance_country_name,primary_place_of_performance_code,primary_place_of_performance_city_name,prime_award_transaction_place_of_performance_county_fips_code,primary_place_of_performance_county_name,prime_award_transaction_place_of_performance_state_fips_code,primary_place_of_performance_state_name,primary_place_of_performance_zip_4,prime_award_transaction_place_of_performance_cd_original,prime_award_transaction_place_of_performance_cd_current,primary_place_of_performance_foreign_location,cfda_number,cfda_title,funding_opportunity_number,funding_opportunity_goals_text,assistance_type_code,transaction_description,prime_award_base_transaction_description,business_funds_indicator_code,business_funds_indicator_description,business_types_code,business_types_description,correction_delete_indicator_code,correction_delete_indicator_description,action_type_code,action_type_description,record_type_code,record_type_description,highly_compensated_officer_1_name,highly_compensated_officer_1_amount,highly_compensated_officer_2_name,highly_compensated_officer_2_amount,highly_compensated_officer_3_name,highly_compensated_officer_3_amount,highly_compensated_officer_4_name,highly_compensated_officer_4_amount,highly_compensated_officer_5_name,highly_compensated_officer_5_amount,usaspending_permalink,last_modified_date,USAspending_file_name,cfda_num,assistance_type_description,dFYear,YTD,AnyTag,DeepTech,HighTech,Biotechnology,Quantum,FutureG,AdvMaterials,TrustedAI,SysOfSys,Microelectronics,Space,Renewable,Computing,HMI,DirectedEnergy,Hypersonics,SensorCyber,ComponentTech
8900_DELP0000049_-NONE-_81.126_A000,ASST_NON_DELP0000049_8900,DELP0000049,A000,,SAI NOT AVAILABLE,0,0,,,0,0,0,0,700000000,56420000,,,,,,2011-09-19,2011,2011-09-19,2016-09-18,089,Department of Energy,8900.0,Department of Energy,,,,,,,,,,,,,EY6ZS7MJSX81,968784236,OFC 2 LLC,OFC 2 LLC,,,,,,,6225 NEIL RD,,99015,LANDER (COUNTY),3215.0,LANDER,32,NV,NEVADA,89511,1160,NV-02,NV-02,,,,COUNTY-WIDE,,,32**015,,32015,LANDER,32,NEVADA,,,NV-02,,81.126000000000005,FEDERAL LOAN GUARANTEES FOR INNOVATIVE ENERGY TECHNOLOGIES,,,8,"TAS::89 4576::TAS  OFC2, LLC LOAN NUMBER F1021","TAS::89 4576::TAS  OFC2, LLC LOAN NUMBER F1021",NON,,Q,FOR-PROFIT ORGANIZATION (OTHER THAN SMALL BUSINESS),,,A,,2.0,,,,,,,,,,,,https://www.usaspending.gov/award/ASST_NON_DELP0000049_8900/,2012-06-22,FY2011_089_Assistance_Full_20230908_1.csv,81.126,Guaranteed/Insured Loan,2011-01-01,Full Year,TRUE,,TRUE,,,,,,,,,TRUE,,,,,,
8900_DELP0000038_-NONE-_81.126_-NONE-,ASST_NON_DELP0000038_8900,DELP0000038,,,SAI NOT AVAILABLE,0,0,,,0,0,184978000,64742300,184978000,64742300,,,,,,2011-08-18,2011,2011-08-18,2016-08-17,089,Department of Energy,8900.0,Department of Energy,,,,,,,,,,,,,H69MCD1HNMP1,614756463,"SOLOPOWER, INC.","SOLOPOWER, INC.",,,,,,,5981 OPTICAL COURT,,68000,SAN JOSE,0685.0,SANTA CLARA,06,CA,CALIFORNIA,95138,1400,CA-16,CA-19,,,,SINGLE ZIP CODE,,,0668000,SAN JOSE,,,06,CALIFORNIA,95138,CA-16,,,81.126000000000005,FEDERAL LOAN GUARANTEES FOR INNOVATIVE ENERGY TECHNOLOGIES,,,8,"SOLOPOWER, INC., LOAN NUMBER 1049","TAS::89 0209::TAS  SOLOPOWER, INC., LOAN NUMBER 1049",NON,,Q,FOR-PROFIT ORGANIZATION (OTHER THAN SMALL BUSINESS),L,,A,,2.0,,,,,,,,,,,,https://www.usaspending.gov/award/ASST_NON_DELP0000038_8900/,2015-02-20,FY2011_089_Assistance_Full_20230908_1.csv,81.126,Guaranteed/Insured Loan,2011-01-01,Full Year,TRUE,,TRUE,,,,,,,,,TRUE,,,,,,
8900_DELP0000038_-NONE-_81.126_A000,ASST_NON_DELP0000038_8900,DELP0000038,A000,,SAI NOT AVAILABLE,0,0,,,0,0,0,0,184978000,64742300,,,,,,2011-08-18,2011,2011-08-18,2016-08-17,089,Department of Energy,8900.0,Department of Energy,,,,,,,,,,,,,H69MCD1HNMP1,614756463,"SOLOPOWER, INC.","SOLOPOWER, INC.",,,,,,,5981 OPTICAL CT,,68000,SAN JOSE,0685.0,SANTA CLARA,06,CA,CALIFORNIA,95138,1400,CA-16,CA-19,,,,SINGLE ZIP CODE,,,0668000,SAN JOSE,,,06,CALIFORNIA,951010001,CA-15,,,81.126000000000005,FEDERAL LOAN GUARANTEES FOR INNOVATIVE ENERGY TECHNOLOGIES,,,8,"TAS::89 0209::TAS  SOLOPOWER, INC., LOAN NUMBER 1049","TAS::89 0209::TAS  SOLOPOWER, INC., LOAN NUMBER 1049",NON,,Q,FOR-PROFIT ORGANIZATION (OTHER THAN SMALL BUSINESS),,,A,,2.0,,,,,,,,,,,,https://www.usaspending.gov/award/ASST_NON_DELP0000038_8900/,2012-06-22,FY2011_089_Assistance_Full_20230908_1.csv,81.126,Guaranteed/Insured Loan,2011-01-01,Full Year,TRUE,,TRUE,,,,,,,,,TRUE,,,,,,
8900_DELP0000089_-NONE-_81.126_-NONE-,ASST_NON_DELP0000089_8900,DELP0000089,,,SAI NOT AVAILABLE,0,0,,,0,0,25000000,5400000,25000000,5400000,,,,,,2012-08-01,2012,2012-07-31,2017-07-30,089,Department of Energy,8900.0,Department of Energy,,,,,,,,,,,,,W9DZKJF3CK59,078408290,"STEPHENTOWN SPINDLE, LLC","STEPHENTOWN SPINDLE, LLC",,,,,,,"STEPHENTOWN SPINDLE, LLC",,70955,TYNGSBORO (TOWN NAME,2517.0,MIDDLESEX,25,MA,,70955,,MA-20,MA-90,,,,SINGLE ZIP CODE,,,2570955,STEPHENTOWN,,,25,MASSACHUSETTS,12168,MA-20,,,81.126000000000005,FEDERAL LOAN GUARANTEES FOR INNOVATIVE ENERGY TECHNOLOGIES,,,8,STEPHENTOWN SPINDLE,STEPHENTOWN SPINDLE,NON,,Q,FOR-PROFIT ORGANIZATION (OTHER THAN SMALL BUSINESS),L,,A,,2.0,,,,,,,,,,,,https://www.usaspending.gov/award/ASST_NON_DELP0000089_8900/,2014-10-02,FY2012_089_Assistance_Full_20230908_1.csv,81.126,Guaranteed/Insured Loan,2012-01-01,Full Year,TRUE,,TRUE,,,,,,,,,TRUE,,,,,,
8900_DELP0000015_-NONE-_81.126_0002,ASST_NON_DELP0000015_8900,DELP0000015,0002,,SAI NOT AVAILABLE,0,0,,,0,0,0,0,0,0,,,,,,2011-12-16,2012,2010-12-22,2015-12-21,089,Department of Energy,8900.0,Department of Energy,,,,,,,,,,,,,LMEKHZX68J83,961573883,"AES ES WESTOVER, LLC","AES ES WESTOVER, LLC",,,,,,,4300 WILSON BLVD,,82080,VIRGINIA HEIGHTS,5113.0,ARLINGTON,51,VA,VIRGINIA,22203,4168,VA-08,VA-08,,,,SINGLE ZIP CODE,,,5190072,ARLINGTON,,,51,VIRGINIA,222034168,VA-08,,,81.126000000000005,FEDERAL LOAN GUARANTEES FOR INNOVATIVE ENERGY TECHNOLOGIES,,,8,"AES ES WESTOVER, LLC","AES ES WESTOVER, LLC",NON,,Q,FOR-PROFIT ORGANIZATION (OTHER THAN SMALL BUSINESS),L,,A,,2.0,,,,,,,,,,,,https://www.usaspending.gov/award/ASST_NON_DELP0000015_8900/,2014-10-02,FY2012_089_Assistance_Full_20230908_1.csv,81.126,Guaranteed/Insured Loan,2012-01-01,Full Year,TRUE,,TRUE,,,,,,,,,TRUE,,,,,,
8900_DELP0000111_-NONE-_81.126_0002,ASST_NON_DELP0000111_8900,DELP0000111,0002,,NO SAI NUMBER,0,0,,,0,0,259000000,0,259000000,0,,,,,,2017-03-07,2017,2015-03-13,2020-03-12,089,Department of Energy,8900.0,Department of Energy,,,,,,,,,,,,,KGKLV43K3JK3,792796930,ARCONIC INC.,"ARCONIC, INC",JHWNUX2YXN31,001339472,"ALCOA EXTRUSIONS, INC.","ALCOA EXTRUSIONS, INC.",USA,UNITED STATES,100 TECHNICAL DR,,,NEW KENSINGTON,42129,WESTMORELAND,42,PA,PENNSYLVANIA,15068,9001,PA-12,PA-14,,,,CITY-WIDE,USA,UNITED STATES,PA53736,NEW KENSINGTON,42129,WESTMORELAND,42,PENNSYLVANIA,,PA-12,PA-14,,81.126000000000005,FEDERAL LOAN GUARANTEES FOR INNOVATIVE ENERGY TECHNOLOGIES,,,8,ALCOA LOAN NUMBER A1009,ALCOA LOAN,NON,,X,OTHER,,,C,,2.0,,,,,,,,,,,,https://www.usaspending.gov/award/ASST_NON_DELP0000111_8900/,2017-04-20,FY2017_089_Assistance_Full_20230909_1.csv,81.126,Guaranteed/Insured Loan,2017-01-01,Full Year,TRUE,,TRUE,,,,,,,,,TRUE,,,,,,
8900_DELP0000056_-NONE-_81.126_0002,ASST_NON_DELP0000056_8900,DELP0000056,0002,,,0,0,,,0,0,660400000,49313840,1320800000,98627680,,,,,,2022-01-26,2022,2011-09-28,2040-09-27,089,Department of Energy,8900.0,Department of Energy,893030.0,HEADQUARTERS PROCUREMENT SERVICES,089,Department of Energy,8900.0,Department of Energy,894009.0,LOAN PROGRAMS OFFICE,,,,,WV98YJJWD6M6,968694815,"DESERT SUNLIGHT 250, LLC","DESERT SUNLIGHT 250, LLC",HEBKU317L6L8,122723174,"NEXTERA ENERGY, INC.","NEXTERA ENERGY, INC.",USA,UNITED STATES,700 UNIVERSE BLVD,,49600,NORTH PALM BEACH,12099,PALM BEACH,12,FL,FLORIDA,33408,,FL-22,FL-21,,,,CITY-WIDE,USA,UNITED STATES,FL35850,JUNO BEACH,12099,PALM BEACH,12,FLORIDA,CITY-WIDE,FL-22,FL-21,,81.126000000000005,FEDERAL LOAN GUARANTEES FOR INNOVATIVE ENERGY TECHNOLOGIES,,,8,LOAN,"DESERT SUNLIGHT 250, LLC LOAN NUMBER F1006",NON,NOT RECOVERY ACT,Q,FOR-PROFIT ORGANIZATION (OTHER THAN SMALL BUSINESS),,,B,CONTINUATION,2.0,NON-AGGREGATE RECORD,,,,,,,,,,,https://www.usaspending.gov/award/ASST_NON_DELP0000056_8900/,2022-01-31,FY2022_089_Assistance_Full_20230910_1.csv,81.126,Guaranteed/Insured Loan,2022-01-01,Full Year,TRUE,,TRUE,,,,,,,,,TRUE,,,,,,
8900_DECF0000036_-NONE-_81.126_A000,ASST_NON_DECF0000036_8900,DECF0000036,A000,,SAI NOT AVAILABLE,0,0,,,0,0,0,0,0,0,,,,,,2009-09-14,2009,2009-09-14,2009-10-04,089,Department of Energy,8900.0,Department of Energy,,,,,,,,,,,,,MYL9VH45S295,610713286,"SOLYNDRA, INC.","SOLYNDRA, INC.",,,,,,,47700 KATO RD,,91070,FREMONT (CCD),061.0,ALAMEDA,06,CA,CALIFORNIA,94538,7307,CA-13,CA-17,,,,SINGLE ZIP CODE,,,0691070,FREMONT,,,06,CALIFORNIA,945360001,CA-13,,,81.126,FEDERAL LOAN GUARANTEES FOR INNOVATIVE ENERGY TECHNOLOGIES,,,8,TAS::89 4576::TAS RECOVERY,TAS::89 4576::TAS RECOVERY,REC,,Q,FOR-PROFIT ORGANIZATION (OTHER THAN SMALL BUSINESS),,,A,,2.0,,,,,,,,,,,,https://www.usaspending.gov/award/ASST_NON_DECF0000036_8900/,2012-06-22,FY2009_089_Assistance_Full_20230908_1.csv,81.126,Guaranteed/Insured Loan,2009-01-01,Full Year,TRUE,,TRUE,,,,,,,,,TRUE,,,,,,
8900_DECF0000059_-NONE-_81.126_A000,ASST_NON_DECF0000059_8900,DECF0000059,A000,,SAI NOT AVAILABLE,0,0,,,0,0,0,0,0,0,,,,,,2009-09-11,2009,2009-09-11,2009-12-19,089,Department of Energy,8900.0,Department of Energy,,,,,,,,,,,,,TBTHGLM2G9D3,148284255,"TESLA, INC.","TESLA MOTORS, INC.",TBTHGLM2G9D3,148284255,"TESLA, INC.","TESLA MOTORS, INC.",,,3500 DEER CREEK RD,,65070,SAN CARLOS,0681.0,SAN MATEO,06,CA,CALIFORNIA,94070,0000,CA-12,CA-15,,,,SINGLE ZIP CODE,,,0665070,SAN CARLOS,,,06,CALIFORNIA,940700001,CA-12,,,81.126,FEDERAL LOAN GUARANTEES FOR INNOVATIVE ENERGY TECHNOLOGIES,,,7,"TESLA MOTORS, INC., ATVM DIRECT LOAN AUTHORITY","TESLA MOTORS, INC., ATVM DIRECT LOAN AUTHORITY",NON,,Q,FOR-PROFIT ORGANIZATION (OTHER THAN SMALL BUSINESS),C,,A,,2.0,,,,,,,,,,,,https://www.usaspending.gov/award/ASST_NON_DECF0000059_8900/,2012-06-22,FY2009_089_Assistance_Full_20230908_1.csv,81.126,Direct Loan,2009-01-01,Full Year,TRUE,,TRUE,,,,,,,,,TRUE,,,,,,
8900_DECF0000060_-NONE-_81.126_A000,ASST_NON_DECF0000060_8900,DECF0000060,A000,,SAI NOT AVAILABLE,0,0,,,0,0,0,0,1447500000,45017250,,,,,,2009-09-11,2009,2009-09-11,2011-03-15,089,Department of Energy,8900.0,Department of Energy,,,,,,,,,,,,,MDHJNMFAJGS5,009602533,"NISSAN NORTH AMERICA, INC.",NISSAN NORTH AMERICA INC.,PMMZY68MNTL3,690542212,"NISSAN MOTOR CO.,LTD.","NISSAN MOTOR CO.,LTD.",,,ONE NISSAN WAY,,27740,FRANKLIN,47187.0,WILLIAMSON,47,TN,TENNESSEE,37067,0000,TN-07,TN-07,,,,SINGLE ZIP CODE,,,4727740,FRANKLIN,,,47,TENNESSEE,370640700,TN-07,,,81.126,FEDERAL LOAN GUARANTEES FOR INNOVATIVE ENERGY TECHNOLOGIES,,,7,"NISSAN NORTH AMERICA INC.,  ADVANCED TECHNOLOGY VEHICLE MANUFACTURING DIRECT LOAN AUTHORITY","NISSAN NORTH AMERICA INC.,  ADVANCED TECHNOLOGY VEHICLE MANUFACTURING DIRECT LOAN AUTHORITY",NON,,Q,FOR-PROFIT ORGANIZATION (OTHER THAN SMALL BUSINESS),C,,A,,2.0,,,,,,,,,,,,https://www.usaspending.gov/award/ASST_NON_DECF0000060_8900/,2012-06-22,FY2009_089_Assistance_Full_20230908_1.csv,81.126,Direct Loan,2009-01-01,Full Year,TRUE,,TRUE,,,,,,,,,TRUE,,,,,,
8900_DECF0000058_-NONE-_81.126_A000,ASST_NON_DECF0000058_8900,DECF0000058,A000,,SAI NOT AVAILABLE,5937000000,0,,,0,0,0,0,5907041570,3000186413,,,,,,2009-09-10,2009,2009-09-10,2009-12-21,089,Department of Energy,8900.0,Department of Energy,,,,,,,,,,,,,KTKSAXJJUM87,049967672,FORD MOTOR COMPANY,FORD MOTOR COMPANY,JGBRNSWKMB78,001344746,FORD MOTOR CO,,,,1 AMERICAN RD,,21000,DEARBORN,26163.0,WAYNE,26,MI,MICHIGAN,48124,2053,MI-14,MI-12,,,,SINGLE ZIP CODE,,,2621000,DEARBORN,,,26,MICHIGAN,481201000,MI-14,,,81.126,FEDERAL LOAN GUARANTEES FOR INNOVATIVE ENERGY TECHNOLOGIES,,,11,FORD MOTOR COMPANY,FORD MOTOR COMPANY,NON,,Q,FOR-PROFIT ORGANIZATION (OTHER THAN SMALL BUSINESS),,,A,,2.0,,,,,,,,,,,,https://www.usaspending.gov/award/ASST_NON_DECF0000058_8900/,2012-01-23,FY2009_089_Assistance_Full_20230908_1.csv,81.126,Other Financial Assistance,2009-01-01,Full Year,TRUE,,TRUE,,,,,,,,,TRUE,,,,,,
8900_DELP0000006_-NONE-_81.126_A000,ASST_NON_DELP0000006_8900,DELP0000006,A000,,SAI NOT AVAILABLE,98500000,98500000,,,0,0,0,0,0,0,,,,,,2010-09-07,2010,2010-09-07,2011-08-31,089,Department of Energy,8900.0,Department of Energy,,,,,,,,,,,,,LDRLE925EP23,832515188,NGP BLUE MOUNTAIN I LLC,NGP BLUE MOUNTAIN I LLC,,,,,,,220 - 1755 E PLUMB LN,,94910,WINNEMUCCA (CCD),3213.0,HUMBOLDT,32,NV,NEVADA,89445,0000,NV-02,NV-02,,,,SINGLE ZIP CODE,,,3294910,WINNEMUCCA,,,32,NEVADA,894450001,NV-02,,,81.126,FEDERAL LOAN GUARANTEES FOR INNOVATIVE ENERGY TECHNOLOGIES,,,11,TAS::89 4486::TAS RECOVERY  NGP BLUE MOUNTAIN I LLC LOAN NUMBER F1001  GEOTHERMAL PROJECT,TAS::89 4486::TAS RECOVERY  NGP BLUE MOUNTAIN I LLC LOAN NUMBER F1001  GEOTHERMAL PROJECT,REC,,Q,FOR-PROFIT ORGANIZATION (OTHER THAN SMALL BUSINESS),C,,A,,2.0,,,,,,,,,,,,https://www.usaspending.gov/award/ASST_NON_DELP0000006_8900/,2012-01-23,FY2010_089_Assistance_Full_20230908_1.csv,81.126,Other Financial Assistance,2010-01-01,Full Year,TRUE,,TRUE,,,,,,,,,TRUE,,,,,,
8900_DELP0000003_-NONE-_81.126_A000,ASST_NON_DELP0000003_8900,DELP0000003,A000,DELP0000003+0002+REC,SAI NOT AVAILABLE,0,-25000000,,,0,0,0,0,0,0,,,,,,2010-08-06,2010,2010-08-06,2010-10-05,089,Department of Energy,8900.0,Department of Energy,,,,,,,,,,,,,D2JVJ16N8L11,963189472,STEPHENTOWN REGULATION SERVICES LLC,STEPHENTOWN REGULATION SERVICES LLC,,,,,,,,,70955,TYNGSBORO,2517.0,MIDDLESEX,25,MA,MASSACHUSETTS,01879,2041,MA-05,MA-03,,,,SINGLE ZIP CODE,,,2570955,TYNGSBORO,,,25,MASSACHUSETTS,018790001,MA-05,,,81.126,FEDERAL LOAN GUARANTEES FOR INNOVATIVE ENERGY TECHNOLOGIES,,,8,TAS::89 4576::TAS RECOVERY.  TO ISSUE A LOAN GUARANTEE IN THE AMOUNT OF $43137019 FOR BEACON LOAN NUMBER 1002,TAS::89 4576::TAS RECOVERY.  TO ISSUE A LOAN GUARANTEE IN THE AMOUNT OF $43137019 FOR BEACON LOAN NUMBER 1002,REC,,X,OTHER,,,A,,2.0,,,,,,,,,,,,https://www.usaspending.gov/award/ASST_NON_DELP0000003_8900/,2012-06-22,FY2010_089_Assistance_Full_20230908_1.csv,81.126,Guaranteed/Insured Loan,2010-01-01,Full Year,TRUE,,TRUE,,,,,,,,,TRUE,,,,,,
8900_DELP0000001_-NONE-_81.126_-NONE-,ASST_NON_DELP0000001_8900,DELP0000001,,,SAI NOT APPLICABLE,0,0,,,0,0,0,0,0,0,,,,,,2010-07-27,2010,2010-07-23,2011-07-22,089,Department of Energy,8900.0,Department of Energy,,,,,,,,,,,,,J5NLEHHHJAZ6,140568861,FIRST WIND HOLDINGS LLC,FIRST WIND HOLDINGS LLC,J5NLEHHHJAZ6,140568861,FIRST WIND HOLDINGS LLC,FIRST WIND HOLDINGS LLC,,,"85 WELLS AVENUE, SUITE 305",,45560,NEWTON,2517.0,MIDDLESEX,25,MA,MASSACHUSETTS,02459,3215,MA-04,MA-04,,,,SINGLE ZIP CODE,,,1517000,KAHUKU,,,15,HAWAII,96731,HI-01,,,81.126,FEDERAL LOAN GUARANTEES FOR INNOVATIVE ENERGY TECHNOLOGIES,,,8,"FIRST WIND HOLDINGS, LLC","FIRST WIND HOLDINGS, LLC",REC,,Q,FOR-PROFIT ORGANIZATION (OTHER THAN SMALL BUSINESS),L,,A,,2.0,,,,,,,,,,,,https://www.usaspending.gov/award/ASST_NON_DELP0000001_8900/,2015-02-18,FY2010_089_Assistance_Full_20230908_1.csv,81.126,Guaranteed/Insured Loan,2010-01-01,Full Year,TRUE,,TRUE,,,,,,,,,TRUE,,,,,,
8900_DECF0000060_-NONE-_81.126_A001,ASST_NON_DECF0000060_8900,DECF0000060,A001,,SAI NOT AVAILABLE,0,0,,,0,0,0,0,1447500000,45017250,,,,,,2010-03-15,2010,2009-09-11,2011-03-15,089,Department of Energy,8900.0,Department of Energy,,,,,,,,,,,,,MDHJNMFAJGS5,009602533,"NISSAN NORTH AMERICA, INC.",NISSAN NORTH AMERICA INC.,PMMZY68MNTL3,690542212,"NISSAN MOTOR CO.,LTD.","NISSAN MOTOR CO.,LTD.",,,ONE NISSAN WAY,,27740,FRANKLIN,47187.0,WILLIAMSON,47,TN,TENNESSEE,37067,0000,TN-07,TN-07,,,,SINGLE ZIP CODE,,,4727740,FRANKLIN,,,47,TENNESSEE,370640700,TN-07,,,81.126,FEDERAL LOAN GUARANTEES FOR INNOVATIVE ENERGY TECHNOLOGIES,,,7,"NISSAN NORTH AMERICA INC.,  ADVANCED TECHNOLOGY VEHICLE MANUFACTURING DIRECT LOAN AUTHORITY","NISSAN NORTH AMERICA INC.,  ADVANCED TECHNOLOGY VEHICLE MANUFACTURING DIRECT LOAN AUTHORITY",NON,,Q,FOR-PROFIT ORGANIZATION (OTHER THAN SMALL BUSINESS),C,,C,,2.0,,,,,,,,,,,,https://www.usaspending.gov/award/ASST_NON_DECF0000060_8900/,2012-06-22,FY2010_089_Assistance_Full_20230908_1.csv,81.126,Direct Loan,2010-01-01,Full Year,TRUE,,TRUE,,,,,,,,,TRUE,,,,,,
8900_DELP0000054_-NONE-_81.126_A003,ASST_NON_DELP0000054_8900,DELP0000054,A003,,SAI NOT AVAILABLE,0,0,,,0,0,646000000,24160400,1292000000,48320800,,,,,,2011-09-30,2011,2011-09-27,2016-09-26,089,Department of Energy,8900.0,Department of Energy,,,,,,,,,,,,,GRWVG3NP66A9,832213339,AV SOLAR RANCH 1 LLC,"AV SOLAR RANCH 1, LLC",RQNMMKNVVES8,001807150,EXELON CORPORATION,,,,,,40130,LANCASTER,0637.0,LOS ANGELES,06,CA,CALIFORNIA,94111,3620,CA-08,CA-11,,,,SINGLE ZIP CODE,,,0640130,LANCASTER,,,06,CALIFORNIA,935341000,CA-22,,,81.126000000000005,FEDERAL LOAN GUARANTEES FOR INNOVATIVE ENERGY TECHNOLOGIES,,,8,"TAS::89 0209::TAS  AV SOLAR RANCH I, LLC LOAN NUMBER 1166","TAS::89 0209::TAS  AV SOLAR RANCH I, LLC LOAN NUMBER 1166",NON,,Q,FOR-PROFIT ORGANIZATION (OTHER THAN SMALL BUSINESS),,,C,,2.0,,,,,,,,,,,,https://www.usaspending.gov/award/ASST_NON_DELP0000054_8900/,2014-04-09,FY2011_089_Assistance_Full_20230908_1.csv,81.126,Guaranteed/Insured Loan,2011-01-01,Full Year,TRUE,,TRUE,,,,,,,,,TRUE,,,,,,
8900_DELP0000054_-NONE-_81.126_A002,ASST_NON_DELP0000054_8900,DELP0000054,A002,,SAI NOT AVAILABLE,0,0,,,0,0,-646000000,-24160400,1292000000,48320800,,,,,,2011-09-30,2011,2011-09-27,2016-09-26,089,Department of Energy,8900.0,Department of Energy,,,,,,,,,,,,,GRWVG3NP66A9,832213339,AV SOLAR RANCH 1 LLC,"AV SOLAR RANCH 1, LLC",RQNMMKNVVES8,001807150,EXELON CORPORATION,,,,,,40130,LANCASTER,0637.0,LOS ANGELES,06,CA,CALIFORNIA,94111,3620,CA-08,CA-11,,,,SINGLE ZIP CODE,,,0640130,LANCASTER,,,06,CALIFORNIA,935341000,CA-22,,,81.126000000000005,FEDERAL LOAN GUARANTEES FOR INNOVATIVE ENERGY TECHNOLOGIES,,,8,"TAS::89 0209::TAS  AV SOLAR RANCH I, LLC LOAN NUMBER 1166","TAS::89 0209::TAS  AV SOLAR RANCH I, LLC LOAN NUMBER 1166",NON,,Q,FOR-PROFIT ORGANIZATION (OTHER THAN SMALL BUSINESS),,,C,,2.0,,,,,,,,,,,,https://www.usaspending.gov/award/ASST_NON_DELP0000054_8900/,2014-04-09,FY2011_089_Assistance_Full_20230908_1.csv,81.126,Guaranteed/Insured Loan,2011-01-01,Full Year,TRUE,,TRUE,,,,,,,,,TRUE,,,,,,
8900_DELP0000054_-NONE-_81.126_0003,ASST_NON_DELP0000054_8900,DELP0000054,0003,,SAI NOT AVAILABLE,0,0,,,0,0,646000000,24160400,1292000000,48320800,,,,,,2011-09-30,2011,2011-09-27,2016-09-26,089,Department of Energy,8900.0,Department of Energy,,,,,,,,,,,,,GRWVG3NP66A9,832213339,AV SOLAR RANCH 1 LLC,"AV SOLAR RANCH 1, LLC",RQNMMKNVVES8,001807150,EXELON CORPORATION,,,,353 SACRAMENTO STREET,SUITE 2100,40130,LANCASTER,0637.0,LOS ANGELES,06,CA,CALIFORNIA,94111,3620,CA-22,CA-11,,,,SINGLE ZIP CODE,,,0640130,LANCASTER,,,06,CALIFORNIA,93535,CA-22,,,81.126000000000005,FEDERAL LOAN GUARANTEES FOR INNOVATIVE ENERGY TECHNOLOGIES,,,8,"AV SOLAR RANCH 1, LLC LOAN","TAS::89 0209::TAS  AV SOLAR RANCH I, LLC LOAN NUMBER 1166",NON,,Q,FOR-PROFIT ORGANIZATION (OTHER THAN SMALL BUSINESS),L,,A,,2.0,,,,,,,,,,,,https://www.usaspending.gov/award/ASST_NON_DELP0000054_8900/,2015-02-20,FY2011_089_Assistance_Full_20230908_1.csv,81.126,Guaranteed/Insured Loan,2011-01-01,Full Year,TRUE,,TRUE,,,,,,,,,TRUE,,,,,,
8900_DELP0000059_-NONE-_81.126_-NONE-,ASST_NON_DELP0000059_8900,DELP0000059,,,SAI NOT AVAILABLE,0,0,,,0,0,1400000000,204960000,1400000000,204960000,,,,,,2011-09-28,2011,2011-09-28,2016-09-27,089,Department of Energy,8900.0,Department of Energy,,,,,,,,,,,,,NEAAN5FHQFJ1,968958392,"PROSUN PROJECT COMPANY, LLC","PROSUN PROJECT COMPANY, LLC",,,,,,,4545 AIRPORT WAY,,20000,DENVER,0831.0,DENVER,08,CO,COLORADO,80239,5716,CO-01,CO-01,,,,,,,08**031,DENVER,08031,,08,COLORADO,80239,CO-01,,,81.126000000000005,FEDERAL LOAN GUARANTEES FOR INNOVATIVE ENERGY TECHNOLOGIES,,,8,PROSUN PROJECT COMPANY LOAN F1029,TAS::89 0209::TAS  PROSUN PROJECT COMPANY LOAN F1029,NON,,Q,FOR-PROFIT ORGANIZATION (OTHER THAN SMALL BUSINESS),L,,A,,2.0,,,,,,,,,,,,https://www.usaspending.gov/award/ASST_NON_DELP0000059_8900/,2015-02-20,FY2011_089_Assistance_Full_20230908_1.csv,81.126,Guaranteed/Insured Loan,2011-01-01,Full Year,TRUE,,TRUE,,,,,,,,,TRUE,,,,,,
