prime_award_unique_key,prime_award_piid,prime_award_parent_piid,prime_award_amount,prime_award_disaster_emergency_fund_codes,prime_award_outlayed_amount_funded_by_COVID-19_supplementals,prime_award_obligated_amount_funded_by_COVID-19_supplementals,prime_award_base_action_date,prime_award_base_action_date_fiscal_year,prime_award_latest_action_date,prime_award_latest_action_date_fiscal_year,prime_award_period_of_performance_start_date,prime_award_period_of_performance_current_end_date,prime_award_period_of_performance_potential_end_date,prime_award_awarding_agency_code,prime_award_awarding_agency_name,prime_award_awarding_sub_agency_code,prime_award_awarding_sub_agency_name,prime_award_awarding_office_code,prime_award_awarding_office_name,prime_award_funding_agency_code,prime_award_funding_agency_name,prime_award_funding_sub_agency_code,prime_award_funding_sub_agency_name,prime_award_funding_office_code,prime_award_funding_office_name,prime_award_treasury_accounts_funding_this_award,prime_award_federal_accounts_funding_this_award,prime_award_object_classes_funding_this_award,prime_award_program_activities_funding_this_award,prime_awardee_uei,prime_awardee_duns,prime_awardee_name,prime_awardee_dba_name,prime_awardee_parent_uei,prime_awardee_parent_duns,prime_awardee_parent_name,prime_awardee_country_code,prime_awardee_country_name,prime_awardee_address_line_1,prime_awardee_city_name,prime_awardee_county_name,prime_awardee_state_code,prime_awardee_state_name,prime_awardee_zip_code,prime_awardee_congressional_district,prime_awardee_foreign_postal_code,prime_awardee_business_types,prime_award_primary_place_of_performance_city_name,prime_award_primary_place_of_performance_state_code,prime_award_primary_place_of_performance_state_name,prime_award_primary_place_of_performance_address_zip_code,prime_award_primary_place_of_performance_congressional_district,prime_award_primary_place_of_performance_country_code,prime_award_primary_place_of_performance_country_name,prime_award_base_transaction_description,prime_award_project_title,prime_award_naics_code,prime_award_naics_description,prime_award_national_interest_action_code,prime_award_national_interest_action,subaward_type,subaward_fsrs_report_id,subaward_fsrs_report_year,subaward_fsrs_report_month,subaward_number,subaward_amount,subaward_action_date,subaward_action_date_fiscal_year,subawardee_uei,subawardee_duns,subawardee_name,subawardee_dba_name,subawardee_parent_uei,subawardee_parent_duns,subawardee_parent_name,subawardee_country_code,subawardee_country_name,subawardee_address_line_1,subawardee_city_name,subawardee_state_code,subawardee_state_name,subawardee_zip_code,subawardee_congressional_district,subawardee_foreign_postal_code,subawardee_business_types,subaward_primary_place_of_performance_address_line_1,subaward_primary_place_of_performance_city_name,subaward_primary_place_of_performance_state_code,subaward_primary_place_of_performance_state_name,subaward_primary_place_of_performance_address_zip_code,subaward_primary_place_of_performance_congressional_district,subaward_primary_place_of_performance_country_code,subaward_primary_place_of_performance_country_name,subaward_description,subawardee_highly_compensated_officer_1_name,subawardee_highly_compensated_officer_1_amount,subawardee_highly_compensated_officer_2_name,subawardee_highly_compensated_officer_2_amount,subawardee_highly_compensated_officer_3_name,subawardee_highly_compensated_officer_3_amount,subawardee_highly_compensated_officer_4_name,subawardee_highly_compensated_officer_4_amount,subawardee_highly_compensated_officer_5_name,subawardee_highly_compensated_officer_5_amount,usaspending_permalink,subaward_fsrs_report_last_modified_date
CONT_AWD_W31P4Q11C0101_9700_-NONE-_-NONE-,W31P4Q11C0101,,139635485.48,,,,2010-12-23,2011,2018-05-02,2018,2010-12-23,2017-04-30,2017-04-30,097,Department of Defense (DOD),2100,DEPT OF THE ARMY,W31P4Q,W6QK ACC-RSA,097,Department of Defense (DOD),2100,DEPT OF THE ARMY,W31G3H,W0H9 US ARMY AVN &amp; MISSLES CMD,,,,,XFJMYSYFJEK4,794571448,LOCKHEED MARTIN CORPORATION,LOCKHEED MARTIN CORPORATION,ZFN2JJXBLZT3,834951691,LOCKHEED MARTIN CORPORATION,USA,UNITED STATES,1701 W MARSHALL DR,GRAND PRAIRIE,DALLAS,TX,Texas,750512704,24,,"Contracts,For-Profit Organization,Manufacturer of Goods",Grand Prairie,TX,Texas,750512704,24,USA,UNITED STATES,"HIMARS M142A1 LAUNCHERS, FAILURE REPORTING CORRECTIVE ACTION (FRACAS), SYSTEM INTEGRATOR, NET TRAINING-CONUS, SUPPORT EQUIPMENT: LAGS (18)&SLINGS (4)",,336414,GUIDED MISSILE AND SPACE VEHICLE MANUFACTURING,NONE,NONE,sub-contract,4D51C001556E75F1FD2C19BF67ADDDAA,2011,2,4300374486,142550.32,2011-02-02,2011,J8LJMJ7S5KG6,038258471,"R & D ELECTRONICS, INC.",,,,,USA,UNITED STATES,5501 HIGHWAY 431 S,BROWNSBORO,AL,ALABAMA,357419772,05,,"CONTRACTS,ECONOMICALLY DISADVANTAGED WOMEN-OWNED SMALL BUSINESS,FOR-PROFIT ORGANIZATION,MANUFACTURER OF GOODS,MINORITY-OWNED BUSINESS,NATIVE AMERICAN OWNED,S CORPORATION,SBA CERTIFIED SMALL DISADVANTAGED BUSINESS,SELF-CERTIFIED SMALL DISADVANTAGED BUSINESS,WOMAN-OWNED BUSINESS",,BROWNSBORO,TX,TEXAS,357419772,05,USA,UNITED STATES,CABLE ASSEMBLY,,,,,,,,,,,https://www.usaspending.gov/award/CONT_AWD_W31P4Q11C0101_9700_-NONE-_-NONE-/,2011-08-22 16:31:53+00
CONT_AWD_W31P4Q11C0101_9700_-NONE-_-NONE-,W31P4Q11C0101,,139635485.48,,,,2010-12-23,2011,2018-05-02,2018,2010-12-23,2017-04-30,2017-04-30,097,Department of Defense (DOD),2100,DEPT OF THE ARMY,W31P4Q,W6QK ACC-RSA,097,Department of Defense (DOD),2100,DEPT OF THE ARMY,W31G3H,W0H9 US ARMY AVN &amp; MISSLES CMD,,,,,XFJMYSYFJEK4,794571448,LOCKHEED MARTIN CORPORATION,LOCKHEED MARTIN CORPORATION,ZFN2JJXBLZT3,834951691,LOCKHEED MARTIN CORPORATION,USA,UNITED STATES,1701 W MARSHALL DR,GRAND PRAIRIE,DALLAS,TX,Texas,750512704,24,,"Contracts,For-Profit Organization,Manufacturer of Goods",Grand Prairie,TX,Texas,750512704,24,USA,UNITED STATES,"HIMARS M142A1 LAUNCHERS, FAILURE REPORTING CORRECTIVE ACTION (FRACAS), SYSTEM INTEGRATOR, NET TRAINING-CONUS, SUPPORT EQUIPMENT: LAGS (18)&SLINGS (4)",,336414,GUIDED MISSILE AND SPACE VEHICLE MANUFACTURING,NONE,NONE,sub-contract,1CE91AB1EBC814B9F21A8C8CE9466B01,2011,4,4300383073,2811.60,2011-04-21,2011,J8LJMJ7S5KG6,038258471,"R & D ELECTRONICS, INC.",,,,,USA,UNITED STATES,5501 HIGHWAY 431 S,BROWNSBORO,AL,ALABAMA,357419772,05,,"CONTRACTS,ECONOMICALLY DISADVANTAGED WOMEN-OWNED SMALL BUSINESS,FOR-PROFIT ORGANIZATION,MANUFACTURER OF GOODS,MINORITY-OWNED BUSINESS,NATIVE AMERICAN OWNED,S CORPORATION,SBA CERTIFIED SMALL DISADVANTAGED BUSINESS,SELF-CERTIFIED SMALL DISADVANTAGED BUSINESS,WOMAN-OWNED BUSINESS",,BROWNSBORO,AL,ALABAMA,357419772,05,USA,UNITED STATES,RMU,,,,,,,,,,,https://www.usaspending.gov/award/CONT_AWD_W31P4Q11C0101_9700_-NONE-_-NONE-/,2011-08-22 18:00:04+00
CONT_AWD_W31P4Q11C0101_9700_-NONE-_-NONE-,W31P4Q11C0101,,139635485.48,,,,2010-12-23,2011,2018-05-02,2018,2010-12-23,2017-04-30,2017-04-30,097,Department of Defense (DOD),2100,DEPT OF THE ARMY,W31P4Q,W6QK ACC-RSA,097,Department of Defense (DOD),2100,DEPT OF THE ARMY,W31G3H,W0H9 US ARMY AVN &amp; MISSLES CMD,,,,,XFJMYSYFJEK4,794571448,LOCKHEED MARTIN CORPORATION,LOCKHEED MARTIN CORPORATION,ZFN2JJXBLZT3,834951691,LOCKHEED MARTIN CORPORATION,USA,UNITED STATES,1701 W MARSHALL DR,GRAND PRAIRIE,DALLAS,TX,Texas,750512704,24,,"Contracts,For-Profit Organization,Manufacturer of Goods",Grand Prairie,TX,Texas,750512704,24,USA,UNITED STATES,"HIMARS M142A1 LAUNCHERS, FAILURE REPORTING CORRECTIVE ACTION (FRACAS), SYSTEM INTEGRATOR, NET TRAINING-CONUS, SUPPORT EQUIPMENT: LAGS (18)&SLINGS (4)",,336414,GUIDED MISSILE AND SPACE VEHICLE MANUFACTURING,NONE,NONE,sub-contract,4D51C001556E75F1FD2C19BF67ADDDAA,2011,2,4300377067,556213.00,2011-02-24,2011,HDM5WRBME2K7,003087715,ALLIANT TECHSYSTEMS OPERATIONS LLC,ATK MSC ABL OPERATIONS,GJVCPEBZV574,618705925,"NORTHROP GRUMMAN INNOVATION SYSTEMS, INC.",USA,UNITED STATES,210 STATE ROUTE 956,KEYSER,WV,WEST VIRGINIA,267269219,01,,"CONTRACTS,FOR-PROFIT ORGANIZATION",,ROCKET CENTER,WV,WEST VIRGINIA,846609504,03,USA,UNITED STATES,STORAGE BOX,,,,,,,,,,,https://www.usaspending.gov/award/CONT_AWD_W31P4Q11C0101_9700_-NONE-_-NONE-/,2011-08-22 16:31:53+00
CONT_AWD_W31P4Q11C0101_9700_-NONE-_-NONE-,W31P4Q11C0101,,139635485.48,,,,2010-12-23,2011,2018-05-02,2018,2010-12-23,2017-04-30,2017-04-30,097,Department of Defense (DOD),2100,DEPT OF THE ARMY,W31P4Q,W6QK ACC-RSA,097,Department of Defense (DOD),2100,DEPT OF THE ARMY,W31G3H,W0H9 US ARMY AVN &amp; MISSLES CMD,,,,,XFJMYSYFJEK4,794571448,LOCKHEED MARTIN CORPORATION,LOCKHEED MARTIN CORPORATION,ZFN2JJXBLZT3,834951691,LOCKHEED MARTIN CORPORATION,USA,UNITED STATES,1701 W MARSHALL DR,GRAND PRAIRIE,DALLAS,TX,Texas,750512704,24,,"Contracts,For-Profit Organization,Manufacturer of Goods",Grand Prairie,TX,Texas,750512704,24,USA,UNITED STATES,"HIMARS M142A1 LAUNCHERS, FAILURE REPORTING CORRECTIVE ACTION (FRACAS), SYSTEM INTEGRATOR, NET TRAINING-CONUS, SUPPORT EQUIPMENT: LAGS (18)&SLINGS (4)",,336414,GUIDED MISSILE AND SPACE VEHICLE MANUFACTURING,NONE,NONE,sub-contract,1CE91AB1EBC814B9F21A8C8CE9466B01,2011,4,4300383256,123657.64,2011-04-24,2011,F56JLBDKM7T9,008033169,"ESSNER MANUFACTURING, L.P.",,,,,USA,UNITED STATES,6651 WILL ROGERS BLVD,FORT WORTH,TX,TEXAS,761406005,26,,"CONTRACTS,FOR-PROFIT ORGANIZATION,MANUFACTURER OF GOODS,VETERAN OWNED BUSINESS",,FORT WORTH,TX,TEXAS,761406005,26,USA,UNITED STATES,DOOR ASSY,,,,,,,,,,,https://www.usaspending.gov/award/CONT_AWD_W31P4Q11C0101_9700_-NONE-_-NONE-/,2011-08-22 18:00:04+00
CONT_AWD_W31P4Q11C0101_9700_-NONE-_-NONE-,W31P4Q11C0101,,139635485.48,,,,2010-12-23,2011,2018-05-02,2018,2010-12-23,2017-04-30,2017-04-30,097,Department of Defense (DOD),2100,DEPT OF THE ARMY,W31P4Q,W6QK ACC-RSA,097,Department of Defense (DOD),2100,DEPT OF THE ARMY,W31G3H,W0H9 US ARMY AVN &amp; MISSLES CMD,,,,,XFJMYSYFJEK4,794571448,LOCKHEED MARTIN CORPORATION,LOCKHEED MARTIN CORPORATION,ZFN2JJXBLZT3,834951691,LOCKHEED MARTIN CORPORATION,USA,UNITED STATES,1701 W MARSHALL DR,GRAND PRAIRIE,DALLAS,TX,Texas,750512704,24,,"Contracts,For-Profit Organization,Manufacturer of Goods",Grand Prairie,TX,Texas,750512704,24,USA,UNITED STATES,"HIMARS M142A1 LAUNCHERS, FAILURE REPORTING CORRECTIVE ACTION (FRACAS), SYSTEM INTEGRATOR, NET TRAINING-CONUS, SUPPORT EQUIPMENT: LAGS (18)&SLINGS (4)",,336414,GUIDED MISSILE AND SPACE VEHICLE MANUFACTURING,NONE,NONE,sub-contract,67E128105486F75BC86A9FEC19AF9070,2011,7,4300392264,113997.30,2011-07-28,2011,UXMPX2KZLXB6,038828968,"BEACON INDUSTRIES, INC.",,,,,USA,UNITED STATES,1814 S WOODY RD,DALLAS,TX,TEXAS,752534932,05,,"CONTRACTS,FOR-PROFIT ORGANIZATION,MANUFACTURER OF GOODS",,DALLAS,TX,TEXAS,752534932,05,USA,UNITED STATES,CARRIAGE RAIL,,,,,,,,,,,https://www.usaspending.gov/award/CONT_AWD_W31P4Q11C0101_9700_-NONE-_-NONE-/,2011-08-22 18:16:58+00
CONT_AWD_W31P4Q11C0101_9700_-NONE-_-NONE-,W31P4Q11C0101,,139635485.48,,,,2010-12-23,2011,2018-05-02,2018,2010-12-23,2017-04-30,2017-04-30,097,Department of Defense (DOD),2100,DEPT OF THE ARMY,W31P4Q,W6QK ACC-RSA,097,Department of Defense (DOD),2100,DEPT OF THE ARMY,W31G3H,W0H9 US ARMY AVN &amp; MISSLES CMD,,,,,XFJMYSYFJEK4,794571448,LOCKHEED MARTIN CORPORATION,LOCKHEED MARTIN CORPORATION,ZFN2JJXBLZT3,834951691,LOCKHEED MARTIN CORPORATION,USA,UNITED STATES,1701 W MARSHALL DR,GRAND PRAIRIE,DALLAS,TX,Texas,750512704,24,,"Contracts,For-Profit Organization,Manufacturer of Goods",Grand Prairie,TX,Texas,750512704,24,USA,UNITED STATES,"HIMARS M142A1 LAUNCHERS, FAILURE REPORTING CORRECTIVE ACTION (FRACAS), SYSTEM INTEGRATOR, NET TRAINING-CONUS, SUPPORT EQUIPMENT: LAGS (18)&SLINGS (4)",,336414,GUIDED MISSILE AND SPACE VEHICLE MANUFACTURING,NONE,NONE,sub-contract,D4EB63CA190F9FB99AFF3E1F0AFF540F,2011,5,4300384880,152712.00,2011-05-10,2011,UXMPX2KZLXB6,038828968,"BEACON INDUSTRIES, INC.",,,,,USA,UNITED STATES,1814 S WOODY RD,DALLAS,TX,TEXAS,752534932,05,,"CONTRACTS,FOR-PROFIT ORGANIZATION,MANUFACTURER OF GOODS",,DALLAS,TX,TEXAS,752534932,05,USA,UNITED STATES,HOUSING,,,,,,,,,,,https://www.usaspending.gov/award/CONT_AWD_W31P4Q11C0101_9700_-NONE-_-NONE-/,2011-08-22 18:03:38+00
CONT_AWD_W31P4Q11C0101_9700_-NONE-_-NONE-,W31P4Q11C0101,,139635485.48,,,,2010-12-23,2011,2018-05-02,2018,2010-12-23,2017-04-30,2017-04-30,097,Department of Defense (DOD),2100,DEPT OF THE ARMY,W31P4Q,W6QK ACC-RSA,097,Department of Defense (DOD),2100,DEPT OF THE ARMY,W31G3H,W0H9 US ARMY AVN &amp; MISSLES CMD,,,,,XFJMYSYFJEK4,794571448,LOCKHEED MARTIN CORPORATION,LOCKHEED MARTIN CORPORATION,ZFN2JJXBLZT3,834951691,LOCKHEED MARTIN CORPORATION,USA,UNITED STATES,1701 W MARSHALL DR,GRAND PRAIRIE,DALLAS,TX,Texas,750512704,24,,"Contracts,For-Profit Organization,Manufacturer of Goods",Grand Prairie,TX,Texas,750512704,24,USA,UNITED STATES,"HIMARS M142A1 LAUNCHERS, FAILURE REPORTING CORRECTIVE ACTION (FRACAS), SYSTEM INTEGRATOR, NET TRAINING-CONUS, SUPPORT EQUIPMENT: LAGS (18)&SLINGS (4)",,336414,GUIDED MISSILE AND SPACE VEHICLE MANUFACTURING,NONE,NONE,sub-contract,526861321606F86CC48CD256925A27EA,2011,1,4300372471,3323328.50,2011-01-19,2011,UXMPX2KZLXB6,038828968,"BEACON INDUSTRIES, INC.",,,,,USA,UNITED STATES,1814 S WOODY RD,DALLAS,TX,TEXAS,752534932,05,,"CONTRACTS,FOR-PROFIT ORGANIZATION,MANUFACTURER OF GOODS",,DALLAS,TX,TEXAS,752534932,05,USA,UNITED STATES,BASE,,,,,,,,,,,https://www.usaspending.gov/award/CONT_AWD_W31P4Q11C0101_9700_-NONE-_-NONE-/,2011-08-22 17:41:43+00
CONT_AWD_W31P4Q11C0101_9700_-NONE-_-NONE-,W31P4Q11C0101,,139635485.48,,,,2010-12-23,2011,2018-05-02,2018,2010-12-23,2017-04-30,2017-04-30,097,Department of Defense (DOD),2100,DEPT OF THE ARMY,W31P4Q,W6QK ACC-RSA,097,Department of Defense (DOD),2100,DEPT OF THE ARMY,W31G3H,W0H9 US ARMY AVN &amp; MISSLES CMD,,,,,XFJMYSYFJEK4,794571448,LOCKHEED MARTIN CORPORATION,LOCKHEED MARTIN CORPORATION,ZFN2JJXBLZT3,834951691,LOCKHEED MARTIN CORPORATION,USA,UNITED STATES,1701 W MARSHALL DR,GRAND PRAIRIE,DALLAS,TX,Texas,750512704,24,,"Contracts,For-Profit Organization,Manufacturer of Goods",Grand Prairie,TX,Texas,750512704,24,USA,UNITED STATES,"HIMARS M142A1 LAUNCHERS, FAILURE REPORTING CORRECTIVE ACTION (FRACAS), SYSTEM INTEGRATOR, NET TRAINING-CONUS, SUPPORT EQUIPMENT: LAGS (18)&SLINGS (4)",,336414,GUIDED MISSILE AND SPACE VEHICLE MANUFACTURING,NONE,NONE,sub-contract,1CE91AB1EBC814B9F21A8C8CE9466B01,2011,4,4300381252,63522.72,2011-04-01,2011,UXMPX2KZLXB6,038828968,"BEACON INDUSTRIES, INC.",,,,,USA,UNITED STATES,1814 S WOODY RD,DALLAS,TX,TEXAS,752534932,05,,"CONTRACTS,FOR-PROFIT ORGANIZATION,MANUFACTURER OF GOODS",,DALLAS,TX,TEXAS,752534932,05,USA,UNITED STATES,BEAM,,,,,,,,,,,https://www.usaspending.gov/award/CONT_AWD_W31P4Q11C0101_9700_-NONE-_-NONE-/,2011-08-22 18:00:04+00
CONT_AWD_W31P4Q11C0101_9700_-NONE-_-NONE-,W31P4Q11C0101,,139635485.48,,,,2010-12-23,2011,2018-05-02,2018,2010-12-23,2017-04-30,2017-04-30,097,Department of Defense (DOD),2100,DEPT OF THE ARMY,W31P4Q,W6QK ACC-RSA,097,Department of Defense (DOD),2100,DEPT OF THE ARMY,W31G3H,W0H9 US ARMY AVN &amp; MISSLES CMD,,,,,XFJMYSYFJEK4,794571448,LOCKHEED MARTIN CORPORATION,LOCKHEED MARTIN CORPORATION,ZFN2JJXBLZT3,834951691,LOCKHEED MARTIN CORPORATION,USA,UNITED STATES,1701 W MARSHALL DR,GRAND PRAIRIE,DALLAS,TX,Texas,750512704,24,,"Contracts,For-Profit Organization,Manufacturer of Goods",Grand Prairie,TX,Texas,750512704,24,USA,UNITED STATES,"HIMARS M142A1 LAUNCHERS, FAILURE REPORTING CORRECTIVE ACTION (FRACAS), SYSTEM INTEGRATOR, NET TRAINING-CONUS, SUPPORT EQUIPMENT: LAGS (18)&SLINGS (4)",,336414,GUIDED MISSILE AND SPACE VEHICLE MANUFACTURING,NONE,NONE,sub-contract,8AF2B6B90854612B1344658CBD094A0E,2011,6,4300387439,61838.30,2011-06-07,2011,UXMPX2KZLXB6,038828968,"BEACON INDUSTRIES, INC.",,,,,USA,UNITED STATES,1814 S WOODY RD,DALLAS,TX,TEXAS,752534932,05,,"CONTRACTS,FOR-PROFIT ORGANIZATION,MANUFACTURER OF GOODS",,DALLAS,TX,TEXAS,752534932,05,USA,UNITED STATES,BRACKET,,,,,,,,,,,https://www.usaspending.gov/award/CONT_AWD_W31P4Q11C0101_9700_-NONE-_-NONE-/,2011-08-22 18:12:37+00
CONT_AWD_W31P4Q11C0101_9700_-NONE-_-NONE-,W31P4Q11C0101,,139635485.48,,,,2010-12-23,2011,2018-05-02,2018,2010-12-23,2017-04-30,2017-04-30,097,Department of Defense (DOD),2100,DEPT OF THE ARMY,W31P4Q,W6QK ACC-RSA,097,Department of Defense (DOD),2100,DEPT OF THE ARMY,W31G3H,W0H9 US ARMY AVN &amp; MISSLES CMD,,,,,XFJMYSYFJEK4,794571448,LOCKHEED MARTIN CORPORATION,LOCKHEED MARTIN CORPORATION,ZFN2JJXBLZT3,834951691,LOCKHEED MARTIN CORPORATION,USA,UNITED STATES,1701 W MARSHALL DR,GRAND PRAIRIE,DALLAS,TX,Texas,750512704,24,,"Contracts,For-Profit Organization,Manufacturer of Goods",Grand Prairie,TX,Texas,750512704,24,USA,UNITED STATES,"HIMARS M142A1 LAUNCHERS, FAILURE REPORTING CORRECTIVE ACTION (FRACAS), SYSTEM INTEGRATOR, NET TRAINING-CONUS, SUPPORT EQUIPMENT: LAGS (18)&SLINGS (4)",,336414,GUIDED MISSILE AND SPACE VEHICLE MANUFACTURING,NONE,NONE,sub-contract,8AF2B6B90854612B1344658CBD094A0E,2011,6,4300389643,37455.00,2011-06-29,2011,UXMPX2KZLXB6,038828968,"BEACON INDUSTRIES, INC.",,,,,USA,UNITED STATES,1814 S WOODY RD,DALLAS,TX,TEXAS,752534932,05,,"CONTRACTS,FOR-PROFIT ORGANIZATION,MANUFACTURER OF GOODS",,DALLAS,TX,TEXAS,750504914,24,USA,UNITED STATES,BRACKET,,,,,,,,,,,https://www.usaspending.gov/award/CONT_AWD_W31P4Q11C0101_9700_-NONE-_-NONE-/,2011-08-22 18:12:37+00
CONT_AWD_W31P4Q11C0101_9700_-NONE-_-NONE-,W31P4Q11C0101,,139635485.48,,,,2010-12-23,2011,2018-05-02,2018,2010-12-23,2017-04-30,2017-04-30,097,Department of Defense (DOD),2100,DEPT OF THE ARMY,W31P4Q,W6QK ACC-RSA,097,Department of Defense (DOD),2100,DEPT OF THE ARMY,W31G3H,W0H9 US ARMY AVN&amp;MISSLES CMD,,,,,XFJMYSYFJEK4,794571448,LOCKHEED MARTIN CORPORATION,LOCKHEED MARTIN CORPORATION,ZFN2JJXBLZT3,834951691,LOCKHEED MARTIN CORPORATION,USA,UNITED STATES,1701 W MARSHALL DR,GRAND PRAIRIE,DALLAS,TX,Texas,750512704,24,,"Contracts and Grants,For-Profit Organization,Manufacturer of Goods",GRAND PRAIRIE,TX,Texas,750512704,24,USA,UNITED STATES,"HIMARS M142A1 LAUNCHERS, FAILURE REPORTING CORRECTIVE ACTION (FRACAS), SYSTEM INTEGRATOR, NET TRAINING-CONUS, SUPPORT EQUIPMENT: LAGS (18)&SLINGS (4)",HIMARS FRP 6,336414,GUIDED MISSILE AND SPACE VEHICLE MANUFACTURING,NONE,NONE,sub-contract,402DACD691D25627AF9DF500552E386A,2013,4,4100833401,27065.50,2013-04-15,2013,MGYAY2DN1VE6,061447587,PHOENIX CORPORATION,PHOENIX METALS COMPANY,CJCQB4PYB943,006908636,RELIANCE STEEL & ALUMINUM CO,USA,UNITED STATES,4685 BUFORD HWY,NORCROSS,GA,GEORGIA,300712910,04,,"CONTRACTS,FOR-PROFIT ORGANIZATION,LARGE BUSINESS,S CORPORATION,SERVICE PROVIDER",1701 W. MARSHALL DR.,GRAND PRAIRIE,TX,TEXAS,750512704,24,USA,UNITED STATES,AL ALY SHEET.,,,,,,,,,,,https://www.usaspending.gov/award/CONT_AWD_W31P4Q11C0101_9700_-NONE-_-NONE-/,2013-06-05 12:19:36+00
CONT_AWD_W31P4Q11C0101_9700_-NONE-_-NONE-,W31P4Q11C0101,,139635485.48,,,,2010-12-23,2011,2018-05-02,2018,2010-12-23,2017-04-30,2017-04-30,097,Department of Defense (DOD),2100,DEPT OF THE ARMY,W31P4Q,W6QK ACC-RSA,097,Department of Defense (DOD),2100,DEPT OF THE ARMY,W31G3H,W0H9 US ARMY AVN &amp; MISSLES CMD,,,,,XFJMYSYFJEK4,794571448,LOCKHEED MARTIN CORPORATION,LOCKHEED MARTIN CORPORATION,ZFN2JJXBLZT3,834951691,LOCKHEED MARTIN CORPORATION,USA,UNITED STATES,1701 W MARSHALL DR,GRAND PRAIRIE,DALLAS,TX,Texas,750512704,24,,"Contracts,For-Profit Organization,Manufacturer of Goods",Grand Prairie,TX,Texas,750512704,24,USA,UNITED STATES,"HIMARS M142A1 LAUNCHERS, FAILURE REPORTING CORRECTIVE ACTION (FRACAS), SYSTEM INTEGRATOR, NET TRAINING-CONUS, SUPPORT EQUIPMENT: LAGS (18)&SLINGS (4)",,336414,GUIDED MISSILE AND SPACE VEHICLE MANUFACTURING,NONE,NONE,sub-contract,67E128105486F75BC86A9FEC19AF9070,2011,7,4300389981,52416.00,2011-07-05,2011,GS86EZKNAJ86,610535049,MILL-TECH INDUSTRIES INC,AERO TECH INDUSTRIES,,,,USA,UNITED STATES,2476 FORT WORTH ST,GRAND PRAIRIE,TX,TEXAS,750504914,24,,"CONTRACTS,FOR-PROFIT ORGANIZATION,S CORPORATION",,GRAND PRAIRIE,TX,TEXAS,750504914,24,USA,UNITED STATES,BEAM,,,,,,,,,,,https://www.usaspending.gov/award/CONT_AWD_W31P4Q11C0101_9700_-NONE-_-NONE-/,2011-08-22 18:16:58+00
CONT_AWD_W31P4Q11C0101_9700_-NONE-_-NONE-,W31P4Q11C0101,,139635485.48,,,,2010-12-23,2011,2018-05-02,2018,2010-12-23,2017-04-30,2017-04-30,097,Department of Defense (DOD),2100,DEPT OF THE ARMY,W31P4Q,W6QK ACC-RSA,097,Department of Defense (DOD),2100,DEPT OF THE ARMY,W31G3H,W0H9 US ARMY AVN &amp; MISSLES CMD,,,,,XFJMYSYFJEK4,794571448,LOCKHEED MARTIN CORPORATION,LOCKHEED MARTIN CORPORATION,ZFN2JJXBLZT3,834951691,LOCKHEED MARTIN CORPORATION,USA,UNITED STATES,1701 W MARSHALL DR,GRAND PRAIRIE,DALLAS,TX,Texas,750512704,24,,"Contracts,For-Profit Organization,Manufacturer of Goods",Grand Prairie,TX,Texas,750512704,24,USA,UNITED STATES,"HIMARS M142A1 LAUNCHERS, FAILURE REPORTING CORRECTIVE ACTION (FRACAS), SYSTEM INTEGRATOR, NET TRAINING-CONUS, SUPPORT EQUIPMENT: LAGS (18)&SLINGS (4)",,336414,GUIDED MISSILE AND SPACE VEHICLE MANUFACTURING,NONE,NONE,sub-contract,75A152591C9F5CE0CC05ED7F0B8F4218,2011,3,4300379411,36449.75,2011-03-16,2011,GS86EZKNAJ86,610535049,MILL-TECH INDUSTRIES INC,AERO TECH INDUSTRIES,,,,USA,UNITED STATES,2476 FORT WORTH ST,GRAND PRAIRIE,TX,TEXAS,750504914,24,,"CONTRACTS,FOR-PROFIT ORGANIZATION,S CORPORATION",,GRAND PRAIRIE,TX,TEXAS,750504914,24,USA,UNITED STATES,LOCK POST ASSEMBLY,,,,,,,,,,,https://www.usaspending.gov/award/CONT_AWD_W31P4Q11C0101_9700_-NONE-_-NONE-/,2011-08-22 17:38:32+00
