"Project.Name","ProjectID","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023"
"TF-30",815,2136965,6991910,3055080,261880,,,,,,,,,,,,,,,,,,,,
"TF-33",1500,33991290,54808751,57300751,89230519,,,,,,,,,,,,,,,,,,,,
"TF-34",816,3735368,29932332,19047319,12517995,,,,,,,,,,,,,,,,,,,,
"TF-39",1502,155996227,65530921,48676482,38276569,,,,,,,,,,,,,,,,,,,,
"TF-41",1503,26122,,,,,,,,,,,,,,,,,,,,,,,
"TITAN IV",675,,,,-1530000,55262911,323516,70734,229574364,,,,,,,,,,,,,,,,
"TITAN IV LAUNCH VEH PROGR",1550,264915250,272968677,263552182,103756010,,,,,,,,,,,,,,,,,,,,
"TMIP",1952,,,,,,,,,,,,17480.5,,,,,,,,,,,,
"TOW 2",647,,,,,,,,,100396,,,,,,,,,,,,,,,
"TOW FLIGHTLINE",1565,8869018,2646526,12308658,11580531,,,,,,,,,,,,,,,,,,,,
"TRIDENT II MISSILE",74,,,,,,,,,,,,,,,,156094,,,,,,,,
"TRIDENT SUB",51,,,,,,,,,,,,,,638492,71777,-13481,,,,,,,,
"U-2",1476,189142298,79527134,132915362,484679750,,,,,0,4073.8601,229693,,,,,,,,,,,,,
"UGM-96 TRIDENT",1918,,-114784,,,,,,,,,,-73158,,,,,,,,,,,,
"UH-1 IROQUOIS",1897,686243,5203381,17804089,11851687,,,,,,,,,,,,,,,,,,,,
"UH-1N REPLACEMENT",2196,,,,,,,,,,,,,,,,,,,9.8e+07,239438182,117498316,15537756,4097683,306087102
"UH-60 UTTAS BLACK HAWK",769,1157358,-65248,7681629,10035122,,,,,,,,,,,,,,,,,,,,
"UHF FOLLOW-ON",1809,,,,,,,,,,,,,13312,,63166.3,0,,,,,,,,
"UUM-44 SUBROC",837,,,674590,,,,,,,,,,,,,,,,,,,,,
"V22",624,,,,,,,,,,142297.832,-109133.2813,,,217515,,,,16363.8398,,3127.99,,,,6593524
"WAREHOUSING SYSTEM AUTOMA",1790,,,,543051,,,,,,,,,,,,,,,,,,,,
"WCS",2195,,,,,,,,,,,,,,,,,,,,,19901.0195,15431.4199,391466.3658,0
"WIDEBAND GAPFILLER",1325,,,,,,,114032342,395928219,286228523.5391,287435385.0938,220004849.42,532663168.3359,1147341875.6466,49513492.84,-36053619.02,10159151.4062,74035039.3125,55617160,28839690,327140759.4766,321677959,78433994.2109,10026730.625,46719363.75
"WIN-T",700,,,,,,,,,,,55432.0508,,,,,,,,,,,,,
"ZAGM-86",1536,25890813,16301430,2446549,4002072,,,,,,0,,,,,,,,,,,,,,
"ZBL",2015,,,,,,,,0,34936372,-4012831.5,31582493,39331383.2656,80706180.4727,129190842.6701,179482003.4072,239949007.2976,111374640.3749,150602402.2384,75908335.1013,33951653.2168,10237567.2227,16107227.5625,31203622.9963,30142281
,,28559368875.9792,30927278823.6096,37212184626.1348,41456408127.4876,45366191138.0044,46744127840.7181,50678417270.257,50485983221.2701,44995835956.3228,46370160679.1245,44067809315.4723,43266606855.9639,47167350537.3974,36490534358.9574,35880439063.263,38910153186.1917,43776416276.4781,44500689877.8817,55396314858.5483,59837854948.0381,65310956970.8925,62174978074.8124,65608011174.2746,41766535959.3415
