"Project.Name","ProjectID","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023"
"C-5A",1348,,,,,13206885,250610,3236183,40490747.4004,29395987.6432,6300848.4621,13303469.1046,19282058.446,3210457.9613,4353813.84,32905509.3808,-584110.9799,-59048.751,-165890.7266,,-8980932.7949,,,-719382.6348,
"C-5B",615,,,,,,169680,,87505138.6457,111025228.5337,103521076.0094,93111189.418,91078984.6009,74829554.8665,28259593.82,60360420.53,34205082.2897,22168352.6231,28980023.3418,727271.5914,680502.6152,-9269113.5352,-0.02,-30161821.1948,
"C-7 CARIBOU",1405,493468,1005230,270915,224998,,,,,,,,,,,,,,,,,,,,
"C-9 SKYTRAIN II",724,42662620,51867358,24241935,800876,417402,,,,,,-353704.4688,,,,,,,,,,,,,
"C/MH-53E",16,,,,,,704172.3203,11017401.1803,45488482.8387,89332468.988,119416191.3803,22210862.0042,37043183.6019,41702858.8558,9583972.75,33605303.1125,-2213294.5469,-1579521.9157,-8304477.3125,202015.9468,0,-901049.125,,-11980,361552.75
"C130-J",631,,,,1899047,272575241,71582203,328393706,885464060.4574,1147089320.3728,801967764.4411,2923438276.2024,3187537219.3051,835521755.2762,1208448663.1719,2337976019.9025,1463451495.9049,5565212122.7758,1659661667.8094,1879935442.4908,1889634750.5089,3317526634.0356,2462269136.3324,1283396519.7133,1889699500.0695
"CGN-38",14,,,,,,,,202390.1367,,,,351120,465739.0625,,82719,,,,,,,,,
"CH-46 SEA KNIGHT",98,,,,47657307,,,,,,-10000,-26246.9297,,,,,,,,,,,,,
"CH-47 CHINOOK",99,1216017486,788530972,509396743,482941933,28714,,,,,-2126.53,-747897.5938,0,,,,,,,,,0,,,
"CH-47D",15,,,,,905400,25869737.0195,98982315,420503636.7121,1141806622.3267,1298685269.0266,1077523062.3432,1258477701.8212,1258686932.5979,414879487.6434,189597233.6143,19816058.8787,35614217.0146,34085663.9073,-1162248.1213,-48562185.0747,-1020284.5006,-932513.6605,28674236.543,28419676.6837
"CH-47F",683,,,,,142680081,722119406.48,682495433.3272,357216784.4015,393140778.1651,140548272.0357,128545717.4501,88069966.5752,510209030.6094,1487361681.8625,840579204.7884,1076497917.4527,1484276316.0603,1126136386.2731,579464545.9498,90414670.5588,94124803.3332,26409624.3406,11471344.469,-1868123.7657
"CH-47F BLOCK II",2198,,,,,,,,,,,,,,,,,,,3054230.2506,215831814.1697,326843341.2438,290851177.9017,246469447.3139,93362551.2404
"CH-53 SEA STALLION",760,92942906,98291691,153101867,101189504,-4398279,,,,,-45319.8,-389035.3223,,,,,,,,,,,,,
"CHEYENNE",17,,,,,,,,,167131,,,,3187182,-723831.45,,,,,,,,,,
"CIRCM",2180,,,,,,,,,,,,,,,,,,189920.5,,,,2847232,172361719.125,-1081483.135
"CNQ",1919,,,,4686000,5823230,2337431,,,,,,,,,,,,,,,0,,,
"COMANCHE",661,,,,-22141,890472944,-115602626,1069210,62212.5001,0,322937.8282,1141171.937,-3561.6001,,-8655.82,,0,,,,,,,0,
"COMMANCHE",118,,226897,170044,406319,,,,,,,,,,,,,,,,,,,,
"CV HELO (SH-60F)",642,,,,,,,,1419110,3483362.8161,3698314.6304,1149751.322,11801035.9551,36954302.0255,15667234.91,451557.93,381449,4489960,2288267.3604,0,,,0,,
"CX-3",1406,,8596942,7348636,617150,,,,,,,,,,,,,,,,,,,,
"DD 963",38,,,,,,,,,,,,,0,756846,0,,,,,,,,,
"DEAMS Inc 1",2101,,,,,,,,,,,,,,,,,,,,,,44839.25,,
"DEF METEOR SAT PROG",1517,11864181,15442830,19784855,6410987,,,,,,0,,,,,,,,,,,,,,
"DJN",1931,,240276026,250432118,256531971,-386303,-839242,-64340,,,,,,,,,,,,,,,,,
"DMLSS",1959,,,,,15313,13992,,,,,,,,,,,,,,,,,,
"DMS",1960,,,,,,,3000,,,0,,,,,,,,,,,,,,
"DNC",2074,,,,317727,320088,324756,334956,342348,-51632.2891,,-5350.8101,-42419.1914,-34249.96,-15545.57,,,,-11717.2998,,,,,,
"DPPS",1950,,,,,,,,47360,0,,,,,,,,,,,,,,,
"DTS",1970,,,,,,,,,-391050,,,,,,,,,,,,,,,
"E-10",1371,,,,,2447877,1423635,198526,28430757,417606,749833.0298,15273,923754.7266,,,,,,,,,,,,
"E-2 HAWKEYE",732,198262914,178903832,342551397,169301117,,,,,,,-22730.5,,,,,,0,,,,,,,
"E-2C",1387,,,,,,,213579.7578,109754.6016,35278,,842564,1449842.04,235555.4648,1032301.7,631792,0,0,,,,,,349035.4883,0
"E-2C ADVANCED HAWKEYE",1358,,,,,31922676,9021325,8609902,16126338,78672314.4727,467055106.2578,592060550.8711,980124725.6754,929401740.8428,911944892.8,955386251.5873,987593268.9567,1555534675.9832,1067444154.4554,1148246182.1916,2764551250.0166,1355906322.1603,1087992070.5099,1287275822.408,815038578.7023
"E-2C REPRODUCTION",681,,,,,66227405,97592443,100663890.392,26343182.7668,130648833,147718823.6864,147457450.5427,92421935.9568,108997790.1512,104781897.6625,120191658.6313,71765575.4932,87713449.2705,46975321.4453,29642639.7578,-1002707.4063,-293246.3017,-483000,271132.5,
"E-3A",4,43095044,77221888,89984008,335542597,,,450878,91990299.2554,62826252.8917,39649377.273,33109998.429,42220566.1059,43524305.0922,31198851.1508,37444153.165,1973417.2805,1372207.307,1478117.4268,-115205.5028,-1108767.024,-1104260,0,17849.5996,967439.875
"E-4 (AABNCP)",21,,,,,,,6e+05,62824454.75,148017116.4513,140078495.8428,180071279.0665,105589990.5077,116604511.2445,120183396.09,121175173.14,2714424.8846,-5844258.9805,-36729.5195,-2401279.4004,-16024986.2881,-1227975.6699,-545687.3007,-15525.74,
"E-6A (TACAMO)",620,113194103,22829177,24370152,7896194,,,,,350355.5313,6999.1201,-1337.73,,,71581080.65,64540694.08,105395466.3975,48630911.7656,70731357.8594,30748449.72,27326571.5,2987025.25,989456.2036,-861407.4688,
"EA-18G",1372,,,,,131605944,268712478,393080212,342773183,348873365,150982364.3203,478906111.3496,203017570.8711,249432490.2188,334152394.62,119425213.26,263703707.4637,335578503.3155,2378842531.2567,1625903592.4526,1280201256.9039,1068615541.7466,1126177841.9821,785539292.3018,902946790.3956
"EA-3",733,,108998,500976,188694,,,,,,,,,,,,,,,,,,,,
"EA-6B",619,,,,,,,1920477.1035,800187.6034,6834113.5166,11600159.375,55909340.88,25640265.9001,42254114.3414,36442179.7,26227113.62,107635.2,-12899.7695,-202861.8695,,-2217.1799,0,0,,
"EA-6B PROWLER",734,178064902,114237250,98065742,189635682,27451,,0,,0,5726.8198,-91528,-53772,,,,,,,,,,,,
"EF-111A",5,,,,,,,,-50636.1016,,,579098.0586,190584,461000,174105.39,169793,,,,,,,,,
"ENGINE GAS TURB AN/32 85-",1761,102666,,55748,903876,,,,,,,,,,,,,,,,,,,,
"ENGINE TEST STAND",1770,197676,,,,,,,,,,,,,,,,,,,,,,,
"ES-3A VIKING",801,97511,97500,1416994,899860,,,,,,,,,,,,,,,,,,,,
"F-100 Engine",1507,855396564,1060584654,839376327,836375016,,,,,,-536973.79,-491293.5967,-632570.6591,,,,,,,,,,,,
"F-100 SUPER SABRE",1893,989561,86884,52931,-156773,,,,,,,,-174174.1406,,,,,,,,,,,,
"F-100 UPGRADE",1509,2523008,7619378,2297114,46080461,,,,,,,-453963.2031,0,,,,,,-350833.6563,,,,,,
"F-101",1505,150679912,201503603,97189525,91902000,,,,,-16644,16644,-2696088.7501,,,,,,,,,,,,,
"F-101 VOODOO",1443,404460,,,81891,,,,,,,,,,,,,,,,,,,,
"F-104 STARFIGHTER",1444,,,96817,,,,,,,,,,,,,,,,,,,,,
"F-106 DELTA DART",1446,613605,270314,317199,,,,,,,,,,,,,,,,,,,,,
"F-108",1508,112967927,88021803,120694373,57281400,,,,,,,,,,,,,,,,,,,,
"F-110",1504,227279452,238720737,290527520,283435537,,,,,,-863710.4375,-3300,,,,,,,,,,,,,
"F-111",1447,4486422,6311743,2031633,-22971,,,,,,,,,,,,,,,,,,,,
"F-111 TFX",743,34886,,,,,,,,,,,,,,,,,,,,,,,
"F-111A/D/E/F",1319,,,,,,,,,0,,,,,,,,,,,,,,,
"F-117 STEALTH",1453,2423141,851239,3029640,-20048,,,,,,,,,,,,,,,,,,,,
"F-12",1438,247846,123755,769872,,,,,,,,,,,,,,,,,,,,,
"F-14 TOMCAT",744,256894296,191471836,244161569,272063899,,,,,,-378151.4902,-1068786.6719,-141531,,,,,,-6711,,,,,,
"F-14D",22,,,,,,,,,,2511396,2400000,48000,0,,,-60348.6016,,,,,,,,
"F-15",23,,,,,,43719.5586,290138.3198,353925741.5496,301857433.0345,360758704.3974,340621806.7323,276154686.7637,2237409011.6861,468508183.3468,562206863.5862,610915480.9022,136795879.3887,624702952.3091,-31380311.3651,-879907.9661,-12107983.8707,-8771436.6875,-876256.1712,128551001.1917
"F-15 EAGLE",1892,740057713,908573179,567151937,619510190,35572261,9870874,3403977,-761144.9717,-906818.8955,-1310079.5366,-440500.7454,-2342797.2081,-4302999.3725,-1919.64,-657774.98,,,,0,,,,,
