"Project.Name","ProjectID","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023"
"CNA",1915,3104864,,1193793,4257699,3021052,7588663,-703652,0,0,,,-207750.4375,,,0,-160957.36,,,,,,,,
"CNR",2068,,,3299993,4262696,5888267,4860675,-910029,0,,-1552457,,,,,,0,,,,,,,,
"CNS",2069,,,,2131333,,-30000,,,,,,,0,,,,,,,,,,,
"CNT",1920,,,615000,1009185,593000,1225000,793671,650000,-2505.6799,-20448.8398,-604.61,-4128.3301,-2779.9199,-43396.5,-25144.57,,,,,,,,,
"CNY",2071,3743093,,,,,,,,,,,,,,,,0,,,,,0,,
"Convergence",2256,,,,,,,,,,,,,,,,,,,,,,5e+05,,
"DADS",1994,,,,,,,,,,404691,589808,258534,0,51279,,,,,-805.99,,,,,
"DCD/DCW",1977,,,,,193418,240533,207338,,,,,,,,,,,,,,,,,
"DEAMS",1996,,,,,,,,,,,,,1627784.875,1750567.2032,,,,,,,,,,
"DEAMS Inc 1",2101,,,,,,,,,,,,,,,,,,,,,932265,,,
"DIMHRS",1967,,,,,,,,415832,709997.4063,309989.16,5595725.2049,13326627.2656,26321119.1406,8620551.78,-957770.69,,,,,,,,,
"DJAS",1951,,,,,,379868,,,,,-49175.2109,,,,,,,,,,,,,
"DLS",1968,,,,,,344262,30520,31283,32046,33571.9219,,,,,,,,,,,,,,
"DMLSS",1959,,,,,,97790,531983,762154,873870,,,,-74448.6875,,,,,,,,,,,
"DMS",1960,,,,,-4849,,117260,6524.1502,,2946587,3514054,2638632,1318822.4707,,,,,-41216.1016,-63288.5508,,,,,
"DPPS",1950,,,,,26985,,,-15058,-3223,,,257414.4063,257414.4063,0,-42902.4,,,,,,,,,
"DTS",1970,,,,,5317073,242913,797377,,,,,,,,,,,,,,,,,
"Defense Enterprise Office Solution (DEOS)",2251,,,,,,,,,,,,,,,,,,,,149981.9531,0,,,
"Department of Defense Healthcare Management System Modernization (DHMSM)",2237,,,,,,,,,,,,,,,,,,,,10906147.06,16767750.1875,12686360.5996,-81677.3438,15000
"EBE",1933,,,31152277,37832790,32265485,7200000,,,,,-33059.7695,-592009.375,-21789.3594,,-35396.41,,,0,,,,,,
"FCA",79,,,,,,,,,,570888.5099,0,,,,-28573.08,,,,,,,,,
"FWD AREA AD CMD,CTRL&INT",510,,,1863753,592316,,,,,,,,,,,,,,,,,,,,
"Future Vertical Lift Capability Set Three (FVL CS3)",2246,,,,,,,,,,,,,,,,,,,,,909692.2024,3439224.2188,11462197.2188,241489502.7929
"GBSD",2187,,,,,,,,,,,,,,,,,,,,,,1090125576.75,2028271250,2640754000
"GNP",2092,,,471369,,,,,,,,,,,,,,,,,,,,,
"GTN-21",1985,,,,,,,,,3202861,544643,,,,,,,,,,,,,,
"GYZ",2096,,,60000,108888,175219,229300,242567,,,,,,,,-25937.1992,,,,,,,,,
"ILS-S",1973,,,,,,,,,5123,,,,,,,,,,,,,,,
"INTGR FAMILY OF TEST EQUI",492,1698540,,,1589380,,,,,,,,,,,,,,,,,,,,
"JADC2",2254,,,,,,,,,,,,,,,,,,,,,0,1962045.5,1851573.1523,0
"JCALS",1954,,,,,4209515,2966544,,80051,,-21736.6397,,,,,,,,,,,,,,
"JSTARS RECAP",2191,,,,,,,,,,,,,,,,,,,301149.9531,0,0,,,
"Joint Operational Medicine Information Systems (OMIS)",2241,,,,,,,,,,,,,,,,,,,,4578705,22715338.9844,5578382.5391,8545593,2385374
"KMI",2001,,,,,,,,,,1471260,0,,,,,,,,,131673.5938,135623.7656,139692.4844,143883.2344,
"M89",2098,,,,,,,,,,,,,,,,3487758.75,,,10000,149055.25,-147414.7812,,0,
"MQ-9 Reaper",1805,,,,,,,,,,,,,,,,,,8451981,237008,20074764,,0,756762,525995
"MSE",662,,,,,,,,998,,,,12164241.75,8922778,1201731.74,,0,-3189583.5,-229092.7949,-0.5,,0,,,
"Mk21A Reentry Vehicle",2247,,,,,,,,,,,,,,,,,,,,,,71524469.625,81518233.375,51339084.5
"NAVY EPS",2194,,,,,,,,,,,,,,,,,,,684392,698211.3125,1042627.0625,1066736.6563,746418.1875,
"NAVY ERP",1987,,,,,,,13795880,42531783.9883,4061012.4825,4343462.3124,4357426.0079,7185931.7894,7447638.0198,2459339.69,1016317,,-44714.2801,,-81607.4072,,,,,
"NCES",664,,,,,,,,141109,243000.0469,629426.6103,1065748.5176,0,0,0,,,0,,,,,,,
"NON-SYSTEM TRAINING DEVIC",609,,,0,,,,,,,,,,,,,,,,,,,,,
"NSIPS",1965,,,,,,992487,39331,,,5085.57,,,,,,,,,,,,,,
"Other UAS",2258,,,,,,,1165866,343000,3656942,8512102.3828,16198362.7578,14506557.2519,19891644.9688,13993209.91,13930868.06,15517157.5335,31147299.1155,37952179.6505,136240567.4659,93480910.7661,137118474.8078,109600387.3954,,
"PKI",1979,,,,,110000,,-1307,1430478.5576,424999.9961,408627.5704,354817.9063,369259.5,90000,,,,,,-8716,,,,,
"QM-107 GD MSL TGT SYS",154,,512303,553796,616240,,,,,,,,,,,,,,,,,,,,
"RCAS",1956,,,,,9456507,,,0,57829316.75,1003814,,,,,,,,,,,,,,
"REMOTE SENSING CHEM AGENT",583,460000,,,,,,,,,,,,,,,,,,,,,,,
"RQ-7B Shadow Tactical Unmanned Aircraft System (RQ-7B Shadow)",2233,,,,,,,,,,,,,,,,,,,,,3265369.9376,0,0,0
"SCY",2008,27238000,10974852,46715000,12192786,5202033,,,0,,,,,,,,,,,,,,,,
"SPS",1961,,,,,,1520084,0,3734659.9375,2039479.0234,3940140.9863,27932837.6349,3262115.4443,1499222.0871,-2687645.77,34190.43,-18045.7891,,,,,,,,
"STATUS OF FORCES AGREEMENT",2202,,,,,,,,,,,,,,,,,,,24965901.6479,31108610.247,26047188.3093,27191633.2022,23272464.2015,10151601.5951
"TMIP",1952,,,,,,,,,709715.3672,,14250,38456.4492,,,,,,,,,,,,
"TRAC2ES",1955,,,,,,,,,,68950,,,-37644,,,,,,,,,,,
"X-22",800,,,,-786945,,,,,,,,,,,,,,,,,,,,
"ZBL",2015,,7542155,,15916250,558742,16073180,1e+06,,,,,5136034,7102259,2208983.5,-5000.1,200291.7344,187760293.1446,2443759.6093,5794322.2656,21242987.1349,12049988.625,14550511.9219,1270294.6919,7758040.9219
,,12380532631.0637,12372765096.9022,15610689621.1511,18262324248.2682,20454654918.9484,25374474115.2697,28697156064.658,30243994136.7776,33711962424.076,38486739452.9164,40002895873.221,39798656614.9895,40036606864.1825,33907054552.6653,33447187727.5291,33107866561.19,33120114392.9418,34554360444.2068,38484074088.5924,42365857985.5654,44022649220.9002,50742685456.4253,52636829976.2023,34350609920.2947
