"CalendarYear","exclude","NAICS_Code","naics_text","def4_mismatch","def4_obl","def4_period_obl","US4_rcp","def4_ratio","OPTAX.display.label","US4_pay","US4_emp","US4_avg_sal","def4_cont_count","US4_estab","def4_hh_index","def4_top4","def4_top8","def4_top12","def4_top20","def4_top50"
2007,"No","2373","Highway, Street, and Bridge Construction","Uncollated at NAICS 4-5",1533498816.6093,1533498816.6093,106598346000,0.0143857655784762,NA,18660195000,"367435",50785.0232013826,590,NA,528.812008009105,0.331554344230626,0.425743368715773,0.504502945394898,0.602306857267269,0.756569936647188
2007,"No","2379","Other Heavy and Civil Engineering Construction","Uncollated at NAICS 4-5",3495985465.0228,3495985465.0228,17810088000,0.196292430729304,NA,3717286000,"68688",54118.4195201491,1043,NA,134.373366299395,0.151195461747635,0.207410726894414,0.255547336157292,0.337559023851132,0.544723439656739
2007,"No","2381","Foundation, Structure, and Building Exterior Contractors","Uncollated at NAICS 4-5",409345606.8232,409345606.8232,161493389000,0.0025347514802801,NA,42996285000,"1136532",37831.1257404103,1030,NA,86.375982313202,0.105390905419574,0.170445486643699,0.227046315124258,0.314931193120051,0.534778977083212
2007,"No","2382","Building Equipment Contractors","Uncollated at NAICS 4-5",595943209.9094,595943209.9094,313183787000,0.0019028546005461,NA,92463275000,"1967379",46998.201668311,2785,NA,57.7412459017171,0.0972348503743572,0.146608345646531,0.186227985448985,0.250828550233561,0.405861994285481
2007,"No","2383","Building Finishing Contractors","Uncollated at NAICS 4-5",219074282.3524,219074282.3524,126026685000,0.00173831662994548,NA,35284528000,"953184",37017.5412092524,1186,NA,126.192556903121,0.150709319698131,0.234764587491441,0.301226565571283,0.403964786513176,0.585257645326507
2007,"No","2389","Other Specialty Trade Contractors","Uncollated at NAICS 4-5",899319172.6207,899319172.6207,122183492000,0.0073603983475992,NA,27937571000,"673998",41450.5250757421,1701,NA,105.384016233377,0.141873830446703,0.221023015083009,0.280932436993816,0.366342308688761,0.545945283233372
2007,"No","3111","Animal food manufacturing",NA,154952,154952,39173885000,3.95549228778305e-06,"Total",1976192000,"46227",42749.735003353,11,"1767",2097.40282530422,0.751495616620471,1,1,1,1
2007,"No","3112","Grain and oilseed milling",NA,301203.1398,301203.1398,69754889000,4.31802192101546e-06,"Total",2727918000,"53290",51190.0544192156,11,"790",3781.9660045011,0.944024023749569,0.999193235501591,1,1,1
2007,"No","3113","Sugar and confectionery product manufacturing",NA,451630.4659,451630.4659,27278079000,1.65565348608309e-05,"Total",2774270000,"69403",39973.344091754,5,"1841",4640.87409791263,0.99247172133699,1,1,1,1
2007,"No","3114","Fruit and vegetable preserving and specialty food manufacturing",NA,87101729.8806,87101729.8806,60704784000,0.0014348412784172,"Total",6089456000,"172034",35396.8169082856,27,"1610",7282.65403411657,0.986725907030125,0.99692005484376,0.999026839352238,0.999938024269139,1
2007,"No","3115","Dairy product manufacturing",NA,10819693,10819693,91583690000,0.000118139954832569,"Total",5700094000,"131375",43387.9657469077,34,"1584",1519.94987150864,0.695816692765682,0.860973319668127,0.932418600047155,0.992169925708613,1
2007,"No","3116","Animal slaughtering and processing",NA,45167.6802,45167.6802,160062535000,2.8218770994724e-07,"Total",14694437000,"503590",29179.3661510356,10,"3773",1868.28894802538,0.756718505299711,1,1,1,1
2007,"No","3117","Seafood product preparation and packaging",NA,810004,810004,11072868000,7.31521408906888e-05,"Total",1161165000,"38968",29797.911106549,5,"652",6894.19994884015,0.998024701112587,1,1,1,1
2007,"No","3118","Bakeries and tortilla manufacturing",NA,19968013.4099,19968013.4099,55486846000,0.000359869317673958,"Total",8917212000,"283899",31409.8041909271,49,"10312",3341.29260528939,0.785875466288198,0.878606813063502,0.928471185601271,0.973199617913921,1
2007,"No","3119","Other food manufacturing",NA,53117004.9396,53117004.9396,74608038000,0.000711947483990934,"Total",6347178000,"165452",38362.6550298576,74,"3287",2458.63309835426,0.907276776143525,0.959308098375317,0.977332362742042,0.989799151506827,0.999594995238823
2007,"No","3121","Beverage manufacturing",NA,21526587.9398,21526587.9398,87919826000,0.000244843386516711,"Total",6197909000,"134480",46087.9610350982,193,"3717",856.003674358562,0.531124727218065,0.684076205870553,0.753322292867962,0.840097794834811,0.947529647474404
2007,"No","3122","Tobacco manufacturing",NA,198475,198475,40210981000,4.93584078438673e-06,"Total",1172598000,"19322",60687.195942449,2,"102",5090.04586727799,1,1,1,1,1
2007,"No","3131","Fiber, yarn, and thread mills",NA,121331,121331,9319116000,1.30195825440954e-05,"Total",1176588000,"40994",28701.4685075865,12,"423",1945.09347289337,0.799904704790227,0.969259079744017,1,1,1
2007,"No","3132","Fabric mills",NA,17153209.5431,17153209.5431,17599987000,0.000974614898471232,"Total",2640155000,"73451",35944.4391499095,122,"1277",4100.09944614178,0.807537414186547,0.871901493931058,0.908000795619829,0.941396496777312,0.981619255414323
2007,"No","3133","Textile and fabric finishing and fabric coating mills",NA,81036484.9405,81036484.9405,9211647000,0.00879717654622458,"Total",1469974000,"43456",33826.721281296,137,"1272",2752.60783317812,0.817957140972306,0.925569638071957,0.955357307951616,0.974147206423751,0.992151072378344
2007,"No","3141","Textile furnishings mills",NA,18356745.4547,18356745.4547,18639885000,0.00098481001651566,"Total",2163550000,"75879",28513.1591085808,166,"2553",452.699114949398,0.331322017364472,0.526212467961902,0.631175805911618,0.78303565651224,0.933438945682369
2007,"No","3149","Other textile product mills",NA,909338604.7662,909338604.7662,10042279000,0.0905510198199233,"Total",2111773000,"71493",29538.1785629362,664,"4141",443.798594094148,0.318787883155857,0.531993473770836,0.648512688667829,0.780973680032674,0.94420615848223
2007,"No","3151","Apparel knitting mills",NA,11112959,11112959,2973575000,0.00373723850920189,"Total",538271000,"20454",26316.1728757211,37,"413",2944.85132084381,0.824642026081139,0.933498680234413,0.968447833910466,0.993978633954974,1
2007,"No","3152","Cut and sew apparel manufacturing",NA,1024612040.172,1024612040.172,19230907000,0.0532794443950044,"Total",3246126000,"135052",24036.1194206676,577,"7382",338.153496195917,0.292667037865464,0.427475746884276,0.522753452994747,0.647165278390447,0.844749179494049
2007,"No","3159","Apparel accessories and other apparel manufacturing",NA,1711173696.5637,1711173696.5637,1421756000,1.20356354857212,"Total",335361000,"13469",24898.7304179969,656,"723",1006.79956061328,0.56232686957349,0.706311885751903,0.760570289656217,0.834845395596409,0.934070852670815
2007,"No","3161","Leather and hide tanning and finishing",NA,118419,118419,1418166000,8.3501508286054e-05,"Total",162953000,"4467",36479.2925901052,10,"239",2462.01369777034,0.928776318777917,0.99924292768277,1,1,1
2007,"No","3162","Footwear manufacturing",NA,195688012.4214,195688012.4214,1744425000,0.112179091919343,"Total",373585000,"12931",28890.6503750677,141,"257",882.27408239238,0.514410266843919,0.756613056929403,0.875704347158287,0.968083445756877,0.995407957085545
2007,"No","3169","Other leather and allied product manufacturing",NA,28708674.0812,28708674.0812,2293266000,0.0125186847409764,"Total",471818000,"16567",28479.3867326613,161,"804",867.475632936447,0.509517580491194,0.723704338242051,0.841739785628095,0.905075566256288,0.96353586042556
2007,"No","3211","Sawmills and wood preservation",NA,753043,753043,27911240000,2.69799192010101e-05,"Total",3642165000,"103413",35219.6048852659,30,"4102",1123.03292866095,0.537969279310743,0.733436204838236,0.833595159904547,0.947066767767578,1
2007,"No","3212","Veneer, plywood, and engineered wood product manufacturing",NA,8977050.4004,8977050.4004,22023577000,0.000407610916264874,"Total",3790727000,"106093",35730.2272534474,35,"1956",4628.63394413231,0.963026452387389,0.979850285791874,0.986927443339878,0.995535950204957,1
2007,"No","3219","Other wood product manufacturing",NA,74692399.0489,74692399.0489,51777100000,0.00144257594668106,"Total",9993940000,"314393",31788.0487160974,374,"10810",2099.37199609939,0.611852177358774,0.725204572545638,0.787018956643838,0.830899747541224,0.911273270194572
2007,"No","3221","Pulp, paper, and paperboard mills",NA,4887700.5376,4887700.5376,80550214000,6.06789267822429e-05,"Total",7925398000,"125483",63159.1370942677,43,"486",3775.27794904549,0.788879715370941,0.866456688367984,0.909870550357641,0.969270320856426,1
2007,"No","3222","Converted paper product manufacturing",NA,38450660.4498,38450660.4498,96137427000,0.00039995516470188,"Total",12933371000,"292758",44177.6860068726,416,"4502",874.218695184531,0.503175316465898,0.619081958751676,0.685731207613206,0.754667926279828,0.8642806324452
2007,"No","3231","Printing and related support activities",NA,22805092.4708,22805092.4708,103018470000,0.000221368968795596,"Total",25757320000,"646183",39860.7205698695,543,"33817",508.963557115062,0.403253707079165,0.54355500046767,0.599177192636138,0.672099472254992,0.779992874991161
2007,"No","3241","Petroleum and coal products manufacturing",NA,10805831058.6523,10805831058.6523,615484030000,0.0175566392171903,"Total",8508950000,"105775",80443.8666981801,413,"2283",747.168496804526,0.453232014132158,0.674927355590774,0.774303125351971,0.882069183597751,0.994358637136937
2007,"No","3251","Basic chemical manufacturing",NA,108150385.0496,108150385.0496,226129195000,0.000478268120353057,"Total",10585682000,"152995",69189.7251544168,590,"2484",1097.51124611651,0.420689623804622,0.504928656902981,0.574509804176137,0.676908862910043,0.837770434722385
2007,"No","3252","Resin, synthetic rubber, and artificial synthetic fibers and filaments manufacturing",NA,25968055.3506,25968055.3506,100865467000,0.000257452388046743,"Total",5720248000,"96485",59286.3968492512,283,"1338",744.736830370866,0.47679910616624,0.604700823427128,0.695598707437911,0.787050335993307,0.89316648210212
2007,"No","3253","Pesticide, fertilizer, and other agricultural chemical manufacturing",NA,8968210.8699,8968210.8699,29155483000,0.000307599461476937,"Total",1552680000,"27838",55775.5585889791,66,"904",2220.96759561376,0.828312671895597,0.891680207771783,0.917505053369475,0.947502487091091,0.996247481932016
2007,"No","3254","Pharmaceutical and medicine manufacturing",NA,372710179.0073,372710179.0073,188399027000,0.00197830203766021,"Total",18330441000,"248400",73794.0458937198,437,"2010",3695.90707421649,0.772417734208266,0.827180103309772,0.85949292263459,0.890859281960893,0.944977914544709
2007,"No","3255","Paint, coating, and adhesive manufacturing",NA,26545438.6868,26545438.6868,34070322000,0.00077913671279068,"Total",3381463000,"64619",52329.2375307572,393,"1970",545.574912836461,0.407258734401201,0.555299041277287,0.636765219057892,0.740451736395507,0.886903539514311
2007,"No","3256","Soap, cleaning compound, and toilet preparation manufacturing",NA,14901027.4323,14901027.4323,91345632000,0.00016312796907793,"Total",5546508000,"106571",52045.1905302568,142,"2281",941.653538987135,0.576597044762128,0.717354581262495,0.791727659412948,0.869170514098019,0.956633858974547
2007,"No","3259","Other chemical product and preparation manufacturing",NA,691772882.7493,691772882.7493,46187347000,0.0149775409864806,"Total",5117741000,"103442",49474.497786199,917,"2802",712.670951445405,0.445329244843433,0.606753926744491,0.686707766739044,0.777050950665035,0.906935247442844
2007,"No","3261","Plastics product manufacturing",NA,135535693.7422,135535693.7422,170467731000,0.000795081232953115,"Total",26321024000,"700000",37601.4628571429,1095,"12136",355.270414786932,0.308329750166498,0.449535185090591,0.523453103234339,0.597629879810278,0.76134956160488
2007,"No","3262","Rubber product manufacturing",NA,237303762.9766,237303762.9766,38867810000,0.0061054060667838,"Total",6550857000,"148708",44051.8129488662,598,"2211",864.623567498375,0.509336814182127,0.652412103196685,0.731809275042037,0.831161078168413,0.936389398009286
2007,"No","3271","Clay product and refractory manufacturing",NA,9469005.801,9469005.801,8657985000,0.00109367315847741,"Total",1868449000,"47868",39033.3625804295,75,"1486",2322.81672743871,0.753933260134907,0.879806787741256,0.927548714704267,0.954388733685569,0.994111026704075
2007,"No","3272","Glass and glass product manufacturing",NA,38735411.8058,38735411.8058,23338253000,0.00165973913325046,"Total",4261664000,"98897",43091.9441439073,107,"2078",1955.38779219763,0.758217240856197,0.934169239398223,0.960201287862812,0.977886547990548,0.995483548841141
2007,"No","3273","Cement and concrete product manufacturing",NA,25972846.1787,25972846.1787,67211990000,0.000386431739020077,"Total",9717274000,"232444",41804.7959938738,227,"10090",1299.65974848068,0.58089110638972,0.656672384497122,0.710370767925924,0.788855680138783,0.90386262528026
2007,"No","3274","Lime and gypsum product manufacturing",NA,617123,617123,7603129000,8.11669774378417e-05,"Total",854716000,"16202",52753.7341069004,11,"346",3664.55176504595,0.918821352534585,1,1,1,1
2007,"No","3279","Other nonmetallic mineral product manufacturing",NA,213391632.0838,213391632.0838,21167227000,0.0100812275544548,"Total",3585158000,"83137",43123.4949541119,365,"3557",6159.68009568887,0.873899217818157,0.913012132060663,0.926650062621444,0.942841768770896,0.971600848633648
2007,"No","3311","Iron and steel mills and ferroalloy manufacturing",NA,141199548.6364,141199548.6364,101608658000,0.00138964091658803,"Total",7236801000,"108456",66725.6859924762,198,"372",1324.93347139288,0.68975119152009,0.823007873776362,0.887876149496814,0.937407730059891,0.98362696465235
2007,"No","3312","Steel product manufacturing from purchased steel",NA,79865969.09,79865969.09,22942843000,0.0034810842357244,"Total",2208872000,"48571",45477.1777398036,611,"624",635.914495363981,0.433729797847754,0.50942111564045,0.565150630081295,0.640300294701799,0.781877988906625
2007,"No","3313","Alumina and aluminum production and processing",NA,254544894.6842,254544894.6842,41807527000,0.00608849441595051,"Total",3053577000,"61296",49816.9048551292,239,"578",5865.7767844814,0.924618867861851,0.949262277662864,0.961920892321174,0.975641246860377,0.991826497211819
2007,"No","3314","Nonferrous metal (except aluminum) production and processing",NA,40502458.7824,40502458.7824,57460792000,0.000704871223884279,"Total",3366021000,"65372",51490.255766995,288,"1007",1682.25700805692,0.603005741284534,0.707234003413825,0.757618722355994,0.816591860594475,0.917689083202058
2007,"No","3315","Foundries",NA,4584485.5901,4584485.5901,33031235000,0.000138792436616433,"Total",6790191000,"155130",43770.9727325469,109,"2139",868.821662558345,0.521071346769236,0.634762325862031,0.702274999170977,0.792494042088,0.948641694546007
2007,"No","3321","Forging and stamping",NA,29280419.9105,29280419.9105,33510549000,0.000873767239996575,"Total",5604853000,"126543",44292.0825332101,288,"2767",684.583972885562,0.423991797086008,0.574963160207558,0.661259345338132,0.769048488981063,0.89363316159827
2007,"No","3322","Cutlery and handtool manufacturing",NA,204546782.8357,204546782.8357,11009493000,0.01857912828826,"Total",2248122000,"50716",44327.6677971449,610,"1513",4137.81193251241,0.800844531639824,0.86066363422491,0.885023090926072,0.90899815792914,0.94412019332297
2007,"No","3323","Architectural and structural metals manufacturing",NA,720378159.7765,720378159.7765,91084021000,0.00790894112784612,"Total",16965097000,"425073",39911.0199895077,1279,"14225",875.338015740885,0.519250476472925,0.59986484593584,0.664563571111765,0.739258628901739,0.869236430022561
2007,"No","3324","Boiler, tank, and shipping container manufacturing",NA,949338295.898,949338295.898,31703765000,0.0299440238690263,"Total",4491298000,"92658",48471.777936066,602,"1560",3706.73620081239,0.846319448999677,0.890601637293546,0.912729287748369,0.934228366178594,0.966944667241963
2007,"No","3325","Hardware manufacturing",NA,241673179.9809,241673179.9809,9587447000,0.0252072506873728,"Total",1646806000,"39347",41853.4068671055,1784,"777",143.355592006003,0.176084476317048,0.243609471813889,0.299148181876617,0.389629042957183,0.554877224060256
2007,"No","3326","Spring and wire product manufacturing",NA,49868924.0607,49868924.0607,9603058000,0.00519302539469198,"Total",1898072000,"50455",37619.106134179,643,"1580",277.453563717307,0.266967480030484,0.401450701214073,0.495478224800538,0.607331389086622,0.77399484110887
2007,"No","3327","Machine shops; turned product; and screw, nut, and bolt manufacturing",NA,643629590.0815,643629590.0815,60974464000,0.0105557236236058,"Total",17064499000,"403174",42325.3954868121,1914,"25446",929.404686517168,0.506850516394991,0.644978266834438,0.687046386323563,0.738002370487739,0.823082333735182
2007,"No","3328","Coating, engraving, heat treating, and allied activities",NA,15445601.2276,15445601.2276,26619757000,0.000580230737177653,"Total",5301808000,"140423",37755.9801457026,229,"6178",1045.69129323014,0.540121974929076,0.662684288135524,0.723098236807794,0.795278306915166,0.917259682920881
2007,"No","3329","Other fabricated metal product manufacturing",NA,6415130022.1245,6415130022.1245,71074121000,0.0902597166431999,"Total",12488576000,"283586",44038.055475235,6117,"6849",235.527348519213,0.233103688048123,0.364241377946492,0.45027259599092,0.575630266974017,0.74399063696729
2007,"No","3331","Agriculture, construction, and mining machinery manufacturing",NA,292115391.4241,292115391.4241,88479308000,0.00330151080548799,"Total",9752589000,"206734",47174.5769926572,573,"3038",886.673825441247,0.535860736457665,0.656409801015499,0.739390569127082,0.822094065572154,0.916025209508376
2007,"No","3332","Industrial machinery manufacturing",NA,148904003.9743,148904003.9743,39639675000,0.00375643856752862,"Total",7755021000,"137511",56395.6410759866,625,"3963",2386.47593486609,0.660804693357368,0.724086418281834,0.761549406709601,0.80652662272605,0.888123557836402
2007,"No","3333","Commercial and service industry machinery manufacturing",NA,2333892838.5068,2333892838.5068,22941141000,0.101733947692785,"Total",4194719000,"87687",47837.4103344852,1994,"2166",612.413262233801,0.420469968053141,0.573975388976691,0.658652400723599,0.75482124599644,0.886856103069996
2007,"No","3334","Ventilation, heating, air-conditioning, and commercial refrigeration equipment manufacturing",NA,204209899.34,204209899.34,40503880000,0.00504173672596304,"Total",5902959000,"148879",39649.3729807428,1170,"1860",437.78571752736,0.375456428790501,0.49723868559257,0.543054825238691,0.605941732821718,0.747853889771026
2007,"No","3335","Metalworking machinery manufacturing",NA,118064501.4468,118064501.4468,28970062000,0.00407539691999278,"Total",8411308000,"168517",49913.7060355928,881,"7902",321.438460537219,0.278287399990301,0.409775869400767,0.50592739314742,0.614897212513962,0.780806198553055
2007,"No","3336","Engine, turbine, and power transmission equipment manufacturing",NA,934764650.2929,934764650.2929,42102649000,0.0222020388857931,"Total",5083663000,"101428",50120.9034980479,1945,"997",913.118741476691,0.436101412974546,0.562492812053768,0.644469201748649,0.723401415130461,0.815970421428038
2007,"No","3339","Other general purpose machinery manufacturing",NA,1044294144.5465,1044294144.5465,87862770000,0.0118855135633272,"Total",15054727000,"302097",49834.0830925166,3842,"6489",241.757348783332,0.266997050734899,0.354940364030182,0.411093835977432,0.484885221363998,0.637136854642806
2007,"No","3341","Computer and peripheral equipment manufacturing",NA,3167231795.3488,3167231795.3488,65389337000,0.0484365179501484,"Total",5410967000,"90670",59677.5890592258,2630,"1294",782.373255405685,0.473237563397111,0.625254670934746,0.694034425819706,0.772892831825007,0.873569502209588
2007,"No","3342","Communications equipment manufacturing",NA,8834803698.2708,8834803698.2708,65414870000,0.135058033414586,"Total",9450090000,"145490",64953.5363255207,2918,"1789",520.971834608873,0.381327455901505,0.581728032134537,0.685299904928675,0.785806271553427,0.894440131664051
2007,"No","3343","Audio and video equipment manufacturing",NA,104058913.2401,104058913.2401,7550485000,0.0137817521973886,"Total",743946000,"16318",45590.5135433264,604,"492",1010.12650436113,0.466943520004118,0.539936709379391,0.58393935570645,0.652072123585858,0.790312208205667
2007,"No","3344","Semiconductor and other electronic component manufacturing",NA,3326170385.8509,3326170385.8509,122719738000,0.0271037930821764,"Total",20049972000,"371623",53952.4518127242,3743,"4848",903.838497077876,0.558092334687682,0.712747181987778,0.778388964656141,0.839590380401576,0.896878482785597
2007,"No","3345","Navigational, measuring, electromedical, and control instruments manufacturing",NA,9990848098.9416,9990848098.9416,128205631000,0.0779283095525001,"Total",28996175000,"407741",71114.1999455537,6591,"5360",892.164657406511,0.511183342622706,0.691620632338673,0.744543425106432,0.796714399278743,0.864333004761742
2007,"No","3346","Manufacturing and reproducing magnetic and optical media",NA,51838279.8413,51838279.8413,6448935000,0.00803826986026375,"Total",1339948000,"29266",45785.1431695483,405,"819",578.245608435868,0.381336512125559,0.504160899450796,0.591223424755642,0.709890858835542,0.869302460267106
2007,"No","3351","Electric lighting equipment manufacturing",NA,69435564.117,69435564.117,13822061000,0.00502353188261866,"Total",2370782000,"58211",40727.3882943086,747,"1216",221.566687445662,0.239519863133346,0.346334281793947,0.410029100990229,0.496989528063842,0.664155982337599
2007,"No","3352","Household appliance manufacturing",NA,19275056.4064,19275056.4064,23293741000,0.000827477922348325,"Total",2449770000,"64427",38023.9651077964,200,"337",912.152125319354,0.51508743045685,0.670762218503252,0.747390950024346,0.815218968973564,0.912492421200245
2007,"No","3353","Electrical equipment manufacturing",NA,522288812.433,522288812.433,42007902000,0.0124331087144747,"Total",6659447000,"144618",46048.5347605416,1849,"2415",320.603251501011,0.284552776341819,0.399199674832084,0.475122082813709,0.550127514478948,0.693232127894495
2007,"No","3359","Other electrical equipment and component manufacturing",NA,743726492.2177,743726492.2177,50056367000,0.0148577800745647,"Total",7268116000,"157702",46087.6590024223,2920,"2318",218.695460339073,0.232291342348169,0.344414155418302,0.414372052108835,0.505746346638311,0.668637300198831
2007,"No","3361","Motor vehicle manufacturing",NA,2561510543.5253,2561510543.5253,258204960000,0.00992045444644169,"Total",13355573000,"179362",74461.5526142661,269,"379",6671.5840370851,0.864639276575611,0.909666027428711,0.933390363241476,0.958314974606833,0.989173171604959
2007,"No","3362","Motor vehicle body and trailer manufacturing",NA,3460470635.0265,3460470635.0265,36255825000,0.0954459217250332,"Total",5575070000,"145863",38221.2761289703,762,"2215",2619.76990357431,0.783591800783065,0.890227419424142,0.925239905161306,0.95076032120428,0.975005030645009
2007,"No","3363","Motor vehicle parts manufacturing",NA,1055325913.4657,1055325913.4657,206240940000,0.00511695647559452,"Total",28209409000,"584440",48267.4166723701,2914,"5742",459.650301660661,0.372493676628522,0.452707261630407,0.493737238884761,0.552389632141916,0.669661802193274
2007,"No","3364","Aerospace product and parts manufacturing",NA,52999666669.9718,52999666669.9718,177562553000,0.29848448208543,"Total",29816048000,"441418",67546.0629154226,5007,"1706",772.671850582644,0.439805037925476,0.57419477023371,0.669851548388786,0.776478559541272,0.91823608487184
2007,"No","3365","Railroad rolling stock manufacturing",NA,31639349.6484,31639349.6484,13216839000,0.00239386661579217,"Total",1580531000,"29222",54087.0234754637,11,"240",8829.68742898613,0.991924043861852,0.999571988673899,1,1,1
2007,"No","3366","Ship and boat building",NA,8180410075.9266,8180410075.9266,29207356000,0.280080472738669,"Total",6711641000,"151736",44232.3575156851,796,"1791",1793.63089213534,0.744831811155237,0.813931451733335,0.856337466904465,0.901905487384636,0.961917774478852
2007,"No","3369","Other transportation equipment manufacturing",NA,12474043816.0482,12474043816.0482,25258911000,0.493847253195049,"Total",2265123000,"47509",47677.7663179608,775,"998",2121.82483873399,0.859880021328491,0.934901220521806,0.954407060495493,0.976419646160769,0.992394198730755
2007,"No","3371","Household and institutional furniture and kitchen cabinet manufacturing",NA,247587168.2602,247587168.2602,48024336000,0.00515545219115991,"Total",10452978000,"332447",31442.5397130971,570,"16355",450.444561060449,0.339056074038577,0.523505934597927,0.618302905113131,0.71424123941834,0.881338017438658
2007,"No","3372","Office furniture (including fixtures) manufacturing",NA,466083580.6787,466083580.6787,26690119000,0.0174627764184453,"Total",5626571000,"139707",40274.0807547224,1418,"4357",303.249261214242,0.276301194649271,0.436321622775893,0.509268123313355,0.59099867143078,0.736218418859336
2007,"No","3379","Other furniture related product manufacturing",NA,3696164.8303,3696164.8303,10334724000,0.000357645238547251,"Total",1475024000,"41753",35327.3776734606,93,"1034",736.375029601754,0.447932438972124,0.575387039500887,0.668175524042894,0.787341911496018,0.943253854848121
2007,"No","3391","Medical equipment and supplies manufacturing",NA,632269798.3948,632269798.3948,78834755000,0.0080201910742895,"Total",15528974000,"317894",48849.5347505772,2477,"12214",104.662078866432,0.1267034439569,0.216169541729796,0.283346095960098,0.376423104774984,0.586298948557748
2007,"No","3399","Other miscellaneous manufacturing",NA,1852132374.641,1852132374.641,70078626000,0.026429347724954,"Total",13518475000,"346643",38998.2633429782,5365,"20019",95.832602630763,0.146719302208988,0.204949642599387,0.248940621625836,0.31034589000827,0.441993976438849
2007,"No","4231","Motor vehicle and motor vehicle parts and supplies merchant wholesalers",NA,60661358.3351,60661358.3351,670929730000,9.04138773744607e-05,"Wholesale Trade",17520941000,"393094",44571.886113754,584,"26905",405.112831801883,0.324707220558117,0.446936850335254,0.520708519095148,0.623546498516895,0.788757092629969
2007,"No","4232","Furniture and home furnishing merchant wholesalers",NA,54863891.1864,54863891.1864,92477537000,0.000593267218896628,"Wholesale Trade",8111912000,"175451",46234.6296116865,484,"14494",856.552626641839,0.4760226106709,0.599964270651246,0.656804789991406,0.728266348660251,0.842178284093628
2007,"No","4233","Lumber and other construction materials merchant wholesalers",NA,204004319.6468,204004319.6468,171361045000,0.00119049413854123,"Wholesale Trade",12801138000,"280014",45716.0641967902,446,"19662",2517.06555909557,0.797607214063983,0.862514719255521,0.893705683317322,0.929426402656252,0.966950894572392
