"","productorservicecode","ProductOrServiceCodeText","BioRelated","Action_Obligation_OMB20_GDP20"
"364","7610","BOOKS AND PAMPHLETS",NA,1351206.42751016
"365","7630","NEWSPAPERS AND PERIODICALS",NA,2496669.54595629
"366","7640","MAPS, ATLASES, CHARTS, AND GLOBES",NA,24899425.4797302
"367","7642","HYDRO MAPS, CHARTS, GEODESIC PROJ",NA,16793.055023618
"368","7643","TOPOGRAPHIC MAPS, CHARTS AND GEODETIC PRODUCTS",NA,6873.48397804162
"369","7644","DIGITAL MAPS, CHARTS AND GEODETIC PRODUCTS",NA,1616024.04675369
"370","7650","DRAWINGS AND SPECIFICATIONS",NA,412978.640205337
"371","7690","MISCELLANEOUS PRINTED MATTER",NA,346444.960750432
"372","7810","ATHLETIC AND SPORTING EQUIPMENT",NA,9442.32285978755
"373","7830","RECREATIONAL & GYMNASTIC EQ",NA,9941.59314030073
"374","7930","CLEANING AND POLISHING COMPOUNDS AND PREPARATIONS",NA,143861.435849666
"375","8010","PAINT,DOPE,VARNISH & RELATED PROD",NA,5726591.70056413
"376","8040","ADHESIVES",NA,5239.78919631094
"377","8110","DRUMS AND CANS",NA,1593515.64241559
"378","8115","BOXES, CARTONS, AND CRATES",NA,275442.587498783
"379","8120","COMMERCIAL AND INDUSTRIAL GAS CYLINDERS",NA,19391.718343765
"380","8135","PACKAGING & PACKING BULK MATERIALS",NA,62668.3952523135
"381","8140","AMMUNITION & NUCLEAR ORDNANCE BOXES",NA,64805.7975303635
"382","8145","SPECIAL SHIPPING & STORAGE CONTAIN",NA,2893219.9993265
"383","8305","TEXTILE FABRICS",NA,583495.986311267
"384","8340","TENTS AND TARPAULINS",NA,44620244.9086119
"385","8405","OUTERWEAR, MEN'S",NA,-30758.5535127237
"386","8415","CLOTHING, SPECIAL PURPOSE",NA,2035748.53106043
"387","8430","FOOTWEAR, MEN'S",NA,270132.793448011
"388","8465","INDIVIDUAL EQUIPMENT",NA,15994511.8231424
"389","8470","ARMOR, PERSONAL",NA,58391391.5836756
"390","8475","SPEC FLIGHT CLOTHING & ACCESSORIES",NA,51648432.4073971
"391","8710","FORAGE AND FEED",NA,99597.355195148
"392","8730","SEEDS AND NURSERY STOCK",NA,440032.883602384
"393","8810","LIVE ANIMALS, RAISED FOR FOOD",NA,417105.385187834
"394","8820","LIVE ANIMALS, NOT RAISED FOR FOOD",NA,10090790.161334
"395","8945","FOOD, OILS AND FATS",NA,65573.7704918033
"396","8955","COFFEE, TEA, AND COCOA",NA,668444.082552052
"397","8970","COMPOSITE FOOD PACKAGES",NA,5856.01102307957
"398","8999","FOOD ITEMS FOR RESALE",NA,831266.432763941
"399","9130","LIQUID PROPELLANTS -PETROLEUM BASE",NA,9675.37892349922
"400","9135","LIQUID PROPELLANT FUELS AND OXIDIZERS, CHEMICAL BASE",NA,148889.765382004
"401","9140","FUEL OILS",NA,15153.03996507
"402","9150","OIL & GREASE-CUT,LUBR & HYDRAULIC",NA,177868.153772532
"403","9310","PAPER AND PAPERBOARD",NA,29532.2267417177
"404","9320","RUBBER FABRICATED MATERIALS",NA,6711.91963073581
"405","9330","PLASTICS FABRICATED MATERIALS",NA,394166.204827737
"406","9340","GLASS FABRICATED MATERIALS",NA,6020.94240837696
"407","9350","REFRACTORIES & FIRE SURFACING MAT",NA,131567.751542225
"408","9390","MISC FABRICATED NONMETAL MATERIALS",NA,12451824.3027126
"409","9420","FIBERS VEGETABLE ANIMAL & SYNTHETIC",NA,11593.268886502
"410","9430","MISC CRUDE ANIMAL PRODS - INEDIBLE",NA,26592.0377160949
"411","9450","NONMETALLIC SCRAP, EXCEPT TEXTILE",NA,42155.1871250081
"412","9510","BARS AND RODS",NA,86536.2489895767
"413","9515","PLATE, SHEET, STRIP, FOIL, AND LEAF",NA,57843.856797183
"414","9520","STRUCTURAL SHAPES",NA,4433.95054057413
"415","9525","WIRE NONELECT NONFERROUS BASE METAL",NA,5430.60109289618
"416","9530","BARS & RODS NONFERROUS BASE METAL",NA,10531.0632540309
"417","9535","PLATE SHEET STRIP-NONFERROUS METAL",NA,60328.0128930179
"418","9540","STRUCTURAL SHAPES NONFERROUS METAL",NA,81575.0064387411
"419","9545","PLATE, SHEET, STRIP, FOIL, AND WIRE: PRECIOUS METAL",NA,331886.214617755
"420","9610","ORES",NA,-19090.9090909091
"421","9620","MINERALS, NATURAL AND SYNTHETIC",NA,23381.5364455364
"422","9630","ADDITIVE METAL MATERIALS",NA,2900244.64687876
"423","9640","IRON & STEEL PRIMARY & SEMIFINISHED",NA,14076.5027322404
"424","9650","NONFERROUS BASE METAL REFINERY",NA,18308.0772973724
"425","9660","PRECIOUS METALS PRIMARY FORMS",NA,1441645.66843729
"426","9905","SIGNS, ADVERTISING DISPLAYS, AND IDENTIFICATION PLATES",NA,253701.46934408
"427","9915","COLLECTORS AND/OR HISTORICAL ITEMS",NA,38011.6592513501
"428","9998","NON-FOOD ITEMS FOR RESALE",NA,13802.3782559456
"429","9999","MISCELLANEOUS ITEMS",NA,152114339.216475
"430","AA11","R&D- AGRICULTURE: INSECT AND DISEASE CONTROL (BASIC RESEARCH)","Agricultural Sciences",77896048.3322593
"431","AA12","R&D- AGRICULTURE: INSECT AND DISEASE CONTROL (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)","Agricultural Sciences",14644841.3573044
"432","AA13","R&D- AGRICULTURE: INSECT AND DISEASE CONTROL (ADVANCED DEVELOPMENT)","Agricultural Sciences",53069727.3648437
"433","AA14","R&D- AGRICULTURE: INSECT AND DISEASE CONTROL (ENGINEERING DEVELOPMENT)","Agricultural Sciences",4534404.85332482
"434","AA15","R&D-INSECT & DIS CONT-OPSY DEV","Agricultural Sciences",743705.507780896
"435","AA17","R&D- AGRICULTURE: INSECT AND DISEASE CONTROL (COMMERCIALIZED)","Agricultural Sciences",2713.35291841965
"436","AA21","AGRICULTURE MARKETING (BASIC)",NA,478824.485847879
"437","AA22","R&D- AGRICULTURE: MARKETING (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)",NA,828702.563667888
"438","AA23","AGRICULTURE MARKETING (ADVANCED)",NA,5634202.7732948
"439","AA24","AGRICULTURE MARKETING (ENGINEERING)",NA,566270.947075529
"440","AA25","AGRICULTURE MARKETING (OPERATIONAL)",NA,875526.217454694
"441","AA26","R&D- AGRICULTURE: MARKETING (MANAGEMENT/SUPPORT)",NA,7020.72131147541
"442","AA31","AGRICULTURE PRODUCTION (BASIC)","Agricultural Sciences",5163500.6613745
"443","AA32","R&D-AGRI PRODUCTION-A RES/EXPL DEV","Agricultural Sciences",1021633.16787981
"444","AA33","AGRICULTURE PRODUCTION (ADVANCED)","Agricultural Sciences",216507.869602203
"445","AA34","R&D- AGRICULTURE: PRODUCTION (ENGINEERING DEVELOPMENT)","Agricultural Sciences",14109799.4875039
"446","AA35","R&D-AGRI PRODUCTION-OPSY DEV","Agricultural Sciences",1467208.58621275
"447","AA36","R&D- AGRICULTURE: PRODUCTION (MANAGEMENT/SUPPORT)","Agricultural Sciences",-50962.6274065685
"448","AA37","R&D- AGRICULTURE: PRODUCTION (COMMERCIALIZED)","Agricultural Sciences",949827.652240521
"449","AA45","R&D-AQUACUL/HYDROPONICS-OPSY DEV","Agricultural Sciences",554142.916724593
"450","AA47","RDTE/Aquaculture & Hydroponics-Op System Develop","Agricultural Sciences",971522.297657662
"451","AA91","OTHER AGRICULTURE (BASIC)","Agricultural Sciences",11711265.2611842
"452","AA92","R&D- AGRICULTURE: OTHER (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)","Agricultural Sciences",6282323.0806844
"453","AA93","OTHER AGRICULTURE (ADVANCED)","Agricultural Sciences",10758333.8192938
"454","AA94","OTHER AGRICULTURE (ENGINEERING)","Agricultural Sciences",287608.089211
"455","AA95","OTHER AGRICULTURE (OPERATIONAL)","Agricultural Sciences",2174282.93425513
"456","AA96","R&D- AGRICULTURE: OTHER (MANAGEMENT/SUPPORT)","Agricultural Sciences",471506.377164354
"457","AB11","R&D- COMMUNITY SVC/DEVELOP: CRIME PREVENTION/CONTROL (BASIC RESEARCH)",NA,2839918.08927226
"458","AB12","R&D- COMMUNITY SVC/DEVELOP: CRIME PREVENTION/CONTROL (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)",NA,255776.266097863
"459","AB13","R&D- COMMUNITY SVC/DEVELOP: CRIME PREVENTION/CONTROL (ADVANCED DEVELOPMENT)",NA,9701150.95298966
"460","AB14","R&D- COMMUNITY SVC/DEVELOP: CRIME PREVENTION/CONTROL (ENGINEERING DEVELOPMENT)",NA,175289.789089672
"461","AB17","R&D-CRIME PREVENT & CONT-COMERCLIZ",NA,5961065.4286254
"462","AB21","FIRE PREVENTION AND CONTROL (BASIC)",NA,8187816.57866999
"463","AB22","R&D- COMMUNITY SVC/DEVELOP: FIRE PREVENTION/CONTROL (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)",NA,18694426.945136
"464","AB23","R&D- COMMUNITY SVC/DEVELOP: FIRE PREVENTION/CONTROL (ADVANCED DEVELOPMENT)",NA,-210429.188484333
"465","AB24","R&D- COMMUNITY SVC/DEVELOP: FIRE PREVENTION/CONTROL (ENGINEERING DEVELOPMENT)",NA,2767766.23570774
"466","AB26","R&D- COMMUNITY SVC/DEVELOP: FIRE PREVENTION/CONTROL (MANAGEMENT/SUPPORT)",NA,138407518.977371
"467","AB31","R&D- COMMUNITY SERVICE/DEVELOPMENT: RURAL (BASIC RESEARCH)",NA,1490228.3850905
"468","AB32","R&D- COMMUNITY SERVICE/DEVELOPMENT: RURAL (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)",NA,685641.306940002
"469","AB33","R&D-RURAL SVCS & DEVELOP-ADV DEV",NA,28080903.9230554
"470","AB34","R&D-RURAL SVCS & DEVELOP-ENG DEV",NA,392244.780467228
"471","AB36","R&D- COMMUNITY SERVICE/DEVELOPMENT: RURAL (MANAGEMENT/SUPPORT)",NA,2277659.08274758
"472","AB41","R&D- COMMUNITY SERVICE/DEVELOPMENT: URBAN (BASIC RESEARCH)",NA,31923137.2580426
"473","AB44","R&D-URBAN SVCS & DEVELOP-ENG DEV",NA,4924014.74421435
"474","AB45","R&D-URBAN SVCS & DEVELOP-OPSY DEV",NA,121625.471812979
"475","AB91","R&D- COMMUNITY SERVICE/DEVELOPMENT: OTHER (BASIC RESEARCH)",NA,146516344.090162
"476","AB92","R&D- COMMUNITY SERVICE/DEVELOPMENT: OTHER (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)",NA,233865198.496155
"477","AB93","R&D- COMMUNITY SERVICE/DEVELOPMENT: OTHER (ADVANCED DEVELOPMENT)",NA,730438243.70621
"478","AB94","R&D- COMMUNITY SERVICE/DEVELOPMENT: OTHER (ENGINEERING DEVELOPMENT)",NA,3936748420.36689
"479","AB95","R&D- COMMUNITY SERVICE/DEVELOPMENT: OTHER (OPERATIONAL SYSTEMS DEVELOPMENT)",NA,47709917.7067705
"480","AB96","R&D- COMMUNITY SERVICE/DEVELOPMENT: OTHER (MANAGEMENT/SUPPORT)",NA,113447383.961429
"481","AB97","R&D- COMMUNITY SERVICE/DEVELOPMENT: OTHER (COMMERCIALIZED)",NA,4822526.95637202
"482","AC11","DEFENSE AIRCRAFT (BASIC)",NA,2101165072.42874
"483","AC12","R&D- DEFENSE SYSTEM: AIRCRAFT (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)",NA,6485613547.00774
"484","AC13","DEFENSE AIRCRAFT (ADVANCED)",NA,3476238676.05867
"485","AC14","DEFENSE AIRCRAFT (ENGINEERING)",NA,7843967667.70048
"486","AC15","DEFENSE AIRCRAFT (OPERATIONAL)",NA,16722576097.5175
"487","AC16","R&D- DEFENSE SYSTEM: AIRCRAFT (MANAGEMENT/SUPPORT)",NA,471647407.543518
"488","AC17","R&D- DEFENSE SYSTEM: AIRCRAFT (COMMERCIALIZED)",NA,6131149633.54977
"489","AC21","R&D- DEFENSE SYSTEM: MISSILE/SPACE SYSTEMS (BASIC RESEARCH)",NA,11288386904.5409
"490","AC22","R&D- DEFENSE SYSTEM: MISSILE/SPACE SYSTEMS (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)",NA,12933172881.346
"491","AC23","R&D- DEFENSE SYSTEM: MISSILE/SPACE SYSTEMS (ADVANCED DEVELOPMENT)",NA,36603788021.7996
"492","AC24","R&D- DEFENSE SYSTEM: MISSILE/SPACE SYSTEMS (ENGINEERING DEVELOPMENT)",NA,13141587271.4132
"493","AC25","R&D- DEFENSE SYSTEM: MISSILE/SPACE SYSTEMS (OPERATIONAL SYSTEMS DEVELOPMENT)",NA,4829856669.10533
"494","AC26","R&D- DEFENSE SYSTEM: MISSILE/SPACE SYSTEMS (MANAGEMENT/SUPPORT)",NA,4182381014.98683
"495","AC27","R&D- DEFENSE SYSTEM: MISSILE/SPACE SYSTEMS (COMMERCIALIZED)",NA,3851677048.05926
"496","AC31","DEFENSE SHIPS (BASIC)",NA,330534981.154391
"497","AC32","DEFENSE SHIPS (APPLIED/EXPLORATORY)",NA,752744646.531793
"498","AC33","DEFENSE SHIPS (ADVANCED)",NA,108282832.632339
"499","AC34","DEFENSE SHIPS (ENGINEERING)",NA,380310928.981589
"500","AC35","DEFENSE SHIPS (OPERATIONAL)",NA,263782947.583665
"501","AC36","DEFENSE SHIPS (MANAGEMENT/SUPPORT)",NA,9140031.94512012
"502","AC37","R&D- DEFENSE SYSTEM: SHIPS (COMMERCIALIZED)",NA,62039384.7271765
"503","AC41","DEFENSE TANK - AUTOMOTIVE (BASIC)",NA,175322113.096376
"504","AC42","R&D- DEFENSE SYSTEM: TANK/AUTOMOTIVE (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)",NA,229319476.621539
"505","AC43","R&D- DEFENSE SYSTEM: TANK/AUTOMOTIVE (ADVANCED DEVELOPMENT)",NA,626012790.79338
"506","AC44","R&D- DEFENSE SYSTEM: TANK/AUTOMOTIVE (ENGINEERING DEVELOPMENT)",NA,40003201.8759674
"507","AC45","R&D- DEFENSE SYSTEM: TANK/AUTOMOTIVE (OPERATIONAL SYSTEMS DEVELOPMENT)",NA,52511189.5731224
"508","AC46","R&D- DEFENSE SYSTEM: TANK/AUTOMOTIVE (MANAGEMENT/SUPPORT)",NA,22283141.3233657
"509","AC47","R&D- DEFENSE SYSTEM: TANK/AUTOMOTIVE (COMMERCIALIZED)",NA,2745448.28833672
"510","AC51","R&D- DEFENSE SYSTEM: WEAPONS (BASIC RESEARCH)",NA,1012408034.1373
"511","AC52","R&D- DEFENSE SYSTEM: WEAPONS (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)",NA,3094927130.38851
"512","AC53","R&D- DEFENSE SYSTEM: WEAPONS (ADVANCED DEVELOPMENT)",NA,2075326541.43663
"513","AC54","R&D- DEFENSE SYSTEM: WEAPONS (ENGINEERING DEVELOPMENT)",NA,747897218.21394
"514","AC55","R&D- DEFENSE SYSTEM: WEAPONS (OPERATIONAL SYSTEMS DEVELOPMENT)",NA,464347352.836391
"515","AC56","R&D- DEFENSE SYSTEM: WEAPONS (MANAGEMENT/SUPPORT)",NA,612037302.080914
"516","AC57","R&D- DEFENSE SYSTEM: WEAPONS (COMMERCIALIZED)",NA,479792005.776036
"517","AC61","R&D- DEFENSE SYSTEM: ELECTRONICS/COMMUNICATION EQUIPMENT (BASIC RESEARCH)",NA,11447968803.3725
"518","AC62","R&D- DEFENSE SYSTEM: ELECTRONICS/COMMUNICATION EQUIPMENT (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)",NA,12432544906.0759
"519","AC63","R&D- DEFENSE SYSTEM: ELECTRONICS/COMMUNICATION EQUIPMENT (ADVANCED DEVELOPMENT)",NA,9371449500.68701
"520","AC64","R&D- DEFENSE SYSTEM: ELECTRONICS/COMMUNICATION EQUIPMENT (ENGINEERING DEVELOPMENT)",NA,3512320525.50833
"521","AC65","R&D- DEFENSE SYSTEM: ELECTRONICS/COMMUNICATION EQUIPMENT (OPERATIONAL SYSTEMS DEVELOPMENT)",NA,2538380684.84262
"522","AC66","R&D- DEFENSE SYSTEM: ELECTRONICS/COMMUNICATION EQUIPMENT (MANAGEMENT/SUPPORT)",NA,822459263.010136
"523","AC67","R&D- DEFENSE SYSTEM: ELECTRONICS/COMMUNICATION EQUIPMENT (COMMERCIALIZED)",NA,2880686823.97577
"524","AC91","R&D- DEFENSE SYSTEM: MISCELLANEOUS HARD GOODS (BASIC RESEARCH)",NA,56941878.5042172
"525","AC92","R&D- DEFENSE SYSTEM: MISCELLANEOUS HARD GOODS (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)",NA,203965120.726468
"526","AC93","R&D- DEFENSE SYSTEM: MISCELLANEOUS HARD GOODS (ADVANCED DEVELOPMENT)",NA,669058330.536785
"527","AC94","R&D- DEFENSE SYSTEM: MISCELLANEOUS HARD GOODS (ENGINEERING DEVELOPMENT)",NA,68729939.9199588
"528","AC95","R&D- DEFENSE SYSTEM: MISCELLANEOUS HARD GOODS (OPERATIONAL SYSTEMS DEVELOPMENT)",NA,125152521.502037
"529","AC96","R&D- DEFENSE SYSTEM: MISCELLANEOUS HARD GOODS (MANAGEMENT/SUPPORT)",NA,28567432.682831
"530","AC97","R&D-MISC HARD GOODS-COMERCLIZ",NA,19445530.5293955
"531","AD11","AMMUNITION (BASIC)",NA,346138442.871128
"532","AD12","AMMUNITION (APPLIED/EXPLORATORY)",NA,222785164.16178
"533","AD13","AMMUNITION (ADVANCED)",NA,92400594.6058145
"534","AD14","AMMUNITION (ENGINEERING)",NA,12601664.1033212
"535","AD15","AMMUNITION (OPERATIONAL)",NA,2672994.17795782
"536","AD16","AMMUNITION (MANAGEMENT/SUPPORT)",NA,13715403.4714058
"537","AD17","R&D- DEFENSE OTHER: AMMUNITION (COMMERCIALIZED)",NA,4076744.52791808
"538","AD21","R&D- DEFENSE OTHER: SERVICES (BASIC RESEARCH)",NA,3066328690.90294
"539","AD22","R&D- DEFENSE OTHER: SERVICES (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)",NA,2338384287.74379
"540","AD23","R&D- DEFENSE OTHER: SERVICES (ADVANCED DEVELOPMENT)",NA,827135942.56631
"541","AD24","R&D- DEFENSE OTHER: SERVICES (ENGINEERING DEVELOPMENT)",NA,6115251760.56169
"542","AD25","R&D- DEFENSE OTHER: SERVICES (OPERATIONAL SYSTEMS DEVELOPMENT)",NA,455001121.707873
"543","AD26","R&D- DEFENSE OTHER: SERVICES (MANAGEMENT/SUPPORT)",NA,976365447.61743
"544","AD27","R&D- DEFENSE OTHER: SERVICES (COMMERCIALIZED)",NA,201624027.582365
"545","AD31","R&D- DEFENSE OTHER: SUBSISTENCE (BASIC RESEARCH)",NA,6054977.38601092
"546","AD32","R&D- DEFENSE OTHER: SUBSISTENCE (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)",NA,14982426.0120842
"547","AD33","R&D- DEFENSE OTHER: SUBSISTENCE (ADVANCED DEVELOPMENT)",NA,15416998.917972
"548","AD34","R&D- DEFENSE OTHER: SUBSISTENCE (ENGINEERING DEVELOPMENT)",NA,2865589.33153885
"549","AD35","R&D- DEFENSE OTHER: SUBSISTENCE (OPERATIONAL SYSTEMS DEVELOPMENT)",NA,19941071.2629338
"550","AD36","R&D- DEFENSE OTHER: SUBSISTENCE (MANAGEMENT/SUPPORT)",NA,1107946.61748522
"551","AD37","R&D- DEFENSE OTHER: SUBSISTENCE (COMMERCIALIZED)",NA,26384232.21777
"552","AD41","R&D- DEFENSE OTHER: TEXTILES/CLOTHING/EQUIPAGE (BASIC RESEARCH)",NA,115671186.296206
"553","AD42","R&D- DEFENSE OTHER: TEXTILES/CLOTHING/EQUIPAGE (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)",NA,55044406.8454442
"554","AD43","R&D- DEFENSE OTHER: TEXTILES/CLOTHING/EQUIPAGE (ADVANCED DEVELOPMENT)",NA,26807762.5647482
"555","AD44","R&D- DEFENSE OTHER: TEXTILES/CLOTHING/EQUIPAGE (ENGINEERING DEVELOPMENT)",NA,81107601.13244
"556","AD45","R&D- DEFENSE OTHER: TEXTILES/CLOTHING/EQUIPAGE (OPERATIONAL SYSTEMS DEVELOPMENT)",NA,106768814.231201
"557","AD47","R&D- DEFENSE OTHER: TEXTILES/CLOTHING/EQUIPAGE (COMMERCIALIZED)",NA,5698422.36099526
"558","AD51","FUELS AND LUBRICANTS (BASIC)",NA,7991159.75416366
"559","AD52","R&D- DEFENSE OTHER: FUELS/LUBRICANTS (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)",NA,54140895.1130682
"560","AD53","FUELS AND LUBRICANTS (ADVANCED)",NA,6917795.63330136
"561","AD54","FUELS AND LUBRICANTS (ENGINEERING)",NA,887171.497370581
"562","AD55","FUELS AND LUBRICANTS (OPERATIONAL)",NA,2755032.58472399
"563","AD57","R&D- DEFENSE OTHER: FUELS/LUBRICANTS (COMMERCIALIZED)",NA,4092020.12899466
"564","AD61","CONSTRUCTION (BASIC)",NA,1182908309.43969
"565","AD62","CONSTRUCTION (APPLIED/EXPLORATORY)",NA,48320359.8761644
"566","AD63","CONSTRUCTION (ADVANCED)",NA,22281328.5640303
"567","AD64","CONSTRUCTION (ENGINEERING)",NA,19407135.4109448
"568","AD65","CONSTRUCTION (OPERATIONAL)",NA,5035403.30717153
"569","AD66","CONSTRUCTION (MANAGEMENT/SUPPORT)",NA,27703966.462106
"570","AD67","R&D- DEFENSE OTHER: CONSTRUCTION (COMMERCIALIZED)",NA,2007924.44948224
"571","AD91","OTHER DEFENSE (BASIC)",NA,5157788741.79856
"572","AD92","OTHER DEFENSE (APPLIED/EXPLORATORY)",NA,30969233069.0801
"573","AD93","OTHER DEFENSE (ADVANCED)",NA,20858436242.0999
"574","AD94","OTHER DEFENSE (ENGINEERING)",NA,3663447227.74339
"575","AD95","OTHER DEFENSE (OPERATIONAL)",NA,3632241545.70445
"576","AD96","OTHER DEFENSE (MANAGEMENT/SUPPORT)",NA,2527865940.22218
"577","AD97","R&D- DEFENSE OTHER: OTHER (COMMERCIALIZED)",NA,470270840.558479
"578","AE11","R&D- ECONOMIC GROWTH: EMPLOYMENT GROWTH/PRODUCTIVITY (BASIC RESEARCH)",NA,636208.462263636
"579","AE12","R&D- ECONOMIC GROWTH: EMPLOYMENT GROWTH/PRODUCTIVITY (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)",NA,61974.9178132229
"580","AE14","R&D-EMPL GROW-PRODUCTIVTY-ENG DEV",NA,176702
"581","AE21","R&D- ECONOMIC GROWTH: PRODUCT/SERVICE IMPROVEMENT (BASIC RESEARCH)",NA,14822316.8083077
"582","AE22","R&D- ECONOMIC GROWTH: PRODUCT/SERVICE IMPROVEMENT (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)",NA,18739460.1411849
"583","AE23","R&D- ECONOMIC GROWTH: PRODUCT/SERVICE IMPROVEMENT (ADVANCED DEVELOPMENT)",NA,61725453.1514964
"584","AE24","R&D- ECONOMIC GROWTH: PRODUCT/SERVICE IMPROVEMENT (ENGINEERING DEVELOPMENT)",NA,16717145.0922226
"585","AE25","R&D- ECONOMIC GROWTH: PRODUCT/SERVICE IMPROVEMENT (OPERATIONAL SYSTEMS DEVELOPMENT)",NA,4253040.19789299
"586","AE26","R&D- ECONOMIC GROWTH: PRODUCT/SERVICE IMPROVEMENT (MANAGEMENT/SUPPORT)",NA,8467093.7564531
"587","AE27","R&D-PROD/SERV IMPROVEMENT-COMERCLIZ",NA,352884.778886033
"588","AE31","MANUFACTURING TECHNOLOGY (BASIC)",NA,21638315.8901884
"589","AE32","R&D- ECONOMIC GROWTH: MANUFACTURING TECHNOLOGY (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)",NA,250735202.988887
"590","AE33","MANUFACTURING TECHNOLOGY (ADVANCED)",NA,177077660.624912
"591","AE34","R&D- ECONOMIC GROWTH: MANUFACTURING TECHNOLOGY (ENGINEERING DEVELOPMENT)",NA,168422129.501586
"592","AE35","R&D- ECONOMIC GROWTH: MANUFACTURING TECHNOLOGY (OPERATIONAL SYSTEMS DEVELOPMENT)",NA,452933656.233956
"593","AE36","R&D- ECONOMIC GROWTH: MANUFACTURING TECHNOLOGY (MANAGEMENT/SUPPORT)",NA,30743397.2783183
"594","AE37","R&D- ECONOMIC GROWTH: MANUFACTURING TECHNOLOGY (COMMERCIALIZED)",NA,618312788.132358
"595","AE92","R&D- ECONOMIC GROWTH: OTHER (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)",NA,6696754.44248197
"596","AE93","R&D- ECONOMIC GROWTH: OTHER (ADVANCED DEVELOPMENT)",NA,7521689.11909264
"597","AE94","R&D- ECONOMIC GROWTH: OTHER (ENGINEERING DEVELOPMENT)",NA,529720.950046314
"598","AE95","R&D-ECON GROW-PRODUCTIVTY-OPSY DEV",NA,1588935.19006342
"599","AF11","EDUCATION (BASIC)",NA,32435828.3511162
"600","AF12","EDUCATION (APPLIED/EXPLORATORY)",NA,71511095.0441014
"601","AF13","EDUCATION (ADVANCED)",NA,9555595.63576281
"602","AF14","EDUCATION (ENGINEERING)",NA,49625988.1415141
"603","AF15","EDUCATION (OPERATIONAL)",NA,865900.390454681
"604","AF16","EDUCATION (MANAGEMENT/SUPPORT)",NA,851164.49334692
"605","AF17","R&D- EDUCATION: EDUCATIONAL (COMMERCIALIZED)",NA,920760.442114214
"606","AG11","COAL (BASIC)",NA,786765.679132641
"607","AG12","COAL (APPLIED/EXPLORATORY)",NA,3600398.23495019
"608","AG13","COAL (ADVANCED)",NA,-270443.22827211
"609","AG14","COAL (ENGINEERING)",NA,2876456.20595426
"610","AG15","COAL (OPERATIONAL)",NA,326477.779375809
"611","AG21","GAS (BASIC)",NA,42657364.8981068
"612","AG22","GAS (APPLIED/EXPLORATORY)",NA,8152830.59256407
"613","AG23","GAS (ADVANCED)",NA,2269511.07669251
"614","AG27","R&D-ENERGY - GAS-COMERCLIZ",NA,2187218.41131026
"615","AG31","GEOTHERMAL (BASIC)",NA,3191810.25760996
"616","AG32","GEOTHERMAL (APPLIED/EXPLORATORY)",NA,3105519.8187051
"617","AG41","R&D- ENERGY: WIND (BASIC RESEARCH)",NA,643149.00016975
"618","AG42","R&D- ENERGY: WIND (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)",NA,2556541.8421545
"619","AG43","R&D- ENERGY: WIND (ADVANCED DEVELOPMENT)",NA,15678015.6780157
"620","AG44","R&D- ENERGY: WIND (ENGINEERING DEVELOPMENT)",NA,3486794.20783863
"621","AG47","R&D-ENERGY - WIND-COMERCLIZ",NA,111219.240928681
"622","AG51","NUCLEAR (BASIC)",NA,864915545.302029
"623","AG52","NUCLEAR (APPLIED/EXPLORATORY)",NA,93234811.2000385
"624","AG53","NUCLEAR (ADVANCED)",NA,1686336.13738809
"625","AG54","NUCLEAR (ENGINEERING)",NA,35063906.0264093
"626","AG55","NUCLEAR (OPERATIONAL)",NA,3403325.37555223
"627","AG61","PETROLEUM (BASIC)",NA,7160173.89393531
"628","AG62","PETROLEUM (APPLIED/EXPLORATORY)",NA,3398209.31075562
"629","AG63","PETROLEUM (ADVANCED)",NA,6810706.40894105
"630","AG64","PETROLEUM (ENGINEERING)",NA,96525.0965250965
"631","AG71","R&D- ENERGY: SOLAR/PHOTOVOLTAIC (BASIC RESEARCH)",NA,7210815.33751547
"632","AG72","R&D- ENERGY: SOLAR/PHOTOVOLTAIC (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)",NA,10485350.1510219
"633","AG73","R&D- ENERGY: SOLAR/PHOTOVOLTAIC (ADVANCED DEVELOPMENT)",NA,1644162.19219359
