"ProductOrServiceCode","ProductOrServiceCodeText","ProductServiceOrRnDarea","ProductServiceOrRnDarea.sum","Action_Obligation_OMB20_GDP20"
"AD65","CONSTRUCTION (OPERATIONAL)","System Development & Demonstration (6.5)","R&D",-706587.737180492
"AD91","OTHER DEFENSE (BASIC)","Basic Research (6.1)","R&D",56634961.4417358
"AD92","OTHER DEFENSE (APPLIED/EXPLORATORY)","Applied Research (6.2)","R&D",567380.655563736
"AD93","OTHER DEFENSE (ADVANCED)","Advanced Technology Development (6.3)","R&D",84383.9706051211
"AD94","OTHER DEFENSE (ENGINEERING)","Advanced Component Development & Prototypes (6.4)","R&D",3207304.19284996
"AD95","OTHER DEFENSE (OPERATIONAL)","System Development & Demonstration (6.5)","R&D",21520387.1032071
"AD96","OTHER DEFENSE (MANAGEMENT/SUPPORT)","PAMS","Services (Non-R&D)",3738735.73966785
"AD97","R&D- DEFENSE OTHER: OTHER (COMMERCIALIZED)","Operational Systems Development (6.7)","R&D",3096111.82108626
"AE33","MANUFACTURING TECHNOLOGY (ADVANCED)","Advanced Technology Development (6.3)","R&D",7039989.06933167
"AF16","EDUCATION (MANAGEMENT/SUPPORT)","PAMS","Services (Non-R&D)",25110.818258231
"AJ14","PHYSICAL SCIENCES (ENGINEERING)","Advanced Component Development & Prototypes (6.4)","R&D",568541851.018028
"AJ26","R&D- GENERAL SCIENCE/TECHNOLOGY: MATHEMATICAL/COMPUTER SCIENCES (MANAGEMENT/SUPPORT)","PAMS","Services (Non-R&D)",5704.44367895281
"AJ27","R&D- GENERAL SCIENCE/TECHNOLOGY: MATHEMATICAL/COMPUTER SCIENCES (COMMERCIALIZED)","Operational Systems Development (6.7)","R&D",130063.300456352
"AJ41","ENGINEERING (BASIC)","Basic Research (6.1)","R&D",1139175.696514
"AJ42","ENGINEERING (APPLIED/EXPLORATORY)","Applied Research (6.2)","R&D",29650608.0405675
"AJ44","ENGINEERING (ENGINEERING)","Advanced Component Development & Prototypes (6.4)","R&D",88386.9765129862
"AJ45","ENGINEERING (OPERATIONAL)","System Development & Demonstration (6.5)","R&D",7179001.33980832
"AJ46","ENGINEERING (MANAGEMENT/SUPPORT)","PAMS","Services (Non-R&D)",161250.601829562
"AJ47","R&D- GENERAL SCIENCE/TECHNOLOGY: ENGINEERING (COMMERCIALIZED)","Operational Systems Development (6.7)","R&D",886295.722375268
"AJ97","RDTE/Other Sciences - Operational System Develop","Operational Systems Development (6.7)","R&D",4527112.90681179
"AR26","R&D- SPACE: SCIENCE/APPLICATIONS (MANAGEMENT/SUPPORT)","PAMS","Services (Non-R&D)",4209655.42432729
"AR91","R&D- SPACE: OTHER (BASIC RESEARCH)","Basic Research (6.1)","R&D",7726.28622494574
"AS14","AIR TRANSPORTATION (ENGINEERING)","Advanced Component Development & Prototypes (6.4)","R&D",0
"AT17","R&D- OTHER TRANSPORTATION: HIGHWAYS, ROADS, AND BRIDGES (COMMERCIALIZED)","Operational Systems Development (6.7)","R&D",5700449.50757742
"AT96","R&D- OTHER TRANSPORTATION: OTHER GENERAL (MANAGEMENT/SUPPORT)","PAMS","Services (Non-R&D)",1097830.24729713
"AZ11","R&D- OTHER RESEARCH AND DEVELOPMENT (BASIC RESEARCH)","Basic Research (6.1)","R&D",135751727.867969
"AZ12","R&D- OTHER RESEARCH AND DEVELOPMENT (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)","Applied Research (6.2)","R&D",1934178.65870214
"AZ13","R&D- OTHER RESEARCH AND DEVELOPMENT (ADVANCED DEVELOPMENT)","Advanced Technology Development (6.3)","R&D",116416038.818767
"AZ14","R&D- OTHER RESEARCH AND DEVELOPMENT (ENGINEERING DEVELOPMENT)","Advanced Component Development & Prototypes (6.4)","R&D",90789044.5061937
"AZ15","R&D- OTHER RESEARCH AND DEVELOPMENT (OPERATIONAL SYSTEMS DEVELOPMENT)","System Development & Demonstration (6.5)","R&D",371767328.161974
"AZ16","R&D- OTHER RESEARCH AND DEVELOPMENT (MANAGEMENT/SUPPORT)","PAMS","Services (Non-R&D)",7809985.54542354
"AZ17","R&D- OTHER RESEARCH AND DEVELOPMENT (COMMERCIALIZED)","Operational Systems Development (6.7)","R&D",15002487.2204473
"B504","SPECIAL STUDIES/ANALYSIS- CHEMICAL/BIOLOGICAL","PAMS","Services (Non-R&D)",0
"B505","COST BENEFIT ANALYSES","PAMS","Services (Non-R&D)",12750816.2882851
"B510","SPECIAL STUDIES/ANALYSIS- ENVIRONMENTAL ASSESSMENTS","PAMS","Services (Non-R&D)",3973.06223447009
"B529","SCIENTIFIC DATA STUDIES","PAMS","Services (Non-R&D)",467695.495962111
"B553","COMMUNICATIONS STUDIES","PAMS","Services (Non-R&D)",9693460.00069403
"B554","SPECIAL STUDIES/ANALYSIS- ACQUISITION POLICY/PROCEDURES","PAMS","Services (Non-R&D)",121132
"B599","OTHER SPECIAL STUDIES AND ANALYSES","PAMS","Services (Non-R&D)",244054058.267947
"C111","BLDGS & FAC / ADMIN & SVC BLDGS","PAMS","Services (Non-R&D)",975888.19891907
"C112","BLDGS & FAC / AIRFIELD, COM & MSL F","PAMS","Services (Non-R&D)",67919.8767334361
"C115","INDUSTRIAL BUILDINGS","PAMS","Services (Non-R&D)",82864.9701692439
"C118","RESEARCH AND DEVELOPMENT FACILITIES","Operation of Government R&D Facilities","R&D",913947.868585392
"C123","ELECTRIC POWER GENERATION (EPG)","PAMS","Services (Non-R&D)",47517.881600974
"C124","UTILITIES","PAMS","Services (Non-R&D)",6919.83630235917
"C129","OTHER NON-BUILDING STRUCTURES","PAMS","Services (Non-R&D)",30091.4780934039
"C1JZ","ARCHITECT AND ENGINEERING- CONSTRUCTION: MISCELLANEOUS BUILDINGS","PAMS","Services (Non-R&D)",20319.5890458147
"C211","A/E SVCS. (INCL LANDSCAPING INTERIO","PAMS","Services (Non-R&D)",97267.0119375574
"C212","ARCHITECT AND ENGINEERING- GENERAL: ENGINEERING DRAFTING, NOT CAD/CAM","PAMS","Services (Non-R&D)",-8244.60615345334
"C219","ARCHITECT AND ENGINEERING- GENERAL: OTHER","PAMS","Services (Non-R&D)",836627.857378227
"D301","ADP FACILITY MANAGEMENT","ICT","Services (Non-R&D)",1217605694.72653
"D302","ADP SYSTEMS DEVELOPMENT SERVICES","ICT","Services (Non-R&D)",508365054.290309
"D303","ADP DATA ENTRY SERVICES","ICT","Services (Non-R&D)",274167150.165771
"D304","ADP SVCS/TELECOMM & TRANSMISSION","ICT","Services (Non-R&D)",20143236881.7281
"D305","ADP TELEPROCESSING & TIMESHARE","ICT","Services (Non-R&D)",85834017.7585627
"D306","ADP SYSTEMS ANALYSIS SERVICES","ICT","Services (Non-R&D)",347334630.415318
"D307","AUTOMATED INFORMATION SYSTEM SVCS","ICT","Services (Non-R&D)",660277228.772819
"D308","IT AND TELECOM- PROGRAMMING","ICT","Services (Non-R&D)",151219819.733955
"D309","ADP INF, BROADCAST & DIST SVCS","ICT","Services (Non-R&D)",853688963.272107
"D310","ADP BACKUP AND SECURITY SERVICES","ICT","Services (Non-R&D)",193576784.869274
"D311","ADP DATA CONVERSION SERVICES","ICT","Services (Non-R&D)",49967431.4935847
"D313","COMPUTER AIDED DESGN/MFG SVCS","ICT","Services (Non-R&D)",87386912.0515136
"D314","ADP ACQUISITION SUP SVCS","ICT","Services (Non-R&D)",202747439.303385
"D315","DIGITIZING SVCS","ICT","Services (Non-R&D)",14525.7244989148
"D316","IT AND TELECOM- TELECOMMUNICATIONS NETWORK MANAGEMENT","ICT","Services (Non-R&D)",7830350699.39922
"D317","AUTO NEWS, DATA & OTHER SVCS","ICT","Services (Non-R&D)",37687072.870661
"D318","IT AND TELECOM- INTEGRATED HARDWARE/SOFTWARE/SERVICES SOLUTIONS, PREDOMINANTLY SERVICES","ICT","Services (Non-R&D)",437194962.270403
"D319","IT AND TELECOM- ANNUAL SOFTWARE MAINTENANCE SERVICE PLANS","ICT","Services (Non-R&D)",2024081512.50045
"D320","IT AND TELECOM- ANNUAL HARDWARE MAINTENANCE SERVICE PLANS","ICT","Services (Non-R&D)",114652430.88162
"D321","IT AND TELECOM- HELP DESK","ICT","Services (Non-R&D)",136937059.692964
"D322","IT AND TELECOM- INTERNET","ICT","Services (Non-R&D)",251849205.537854
"D324","IT AND TELECOM- BUSINESS CONTINUITY","ICT","Services (Non-R&D)",20235.8938163648
"D325","IT AND TELECOM- DATA CENTERS AND STORAGE","ICT","Services (Non-R&D)",13457728.4752004
"D399","IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS","ICT","Services (Non-R&D)",55792979699.7867
"E112","PURCH OF GOVT CONF SPACE & FAC","FRS&C","Services (Non-R&D)",152406.203030348
"E1AB","PURCHASE OF CONFERENCE SPACE AND FACILITIES","FRS&C","Services (Non-R&D)",91604.8261935677
"E1BG","PURCHASE OF ELECTRONIC AND COMMUNICATIONS FACILITIES","FRS&C","Services (Non-R&D)",225582.96460177
"E1NZ","PURCHASE OF OTHER UTILITIES","FRS&C","Services (Non-R&D)",9864825.38981871
"F108","ENVIRONMENTAL SYSTEMS PROTECTION- ENVIRONMENTAL REMEDIATION","FRS&C","Services (Non-R&D)",48552.3332139874
"G003","RECREATIONAL SERVICES","MED","Services (Non-R&D)",77759.9235533772
"G099","OTHER SOCIAL SERVICES","MED","Services (Non-R&D)",47250.6598767894
"H159","QUALITY CONT SV/ELECT-ELCT EQ","PAMS","Services (Non-R&D)",116689.44948428
"H160","QUALITY CONT SV/FIBER OPTICS MATER","ICT","Services (Non-R&D)",11427.4053667993
"H161","QUALITY CONT SV/POWER DISTRIBUTE EQ","PAMS","Services (Non-R&D)",4200.73472094684
"H163","QUALITY CONT SV/ALARM & SIGNAL SYS","PAMS","Services (Non-R&D)",6827.95129101364
"H170","QUALITY CONT SV/ADP EQ & SUPPLIES","ICT","Services (Non-R&D)",2511783.42946687
"H212","EQ TEST SVCS/FIRE CONT EQUIP","PAMS","Services (Non-R&D)",150477.154479577
"H258","EQ TEST SVCS/COMMUNICATION EQUIP","ICT","Services (Non-R&D)",91975.204622051
"H260","EQ TEST SVCS/FIBER OPTICS MATERIAL","ICT","Services (Non-R&D)",546328.323154985
"H270","EQ TEST SVCS/ADP EQUIP & SUPPLIES","ICT","Services (Non-R&D)",99404.4634802896
"H299","EQ TEST SVCS/MISC EQUIP","PAMS","Services (Non-R&D)",36017.2829687125
"H363","INSPECT SVCS/ALARM & SIGNAL SYSTEM","PAMS","Services (Non-R&D)",275057.586425705
"H370","INSPECT SVCS/ADP EQ & SUPPLIES","ICT","Services (Non-R&D)",938698.8243052
"H935","OTHER QC SVCS/SERVICE & TRADE EQ","PAMS","Services (Non-R&D)",234165.141600976
"H941","OTHER QC SVCS/REFRIGERATION - AC EQ","PAMS","Services (Non-R&D)",22713.9085557822
"H958","OTHER QC SVCS/COMMUNICATION EQ","ICT","Services (Non-R&D)",4418.62078162563
"H963","OTHER QC SVCS/ALARM & SIGNAL SYSTEM","PAMS","Services (Non-R&D)",216021.114601492
"H970","OTHER QC SVCS/ADP EQ & SUPPLIES","ICT","Services (Non-R&D)",-151408.432147563
"H971","OTHER QC SVCS/FURNITURE","PAMS","Services (Non-R&D)",208204.082360554
"H974","OTHER QC SVCS/OFFICE MACHINES","PAMS","Services (Non-R&D)",72673.3052470318
"H999","MISC TEST & INSPECT SVC","PAMS","Services (Non-R&D)",31588.9328063241
"J010","MAINT-REP OF WEAPONS","ERS","Services (Non-R&D)",4507001.53513908
"J016","MAINT-REP OF AIRCRAFT COMPONENTS","ERS","Services (Non-R&D)",5244502.58703669
"J023","MAINT-REP OF VEHICLES-TRAILERS-CYC","ERS","Services (Non-R&D)",184478.297886105
"J024","MAINT-REP OF TRACTORS","ERS","Services (Non-R&D)",0
"J025","MAINT-REP OF VEHICULAR EQ","ERS","Services (Non-R&D)",63960.0073071365
"J030","MAINT-REP OF MECH POWER TRANS EQ","ERS","Services (Non-R&D)",27091.7353664433
"J032","MAINT-REP OF WOODWORKING MACHINE","ERS","Services (Non-R&D)",5213.11475409836
"J034","MAINT-REP OF METALWORK MACHINE","ERS","Services (Non-R&D)",16013.3728103638
"J036","MAINT-REP OF SP INDUSTRY MACHINERY","ERS","Services (Non-R&D)",7053.14763799612
"J039","MAINT-REP OF MATERIALS HANDLING EQ","ERS","Services (Non-R&D)",87145.3990874651
"J040","MAINT-REP OF ROPE-CABLE-CHAIN","ERS","Services (Non-R&D)",22858.1791839791
"J041","MAINT-REP OF REFRIGERATION - AC EQ","ERS","Services (Non-R&D)",2220291.40266871
"J043","MAINT-REP OF PUMPS & COMPRESSORS","ERS","Services (Non-R&D)",6062.80454791554
"J044","MAINT-REP OF FURNACE-NUCLEAR REAC","ERS","Services (Non-R&D)",56233.7842280799
"J045","MAINT-REP OF PLUMBING-HEATING EQ","ERS","Services (Non-R&D)",12709465.3385417
"J048","MAINT-REP OF VALVES","ERS","Services (Non-R&D)",5119.93181541459
"J049","MAINT-REP OF MAINT REPAIR SHOP EQ","ERS","Services (Non-R&D)",4354.11643127799
"J053","MAINT-REP OF HARDWARE & ABRASIVES","ERS","Services (Non-R&D)",11975.9722477298
"J054","MAINT-REP OF PREFAB STRUCTURES","ERS","Services (Non-R&D)",4471.60687338393
"J055","MAINT-REP OF LUMBER & MILLWORK","ERS","Services (Non-R&D)",19316.1169508838
"J056","MAINT-REP OF CONTRUCT MATERIAL","ERS","Services (Non-R&D)",9156.8459566454
"J058","MAINT-REP OF COMMUNICATION EQ","ICT","Services (Non-R&D)",53049002.9100797
"J059","MAINT-REP OF ELECT-ELCT EQ","ERS","Services (Non-R&D)",6800230.83928215
"J060","MAINT-REP OF FIBER OPTICS MATER","ICT","Services (Non-R&D)",1004803540.63394
"J061","MAINT-REP OF POWER DISTRIBUTION EQ","ERS","Services (Non-R&D)",2324730.17039097
"J063","MAINT-REP OF ALARM & SIGNAL SYSTEM","ERS","Services (Non-R&D)",15610018.6180276
"J066","MAINT-REP OF INSTRUMENTS & LAB EQ","ERS","Services (Non-R&D)",2732.24043715847
"J070","MAINT-REP OF ADP EQ & SUPPLIES","ICT","Services (Non-R&D)",968800685.661569
"J071","MAINT-REP OF FURNITURE","ERS","Services (Non-R&D)",1973.16495659037
"J072","MAINT-REP OF HOUSEHOLD FURNISHINGS","ERS","Services (Non-R&D)",4563.00456300456
"J073","MAINT-REP OF FOOD PREP-SERVING EQ","ERS","Services (Non-R&D)",704138.392710351
"J074","MAINT-REP OF OFFICE MACHINES","ERS","Services (Non-R&D)",133717.854650692
"J075","MAINT-REP OF OFFICE SUPPLIES","ERS","Services (Non-R&D)",2623010.58301135
"J083","MAINT-REP OF TEXTILES-LEATHER-FURS","ERS","Services (Non-R&D)",83250.7987220447
"J085","MAINT-REP OF TOILETRIES","ERS","Services (Non-R&D)",231304.240552241
"J099","MAINT-REP OF MISC EQ","ERS","Services (Non-R&D)",25153955.429388
"J998","NON-NUCLEAR SHIP REPAIR (EAST)","ERS","Services (Non-R&D)",120613.476913036
"K039","MOD OF MATERIALS HANDLING EQ","ERS","Services (Non-R&D)",25628.6600068894
"K051","MOD OF HAND TOOLS","ERS","Services (Non-R&D)",4431.71635475603
"K058","MOD OF COMMUNICATION EQ","ICT","Services (Non-R&D)",338788.068049167
"K063","MOD OF ALARM & SIGNAL SYSTEM","ERS","Services (Non-R&D)",65064.5126086455
"K070","MOD OF ADP EQ & SUPPLIES","ICT","Services (Non-R&D)",1110581.89026377
"K071","MOD OF FURNITURE","ERS","Services (Non-R&D)",11056.3233685496
"K099","MOD OF MISC EQ","ERS","Services (Non-R&D)",38372.0497024682
"L010","TECH REP SVCS/WEAPONS","PAMS","Services (Non-R&D)",0
"L053","TECH REP SVCS/HARDWARE & ABRASIVES","PAMS","Services (Non-R&D)",20326.8298744874
"L058","TECH REP SVCS/COMMUNICATION EQ","ICT","Services (Non-R&D)",453909.810065177
"L059","TECH REP SVCS/ELECT-ELCT EQ","PAMS","Services (Non-R&D)",5184655.70677118
"L060","TECH REP SVCS/FIBER OPTICS MAT","ICT","Services (Non-R&D)",731536.276512404
"L069","TECH REP SVCS/TRAINING AIDS-DEVICES","PAMS","Services (Non-R&D)",64970.6988004254
"L070","TECH REP SVCS/ADP EQ & SUPPLIES","ICT","Services (Non-R&D)",31502740.1177493
"L071","TECH REP SVCS/FURNITURE","PAMS","Services (Non-R&D)",60843.4561061731
"L075","TECH REP SVCS/OFFICE SUPPLIES","PAMS","Services (Non-R&D)",232788.869931017
"L099","TECH REP SVCS /MISC EQ","PAMS","Services (Non-R&D)",39311984.0526595
"M111","OPERATION OF OFFICE BUILDINGS","FRS&C","Services (Non-R&D)",272674.121405751
"M112","OPER OF GOVT CONF SPACE & FAC","FRS&C","Services (Non-R&D)",83414.4306965105
"M127","OPER OF GOVT ELCT & COMM SYS FAC","FRS&C","Services (Non-R&D)",220121.694711538
"M199","OPER OF GOVT MISC BLDGS","FRS&C","Services (Non-R&D)",35862001.7645108
"M1AA","OPERATION OF OFFICE BUILDINGS","FRS&C","Services (Non-R&D)",3847440.34388382
"M1BG","OPERATION OF ELECTRONIC AND COMMUNICATIONS FACILITIES","FRS&C","Services (Non-R&D)",1490467.23228598
"N012","INSTALL OF FIRE CONT EQ","ERS","Services (Non-R&D)",9786.37068862633
"N035","INSTALL OF SERVICE & TRADE EQ","ERS","Services (Non-R&D)",58459.6821464783
"N040","INSTALL OF ROPE-CABLE-CHAIN","ERS","Services (Non-R&D)",708870.941053929
"N041","INSTALL OF REFRIGERATION - AC EQ","ERS","Services (Non-R&D)",527869.20569276
"N042","INSTALL OF FIRE-RESCUE-SAFETY EQ","ERS","Services (Non-R&D)",43982.9198443125
"N045","INSTALL OF PLUMBING-HEATING EQ","ERS","Services (Non-R&D)",151250.55867551
"N058","INSTALL OF COMMUNICATION EQ","ICT","Services (Non-R&D)",12086910.103977
"N059","INSTALL OF ELECT-ELCT EQ","ERS","Services (Non-R&D)",3537575.4072757
"N060","INSTALL OF FIBER OPTICS MATERIAL","ICT","Services (Non-R&D)",7787824.30453441
"N061","INSTALL OF POWER DISTRIBUTION EQ","ERS","Services (Non-R&D)",949655.466863626
"N063","INSTALL OF ALARM & SIGNAL SYSTEM","ERS","Services (Non-R&D)",2271871.95838882
"N069","INSTALL OF TRAINING AIDS-DEVICES","ERS","Services (Non-R&D)",26846.1948023822
"N070","INSTALL OF ADP EQ & SUPPLIES","ICT","Services (Non-R&D)",49976391.0842718
"N071","INSTALL OF FURNITURE","ERS","Services (Non-R&D)",6607046.28133549
"N074","INSTALL OF OFFICE MACHINES","ERS","Services (Non-R&D)",110972.33201581
"N078","INSTALL OF RECREATIONAL EQ","ERS","Services (Non-R&D)",187632.018277677
"N099","INSTALL OF MISC EQ","ERS","Services (Non-R&D)",1675423.81579964
"P999","OTHER SALVAGE SERVICES","ERS","Services (Non-R&D)",0
"Q403","EVALUATION AND SCREENING","MED","Services (Non-R&D)",80388.65591136
"Q526","MEDICAL- MEDICAL/PSYCHIATRIC CONSULTATION","MED","Services (Non-R&D)",5695.65217391304
"Q999","MEDICAL- OTHER","MED","Services (Non-R&D)",1659112.49641518
"R401","PERSONAL CARE SERVICES","PAMS","Services (Non-R&D)",534707.354372306
"R402","REAL ESTATE BROKERAGE SERVICES","PAMS","Services (Non-R&D)",13434.1886888804
"R405","OPERATIONS RESEARCH & QUANTITATIVE","PAMS","Services (Non-R&D)",5311021.27263273
"R406","POLICY REVIEW/DEVELOPMENT SERVICES","PAMS","Services (Non-R&D)",7228736.49044877
"R407","PROGRAM EVALUATION SERVICES","PAMS","Services (Non-R&D)",966232.45007184
"R408","PROGRAM MANAGEMENT/SUPPORT SERVICES","PAMS","Services (Non-R&D)",440349093.62616
"R409","PROGRAM REVIEW/DEVELOPMENT SERVICES","PAMS","Services (Non-R&D)",1277951.49722101
"R410","SUPPORT- PROFESSIONAL: PROGRAM EVALUATION/REVIEW/DEVELOPMENT","PAMS","Services (Non-R&D)",67757667.1404453
"R411","PROF SVCS/REAL PROPERTY APPRAISALS","PAMS","Services (Non-R&D)",232876.164222439
"R413","SPECIFICATIONS DEVELOPMENT SERVICES","PAMS","Services (Non-R&D)",4725654.57366007
"R414","SYSTEMS ENGINEERING SERVICES","PAMS","Services (Non-R&D)",237009585.363743
"R415","PROF SVCS/TECH SHARING-UTIL","PAMS","Services (Non-R&D)",1017538760.69417
"R418","LEGAL SERVICES","PAMS","Services (Non-R&D)",74720.6180454138
"R419","EDUCATIONAL SERVICES","PAMS","Services (Non-R&D)",32456070.8415638
"R420","CERTIFICATIONS & ACCREDIT PROD & IN","PAMS","Services (Non-R&D)",33844.7379776013
"R421","TECHNICAL ASSISTANCE","PAMS","Services (Non-R&D)",188970844.173659
"R422","MARKET RESEARCH & PUBLIC OPINION SE","PAMS","Services (Non-R&D)",1089334.24681599
"R423","INTELLIGENCE SERVICES","PAMS","Services (Non-R&D)",1042069.56587208
"R424","EXPERT WITNESS","PAMS","Services (Non-R&D)",47874.0985576923
"R425","ENGINEERING AND TECHNICAL SERVICES","PAMS","Services (Non-R&D)",4979031184.67713
"R426","COMMUNICATIONS SERVICES","PAMS","Services (Non-R&D)",1428756128.30068
"R427","PROF SVCS/WEATHER RPT-OBSERV","PAMS","Services (Non-R&D)",5733.45360243545
"R428","INDUSTRIAL HYGIENICS","PAMS","Services (Non-R&D)",1011787.05035573
"R429","SUPPORT- PROFESSIONAL: EMERGENCY RESPONSE/DISASTER PLANNING/PREPAREDNESS SUPPORT","PAMS","Services (Non-R&D)",7055.8799
"R430","SUPPORT- PROFESSIONAL: PHYSICAL SECURITY AND BADGING","PAMS","Services (Non-R&D)",26347608.4981843
"R431","SUPPORT- PROFESSIONAL: HUMAN RESOURCES","PAMS","Services (Non-R&D)",20837.3283895282
"R499","OTHER PROFESSIONAL SERVICES","PAMS","Services (Non-R&D)",498026231.716953
"R602","COURIER AND MESSENGER SERVICES","PAMS","Services (Non-R&D)",4775597.56831614
"R603","SUPPORT- ADMINISTRATIVE: TRANSCRIPTION","PAMS","Services (Non-R&D)",4365981.10859023
"R604","MAILING AND DISTRIBUTION SERVICES","PAMS","Services (Non-R&D)",272476.729765824
"R605","LIBRARY SERVICES","PAMS","Services (Non-R&D)",170570.366512943
"R606","COURT REPORTING SERVICES","PAMS","Services (Non-R&D)",44632.3942163252
"R608","ADMIN SVCS/TRANSLATION-SIGN LANGUAG","PAMS","Services (Non-R&D)",2602051.6238007
"R610","PERSONAL PROPERTY MANAGEMENT SERVIC","PAMS","Services (Non-R&D)",5837.74675012037
"R611","CREDIT REPORTING SERVICES","PAMS","Services (Non-R&D)",765242.99532956
"R612","INFORMATION RETRIEVAL","PAMS","Services (Non-R&D)",790367.028112225
"R614","PAPER SHREDDING SERVICES","PAMS","Services (Non-R&D)",25791.011138682
"R615","SUPPORT- ADMINISTRATIVE: BACKGROUND INVESTIGATION","PAMS","Services (Non-R&D)",9250
"R699","OTHER ADMINISTRATIVE SUPPORT SVCS","PAMS","Services (Non-R&D)",51510972.4633244
"R701","ADVERTISING SERVICES","PAMS","Services (Non-R&D)",-6107.96380833833
"R702","DATA COLLECTION SERVICES","PAMS","Services (Non-R&D)",5302129.51159738
"R703","ACCOUNTING SERVICES","PAMS","Services (Non-R&D)",24383846.9702639
"R704","AUDITING SERVICES","PAMS","Services (Non-R&D)",83463521.0179088
"R706","LOGISTICS SUPPORT SERVICES","PAMS","Services (Non-R&D)",13612169.8663051
"R707","MGT SVCS/CONTRACT & PROCUREMENT SUP","PAMS","Services (Non-R&D)",39422841.606431
"R708","PUBLIC RELATIONS SERVICES","PAMS","Services (Non-R&D)",789147.344718511
"R710","FINANCIAL SERVICES","PAMS","Services (Non-R&D)",5609907.23354056
"R799","OTHER MANAGEMENT SUPPORT SERVICES","PAMS","Services (Non-R&D)",422728428.046704
"S111","GAS SERVICES","FRS&C","Services (Non-R&D)",6358675.66857089
"S112","ELECTRIC SERVICES","FRS&C","Services (Non-R&D)",4048175.22005823
"S113","TELEPHONE AND-OR COMMUNICATIONS SER","ICT","Services (Non-R&D)",1674083066.42982
"S119","OTHER UTILITIES","FRS&C","Services (Non-R&D)",7452168.06848906
"S201","CUSTODIAL JANITORIAL SERVICES","FRS&C","Services (Non-R&D)",30922114.6709311
"S203","FOOD SERVICES","FRS&C","Services (Non-R&D)",58733.2822326334
"S206","GUARD SERVICES","FRS&C","Services (Non-R&D)",94826486.0542683
"S208","HOUSEKEEPING- LANDSCAPING/GROUNDSKEEPING","FRS&C","Services (Non-R&D)",781165.747609676
"S211","HOUSEKEEPING- SURVEILLANCE","FRS&C","Services (Non-R&D)",2580421.81569315
"S214","CARPET LAYING AND CLEANING","FRS&C","Services (Non-R&D)",46758.0458870324
"S215","HOUSEKEEPING- WAREHOUSING/STORAGE","FRS&C","Services (Non-R&D)",209353.123122705
"S216","FACILITIES OPERATIONS SUPPORT SVCS","FRS&C","Services (Non-R&D)",64156674.5838922
"S218","HOUSEKEEPING- SNOW REMOVAL/SALT","FRS&C","Services (Non-R&D)",363360.630196905
"T001","ARTS/GRAPHICS SERVICES","PAMS","Services (Non-R&D)",2239913.72579784
"T003","CATALOGING SERVICES","PAMS","Services (Non-R&D)",65872.8450889282
"T006","FILM/VIDEO TAPE PRODUCTION SERVICES","PAMS","Services (Non-R&D)",188063.263643769
"T011","PHOTO/MAP/PRINT/PUBLICATION- PRINT/BINDING","PAMS","Services (Non-R&D)",1303236.36456749
"T012","PHOTO/MAP/PRINT/PUBLICATION- REPRODUCTION","PAMS","Services (Non-R&D)",226559.344869017
"T016","AUDIO/VISUAL SERVICES","PAMS","Services (Non-R&D)",5241531.17258488
"T099","OTHER PHOTO MAPPING PRINTING SVC","PAMS","Services (Non-R&D)",425311.824059619
"U001","EDUCATION/TRAINING- LECTURES","PAMS","Services (Non-R&D)",80387.5698307449
"U004","EDUCATION/TRAINING- SCIENTIFIC/MANAGEMENT","PAMS","Services (Non-R&D)",11442.7099275584
"U005","EDUCATION/TRAINING- TUITION/REGISTRATION/MEMBERSHIP FEES","PAMS","Services (Non-R&D)",1341393.96130439
"U006","EDUCATION/TRAINING- VOCATIONAL/TECHNICAL","PAMS","Services (Non-R&D)",202271.148891706
"U008","EDUCATION/TRAINING- TRAINING/CURRICULUM DEVELOPMENT","PAMS","Services (Non-R&D)",21440895.8786377
"U009","EDUCATION SERVICES","PAMS","Services (Non-R&D)",5684221.15315496
"U010","CERT & ACCREDIATIONS FOR EDUCATIONA","PAMS","Services (Non-R&D)",1628146.55150927
"U011","AIDS TRAINING","PAMS","Services (Non-R&D)",46747.5287192281
"U012","EDUCATION/TRAINING- INFORMATION TECHNOLOGY/TELECOMMUNICATIONS TRAINING","PAMS","Services (Non-R&D)",26653686.3174951
"U014","EDUCATION/TRAINING- SECURITY","PAMS","Services (Non-R&D)",18654.8609886305
"U099","EDUCATION/TRAINING- OTHER","PAMS","Services (Non-R&D)",28881444.5105971
"V001","GBL & GTR PROCUREMENTS","ERS","Services (Non-R&D)",21887.0872441472
"V002","MOTOR POOL OPERATIONS","ERS","Services (Non-R&D)",1344.89254415947
"V003","PACKING/CRATING SERVICES","ERS","Services (Non-R&D)",110584.575734719
"V111","AIR FREIGHT","ERS","Services (Non-R&D)",186010.595407175
"V112","MOTOR FREIGHT","ERS","Services (Non-R&D)",740681.515163668
"V119","OTHER CARGO AND FREIGHT SERVICES","ERS","Services (Non-R&D)",3031337.97894134
"V121","AIR CHARTER FOR THINGS","ERS","Services (Non-R&D)",13885.920218715
"V122","MOTOR CHARTER FOR THINGS","ERS","Services (Non-R&D)",4826.25482625483
"V212","MOTOR PASSENGER SERVICES","PAMS","Services (Non-R&D)",1386232.14648634
