"NAICS_Code","naics_text","mismatch","exclude","obl","US_rcp","US_pay","EMP","minyear","maxyear","NAICS.display.label"
"11521","Support Activities for Animal Production","Not tracked: Agriculture","Not in stats",26572226.9809,NA,NA,NA,2007,2016,NA
"11531","Support Activities for Forestry","Not tracked: Agriculture","Not in stats",61116927.5964,NA,NA,NA,2007,2016,NA
"21111","Oil and Gas Extraction",NA,"No",1232044632.7029,2830326070000,123658880000,1633325,2007,2016,"Oil and gas extraction"
"21211","Coal Mining",NA,"No",63134694.6326,348317294000,52680938000,753380,2007,2016,"Coal mining"
"21221","Iron Ore Mining",NA,"No",45956.7617,10677312000,1178767000,15991,2007,2013,"Iron ore mining"
"21222","Gold Ore and Silver Ore Mining",NA,"No",209000,18383064000,2555028000,36036,2007,2010,"Gold ore and silver ore mining"
"21223","Copper, Nickel, Lead, and Zinc Mining",NA,"No",559155696.5756,94206280000,6999853000,110059,2007,2014,"Copper, nickel, lead, and zinc mining"
"21229","Other Metal Ore Mining",NA,"No",6472126.9487,17970521000,2399390000,33827,2007,2016,"Other metal ore mining"
"21231","Stone Mining and Quarrying",NA,"No",226906915.5973,136669220000,22501860000,476240,2007,2016,"Stone mining and quarrying"
"21232","Sand, Gravel, Clay, and Ceramic and Refractory Minerals Mining and Quarrying",NA,"No",184794128.5087,85388940000,14712080000,316125,2007,2016,"Sand, gravel, clay, and ceramic and refractory minerals mining and quarrying"
"21239","Other Nonmetallic Mineral Mining and Quarrying",NA,"No",16965706.3948,52258960000,6679280000,113350,2007,2016,"Other nonmetallic mineral mining and quarrying"
"21311","Support Activities for Mining",NA,"No",300353329.0665,962785345000,248663655000,4143750,2007,2016,"Support activities for mining"
"22111","Electric Power Generation",NA,"No",2748033353.4273,1204965175000,130721810000,1347470,2007,2016,"Electric power generation"
"22112","Electric Power Transmission, Control, and Distribution",NA,"No",5516685704.1061,3173898720000,337054375000,3820015,2007,2016,"Electric power transmission, control, and distribution"
"22121","Natural Gas Distribution",NA,"No",856889413.9295,1090615735000,63596500000,836530,2007,2016,"Natural gas distribution"
"22131","Water Supply and Irrigation Systems",NA,"No",2807004005.2764,85305810000,17187825000,351115,2007,2016,"Water supply and irrigation systems"
"22132","Sewage Treatment Facilities",NA,"No",741736648.2801,13430880000,2991720000,69115,2007,2016,"Sewage treatment facilities"
"22133","Steam and Air-Conditioning Supply",NA,"No",432279683.1191,12200445000,1330615000,18160,2007,2016,"Steam and air-conditioning supply"
"23311",NA,"Reassigned in 2002","Not in sample",-41447727,NA,NA,NA,2007,2010,NA
"23321",NA,"Reassigned in 2002","Not in sample",20898817.5386,NA,NA,NA,2007,2011,NA
"23322",NA,"Reassigned in 2002","Not in sample",60284509.1395,NA,NA,NA,2007,2013,NA
"23331",NA,"Reassigned in 2002","Not in sample",86663721.9018,NA,NA,NA,2007,2015,NA
"23332",NA,"Reassigned in 2002","Not in sample",835439802.2596,NA,NA,NA,2007,2016,NA
"23411",NA,"Reassigned in 2002","Not in sample",10758326.8506,NA,NA,NA,2007,2012,NA
"23412",NA,"Reassigned in 2002","Not in sample",1126298.7965,NA,NA,NA,2007,2011,NA
"23491",NA,"Reassigned in 2002","Not in sample",1563576,NA,NA,NA,2007,2010,NA
"23492",NA,"Reassigned in 2002","Not in sample",90743.6299,NA,NA,NA,2007,2016,NA
"23493",NA,"Reassigned in 2002","Not in sample",930456.5196,NA,NA,NA,2007,2011,NA
"23499",NA,"Reassigned in 2002","Not in sample",210435583.4305,NA,NA,NA,2007,2016,NA
"23511",NA,"Reassigned in 2002","Not in sample",11834676.1497,NA,NA,NA,2007,2015,NA
"23521",NA,"Reassigned in 2002","Not in sample",636720.891,NA,NA,NA,2007,2014,NA
"23531",NA,"Reassigned in 2002","Not in sample",170939.4199,NA,NA,NA,2007,2010,NA
"23542",NA,"Reassigned in 2002","Not in sample",-11895.75,NA,NA,NA,2007,2015,NA
"23543",NA,"Reassigned in 2002","Not in sample",-3941.1001,NA,NA,NA,2009,2009,NA
"23551",NA,"Reassigned in 2002","Not in sample",-4791,NA,NA,NA,2007,2008,NA
"23552",NA,"Reassigned in 2002","Not in sample",-63954,NA,NA,NA,2007,2010,NA
"23561",NA,"Reassigned in 2002","Not in sample",10237568.4408,NA,NA,NA,2007,2014,NA
"23571",NA,"Reassigned in 2002","Not in sample",3818534,NA,NA,NA,2007,2010,NA
"23591",NA,"Reassigned in 2002","Not in sample",-35607,NA,NA,NA,2007,2007,NA
"23594",NA,"Reassigned in 2002","Not in sample",351904.5182,NA,NA,NA,2007,2015,NA
"23595",NA,"Reassigned in 2002","Not in sample",4194110.7106,NA,NA,NA,2007,2010,NA
"23599",NA,"Reassigned in 2002","Not in sample",106685932.1138,NA,NA,NA,2007,2016,NA
"23611","Residential Building Construction","Uncollated at NAICS 4-5","No",3975023139.2933,2758949890000,296767815000,6706920,2007,2016,NA
"23621","Industrial Building Construction","Uncollated at NAICS 4-5","No",11241129477.2889,213442335000,38934470000,687675,2007,2016,NA
"23622","Commercial and Institutional Building Construction","Uncollated at NAICS 4-5","No",148616640853.05,3307710640000,331561795000,5736045,2007,2016,NA
"23711","Water and Sewer Line and Related Structures Construction","Uncollated at NAICS 4-5","No",5069546480.3349,440514210000,88706260000,1761375,2007,2016,NA
"23712","Oil and Gas Pipeline and Related Structures Construction","Uncollated at NAICS 4-5","No",2678547020.6025,362151755000,99067510000,1670345,2007,2016,NA
"23713","Power and Communication Line and Related Structures Construction","Uncollated at NAICS 4-5","No",3440086725.6043,392366945000,112100350000,2096100,2007,2016,NA
"23721","Land Subdivision","Uncollated at NAICS 4-5","No",14878289.1111,147037035000,19991900000,369750,2007,2016,NA
"23731","Highway, Street, and Bridge Construction","Uncollated at NAICS 4-5","No",14631423875.2826,1029436995000,178289725000,3347385,2007,2016,NA
"23799","Other Heavy and Civil Engineering Construction","Uncollated at NAICS 4-5","No",48718071270.3754,212344390000,46294515000,781975,2007,2016,NA
"23811","Poured Concrete Foundation and Structure Contractors","Uncollated at NAICS 4-5","No",997129067.6059,386605675000,98381920000,2522240,2007,2016,NA
"23812","Structural Steel and Precast Concrete Contractors","Uncollated at NAICS 4-5","No",255063112.2841,123437660000,35226855000,752555,2007,2016,NA
"23813","Framing Contractors","Uncollated at NAICS 4-5","No",25867519.2801,132785580000,35909410000,1119995,2007,2016,NA
"23814","Masonry Contractors","Uncollated at NAICS 4-5","No",107351037.1343,214383270000,64609140000,1808705,2007,2016,NA
"23815","Glass and Glazing Contractors","Uncollated at NAICS 4-5","No",43419064.3113,91916090000,23055970000,502680,2007,2016,NA
"23816","Roofing Contractors","Uncollated at NAICS 4-5","No",2397673924.2159,287252960000,65690775000,1769090,2007,2016,NA
"23817","Siding Contractors","Uncollated at NAICS 4-5","No",74543851.7815,60087415000,13066840000,409015,2007,2016,NA
"23819","Other Foundation, Structure, and Building Exterior Contractors","Uncollated at NAICS 4-5","No",1127398201.9247,70823430000,20433200000,429045,2007,2016,NA
"23821","Electrical Contractors and Other Wiring Installation Contractors","Uncollated at NAICS 4-5","No",3381551510.9824,1258404560000,377083095000,7697160,2007,2016,NA
"23822","Plumbing, Heating, and Air-Conditioning Contractors","Uncollated at NAICS 4-5","No",4230097167.4167,1553569075000,437509325000,9175775,2007,2016,NA
"23829","Other Building Equipment Contractors","Uncollated at NAICS 4-5","No",848884890.5149,246365605000,76536505000,1350615,2007,2016,NA
"23831","Drywall and Insulation Contractors","Uncollated at NAICS 4-5","No",89213592.2653,353829840000,104519300000,2617760,2007,2016,NA
"23832","Painting and Wall Covering Contractors","Uncollated at NAICS 4-5","No",1035611200.2997,205005475000,68064735000,2059375,2007,2016,NA
"23833","Flooring Contractors","Uncollated at NAICS 4-5","No",292386300.1907,134459590000,28386930000,723800,2007,2016,NA
"23834","Tile and Terrazzo Contractors","Uncollated at NAICS 4-5","No",19987059.401,80305070000,22266025000,619035,2007,2016,NA
"23835","Finish Carpentry Contractors","Uncollated at NAICS 4-5","No",117961319.4125,228035040000,52964125000,1477435,2007,2016,NA
"23839","Other Building Finishing Contractors","Uncollated at NAICS 4-5","No",392225362.1353,78711190000,24304665000,603400,2007,2016,NA
"23891","Site Preparation Contractors","Uncollated at NAICS 4-5","No",2559325873.2065,746239235000,168013485000,3867865,2007,2016,NA
"23899","All Other Specialty Trade Contractors","Uncollated at NAICS 4-5","No",7917379556.7174,375173660000,90008135000,2266200,2007,2016,NA
"31111","Animal Food Manufacturing",NA,"No",8664310.9204,485397680000,20980810000,455500,2007,2016,"Animal food manufacturing"
"31121","Flour Milling and Malt Manufacturing",NA,"No",706091.4303,107948775000,4995727000,108111,2007,2016,"Flour milling and malt manufacturing"
"31122","Starch and Vegetable Fats and Oils Manufacturing",NA,"No",1882019.4703,583561440000,13137105000,238750,2007,2016,"Starch and vegetable fats and oils manufacturing"
"31123","Breakfast Cereal Manufacturing",NA,"No",212800.6994,29564130000,2321808000,41112,2007,2011,"Breakfast cereal manufacturing"
"31131","Sugar Manufacturing",NA,"No",254808.3021,64453606000,4571233000,92414,2008,2016,"Sugar manufacturing"
"31132",NA,NA,"No",273953.596,21921183000,1724643000,35934,2007,2013,"Chocolate and confectionery manufacturing from cacao beans"
"31133",NA,NA,"No",1884774.7578,59193293000,6465155000,181307,2007,2012,"Confectionery manufacturing from purchased chocolate"
"31134","Nonchocolate Confectionery Manufacturing",NA,"No",1426176.7701,32481847000,3969686000,93134,2007,2014,"Nonchocolate confectionery manufacturing"
"31135","Chocolate and Confectionery Manufacturing","New in 2012: Missing from Economy Stats","Not in sample",1808472.7269,NA,NA,NA,2013,2016,NA
"31141","Frozen Food Manufacturing",NA,"No",15296110.5305,276566265000,30754580000,891755,2007,2016,"Frozen food manufacturing"
"31142","Fruit and Vegetable Canning, Pickling, and Drying",NA,"No",1745474399.3828,376580290000,32415765000,798665,2007,2016,"Fruit and vegetable canning, pickling, and drying"
"31151","Dairy Product (except Frozen) Manufacturing",NA,"No",82691292.9666,915717045000,52959020000,1127970,2007,2016,"Dairy product (except frozen) manufacturing"
"31152","Ice Cream and Frozen Dessert Manufacturing",NA,"No",242868.2426,63464628000,6225676000,147044,2008,2015,"Ice cream and frozen dessert manufacturing"
"31161","Animal Slaughtering and Processing",NA,"No",27838854.4675,1798129890000,150761950000,4953300,2007,2016,"Animal slaughtering and processing"
"31171","Seafood Product Preparation and Packaging",NA,"No",6716785.35,98081862000,10948680000,320252,2007,2016,"Seafood product preparation and packaging"
"31181","Bread and Bakery Product Manufacturing",NA,"No",2382662601.2515,355566135000,65648190000,2031460,2007,2016,"Bread and bakery product manufacturing"
"31182","Cookie, Cracker, and Pasta Manufacturing",NA,"No",522510.6384,104051657000,10481342000,256019,2007,2016,"Cookie, cracker, and pasta manufacturing"
"31183","Tortilla Manufacturing",NA,"No",164808,6265437000,995370000,33038,2007,2016,"Tortilla manufacturing"
"31191","Snack Food Manufacturing",NA,"No",7507728.5344,280183490000,17548100000,450820,2007,2016,"Snack food manufacturing"
"31192","Coffee and Tea Manufacturing",NA,"No",1169045.7514,105010155000,7091730000,141195,2007,2016,"Coffee and tea manufacturing"
"31193","Flavoring Syrup and Concentrate Manufacturing",NA,"No",29622159.1087,89578190000,3710155000,69195,2007,2016,"Flavoring syrup and concentrate manufacturing"
"31194","Seasoning and Dressing Manufacturing",NA,"No",121443.0507,100356027000,9752127000,191556,2008,2016,"Seasoning and dressing manufacturing"
"31199","All Other Food Manufacturing",NA,"No",1183560066.1124,203639065000,23455035000,643270,2007,2016,"All other food manufacturing"
"31211","Soft Drink and Ice Manufacturing",NA,"No",451525647.747,478352265000,30568700000,666195,2007,2016,"Soft drink and ice manufacturing"
"31212","Breweries",NA,"No",547352.6941,247971150000,13666950000,242940,2007,2016,"Breweries"
"31213","Wineries",NA,"No",2872726.2319,127578260000,14469952000,321855,2007,2016,"Wineries"
"31214","Distilleries",NA,"No",62937.5601,42977141000,2140036000,38607,2007,2015,"Distilleries"
"31221",NA,NA,"No",310,1249395000,68792000,2624,2009,2009,"Tobacco stemming and redrying"
"31222",NA,NA,"No",1894854.042,310888823000,8037941000,118740,2007,2014,"Tobacco product manufacturing"
"31223","Tobacco Manufacturing","New in 2012: Missing from Economy Stats","Not in sample",61705.5,NA,NA,NA,2014,2015,NA
"31311","Fiber, Yarn, and Thread Mills",NA,"No",4910043.7593,85280050000,9802040000,327290,2007,2016,"Fiber, yarn, and thread mills"
"31321","Broadwoven Fabric Mills",NA,"No",187837036.8447,56646730000,8309435000,253660,2007,2016,"Broadwoven fabric mills"
"31322","Narrow Fabric Mills and Schiffli Machine Embroidery",NA,"No",8397064.5859,10668210000,2566115000,80000,2007,2016,"Narrow fabric mills and schiffli machine embroidery"
"31323","Nonwoven Fabric Mills",NA,"No",16254360.3833,77612145000,9337385000,185560,2007,2016,"Nonwoven fabric mills"
"31324","Knit Fabric Mills",NA,"No",20760255.9849,17972750000,2989590000,94800,2007,2016,"Knit fabric mills"
"31331","Textile and Fabric Finishing Mills",NA,"No",334603873.816,58859460000,9493155000,287340,2007,2016,"Textile and fabric finishing mills"
"31332","Fabric Coating Mills",NA,"No",351389723.0418,24695430000,3673420000,78165,2007,2016,"Fabric coating mills"
"31411","Carpet and Rug Mills",NA,"No",84264151.7643,110376895000,11457895000,327805,2007,2016,"Carpet and rug mills"
"31412","Curtain and Linen Mills",NA,"No",58838273.7433,46667910000,8081205000,309785,2007,2016,"Curtain and linen mills"
"31491","Textile Bag and Canvas Mills",NA,"No",2225557730.6055,31247475000,7247175000,231315,2007,2016,"Textile bag and canvas mills"
"31499","All Other Textile Product Mills",NA,"No",2431590147.1027,65618015000,13155175000,432810,2007,2016,"All other textile product mills"
"31511","Hosiery and Sock Mills",NA,"No",69756271.1523,15409725000,3426470000,125900,2007,2016,"Hosiery and sock mills"
"31519","Other Apparel Knitting Mills",NA,"No",35814841.7697,8260200000,1082920000,38845,2007,2016,"Other apparel knitting mills"
"31521","Cut and Sew Apparel Contractors",NA,"No",5515758645.3224,36464585000,10022190000,531240,2007,2016,"Cut and sew apparel contractors"
"31522","MenÆs and BoysÆ Cut and Sew Apparel Manufacturing",NA,"No",2609896077.4125,24071645000,4964095000,203185,2007,2016,"Men's and boys' cut and sew apparel manufacturing"
"31523",NA,NA,"No",122290196.1208,70658675000,9363515000,260765,2007,2016,"Women's and girls' cut and sew apparel manufacturing"
"31524","WomenÆs, GirlsÆ, and InfantsÆ Cut and Sew Apparel Manufacturing","New in 2012: Missing from Economy Stats","Not in sample",90172022.3788,NA,NA,NA,2012,2016,NA
"31528","Other Cut and Sew Apparel Manufacturing","New in 2012: Missing from Economy Stats","Not in sample",124479018.6177,NA,NA,NA,2012,2016,NA
"31529",NA,NA,"No",1621256441.5052,11928250000,2754800000,99125,2007,2016,"Other cut and sew apparel manufacturing"
"31599","Apparel Accessories and Other Apparel Manufacturing",NA,"No",9306251016.5218,12661340000,2838545000,108105,2007,2016,"Apparel accessories and other apparel manufacturing"
"31611","Leather and Hide Tanning and Finishing",NA,"No",1194100.1893,14778380000,1481905000,39885,2007,2016,"Leather and hide tanning and finishing"
"31621","Footwear Manufacturing",NA,"No",1494439584.715,18835810000,3741790000,121905,2007,2016,"Footwear manufacturing"
"31699","Other Leather and Allied Product Manufacturing",NA,"No",233895965.7887,18596975000,3970065000,138795,2007,2016,"Other leather and allied product manufacturing"
"32111","Sawmills and Wood Preservation",NA,"No",27394696.0849,254910330000,33195685000,881085,2007,2016,"Sawmills and wood preservation"
"32121","Veneer, Plywood, and Engineered Wood Product Manufacturing",NA,"No",222265141.6534,195646775000,31665005000,833900,2007,2016,"Veneer, plywood, and engineered wood product manufacturing"
"32191","Millwork",NA,"No",47460233.9849,241780025000,43847720000,1256110,2007,2016,"Millwork"
"32192","Wood Container and Pallet Manufacturing",NA,"No",434729365.368,70613360000,14848775000,538825,2007,2016,"Wood container and pallet manufacturing"
"32199","All Other Wood Product Manufacturing",NA,"No",241859656.4625,134803900000,25805350000,792775,2007,2016,"All other wood product manufacturing"
"32211","Pulp Mills",NA,"No",182803.6675,39979459000,3962935000,53176,2010,2016,"Pulp mills"
"32212","Paper Mills",NA,"No",52864675.0688,484562325000,47086465000,726740,2007,2016,"Paper mills"
"32213","Paperboard Mills",NA,"No",2566588.021,268994635000,25323705000,357835,2007,2016,"Paperboard mills"
"32221","Paperboard Container Manufacturing",NA,"No",195822710.9408,523700425000,72162925000,1514265,2007,2016,"Paperboard container manufacturing"
"32222","Paper Bag and Coated and Treated Paper Manufacturing",NA,"No",167299278.7989,214951800000,27012500000,554235,2007,2016,"Paper bag and coated and treated paper manufacturing"
"32223","Stationery Product Manufacturing",NA,"No",22304625.0068,75366830000,10464795000,265030,2007,2016,"Stationery product manufacturing"
"32229","Other Converted Paper Product Manufacturing",NA,"No",182130410.2887,163853405000,16317560000,349055,2007,2016,"Other converted paper product manufacturing"
"32311","Printing",NA,"No",239509747.8328,882920880000,212453245000,5159390,2007,2016,"Printing"
"32312","Support Activities for Printing",NA,"No",2411488.202,44436920000,16172540000,382105,2007,2016,"Support activities for printing"
"32411","Petroleum Refineries",NA,"No",107357726802.831,6909622340000,66856775000,636905,2007,2016,"Petroleum refineries"
"32412","Asphalt Paving, Roofing, and Saturated Materials Manufacturing",NA,"No",130431035.8738,225195465000,13582725000,257085,2007,2016,"Asphalt paving, roofing, and saturated materials manufacturing"
"32419","Other Petroleum and Coal Products Manufacturing",NA,"No",356405733.8858,198281205000,8964950000,140935,2007,2016,"Other petroleum and coal products manufacturing"
"32511","Petrochemical Manufacturing",NA,"No",4636740.6676,801187790000,9024465000,89055,2007,2016,"Petrochemical manufacturing"
"32512","Industrial Gas Manufacturing",NA,"No",604732757.7608,83382515000,6939385000,103985,2007,2016,"Industrial gas manufacturing"
"32513","Synthetic Dye and Pigment Manufacturing",NA,"No",26139454.3772,85413015000,7213250000,109440,2007,2016,"Synthetic dye and pigment manufacturing"
"32518","Other Basic Inorganic Chemical Manufacturing",NA,"No",183173427.219,321438450000,28260710000,388740,2007,2016,"Other basic inorganic chemical manufacturing"
"32519","Other Basic Organic Chemical Manufacturing",NA,"No",84622751.6257,1219099935000,60562895000,815105,2007,2016,"Other basic organic chemical manufacturing"
"32521","Resin and Synthetic Rubber Manufacturing",NA,"No",190573484.9474,967894605000,51337170000,766745,2007,2016,"Resin and synthetic rubber manufacturing"
"32522","Artificial and Synthetic Fibers and Filaments Manufacturing",NA,"No",9286636.908,83991350000,6960750000,151200,2007,2016,"Artificial and synthetic fibers and filaments manufacturing"
"32531","Fertilizer Manufacturing",NA,"No",31470070.096,220342690000,11144030000,185020,2007,2016,"Fertilizer manufacturing"
"32532","Pesticide and Other Agricultural Chemical Manufacturing",NA,"No",23010186.9086,132738575000,6530050000,107180,2007,2016,"Pesticide and other agricultural chemical manufacturing"
"32541","Pharmaceutical and Medicine Manufacturing",NA,"No",11454112727.1623,1887177460000,193440690000,2458350,2007,2016,"Pharmaceutical and medicine manufacturing"
"32551","Paint and Coating Manufacturing",NA,"No",301492503.7742,238271010000,21282585000,380915,2007,2016,"Paint and coating manufacturing"
"32552","Adhesive Manufacturing",NA,"No",126534425.551,112988440000,11821915000,210435,2007,2016,"Adhesive manufacturing"
"32561","Soap and Cleaning Compound Manufacturing",NA,"No",87703777.6798,473515110000,25553990000,449935,2007,2016,"Soap and cleaning compound manufacturing"
"32562","Toilet Preparation Manufacturing",NA,"No",5334958.8338,417241620000,28511105000,538995,2007,2016,"Toilet preparation manufacturing"
"32591","Printing Ink Manufacturing",NA,"No",8900681.7476,49747470000,6191575000,116205,2007,2016,"Printing ink manufacturing"
"32592","Explosives Manufacturing",NA,"No",3852611213.2052,19391020000,3396770000,63560,2007,2016,"Explosives manufacturing"
"32599","All Other Chemical Product and Preparation Manufacturing",NA,"No",2512112086.2976,393439960000,39565085000,744670,2007,2016,"All other chemical product and preparation manufacturing"
"32611","Plastics Packaging Materials and Unlaminated Film and Sheet Manufacturing",NA,"No",98309284.5519,371936250000,45782590000,946145,2007,2016,"Plastics packaging materials and unlaminated film and sheet manufacturing"
"32612","Plastics Pipe, Pipe Fitting, and Unlaminated Profile Shape Manufacturing",NA,"No",308244657.7572,146744695000,18055755000,421295,2007,2016,"Plastics pipe, pipe fitting, and unlaminated profile shape manufacturing"
"32613","Laminated Plastics Plate, Sheet (except Packaging), and Shape Manufacturing",NA,"No",58552272.7512,36214410000,5405035000,117945,2007,2016,"Laminated plastics plate, sheet (except packaging), and shape manufacturing"
"32614","Polystyrene Foam Product Manufacturing",NA,"No",29693195.6886,83923060000,9974610000,270355,2007,2016,"Polystyrene foam product manufacturing"
"32615","Urethane and Other Foam Product (except Polystyrene) Manufacturing",NA,"No",57151984.4368,96389240000,12424420000,320710,2007,2016,"Urethane and other foam product (except polystyrene) manufacturing"
"32616","Plastics Bottle Manufacturing",NA,"No",10797367.4012,120065660000,13339795000,332235,2007,2016,"Plastics bottle manufacturing"
"32619","Other Plastics Product Manufacturing",NA,"No",439887771.2079,862477440000,151230915000,3951155,2007,2016,"Other plastics product manufacturing"
"32621","Tire Manufacturing",NA,"No",1684302936.9569,200396395000,28989575000,537565,2007,2016,"Tire manufacturing"
"32622","Rubber and Plastics Hoses and Belting Manufacturing",NA,"No",322700188.4744,48605575000,8065915000,193565,2007,2016,"Rubber and plastics hoses and belting manufacturing"
"32629","Other Rubber Product Manufacturing",NA,"No",531180398.9359,172782050000,26459325000,652195,2007,2016,"Other rubber product manufacturing"
"32711","Pottery, Ceramics, and Plumbing Fixture Manufacturing",NA,"No",68293891.5501,22997405000,5742155000,152095,2007,2016,"Pottery, ceramics, and plumbing fixture manufacturing"
"32712","Clay Building Material and Refractories Manufacturing",NA,"No",25785220.488,56745960000,10854675000,259095,2007,2016,"Clay building material and refractories manufacturing"
"32721","Glass and Glass Product Manufacturing",NA,"No",322249855.0968,232779165000,41682245000,911860,2007,2016,"Glass and glass product manufacturing"
"32731","Cement Manufacturing",NA,"No",12854542.9437,82030960000,9296970000,148950,2007,2016,"Cement manufacturing"
"32732","Ready-Mix Concrete Manufacturing",NA,"No",56042293.2828,276556970000,38272855000,903270,2007,2016,"Ready-mix concrete manufacturing"
"32733","Concrete Pipe, Brick, and Block Manufacturing",NA,"No",26737504.644,78280570000,12810100000,299280,2007,2016,"Concrete pipe, brick, and block manufacturing"
"32739","Other Concrete Product Manufacturing",NA,"No",335826649.2351,104534250000,22503040000,575270,2007,2016,"Other concrete product manufacturing"
"32741","Lime Manufacturing",NA,"No",6505849.9423,21107135000,2430030000,43445,2007,2016,"Lime manufacturing"
"32742","Gypsum Product Manufacturing",NA,"No",1343381.2281,47108325000,5255960000,98185,2007,2016,"Gypsum product manufacturing"
"32791","Abrasive Product Manufacturing",NA,"No",348296237.9565,49651675000,7100595000,134515,2007,2016,"Abrasive product manufacturing"
"32799","All Other Nonmetallic Mineral Product Manufacturing",NA,"No",200940221.2247,163311805000,27405480000,628895,2007,2016,"All other nonmetallic mineral product manufacturing"
"33111","Iron and Steel Mills and Ferroalloy Manufacturing",NA,"No",454845961.8385,1071015040000,75145230000,1057150,2007,2016,"Iron and steel mills and ferroalloy manufacturing"
"33121","Iron and Steel Pipe and Tube Manufacturing from Purchased Steel",NA,"No",211295256.2792,124840475000,13012175000,240450,2007,2016,"Iron and steel pipe and tube manufacturing from purchased steel"
"33122","Rolling and Drawing of Purchased Steel",NA,"No",185594904.6758,119431690000,11366975000,238495,2007,2016,"Rolling and drawing of purchased steel"
"33131","Alumina and Aluminum Production and Processing",NA,"No",1127046704.4481,397300115000,31027880000,586470,2007,2016,"Alumina and aluminum production and processing"
"33141","Nonferrous Metal (except Aluminum) Smelting and Refining",NA,"No",22514778.5814,144261790000,6505135000,106730,2007,2016,"Nonferrous metal (except aluminum) smelting and refining"
"33142","Copper Rolling, Drawing, Extruding, and Alloying",NA,"No",63893679.0405,244900485000,11998975000,234900,2007,2016,"Copper rolling, drawing, extruding, and alloying"
