"NAICS_Code","NAICS_DESCRIPTION","Mismatch","Action.Obligation","Obligation.2016","minyear","maxyear"
"314994","Rope, Cordage, Twine, Tire Cord, and Tire Fabric Mills","New in 2012: Missing from Economy Stats",60882.0001,63537.8836359841,2012,2012
"315210","Cut and Sew Apparel Contractors","New in 2012: Missing from Economy Stats",1518970.5625,1585233.31506992,2012,2012
"315220","MenÆs and BoysÆ Cut and Sew Apparel Manufacturing","New in 2012: Missing from Economy Stats",60329.25,62961.0206637445,2012,2012
"315280","Other Cut and Sew Apparel Manufacturing","New in 2012: Missing from Economy Stats",71874,75009.3926111459,2012,2012
"315990","Apparel Accessories and Other Apparel Manufacturing","New in 2012: Missing from Economy Stats",439066.8096,458220.423293676,2012,2012
"316210","Footwear Manufacturing","New in 2012: Missing from Economy Stats",50565.8,52771.6551868086,2012,2012
"316212",NA,"Reassigned in 2012",11403.7998,12555.2548509808,2007,2012
"316998","All Other Leather Good and Allied Product Manufacturing","New in 2012: Missing from Economy Stats",3552.05,3707.002713421,2012,2012
"322220","Paper Bag and Coated and Treated Paper Manufacturing","New in 2012: Missing from Economy Stats",3495.3601,3647.83980379879,2012,2012
"322230","Stationery Product Manufacturing","New in 2012: Missing from Economy Stats",7523.5,7851.70110624087,2012,2012
"331110","Iron and Steel Mills and Ferroalloy Manufacturing","New in 2012: Missing from Economy Stats",14548.6298,15183.2913796702,2012,2012
"331523","Nonferrous Metal Die-Casting Foundries","New in 2012: Missing from Economy Stats",16900,17637.2364850762,2012,2012
"332216","Saw Blade and Handtool Manufacturing","New in 2012: Missing from Economy Stats",283478.2583,295844.56094761,2012,2012
"332613","Spring Manufacturing","New in 2012: Missing from Economy Stats",926.64,967.063243581716,2012,2012
"333244","Printing Machinery and Equipment Manufacturing","New in 2012: Missing from Economy Stats",17363.0195,18120.4544980171,2012,2012
"333249","Other Industrial Machinery Manufacturing","New in 2012: Missing from Economy Stats",35061.7598,36591.2750991442,2012,2012
"333316","Photographic and Photocopying Equipment Manufacturing","New in 2012: Missing from Economy Stats",29217.2598,30491.8177833438,2012,2012
"333318","Other Commercial and Service Industry Machinery Manufacturing","New in 2012: Missing from Economy Stats",314082.4399,327783.802859528,2012,2012
"333413","Industrial and Commercial Fan and Blower and Air Purification Equipment Manufacturing","New in 2012: Missing from Economy Stats",769062,802611.14589856,2012,2012
"333517","Machine Tool Manufacturing","New in 2012: Missing from Economy Stats",113016.8203,117947.005113755,2012,2012
"334118","Computer Terminal and Other Computer Peripheral Equipment Manufacturing","New in 2012: Missing from Economy Stats",6479.25,6761.89730745147,2012,2012
"334614","Software and Other Prerecorded Compact Disc, Tape, and Record Reproducing","New in 2012: Missing from Economy Stats",79529.3398,82998.6848257149,2012,2012
"336310","Motor Vehicle Gasoline Engine and Engine Parts Manufacturing","New in 2012: Missing from Economy Stats",15406.2002,16078.2719682738,2012,2012
"336390","Other Motor Vehicle Parts Manufacturing","New in 2012: Missing from Economy Stats",247703.629,258509.31851388,2012,2012
"339111",NA,"Reassigned in 2007",67719482.3295,76627599.5711969,2007,2012
"421110",NA,"Reassigned in 2002",-4903273.0625,-5626891.28127152,2007,2007
"421120",NA,"Reassigned in 2002",163226,187314.666054625,2007,2007
"421210",NA,"Reassigned in 2002",10609,12174.6614643103,2007,2007
"421320",NA,"Reassigned in 2002",-293,-336.240532476475,2007,2007
"421330",NA,"Reassigned in 2002",1050172,1205154.92311223,2007,2007
"421410",NA,"Reassigned in 2002",67773,77774.8450768878,2007,2007
"421420",NA,"Reassigned in 2002",228006,261654.808354372,2007,2007
"421430",NA,"Reassigned in 2002",42566780.0705,48889386.7169248,2007,2012
"421450",NA,"Reassigned in 2002",486344,558117.971081019,2007,2007
"421610",NA,"Reassigned in 2002",197909,227116.134955244,2007,2007
"421620",NA,"Reassigned in 2002",154223.77,176983.899472114,2007,2007
"421690",NA,"Reassigned in 2002",-13309.2998,-13246.6230573861,2007,2012
"421810",NA,"Reassigned in 2002",2576534,2956775.30410833,2007,2007
"421830",NA,"Reassigned in 2002",45087,51740.8767500574,2007,2012
"421850",NA,"Reassigned in 2002",1050000,1204957.53959146,2007,2007
"421910",NA,"Reassigned in 2002",1236338.62,1418800.15957834,2007,2012
"421990",NA,"Reassigned in 2002",3014561,3459445.71953179,2007,2007
"422110",NA,"Reassigned in 2002",-11659,-13379.6190039018,2007,2007
"422120",NA,"Reassigned in 2002",21674288.8804,24863494.0197053,2007,2012
"422210",NA,"Reassigned in 2002",21857886,25083642.4145054,2007,2007
"422410",NA,"Reassigned in 2002",5066603.7048,5813744.05111714,2007,2012
"422690",NA,"Reassigned in 2002",281197.3896,322696.109249484,2007,2007
"422710",NA,"Reassigned in 2002",5999797.1402,6725472.70521635,2007,2012
"422920",NA,"Reassigned in 2002",2379313.8124,2698443.82656224,2007,2012
"422940",NA,"Reassigned in 2002",244934.12,281081.156759238,2007,2007
"482111",NA,"Not tracked: Railroads",2596982.31,2959739.71206196,2007,2012
"482112",NA,"Not tracked: Railroads",143637.9981,164583.491175501,2007,2012
"491110",NA,"Not tracked: Postal Service",67787931.8176,72380283.0756549,2007,2012
"513210",NA,"Reassigned in 2002",256431.63,294279.130187152,2007,2012
"513310",NA,"Reassigned in 2002",113517495.2558,129894232.281864,2007,2012
"513321",NA,"Reassigned in 2002",4227,4850.81478081249,2007,2007
"513322",NA,"Reassigned in 2002",974558.9327,1118382.98450769,2007,2007
"513330",NA,"Reassigned in 2002",354681964.6117,393759893.746644,2007,2012
"513340",NA,"Reassigned in 2002",10507255.3922,12074052.0220348,2007,2012
"513390",NA,"Reassigned in 2002",32136601.0405,36879275.9243746,2007,2007
"514120",NA,"Reassigned in 2002",185291.4492,215226.603340352,2007,2012
"514191",NA,"Reassigned in 2002",-2375,-2725.49919669497,2007,2007
"514199",NA,"Reassigned in 2002",22401477.7913,25789075.6731403,2007,2012
"514210",NA,"Reassigned in 2002",326025751.0411,373864320.087356,2007,2012
"516110",NA,"Reassigned in 2007",6947270.9142,7893198.26306267,2007,2012
"517211",NA,"Reassigned in 2007",2431727.5869,2794975.49261789,2007,2012
"517212",NA,"Reassigned in 2007",131756991.6085,151122269.768318,2007,2012
"517310",NA,"Reassigned in 2007",49396351.9202,56592818.7851614,2007,2012
"517510",NA,"Reassigned in 2007",10119270.9079,11625266.4985102,2007,2012
"517910",NA,"Reassigned in 2007",300646661.271,335970343.036772,2007,2012
"518111",NA,"Reassigned in 2007",37141361.5237,41766393.6390466,2007,2012
"518112",NA,"Reassigned in 2007",693669,791228.973813698,2007,2012
"525120",NA,"Not tracked: Pension and Other Funds",70901.0898,80143.6207999306,2007,2012
"525190",NA,"Not tracked: Pension and Other Funds",2542226.875,2653127.60905865,2012,2012
"525930",NA,"Not tracked: Pension and Other Funds",11049,12679.5960523296,2007,2007
"541710",NA,"Reassigned in 2007",30330222554.0812,33926050750.3509,2007,2012
"561310",NA,"Reassigned in 2007",15807574.0303,17891108.5329683,2007,2012
"611110","Elementary and Secondary Schools","Not tracked: Schools and Universities",56743923.7079,62376408.5012581,2007,2012
"611210","Junior Colleges","Not tracked: Schools and Universities",30832891.2697,34880026.3166569,2007,2012
"611310","Colleges, Universities, and Professional Schools","Not tracked: Schools and Universities",502356831.2647,553669615.392746,2007,2012
"813110","Religious Organizations","Not tracked: Religious Organizations",19920002.574,21590877.6692104,2007,2012
"813930","Labor Unions and Similar Labor Organizations","Not tracked: Labor Unions and Political Organizations",155184.921,175489.222988392,2007,2012
"813940","Political Organizations","Not tracked: Labor Unions and Political Organizations",700,803.305026394308,2007,2007
"814110",NA,"Not tracked: Private Households",88450.3201,101157.699307697,2007,2012
"921110",NA,"Not tracked: Public Administration",6878200.7898,7776737.61417727,2007,2012
"921120",NA,"Not tracked: Public Administration",442734.5122,496524.725268196,2007,2012
"921130",NA,"Not tracked: Public Administration",-632240.2387,-731675.584058085,2007,2012
"921140",NA,"Not tracked: Public Administration",596210,632217.669433838,2007,2012
"921150",NA,"Not tracked: Public Administration",1023995.0555,1102245.06348701,2007,2012
"921190",NA,"Not tracked: Public Administration",2325573264.3989,2641395357.51449,2007,2012
"922110",NA,"Not tracked: Public Administration",66754.8301,73705.5643228469,2007,2012
"922120",NA,"Not tracked: Public Administration",9630885.5824,10729557.1204886,2007,2012
"922130",NA,"Not tracked: Public Administration",1045483.6656,1135508.88782986,2007,2012
"922140",NA,"Not tracked: Public Administration",3497070.5589,3886760.04302481,2007,2012
"922160",NA,"Not tracked: Public Administration",10460751.1616,11427056.7846666,2007,2012
"922190",NA,"Not tracked: Public Administration",1883458.3978,2093434.20535602,2007,2012
"923110",NA,"Not tracked: Public Administration",33339143.5172,36515545.3524504,2007,2012
"923120",NA,"Not tracked: Public Administration",10166083.1743,11405530.1900217,2007,2012
"923130",NA,"Not tracked: Public Administration",3100721.6797,3267868.72602604,2007,2012
"923140",NA,"Not tracked: Public Administration",51651.34,58442.3317293102,2007,2012
"924110",NA,"Not tracked: Public Administration",418612344.8595,440466330.281564,2007,2012
"924120",NA,"Not tracked: Public Administration",25035723.0368,26994174.59968,2007,2012
"925110",NA,"Not tracked: Public Administration",8210870.7667,9261067.55626211,2007,2012
"925120",NA,"Not tracked: Public Administration",167887,193084.548303143,2007,2012
"926110",NA,"Not tracked: Public Administration",94645,102826.641807494,2007,2012
"926120",NA,"Not tracked: Public Administration",454297.2595,501063.987086543,2007,2012
"926130",NA,"Not tracked: Public Administration",375479524.9163,412377803.487303,2007,2012
"926140",NA,"Not tracked: Public Administration",24938,28618.3153546018,2007,2007
"926150",NA,"Not tracked: Public Administration",5964680.0393,6317140.92342853,2007,2012
"927110",NA,"Not tracked: Public Administration",1378571098.6936,1513871645.35704,2007,2012
"928110",NA,"Not tracked: Public Administration",107038500.0095,115697684.971394,2007,2012
"928120",NA,"Not tracked: Public Administration",9921397.9502,10729004.9070714,2007,2012
