"OfficeSum","DISAprodserv.sum","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020"
"IT Contracting PL83","Other Products",,,,-3.4791847893625e-07,0.173725593386582,0.183863706517814,0.316543845094045,0.224031794665965,0.182490822037203,0.335755799039463,0.407728297306858,0.348366486051585,0.381694824552247,0.306827162687301,0.444725090934728,0.445461051015611,0.4931188776542
"IT Contracting PL83","Unlabeled",,,,,,,,,,,,,-1.15863562533839e-09,,,,
"IT Contracting PL84","Professional, Administrative,
and Managerial Services",,,,,,,,,,,,,,,0.00783261554757443,0.00168949897520661,0.008499776928
"IT Contracting PL84","Information & Communication
Technology Services",,,,,,,,,,,,,,,0.469888710854154,0.943257638576268,1.5851901998578
"IT Contracting PL84","Other Services and R&D",,,,,,,,,,,,,,,0.0070383742660837,-0.00112394520844812,0.0025285451882
"IT Contracting PL84","Software as a Product",,,,,,,,,,,,,,,0.066360907617843,0.351638007722273,0.1280280842975
"IT Contracting PL84","Other Products",,,,,,,,,,,,,,,0.0200478721693733,0.270027675957555,0.175793546751
"DITCO OCONUS","Professional, Administrative,
and Managerial Services",,0.000582869565217391,0.0158609120131495,0.0155993500683485,0.00898460854742481,0.000433620484352431,0.000568848311254326,0.00151853998549199,,0.000293397496899312,0.000247961061946903,0.00125823432382514,0.00308825489918787,0.00275297489895767,-2.51315522590048e-05,,
"DITCO OCONUS","Information & Communication
Technology Services",0.221573592095438,0.362878770750988,0.217498452001277,0.210401147329564,0.301035925007184,0.240409468122773,0.713078563216255,0.649225426819001,0.23687341272316,0.312225681200474,0.355688445781637,0.103207940373333,0.29741593467385,0.18737572313997,0.388080061485426,0.782788949950311,0.2972568983639
"DITCO OCONUS","Other Services and R&D",0.00047409041542221,0.000625935441370224,0.00031410500587259,0.00203973645035417,0.00304218454158042,0.000204240924289841,0.000134911802840434,6.20128014508015e-05,0.000223004501205649,0.000399692321569512,0.000592563185840708,0.000745168747868853,0.00100856043692474,0.000533332077217613,0.0020293663312513,5.25618618508315e-05,0.0003120710644
"DITCO OCONUS","Software as a Product",0.000380667933749661,0.00077135836627141,0.000607428619813609,0.0025452292779918,0.000670815905637404,0.00259437307823784,0.00179022347153598,0.00718064766783667,0.0049974564550465,0.00466534780708084,0.00459709437964602,0.00145339659748634,0.00118346792149432,0.000204981258136567,0.000347793021028524,0.00106916973951638,0.0001163921895
"DITCO OCONUS","Other Products",0.00483576432256313,0.0164581989459816,0.0700163525090004,0.0563392472691686,0.0433402245205163,0.0495535546553924,0.0377137284495763,0.0162480355722476,0.0294646496327937,0.0147971653396099,0.0130081292477876,0.0108411288899454,0.0120540535656741,0.00985076524771325,0.00524423418613367,0.0079247465016835,0.0055516104418
"DITCO OCONUS","Unlabeled",,,2.59606791778374e-05,,,,,,,,,,,,,,
"DISA Fort Meade","Professional, Administrative,
and Managerial Services",0.549818102196715,0.10437165437668,0.147342592069577,0.299558018141295,0.457619466984658,0.445959227843645,0.392224606431436,0.367110449080145,0.371107885790906,0.310528777957154,0.287378757037279,0.259191627343169,0.263549848274932,0.221644084357477,0.181654592129711,0.206750719529538,0.1831374871371
"DISA Fort Meade","Information & Communication
Technology Services",0.364133221846185,0.27221623254282,0.216078426588663,0.262251731687337,0.175340132371606,0.180625456657439,0.169214185792457,0.159970029193752,0.161611613128143,0.183175229606044,0.31916061840719,0.57801302972459,0.299619077792528,0.27075513437024,0.298768553283677,0.267243760109071,0.2508893389519
"DISA Fort Meade","Other Services and R&D",0.089331515069237,0.0132166758893281,0.0167560385548321,0.0983022629551386,0.087123787486911,0.0843030979173086,0.0817779687004416,0.0803448776240786,0.0536726443939603,0.0669646317623182,0.0509755337610619,0.0577666149902732,0.0513881453419599,0.0127408019110827,0.0147153505273787,0.0124650909171513,0.023645137204
"DISA Fort Meade","Software as a Product",0.0297106543578604,0.024043255599473,0.0579512144507851,0.019524270655151,0.0412857141346646,0.0973465270521184,0.0772453016905359,0.0955944406821107,0.0653009006745895,0.0459296914458225,0.0485946780095133,0.026314217212459,0.0132613570294532,0.00714508633173793,0.00640952515656881,0.00379365301958984,0.0036226196877
"DISA Fort Meade","Other Products",0.498184442030953,0.337459604743083,0.112026743903996,0.0900214170499565,0.0985743817818093,0.0502044336856042,0.0879241422439432,0.0248019050895051,0.0688260048978069,0.0330127272754538,0.063431770796792,0.0257506780269945,0.0102921106346508,0.00752829834248032,0.00859334524005829,0.0090268270057137,0.002238698767
"J7 White House Comm.","Professional, Administrative,
and Managerial Services",,,,,,,,,,,0.000569982013274336,0.00475504704874317,0.00345246662295614,0.00316164111486918,0.00207953818748699,0.00203898496694215,0.0051568651801
"J7 White House Comm.","Information & Communication
Technology Services",,,,,,,,,,,0.00124671517699115,0.010810378882623,0.0132789292622631,0.0104923905107424,0.00704902346585467,0.00595694321885522,0.0103396546349
"J7 White House Comm.","Other Services and R&D",,,,,,,,,,,0.000377029867256637,0.00102533364371585,0.000443040672333514,0.0014975428047224,0.000895030636060795,0.000881550404652586,0.000991306315
"J7 White House Comm.","Software as a Product",,,,,,,,,,,0.00014944453539823,0.00199244408830601,0.00336062081743368,0.000603926976175282,8.54106615656881e-05,0.00476505270615243,8.267596e-05
"J7 White House Comm.","Other Products",,,,,,,,,,,0.0182331684630531,0.0427659625936612,0.0216303554467786,0.021480340123378,0.0200573448435353,0.0286886572666055,0.0277091694148
