"CalendarYear","exclude","NAICS_Code","naics_text","obl","cont_count","hh_index","pct_sum_check","top4","top8","top12","top20","top50","mismatch"
1999,FALSE,"332722","Bolt, Nut, Screw, Rivet, and Washer Manufacturing",0,4,NA,0,NA,NA,NA,NA,NA,NA
1999,FALSE,"332912","Fluid Power Valve and Hose Fitting Manufacturing",28000,2,10000,1,1,1,1,1,1,NA
1999,FALSE,"332991","Ball and Roller Bearing Manufacturing",0,9,NA,0,NA,NA,NA,NA,NA,NA
1999,FALSE,"332993","Ammunition (except Small Arms) Manufacturing",7303260,2,7450.93747926729,1,1,1,1,1,1,NA
1999,FALSE,"332995","Other Ordnance and Accessories Manufacturing",2819501,1,10000,1,1,1,1,1,1,NA
1999,FALSE,"332996","Fabricated Pipe and Pipe Fitting Manufacturing",88889,3,10000,1,1,1,1,1,1,NA
1999,FALSE,"332999","All Other Miscellaneous Fabricated Metal Product Manufacturing",52847190,5,9890.77257545659,1,1,1,1,1,1,NA
1999,FALSE,"333120","Construction Machinery Manufacturing",680634,6,3698.60066286704,1,0.918230649658994,1,1,1,1,NA
1999,FALSE,"333298","All Other Industrial Machinery Manufacturing",76819,1,10000,1,1,1,1,1,1,NA
1999,FALSE,"333313","Office Machinery Manufacturing",0,2,NA,0,NA,NA,NA,NA,NA,NA
1999,FALSE,"333314","Optical Instrument and Lens Manufacturing",105154,1,10000,1,1,1,1,1,1,NA
1999,FALSE,"333315","Photographic and Photocopying Equipment Manufacturing",0,1,NA,0,NA,NA,NA,NA,NA,NA
1999,FALSE,"333319","Other Commercial and Service Industry Machinery Manufacturing",1868345,9,2202.41985196164,1,0.845610955150146,0.981763004156085,1,1,1,NA
1999,FALSE,"333414","Heating Equipment (except Warm Air Furnaces) Manufacturing",0,1,NA,0,NA,NA,NA,NA,NA,NA
1999,FALSE,"333415","Air-Conditioning and Warm Air Heating Equipment and Commercial and Industrial Refrigeration Equipment",353245,3,3714.03427750894,1,1,1,1,1,1,NA
1999,FALSE,"333512","Machine Tool (Metal Cutting Types) Manufacturing",15703913,3,9218.97303608404,1,1,1,1,1,1,NA
1999,FALSE,"333518","Other Metalworking Machinery Manufacturing",302596,2,7195.1914000694,1,1,1,1,1,1,NA
1999,FALSE,"333611","Turbine and Turbine Generator Set Units Manufacturing",195420,2,10000,1,1,1,1,1,1,NA
1999,FALSE,"333612","Speed Changer, Industrial High-Speed Drive, and Gear Manufacturing",0,1,NA,0,NA,NA,NA,NA,NA,NA
1999,FALSE,"333911","Pump and Pumping Equipment Manufacturing",0,3,NA,0,NA,NA,NA,NA,NA,NA
1999,FALSE,"333923","Overhead Traveling Crane, Hoist, and Monorail System Manufacturing",0,1,NA,0,NA,NA,NA,NA,NA,NA
1999,FALSE,"333924","Industrial Truck, Tractor, Trailer, and Stacker Machinery Manufacturing",618217,4,3176.52132396352,1,1,1,1,1,1,NA
1999,FALSE,"333991","Power-Driven Handtool Manufacturing",196821,1,10000,1,1,1,1,1,1,NA
1999,FALSE,"333995","Fluid Power Cylinder and Actuator Manufacturing",0,1,NA,0,NA,NA,NA,NA,NA,NA
1999,FALSE,"333999","All Other Miscellaneous General Purpose Machinery Manufacturing",3232879,5,5742.98732522497,1,1,1,1,1,1,NA
1999,FALSE,"334111","Electronic Computer Manufacturing",73163395.7598,50,1657.16859203417,1,0.699767494058281,0.829262355630917,0.914525303643633,0.958855590990878,1,NA
1999,FALSE,"334112","Computer Storage Device Manufacturing",1466344,5,3851.11230495836,1,0.942537358218808,1,1,1,1,NA
1999,FALSE,"334113","Computer Terminal Manufacturing",513397,2,8749.69900011993,1,1,1,1,1,1,NA
1999,FALSE,"334119","Other Computer Peripheral Equipment Manufacturing",10274891,21,1450.86905538426,1,0.639583037912519,0.834869781100354,0.926940928132474,0.997366395419669,1,NA
1999,FALSE,"334210","Telephone Apparatus Manufacturing",16043260,3,5510.40502540888,1,1,1,1,1,1,NA
1999,FALSE,"334220","Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing",23351382,8,4061.36088979566,1,0.997246427053301,1,1,1,1,NA
1999,FALSE,"334290","Other Communications Equipment Manufacturing",41220148,30,4014.11418747412,1,0.901793104111384,0.969143397084982,0.98390112055941,0.995778166742792,1,NA
1999,FALSE,"334310","Audio and Video Equipment Manufacturing",0,1,NA,0,NA,NA,NA,NA,NA,NA
1999,FALSE,"334417","Electronic Connector Manufacturing",1739661,1,10000,1,1,1,1,1,1,NA
1999,FALSE,"334418","Printed Circuit Assembly (Electronic Assembly) Manufacturing",219631,3,6124.75962042516,1,1,1,1,1,1,NA
1999,FALSE,"334419","Other Electronic Component Manufacturing",23094888,7,8902.76421675984,1,1,1,1,1,1,NA
1999,FALSE,"334510","Electromedical and Electrotherapeutic Apparatus Manufacturing",67412,2,10000,1,1,1,1,1,1,NA
1999,FALSE,"334511","Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing",309751000,18,5243.00875740263,1,0.943254401115735,0.988384292544657,0.999634060906987,1,1,NA
1999,FALSE,"334512","Automatic Environmental Control Manufacturing for Residential, Commercial, and Appliance Use",204695,1,10000,1,1,1,1,1,1,NA
1999,FALSE,"334513","Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables",428178,7,2019.8420776551,1,0.823403567468816,1,1,1,1,NA
1999,FALSE,"334515","Instrument Manufacturing for Measuring and Testing Electricity and Electrical Signals",149786,3,3473.24265858045,1,1,1,1,1,1,NA
1999,FALSE,"334516","Analytical Laboratory Instrument Manufacturing",1283172,13,1501.21997447874,1,0.680053024847799,0.907921151646077,1,1,1,NA
1999,FALSE,"334519","Other Measuring and Controlling Device Manufacturing",123264,6,5105.79327702088,1,1,1,1,1,1,NA
1999,FALSE,"334611","Software Reproducing",611514,1,10000,1,1,1,1,1,1,NA
1999,FALSE,"335122","Commercial, Industrial, and Institutional Electric Lighting Fixture Manufacturing",0,1,NA,0,NA,NA,NA,NA,NA,NA
1999,FALSE,"335222","Household Refrigerator and Home Freezer Manufacturing",221828,3,5778.36079153279,1,1,1,1,1,1,NA
1999,FALSE,"335228","Other Major Household Appliance Manufacturing",88163,1,10000,1,1,1,1,1,1,NA
1999,FALSE,"335312","Motor and Generator Manufacturing",23472640,5,9928.76113671081,1,1,1,1,1,1,NA
1999,FALSE,"335313","Switchgear and Switchboard Apparatus Manufacturing",190531,2,5197.58046065553,1,1,1,1,1,1,NA
1999,FALSE,"335314","Relay and Industrial Control Manufacturing",211671,2,10000,1,1,1,1,1,1,NA
1999,FALSE,"335911","Storage Battery Manufacturing",118644,1,10000,1,1,1,1,1,1,NA
1999,FALSE,"335931","Current-Carrying Wiring Device Manufacturing",100132,2,5576.61274566141,1,1,1,1,1,1,NA
1999,FALSE,"335999","All Other Miscellaneous Electrical Equipment and Component Manufacturing",5160640,12,3105.08401836627,1,0.909144408445464,0.974979653686365,1,1,1,NA
1999,FALSE,"336120","Heavy Duty Truck Manufacturing",65531,1,10000,1,1,1,1,1,1,NA
1999,FALSE,"336211","Motor Vehicle Body Manufacturing",212785,7,5033.37623733742,1,1,1,1,1,1,NA
1999,FALSE,"336399","All Other Motor Vehicle Parts Manufacturing",1231751,5,9198.18882677644,1,1,1,1,1,1,NA
1999,FALSE,"336411","Aircraft Manufacturing",1986981146,13,4161.3256766892,1,0.959230149185596,0.999622703044242,1,1,1,NA
1999,FALSE,"336412","Aircraft Engine and Engine Parts Manufacturing",308989254,10,5324.75290241525,1,0.980385544411198,1,1,1,1,NA
1999,FALSE,"336413","Other Aircraft Parts and Auxiliary Equipment Manufacturing",754302789,108,1932.20891155738,1,0.722893169628729,0.932415210783478,0.980654019562428,1,1,NA
1999,FALSE,"336414","Guided Missile and Space Vehicle Manufacturing",532411929,8,2620.68889308539,1,0.854756118734522,1,1,1,1,NA
1999,FALSE,"336419","Other Guided Missile and Space Vehicle Parts and Auxiliary Equipment Manufacturing",103885122,3,9892.10675958402,1,1,1,1,1,1,NA
1999,FALSE,"336611","Ship Building and Repairing",1354686618,15,3612.44890067301,1,0.998813358027871,1,1,1,1,NA
1999,FALSE,"336612","Boat Building",2585372,7,4376.95021069134,1,1,1,1,1,1,NA
1999,FALSE,"336991","Motorcycle, Bicycle, and Parts Manufacturing",139396,1,10000,1,1,1,1,1,1,NA
1999,FALSE,"336999","All Other Transportation Equipment Manufacturing",0,6,NA,0,NA,NA,NA,NA,NA,NA
1999,FALSE,"337122","Nonupholstered Wood Household Furniture Manufacturing",3013016,9,2038.87080446405,1,0.777658001152334,0.990660520886713,1,1,1,NA
1999,FALSE,"337124","Metal Household Furniture Manufacturing",111476,1,10000,1,1,1,1,1,1,NA
1999,FALSE,"337127","Institutional Furniture Manufacturing",194995,2,7137.51592972058,1,1,1,1,1,1,NA
1999,FALSE,"337211","Wood Office Furniture Manufacturing",301513,2,6133.33490206424,1,1,1,1,1,1,NA
1999,FALSE,"337214","Office Furniture (except Wood) Manufacturing",7446355,29,1140.03612268714,1,0.569852901184539,0.775994698077113,0.868448657094646,0.955013560325824,1,NA
1999,FALSE,"339111","Laboratory Apparatus and Furniture Manufacturing",3146649,10,NA,1,NA,NA,NA,NA,NA,"Reassigned in 2007"
1999,FALSE,"339112","Surgical and Medical Instrument Manufacturing",698427,12,2474.36845247843,1,0.771326137162509,1,1,1,1,NA
1999,FALSE,"339113","Surgical Appliance and Supplies Manufacturing",157774,6,10000,1,1,1,1,1,1,NA
1999,FALSE,"339114","Dental Equipment and Supplies Manufacturing",210676,2,10000,1,1,1,1,1,1,NA
1999,FALSE,"339920","Sporting and Athletic Goods Manufacturing",1957965,8,3390.61422202352,1,0.895852581634503,1,1,1,1,NA
1999,FALSE,"339932","Game, Toy, and Children'S Vehicle Manufacturing",76548,1,10000,1,1,1,1,1,1,NA
1999,FALSE,"339950","Sign Manufacturing",56315,2,5010.05181743915,1,1,1,1,1,1,NA
1999,FALSE,"339991","Gasket, Packing, and Sealing Device Manufacturing",0,25,NA,0,NA,NA,NA,NA,NA,NA
1999,FALSE,"339994","Broom, Brush, and Mop Manufacturing",0,1,NA,0,NA,NA,NA,NA,NA,NA
1999,FALSE,"339999","All Other Miscellaneous Manufacturing",53629,4,5009.12474601654,1,1,1,1,1,1,NA
1999,FALSE,"421410","Photographic Equipment and Supplies Wholesalers",0,1,NA,0,NA,NA,NA,NA,NA,"Reassigned in 2002"
1999,FALSE,"421430","Computer and Computer Peripheral Equipment and Software Wholesalers",3107421,12,NA,1,NA,NA,NA,NA,NA,"Reassigned in 2002"
1999,FALSE,"421450","Medical, Dental, and Hospital Equipment and Supplies Wholesalers",82659,2,NA,1,NA,NA,NA,NA,NA,"Reassigned in 2002"
1999,FALSE,"421850","Service Establishment Equipment and Supplies Wholesalers",197999,1,NA,1,NA,NA,NA,NA,NA,"Reassigned in 2002"
1999,FALSE,"422920","Book, Periodical, and Newspaper Wholesalers",27975,1,NA,1,NA,NA,NA,NA,NA,"Reassigned in 2002"
1999,FALSE,"423430","Computer and Computer Peripheral Equipment and Software Merchant Wholesalers",48218,1,10000,1,1,1,1,1,1,NA
1999,FALSE,"423450","Medical, Dental, and Hospital Equipment and Supplies Merchant Wholesalers",0,3,NA,0,NA,NA,NA,NA,NA,NA
1999,FALSE,"423460","Ophthalmic Goods Merchant Wholesalers",0,1,NA,0,NA,NA,NA,NA,NA,NA
1999,FALSE,"423610","Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers",0,3,NA,0,NA,NA,NA,NA,NA,NA
1999,FALSE,"423620","Household Appliances, Electric Housewares, and Consumer Electronics Merchant Wholesalers",125512,1,10000,1,1,1,1,1,1,NA
1999,FALSE,"423710","Hardware Merchant Wholesalers",0,1,NA,0,NA,NA,NA,NA,NA,NA
1999,FALSE,"423720","Plumbing and Heating Equipment and Supplies (Hydronics) Merchant Wholesalers",0,1,NA,0,NA,NA,NA,NA,NA,NA
1999,FALSE,"423830","Industrial Machinery and Equipment Merchant Wholesalers",0,6,NA,0,NA,NA,NA,NA,NA,NA
1999,FALSE,"423840","Industrial Supplies Merchant Wholesalers",0,1,NA,0,NA,NA,NA,NA,NA,NA
1999,FALSE,"423850","Service Establishment Equipment and Supplies Merchant Wholesalers",29223,1,10000,1,1,1,1,1,1,NA
1999,FALSE,"423860","Transportation Equipment and Supplies (except Motor Vehicle) Merchant Wholesalers",0,1,NA,0,NA,NA,NA,NA,NA,NA
1999,FALSE,"423990","Other Miscellaneous Durable Goods Merchant Wholesalers",0,1,NA,0,NA,NA,NA,NA,NA,NA
1999,FALSE,"424110","Printing and Writing Paper Merchant Wholesalers",0,1,NA,0,NA,NA,NA,NA,NA,NA
1999,FALSE,"424210","Drugs and Druggists' Sundries Merchant Wholesalers",0,1,NA,0,NA,NA,NA,NA,NA,NA
1999,FALSE,"424410","General Line Grocery Merchant Wholesalers",0,1,NA,0,NA,NA,NA,NA,NA,NA
1999,FALSE,"424450","Confectionery Merchant Wholesalers",0,1,NA,0,NA,NA,NA,NA,NA,NA
1999,FALSE,"424690","Other Chemical and Allied Products Merchant Wholesalers",0,1,NA,0,NA,NA,NA,NA,NA,NA
1999,FALSE,"424950","Paint, Varnish, and Supplies Merchant Wholesalers",0,1,NA,0,NA,NA,NA,NA,NA,NA
1999,FALSE,"441310","Automotive Parts and Accessories Stores",211218,4,5195.93410423339,1,1,1,1,1,1,NA
1999,FALSE,"441320","Tire Dealers",195390.9815,1,10000,1,1,1,1,1,1,NA
1999,FALSE,"443120","Computer and Software Stores",174882618,91,897.679406101934,1,0.477324716170477,0.646524716367181,0.762189053002397,0.858745012611831,0.975812444665027,NA
1999,FALSE,"444130","Hardware Stores",30600,1,10000,1,1,1,1,1,1,NA
1999,FALSE,"448150","Clothing Accessories Stores",0,1,NA,0,NA,NA,NA,NA,NA,NA
1999,FALSE,"451110","Sporting Goods Stores",333643,1,10000,1,1,1,1,1,1,NA
1999,FALSE,"453110","Florists",0,1,NA,0,NA,NA,NA,NA,NA,NA
1999,FALSE,"454312","Liquefied Petroleum Gas (Bottled Gas) Dealers",1183353,4,2920.11233302827,1,1,1,1,1,1,NA
1999,FALSE,"481112","Scheduled Freight Air Transportation",100740,1,10000,1,1,1,1,1,1,NA
1999,FALSE,"481219","Other Nonscheduled Air Transportation",5428749,1,10000,1,1,1,1,1,1,NA
1999,FALSE,"483111","Deep Sea Freight Transportation",47088613,3,4805.79337602431,1,1,1,1,1,1,NA
1999,FALSE,"483114","Coastal and Great Lakes Passenger Transportation",0,1,NA,0,NA,NA,NA,NA,NA,NA
1999,FALSE,"484110","General Freight Trucking, Local",0,12,NA,0,NA,NA,NA,NA,NA,NA
1999,FALSE,"484210","Used Household and Office Goods Moving",0,2,NA,0,NA,NA,NA,NA,NA,NA
1999,FALSE,"485310","Taxi Service",0,1,NA,0,NA,NA,NA,NA,NA,NA
1999,FALSE,"485410","School and Employee Bus Transportation",329505,3,4777.02550000163,1,1,1,1,1,1,NA
1999,FALSE,"488119","Other Airport Operations",288450,1,10000,1,1,1,1,1,1,NA
1999,FALSE,"488190","Other Support Activities for Air Transportation",38252092,4,4868.58242497253,1,1,1,1,1,1,NA
1999,FALSE,"488310","Port and Harbor Operations",7010000,2,9971.51002948712,1,1,1,1,1,1,NA
1999,FALSE,"488991","Packing and Crating",0,1,NA,0,NA,NA,NA,NA,NA,NA
1999,FALSE,"492110","Couriers and Express Delivery Services",0,5,NA,0,NA,NA,NA,NA,NA,NA
1999,FALSE,"493110","General Warehousing and Storage",0,1,NA,0,NA,NA,NA,NA,NA,NA
1999,FALSE,"493190","Other Warehousing and Storage",-5793.6802,1,NA,0,NA,NA,NA,NA,NA,NA
1999,FALSE,"511120","Periodical Publishers",2410343,2,7580.30380709745,1,1,1,1,1,1,NA
1999,FALSE,"511130","Book Publishers",26680,1,10000,1,1,1,1,1,1,NA
1999,FALSE,"511199","All Other Publishers",673554,2,6141.61954912762,1,1,1,1,1,1,NA
1999,FALSE,"511210","Software Publishers",4477253,10,2717.28913522908,1,0.844413527669756,0.991476916761237,1,1,1,NA
1999,FALSE,"513210","Cable Networks",114408,1,NA,1,NA,NA,NA,NA,NA,"Reassigned in 2002"
1999,FALSE,"513310","Wired Telecommunications Carriers",26455159,7,NA,1,NA,NA,NA,NA,NA,"Reassigned in 2002"
1999,FALSE,"513322","Cellular and Other Wireless Telecommunications",240319,3,NA,1,NA,NA,NA,NA,NA,"Reassigned in 2002"
1999,FALSE,"513390","Other Telecommunications",29537356,1,NA,1,NA,NA,NA,NA,NA,"Reassigned in 2002"
1999,FALSE,"514191","On-Line Information Services",426257,1,NA,1,NA,NA,NA,NA,NA,"Reassigned in 2002"
1999,FALSE,"514210","Data Processing Services",128712,1,NA,1,NA,NA,NA,NA,NA,"Reassigned in 2002"
1999,FALSE,"515210","Cable and Other Subscription Programming",96195,2,10000,1,1,1,1,1,1,NA
1999,FALSE,"517110","Wired Telecommunications Carriers",6841048,10,3954.67494794212,1,0.951435652341245,0.995633173788912,1,1,1,NA
1999,FALSE,"517212","Cellular and Other Wireless Telecommunications",41616,3,NA,1,NA,NA,NA,NA,NA,"Reassigned in 2007"
1999,FALSE,"518111","Internet Service Providers",4719645,3,NA,1,NA,NA,NA,NA,NA,"Reassigned in 2007"
1999,FALSE,"518210","Data Processing, Hosting, and Related Services",22249264,18,3887.91067865835,1,0.848562541214846,0.935270038595434,0.968394415204026,1,1,NA
1999,FALSE,"532299","All Other Consumer Goods Rental",86527,1,10000,1,1,1,1,1,1,NA
1999,FALSE,"532412","Construction, Mining, and Forestry Machinery and Equipment Rental and Leasing",37500,2,10000,1,1,1,1,1,1,NA
1999,FALSE,"532490","Other Commercial and Industrial Machinery and Equipment Rental and Leasing",174931,2,10000,1,1,1,1,1,1,NA
1999,FALSE,"541110","Offices of Lawyers",563046,1,10000,1,1,1,1,1,1,NA
1999,FALSE,"541211","Offices of Certified Public Accountants",8445531,2,9858.93179270583,1,1,1,1,1,1,NA
1999,FALSE,"541219","Other Accounting Services",4054854,2,7689.8156605439,1,1,1,1,1,1,NA
1999,FALSE,"541310","Architectural Services",8092439,5,9773.29336457655,1,0.998692236048983,1,1,1,1,NA
1999,FALSE,"541330","Engineering Services",843622078.625,93,1664.06273317745,1,0.769699568799297,0.910470045757191,0.950829485370988,0.974021011373364,0.999231462505386,NA
1999,FALSE,"541350","Building Inspection Services",0,1,NA,0,NA,NA,NA,NA,NA,NA
1999,FALSE,"541380","Testing Laboratories",5270382,3,5976.91154570271,1,1,1,1,1,1,NA
1999,FALSE,"541410","Interior Design Services",22449,1,10000,1,1,1,1,1,1,NA
1999,FALSE,"541511","Custom Computer Programming Services",168667820,73,936.047835373715,1,0.531493013901525,0.718395992786294,0.81607249088771,0.90392190994109,0.988350403769966,NA
1999,FALSE,"541512","Computer Systems Design Services",114675543,49,2158.66989910314,1,0.646343231180514,0.774211952063746,0.847133813004923,0.925682444773774,1,NA
1999,FALSE,"541513","Computer Facilities Management Services",2517152.1406,5,2918.14484867229,1,0.945064901811204,1,1,1,1,NA
1999,FALSE,"541519","Other Computer Related Services",184624428.1875,135,466.335442423434,1,0.357917228885226,0.520899773921526,0.609421493097849,0.711701306277149,0.90313012508035,NA
1999,FALSE,"541611","Administrative Management and General Management Consulting Services",73765632,67,844.904619171123,1,0.512716484779216,0.714609408725476,0.78762068051696,0.872918464089133,0.988201807973453,NA
1999,FALSE,"541612","Human Resources Consulting Services (2007), Human Resources and Executive Search Consulting Services (2002)",50748,1,10000,1,1,1,1,1,1,NA
1999,FALSE,"541618","Other Management Consulting Services",2904884,2,6681.16407187988,1,1,1,1,1,1,NA
1999,FALSE,"541620","Environmental Consulting Services",8110484,8,4874.49884428188,1,0.935526289183235,1,1,1,1,NA
1999,FALSE,"54171","Research and Development in the Physical, Engineering, and Life Sciences (except Biotechnology)",147758783.0031,45,854.801661399148,1,0.509595778713291,0.716318643173097,0.839874650172049,0.948943369851788,1,"Scientific R&D Manual Aggregation"
1999,FALSE,"541720","Research and Development in the Social Sciences and Humanities",4120,1,10000,1,1,1,1,1,1,NA
1999,FALSE,"541820","Public Relations Agencies",627897,1,10000,1,1,1,1,1,1,NA
1999,FALSE,"541990","All Other Professional, Scientific, and Technical Services",54471132,16,8082.64638742327,1,0.984743184701945,0.999127978467567,1,1,1,NA
1999,FALSE,"561110","Office Administrative Services",41933627.1299,3,9263.94795113011,1,1,1,1,1,1,NA
1999,FALSE,"561210","Facilities Support Services",205081575,18,1945.67674730085,1,0.805201257109519,0.935969284417676,0.991967625565583,1,1,NA
1999,FALSE,"561450","Credit Bureaus",205600,2,7111.23559781374,1,1,1,1,1,1,NA
1999,FALSE,"561611","Investigation Services",178000,1,10000,1,1,1,1,1,1,NA
1999,FALSE,"561613","Armored Car Services",141974,1,10000,1,1,1,1,1,1,NA
1999,FALSE,"561621","Security Systems Services (except Locksmiths)",0,1,NA,0,NA,NA,NA,NA,NA,NA
1999,FALSE,"561710","Exterminating and Pest Control Services",37254,2,10000,1,1,1,1,1,1,NA
1999,FALSE,"561720","Janitorial Services",10927881,11,2024.24562685949,1,0.810124304977333,0.990788058544927,1,1,1,NA
1999,FALSE,"561730","Landscaping Services",715057,4,7474.74228435809,1,1,1,1,1,1,NA
1999,FALSE,"561790","Other Services to Buildings and Dwellings",0,2,NA,0,NA,NA,NA,NA,NA,NA
1999,FALSE,"561990","All Other Support Services",17848737,2,10000,1,1,1,1,1,1,NA
1999,FALSE,"562111","Solid Waste Collection",1562063,2,7681.54272306571,1,1,1,1,1,1,NA
1999,FALSE,"562112","Hazardous Waste Collection",0,1,NA,0,NA,NA,NA,NA,NA,NA
1999,FALSE,"562119","Other Waste Collection",0,1,NA,0,NA,NA,NA,NA,NA,NA
1999,FALSE,"562211","Hazardous Waste Treatment and Disposal",1092748.8047,4,5696.2250290435,1,1,1,1,1,1,NA
1999,FALSE,"562212","Solid Waste Landfill",-409022,2,NA,0,NA,NA,NA,NA,NA,NA
