"","NAICS_Code","NAICS_DESCRIPTION","Mismatch","Action.Obligation","Obligation.2016","RCPTOT","minyear","maxyear","NAICS.display.label"
"33","112420",NA,"Not tracked: Agriculture",9141718.8702,9495761.05148335,0,2007,2018,NA
"34","112511",NA,"Not tracked: Agriculture",5821646.5074,6055512.13295788,0,2007,2018,NA
"35","112512",NA,"Not tracked: Agriculture",1564224.11,1760650.86285592,0,2007,2015,NA
"36","112519",NA,"Not tracked: Agriculture",1546453.3888,1674985.92063969,0,2007,2015,NA
"37","112910",NA,"Not tracked: Agriculture",270896.4502,300063.831361384,0,2007,2011,NA
"38","112920",NA,"Not tracked: Agriculture",401589.5205,419807.25969876,0,2007,2017,NA
"39","112930",NA,"Not tracked: Agriculture",527766.3359,536935.246316005,0,2007,2017,NA
"40","112990",NA,"Not tracked: Agriculture",37294475.4761,38535342.9122742,0,2007,2018,NA
"41","113110","Timber Tract Operations","Not tracked: Agriculture",1371365.1669,1440834.14530459,0,2007,2016,NA
"42","113210","Forest Nurseries and Gathering of Forest Products","Not tracked: Agriculture",3152097.3808,3400119.37332261,0,2007,2017,NA
"43","113310","Logging","Not tracked: Agriculture",13289047.5152,14112398.5868785,0,2007,2017,NA
"44","114111","Finfish Fishing","Not tracked: Agriculture",737323.5884,811038.664291937,0,2007,2013,NA
"45","114112","Shellfish Fishing","Not tracked: Agriculture",317166.4062,352241.425048799,0,2007,2011,NA
"46","114119","Other Marine Fishing","Not tracked: Agriculture",6243992.4192,6726940.18862294,0,2007,2018,NA
"47","114210","Hunting and Trapping","Not tracked: Agriculture",4948250.8452,5297299.33780779,0,2007,2017,NA
"48","115111","Cotton Ginning","Not tracked: Agriculture",21754,24120.1907085043,0,2008,2008,NA
"49","115112","Soil Preparation, Planting, and Cultivating","Not tracked: Agriculture",57812274.5397,61140954.4910384,0,2007,2018,NA
"50","115113","Crop Harvesting, Primarily by Machine","Not tracked: Agriculture",56492.6808,61691.0223249252,0,2007,2011,NA
"51","115114","Postharvest Crop Activities (except Cotton Ginning)","Not tracked: Agriculture",362605.8812,387988.687466197,0,2007,2012,NA
"52","115115","Farm Labor Contractors and Crew Leaders","Not tracked: Agriculture",46058.4799,48126.4238049555,0,2008,2014,NA
"53","115116","Farm Management Services","Not tracked: Agriculture",227094.0793,250748.25721634,0,2007,2012,NA
"54","115210","Support Activities for Animal Production","Not tracked: Agriculture",26991552.4609,29475178.5177889,0,2007,2017,NA
"55","115310","Support Activities for Forestry","Not tracked: Agriculture",68370831.0951,71672794.9886513,0,2007,2018,NA
"56","211111","Crude Petroleum and Natural Gas Extraction",NA,1242020753.0769,1348354318.47243,483931941,2007,2018,"Crude petroleum and natural gas extraction"
"57","211112","Natural Gas Liquid Extraction",NA,8047554.136,8399641.53991116,82133273,2007,2018,"Natural gas liquid extraction"
"58","212111","Bituminous Coal and Lignite Surface Mining",NA,3985242.2297,4470681.82860472,18509838,2007,2017,"Bituminous coal and lignite surface mining"
"59","212112","Bituminous Coal Underground Mining",NA,62606838.923,64065713.1834865,37871184,2007,2017,"Bituminous coal underground mining"
"60","212113","Anthracite Mining",NA,20187.5,20801.133436373,0,2013,2013,NA
"61","212210","Iron Ore Mining",NA,45956.7617,47635.0254139735,2953963,2007,2013,"Iron ore mining"
"62","212221","Gold Ore Mining",NA,212000,233735.194490342,0,2009,2010,NA
"63","212222","Silver Ore Mining",NA,-3000,-3442.73582740418,205215,2007,2007,"Silver ore mining"
"64","212231","Lead Ore and Zinc Ore Mining",NA,398014.95,434728.480910968,4081867,2007,2014,"Lead ore and zinc ore mining"
"65","212234","Copper Ore and Nickel Ore Mining",NA,558770136.6256,575614977.696782,19729183,2007,2014,"Copper ore and nickel ore mining"
"66","212291","Uranium-Radium-Vanadium Ore Mining",NA,-21467,-23754.5645678876,0,2009,2015,NA
"67","212299","All Other Metal Ore Mining",NA,10950997.3989,10910280.6381538,3033508,2007,2018,"All other metal ore mining"
"68","212311","Dimension Stone Mining and Quarrying",NA,5741844.4526,6052272.17689345,762979,2007,2018,"Dimension stone mining and quarrying"
"69","212312","Crushed and Broken Limestone Mining and Quarrying",NA,92769047.947,97547911.2142145,17923019,2007,2018,"Crushed and broken limestone mining and quarrying"
"70","212313","Crushed and Broken Granite Mining and Quarrying",NA,10217041.7751,11094912.7742566,4550516,2007,2017,"Crushed and broken granite mining and quarrying"
"71","212319","Other Crushed and Broken Stone Mining and Quarrying",NA,137359873.2987,145231469.193948,4097330,2007,2018,"Other crushed and broken stone mining and quarrying"
"72","212321","Construction Sand and Gravel Mining",NA,147286848.1778,157617602.545943,11312671,2007,2018,"Construction sand and gravel mining"
"73","212322","Industrial Sand Mining",NA,4913795.9851,5315209.78003867,2742779,2007,2018,"Industrial sand mining"
"74","212324","Kaolin and Ball Clay Mining",NA,126901.2485,134924.404557441,1706910,2007,2016,"Kaolin and ball clay mining"
"75","212325","Clay and Ceramic and Refractory Minerals Mining",NA,43196613.711,46619521.0049307,1315428,2007,2016,"Clay and ceramic and refractory minerals mining"
"76","212391","Potash, Soda, and Borate Mineral Mining",NA,151281.91,154580.028033853,4500126,2007,2016,"Potash, soda, and borate mineral mining"
"77","212392","Phosphate Rock Mining",NA,1499239.9939,1642668.57692069,997838,2007,2014,"Phosphate rock mining"
"78","212393","Other Chemical and Fertilizer Mineral Mining",NA,8686353.1072,9221331.51251424,1017324,2007,2018,"Other chemical and fertilizer mineral mining"
"79","212399","All Other Nonmetallic Mineral Mining",NA,8221137.2299,8751630.00544543,1450057,2007,2018,"All other nonmetallic mineral mining"
"80","213111","Drilling Oil and Gas Wells",NA,3797846.8539,4024676.51370381,53247609,2007,2017,"Drilling oil and gas wells"
"81","213112","Support Activities for Oil and Gas Operations",NA,319440333.763,322149168.126662,130954718,2007,2018,"Support activities for oil and gas operations"
"82","213113","Support Activities for Coal Mining",NA,16803822.3694,17362546.7628735,3788995,2007,2018,"Support activities for coal mining"
"83","213114","Support Activities for Metal Mining",NA,5402569.9969,5678752.45578478,3471721,2007,2014,"Support activities for metal mining"
"84","213115","Support Activities for Nonmetallic Minerals (except Fuels) Mining",NA,24263831.5939,25660119.1575282,1094026,2007,2018,"Support activities for nonmetallic minerals (except fuels) mining"
"85","221111","Hydroelectric Power Generation",NA,93810924.4598,98637756.9913958,4637381,2007,2018,"Hydroelectric power generation"
"86","221112","Fossil Fuel Electric Power Generation",NA,1643612185.849,1761514628.03091,166835185,2007,2018,"Fossil fuel electric power generation"
"87","221113","Nuclear Electric Power Generation",NA,92140568.6602,96992857.4628419,57863256,2007,2016,"Nuclear electric power generation"
"88","221114","Solar Electric Power Generation",NA,13467742.3412,13624109.6765955,0,2013,2018,NA
"89","221115","Wind Electric Power Generation",NA,2086999.4067,2113988.568814,0,2013,2017,NA
"90","221116","Geothermal Electric Power Generation",NA,49906.4799,50035.3538592471,0,2013,2017,NA
"91","221117","Biomass Electric Power Generation",NA,29186812.2038,29010306.3309159,0,2014,2018,NA
"92","221118","Other Electric Power Generation",NA,32424947.4893,32992525.0786206,0,2013,2018,NA
"93","221119",NA,NA,1440421954.7884,1541271367.32227,11657213,2007,2018,"Other electric power generation"
"94","221121","Electric Bulk Power Transmission and Control",NA,387725824.9593,421739745.674133,14226717,2007,2018,"Electric bulk power transmission and control"
"95","221122","Electric Power Distribution",NA,5606534596.4459,5943753184.91578,620553027,2007,2018,"Electric power distribution"
"96","221210","Natural Gas Distribution",NA,947799677.8198,997380386.301762,218123147,2007,2018,"Natural gas distribution"
"97","221310","Water Supply and Irrigation Systems",NA,3052383685.0487,3209990688.54624,17061162,2007,2018,"Water supply and irrigation systems"
"98","221320","Sewage Treatment Facilities",NA,807482318.9544,854378575.449977,2686176,2007,2018,"Sewage treatment facilities"
"99","221330","Steam and Air-Conditioning Supply",NA,466248563.8182,488731120.756472,2440089,2007,2018,"Steam and air-conditioning supply"
"100","233110",NA,"Reassigned in 2002: Contruction",-41384414,-45036382.697528,0,2007,2010,NA
"101","233210",NA,"Reassigned in 2002: Contruction",20546689.5386,23445223.5319094,0,2007,2011,NA
"102","233220",NA,"Reassigned in 2002: Contruction",82823933.1395,93919516.8938183,0,2007,2013,NA
"103","233310",NA,"Reassigned in 2002: Contruction",101247483.9018,115586826.023336,0,2007,2015,NA
"104","233320",NA,"Reassigned in 2002: Contruction",1056691699.415,1190801317.47662,0,2007,2017,NA
"105","234110",NA,"Reassigned in 2002: Contruction",10706998.8506,12313172.6496898,0,2007,2012,NA
"106","234120",NA,"Reassigned in 2002: Contruction",1159976.7965,1332924.2686231,0,2007,2011,NA
"107","234910",NA,"Reassigned in 2002: Contruction",1563570,1777863.31544815,0,2007,2010,NA
"108","234920",NA,"Reassigned in 2002: Contruction",90743.6299,99222.4207886649,0,2007,2017,NA
"109","234930",NA,"Reassigned in 2002: Contruction",972631.5196,1086583.91451444,0,2007,2011,NA
"110","234990",NA,"Reassigned in 2002: Contruction",225376686.6679,246677367.904236,0,2007,2017,NA
"111","235110",NA,"Reassigned in 2002: Contruction",12531542.1497,14651393.9645265,0,2007,2015,NA
"112","235210",NA,"Reassigned in 2002: Contruction",666387.6508,764357.318383366,0,2007,2015,NA
"113","235310",NA,"Reassigned in 2002: Contruction",234000.4199,266728.578078792,0,2007,2010,NA
"114","235420",NA,"Reassigned in 2002: Contruction",-14524.75,6290.5943418619,0,2007,2015,NA
"115","235430",NA,"Reassigned in 2002: Contruction",-3941.1001,-4361.07126258714,0,2009,2009,NA
"116","235510",NA,"Reassigned in 2002: Contruction",59186,67920.5875602479,0,2007,2008,NA
"117","235520",NA,"Reassigned in 2002: Contruction",-63954,-72199.9022343853,0,2007,2010,NA
"118","235610",NA,"Reassigned in 2002: Contruction",12238334.4408,14049725.5071242,0,2007,2015,NA
"119","235710",NA,"Reassigned in 2002: Contruction",3871400,4443820.40116111,0,2007,2011,NA
"120","235910",NA,"Reassigned in 2002: Contruction",-35607,-40474.0984547884,0,2007,2008,NA
"121","235940",NA,"Reassigned in 2002: Contruction",397962.5182,489672.2495417,0,2007,2015,NA
"122","235950",NA,"Reassigned in 2002: Contruction",4214510.7106,4711643.18984408,0,2007,2017,NA
"123","235990",NA,"Reassigned in 2002: Contruction",115193968.9361,126451945.372164,0,2007,2018,NA
"124","236115","New Single-Family Housing Construction (except For-Sale Builders)","Uncollated at NAICS 4-5: Construction",1313701636.8962,1464358414.37666,129984566,2007,2018,"New single-family housing construction (except for-sale builders)"
"125","236116","New Multifamily Housing Construction (except For-Sale Builders)","Uncollated at NAICS 4-5: Construction",930298102.0079,1029097225.31582,53955360,2007,2018,"New multifamily housing construction (except for-sale builders)"
"126","236117","New Housing For-Sale Builders","Uncollated at NAICS 4-5: Construction",108361565.0542,122606230.90578,262872346,2007,2017,"New housing for-sale builders"
"127","236118","Residential Remodelers","Uncollated at NAICS 4-5: Construction",1729939041.0066,1856037081.57332,104977706,2007,2018,"Residential remodelers"
"128","236210","Industrial Building Construction","Uncollated at NAICS 4-5: Construction",11729296475.9901,12675587379.963,42688467,2007,2018,"Industrial building construction"
"129","236220","Commercial and Institutional Building Construction","Uncollated at NAICS 4-5: Construction",159390334601.139,169448013439.286,661542128,2007,2018,"Commercial and institutional building construction"
"130","237110","Water and Sewer Line and Related Structures Construction","Uncollated at NAICS 4-5: Construction",5393871121.5884,5744848533.61734,88102842,2007,2018,"Water and sewer line and related structures construction"
"131","237120","Oil and Gas Pipeline and Related Structures Construction","Uncollated at NAICS 4-5: Construction",3168733813.0277,3304061160.8077,72430351,2007,2018,"Oil and gas pipeline and related structures construction"
"132","237130","Power and Communication Line and Related Structures Construction","Uncollated at NAICS 4-5: Construction",3976899721.5215,4186181757.18451,78473389,2007,2018,"Power and communication line and related structures construction"
"133","237210","Land Subdivision","Uncollated at NAICS 4-5: Construction",16258326.4314,17802681.0875225,29407407,2007,2018,"Land subdivision"
"134","237310","Highway, Street, and Bridge Construction","Uncollated at NAICS 4-5: Construction",15543952012.1144,16553819293.9845,205887399,2007,2018,"Highway, street, and bridge construction"
"135","237990","Other Heavy and Civil Engineering Construction","Uncollated at NAICS 4-5: Construction",53102001003.9472,56247257372.1985,42468878,2007,2018,"Other heavy and civil engineering construction"
"136","238110","Poured Concrete Foundation and Structure Contractors","Uncollated at NAICS 4-5: Construction",1034316807.2975,1084071386.70254,77321135,2007,2018,"Poured concrete foundation and structure contractors"
"137","238120","Structural Steel and Precast Concrete Contractors","Uncollated at NAICS 4-5: Construction",291816639.4379,307511631.105207,24687532,2007,2018,"Structural steel and precast concrete contractors"
"138","238130","Framing Contractors","Uncollated at NAICS 4-5: Construction",27785344.7627,29681257.5528922,26557116,2007,2018,"Framing contractors"
"139","238140","Masonry Contractors","Uncollated at NAICS 4-5: Construction",119263479.9218,127163006.431677,42876654,2007,2018,"Masonry contractors"
"140","238150","Glass and Glazing Contractors","Uncollated at NAICS 4-5: Construction",48904697.5801,52045932.5003858,18383218,2007,2018,"Glass and glazing contractors"
"141","238160","Roofing Contractors","Uncollated at NAICS 4-5: Construction",2714635897.3803,2856051028.90312,57450592,2007,2018,"Roofing contractors"
"142","238170","Siding Contractors","Uncollated at NAICS 4-5: Construction",75885368.9827,81331643.6613406,12017483,2007,2017,"Siding contractors"
"143","238190","Other Foundation, Structure, and Building Exterior Contractors","Uncollated at NAICS 4-5: Construction",1181287996.4516,1261317782.18874,14164686,2007,2018,"Other foundation, structure, and building exterior contractors"
"144","238210","Electrical Contractors and Other Wiring Installation Contractors","Uncollated at NAICS 4-5: Construction",3754574609.1271,3949237277.69221,251680912,2007,2018,"Electrical contractors and other wiring installation contractors"
"145","238220","Plumbing, Heating, and Air-Conditioning Contractors","Uncollated at NAICS 4-5: Construction",4594879331.5441,4823089981.86897,310713815,2007,2018,"Plumbing, heating, and air-conditioning contractors"
"146","238290","Other Building Equipment Contractors","Uncollated at NAICS 4-5: Construction",901145771.9315,957112795.866127,49273121,2007,2018,"Other building equipment contractors"
"147","238310","Drywall and Insulation Contractors","Uncollated at NAICS 4-5: Construction",95862519.8587,102479441.055657,70765968,2007,2018,"Drywall and insulation contractors"
"148","238320","Painting and Wall Covering Contractors","Uncollated at NAICS 4-5: Construction",1091208432.8774,1159187586.1854,41001095,2007,2018,"Painting and wall covering contractors"
"149","238330","Flooring Contractors","Uncollated at NAICS 4-5: Construction",315575651.7915,335414418.380869,26891918,2007,2018,"Flooring contractors"
"150","238340","Tile and Terrazzo Contractors","Uncollated at NAICS 4-5: Construction",22299099.7048,24123836.0747218,16061014,2007,2017,"Tile and terrazzo contractors"
"151","238350","Finish Carpentry Contractors","Uncollated at NAICS 4-5: Construction",153877030.0112,167810792.637174,45607008,2007,2018,"Finish carpentry contractors"
"152","238390","Other Building Finishing Contractors","Uncollated at NAICS 4-5: Construction",408401412.7676,439417018.215838,15742238,2007,2018,"Other building finishing contractors"
"153","238910","Site Preparation Contractors","Uncollated at NAICS 4-5: Construction",2676283496.612,2840387210.44466,149247847,2007,2018,"Site preparation contractors"
"154","238990","All Other Specialty Trade Contractors","Uncollated at NAICS 4-5: Construction",8555879955.2277,9097723667.77512,75034732,2007,2018,"All other specialty trade contractors"
"155","311111","Dog and Cat Food Manufacturing",NA,4246546.8891,4282167.98727135,36046721,2007,2018,"Dog and cat food manufacturing"
"156","311119","Other Animal Food Manufacturing",NA,5376349.5708,5534618.37990517,61032815,2007,2017,"Other animal food manufacturing"
"157","311211","Flour Milling",NA,826029.3202,902161.904380025,9812455,2007,2017,"Flour milling"
"158","311212","Rice Milling",NA,43078.8901,47646.3506187758,2827302,2007,2011,"Rice milling"
"159","311221","Wet Corn Milling",NA,316791.92,329734.265415251,25018305,2007,2016,"Wet corn milling"
"160","311222",NA,NA,61920,64621.1646837821,37822454,2012,2012,"Soybean processing"
"161","311223",NA,NA,166062.7663,184811.454480212,0,2008,2013,NA
"162","311224","Soybean and Other Oilseed Processing",NA,672940,657989.965051226,0,2015,2017,NA
"163","311225","Fats and Oils Refining and Blending",NA,1331384.774,1389489.62194654,30131627,2007,2017,"Fats and oils refining and blending"
"164","311230","Breakfast Cereal Manufacturing",NA,231800.6994,250393.603011653,9854710,2007,2017,"Breakfast cereal manufacturing"
"165","311312",NA,NA,128941.1021,141594.856559763,0,2008,2014,NA
"166","311313","Beet Sugar Manufacturing",NA,28172.0999,28256.4103656135,0,2015,2017,NA
"167","311314","Cane Sugar Manufacturing",NA,120273,121540.772390447,0,2013,2017,NA
"168","311320",NA,NA,273953.596,313090.956649468,8753576,2007,2013,"Chocolate and confectionery manufacturing from cacao beans"
"169","311330",NA,NA,1931864.7578,2123273.27844967,20262273,2007,2012,"Confectionery manufacturing from purchased chocolate"
"170","311340","Nonchocolate Confectionery Manufacturing",NA,1426176.7701,1498552.40260318,7663283,2008,2014,"Nonchocolate confectionery manufacturing"
"171","311351","Chocolate and Confectionery Manufacturing from Cacao Beans",NA,260160,260863.595120476,0,2015,2016,NA
"172","311352","Confectionery Manufacturing from Purchased Chocolate",NA,2297588.6644,2282681.77274562,0,2013,2017,NA
"173","311411","Frozen Fruit, Juice, and Vegetable Manufacturing",NA,15067108.4835,15318543.3051218,10736019,2007,2017,"Frozen fruit, juice, and vegetable manufacturing"
"174","311412","Frozen Specialty Food Manufacturing",NA,938052.7115,1021044.66958667,14305146,2007,2017,"Frozen specialty food manufacturing"
"175","311421","Fruit and Vegetable Canning",NA,1871833011.9447,1905171508.83062,44553166,2007,2018,"Fruit and vegetable canning"
"176","311422","Specialty Canning",NA,381872517.717,417302848.783545,18567424,2007,2018,"Specialty canning"
"177","311423","Dried and Dehydrated Food Manufacturing",NA,12932330.3922,14098257.5814235,12195468,2007,2018,"Dried and dehydrated food manufacturing"
"178","311511","Fluid Milk Manufacturing",NA,80006480.8614,82147129.0641335,70290971,2007,2018,"Fluid milk manufacturing"
"179","311512","Creamery Butter Manufacturing",NA,60086,62907.8816266048,2148589,2007,2015,"Creamery butter manufacturing"
"180","311513","Cheese Manufacturing",NA,2394101,2551435.48646561,0,2008,2017,NA
"181","311514","Dry, Condensed, and Evaporated Dairy Product Manufacturing",NA,18834395.4812,20771949.3135833,13881624,2007,2017,"Dry, condensed, and evaporated dairy product manufacturing"
"182","311520","Ice Cream and Frozen Dessert Manufacturing",NA,246795.5727,259832.593730283,7022434,2008,2017,"Ice cream and frozen dessert manufacturing"
"183","311611","Animal (except Poultry) Slaughtering",NA,20425596.9675,20286982.7782917,68947768,2007,2018,"Animal (except poultry) slaughtering"
"184","311612","Meat Processed from Carcasses",NA,8064181.2199,8510585.58517062,81625919,2007,2017,"Meat processed from carcasses"
"185","311613","Rendering and Meat Byproduct Processing",NA,2802623.0095,2778099.94192102,8979157,2007,2017,"Rendering and meat byproduct processing"
"186","311615","Poultry Processing",NA,3775008.189,3761637.65920446,50216497,2007,2018,"Poultry processing"
"187","311710","Seafood Product Preparation and Packaging",NA,2009982.0692,2039477.19071679,0,2013,2016,NA
"188","311711",NA,NA,3195505.2802,3303938.56771152,1201417,2010,2016,"Seafood canning"
"189","311712",NA,NA,1597298.0006,1768103.50850517,19597399,2007,2012,"Fresh and frozen seafood processing"
"190","311811","Retail Bakeries",NA,135260.8,144124.185165886,6506094,2007,2015,"Retail bakeries"
"191","311812","Commercial Bakeries",NA,3087242323.6127,3113838502.21711,54086084,2007,2018,"Commercial bakeries"
"192","311813","Frozen Cakes, Pies, and Other Pastries Manufacturing",NA,61978.8198,62283.5793973738,4949265,2007,2017,"Frozen cakes, pies, and other pastries manufacturing"
"193","311821","Cookie and Cracker Manufacturing",NA,328746.5006,360763.78727218,10756147,2007,2016,"Cookie and cracker manufacturing"
"194","311823",NA,NA,193764.1378,215797.825607371,1531567,2007,2010,"Dry pasta manufacturing"
"195","311830","Tortilla Manufacturing",NA,385608,404965.912540376,2590852,2007,2017,"Tortilla manufacturing"
"196","311911","Roasted Nuts and Peanut Butter Manufacturing",NA,4178984.6084,4241242.10492685,17922217,2007,2018,"Roasted nuts and peanut butter manufacturing"
"197","311919","Other Snack Food Manufacturing",NA,5922401.6454,6410410.35094019,38114481,2007,2017,"Other snack food manufacturing"
"198","311920","Coffee and Tea Manufacturing",NA,1170974.6313,1218341.99001687,21002031,2007,2017,"Coffee and tea manufacturing"
"199","311930","Flavoring Syrup and Concentrate Manufacturing",NA,29721521.0306,30348925.5400306,17915638,2007,2018,"Flavoring syrup and concentrate manufacturing"
"200","311941","Mayonnaise, Dressing, and Other Prepared Sauce Manufacturing",NA,2622.2999,2904.1265308591,0,2008,2011,NA
"201","311942","Spice and Extract Manufacturing",NA,118820.7508,129997.44529188,16615875,2007,2016,"Spice and extract manufacturing"
"202","311991","Perishable Prepared Food Manufacturing",NA,116931290.3289,116602746.761396,18452097,2007,2018,"Perishable prepared food manufacturing"
"203","311999","All Other Miscellaneous Food Manufacturing",NA,1241745186.9169,1292694575.34763,22275716,2007,2018,"All other miscellaneous food manufacturing"
"204","312111","Soft Drink Manufacturing",NA,22145195.5904,23297599.9764223,83785384,2007,2018,"Soft drink manufacturing"
"205","312112","Bottled Water Manufacturing",NA,378304708.1056,407727718.127966,10379728,2007,2018,"Bottled water manufacturing"
"206","312113","Ice Manufacturing",NA,62705800.4655,67141206.8146184,1505341,2007,2018,"Ice manufacturing"
"207","312120","Breweries",NA,674582.7449,708077.959765341,49594230,2007,2018,"Breweries"
"208","312130","Wineries",NA,2906594.9516,3008196.14603668,12555420,2007,2017,"Wineries"
"209","312140","Distilleries",NA,110704.2093,111554.327021974,16679750,2007,2017,"Distilleries"
"210","312210",NA,NA,310,337.727421287722,0,2010,2010,NA
"211","312221",NA,NA,1907628.512,2078997.22495459,66817195,2007,2014,"Cigarette manufacturing"
"212","312229",NA,NA,1321.53,1404.04558724617,0,2008,2011,NA
"213","312230","Tobacco Manufacturing",NA,86951.3008,87116.1478363154,0,2014,2017,NA
"214","313110","Fiber, Yarn, and Thread Mills",NA,1635072.3227,1632886.77702389,0,2013,2018,NA
"215","313111",NA,NA,2874001.84,3087072.64271502,9372262,2007,2017,"Yarn spinning mills"
"216","313112",NA,NA,56336.5399,63533.1379577028,7188003,2007,2012,"Yarn texturizing, throwing, and twisting mills"
"217","313113",NA,NA,777791.6076,825368.594426277,495745,2007,2012,"Thread mills"
"218","313210","Broadwoven Fabric Mills",NA,218007457.4398,222465919.41842,11329346,2007,2018,"Broadwoven fabric mills"
"219","313220","Narrow Fabric Mills and Schiffli Machine Embroidery",NA,4084271.9652,4078713.76006437,0,2013,2018,NA
"220","313221",NA,NA,4835712.9859,5299155.98971639,1964240,2007,2017,"Narrow fabric mills"
"221","313222",NA,NA,590823.9866,648683.482868692,169402,2007,2013,"Schiffli machine embroidery"
"222","313230","Nonwoven Fabric Mills",NA,22048875.4307,23017591.73507,15522429,2007,2018,"Nonwoven fabric mills"
"223","313240","Knit Fabric Mills",NA,574862.6795,578565.123460108,0,2013,2018,NA
"224","313241",NA,NA,1408730.72,1553686.82442217,952559,2007,2011,"Weft knit fabric mills"
"225","313249",NA,NA,24352628.4553,27597300.9005262,1864789,2007,2017,"Other knit fabric and lace mills"
"226","313310","Textile and Fabric Finishing Mills",NA,85742709.4925,85946099.6870425,0,2013,2018,NA
"227","313311",NA,NA,73796896.4479,75652097.8072214,7265388,2007,2018,"Broadwoven fabric finishing mills"
"228","313312",NA,NA,220438049.9667,236797303.592945,4506504,2007,2017,"Textile and fabric finishing (except broadwoven fabric) mills"
"229","313320","Fabric Coating Mills",NA,371804326.9098,404685008.498657,4939086,2007,2018,"Fabric coating mills"
"230","314110","Carpet and Rug Mills",NA,91248655.1798,96701808.3547891,22075379,2007,2018,"Carpet and rug mills"
"231","314120","Curtain and Linen Mills",NA,14327364.7369,14356710.7907804,0,2013,2018,NA
"232","314121",NA,NA,35289895.2637,38341646.5402517,2042416,2007,2018,"Curtain and drapery mills"
"233","314129",NA,NA,13955599.8655,15160499.7755534,7291166,2007,2017,"Other household textile product mills"
"234","314910","Textile Bag and Canvas Mills",NA,535507529.7092,536023992.090548,0,2013,2018,NA
"235","314911",NA,NA,234086057.8076,259553293.841627,1216243,2007,2018,"Textile bag mills"
"236","314912",NA,NA,1686679931.2284,1853440166.43396,5033252,2007,2018,"Canvas and related product mills"
"237","314991",NA,NA,172655605.4598,185566903.910231,1654409,2007,2017,"Rope, cordage, and twine mills"
"238","314992",NA,NA,167834.0597,184477.102933043,1869841,2007,2012,"Tire cord and tire fabric mills"
"239","314994","Rope, Cordage, Twine, Tire Cord, and Tire Fabric Mills","New in 2012: Missing from Economy Stats",62303324.8117,62404096.7165168,0,2012,2018,NA
"240","314999","All Other Miscellaneous Textile Product Mills",NA,2322154520.8971,2493552226.72328,9599353,2007,2018,"All other miscellaneous textile product mills"
