"SWpsc","PricingUCA","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020"
"Software as a product","Other CB",0.0778337200058884,0.0766789187671509,0.103575321215034,0.0655881871263729,0.111276283109693,0.0404082773193676,0.184550819341121,0.0564962798734932,0.0948267991950566,0.135859382040684,0.189896837894021,0.154565367296946,0.172924875655184,0.0963690517758485,0.0880637844358407,0.119870951206339,0.046639797787006,0.109997093242289,0.115324514717989,0.120279744508928,0.3934359543345
"Software as a product","T&M/LH/FPLOE",0.042578867164434,0.0432112124180929,0.0675018855757361,0.190961389626303,0.24332955754385,0.176828056626087,0.150688645440827,0.0867137599896856,0.0820525158582735,0.10203001194066,0.126465399583602,0.12375763744928,0.186494587038121,0.153762410919382,0.139162467590155,0.150512083315519,0.144915848305143,0.0976309794419273,0.0916024604452425,0.146852162733191,0.180488575933
"Software as a product","UCA or Letter",0.000425437950831739,0.000117934704444125,0.00511749716874292,0.00582484536841373,0.00167504072766766,0.0200476943346509,0.0229646814758075,0.0583540804026345,0.0104265291798368,0.00685660213565238,0.0234106662420337,0.0322722051708202,0.00804696800562636,0.00616153597993009,0.00697599804137168,0.0017549576452459,0.00806256245100162,0.00488786323750266,0.0713711374455549,0.0333223723239465,0.0129839149185
"Software as a product","Combination/Other",,,,0.000281992214653135,0.00567495676269346,0.0118377843690382,0.0559899717031789,0.19747388894557,0.403236406430902,0.368475570861579,0.0100506720249433,0.0424409316183456,0.000678133737398094,-0.000209862780471305,-0.000272467068584071,-0.000160919977814208,-1.31549539794261e-06,-5.55346726228462e-05,0,,
"Software as a product","Unlabeled",0.633092393459591,0.545797965928232,0.713010509648358,0.556841386136522,0.651396072060684,0.642506588332806,0.497562530220733,0.315305003266435,0.254142911424571,0.365460558366394,0.160070177226877,0.038778717021996,0.0372956233605466,0.0740610215550795,0.170421047873562,0.143581996791803,0.00740999252452626,0.56977089443629,0.00056164625713096,0.000521992972655851,0
"Software Development Related","FFP",1.89959723607611,2.18285867856235,2.21789804804105,3.44755386319283,3.04397061457684,3.40746356641989,3.51430706333474,3.15918035540089,3.20398823334311,3.5728308140792,4.0591566785484,3.88028949863824,4.89314307739959,4.59423372424896,4.37122497802113,5.34502994937159,6.21222292918852,5.89204610622166,7.11320985977514,7.84122251095807,7.4523448488363
"Software Development Related","Other FP",0.163817225084646,0.374778143831871,0.185563212004955,0.154585905998054,0.0982319608749661,0.0482080741533597,0.0390310014421039,0.0159093871414192,0.0251323293841471,0.0158159316053202,0.0197765837152405,0.00521099002141102,0.00148936120955334,0.00754860482016011,0.074083652085177,0.0353202809535519,0.0631393252244721,0.120071607513933,0.0680850753040808,0.0533094898645036,0.0900281881035
"Software Development Related","Incentive",0.0991250758133373,0.0910308169135625,0.111101829699887,0.447284681194356,0.507292728080641,0.645416957904875,0.80755702836193,0.353110052549397,0.66054698735456,0.317519709657679,0.207415906446593,0.171254093291915,0.191862590610633,0.215000531040253,0.257040537248562,0.182725241594426,0.189979071803682,0.268150798801,0.322414503320425,0.31810526465677,0.23585353619
"Software Development Related","Other CB",1.09745677332637,1.09952321668704,1.24481370288732,1.30275427247518,1.65446929250027,1.3092235342112,1.38212502660769,1.59695671677892,1.76529478284939,1.83787470600385,2.18800901937582,2.57211779923423,2.80881388632311,2.469511219618,2.46195281416416,2.61261169805967,2.60133764794337,2.08396944126292,2.73476748332521,3.73299998834925,3.8820008539457
"Software Development Related","T&M/LH/FPLOE",0.461743363970558,0.409505505519057,0.634719661120895,0.8338122570513,1.42773816654371,1.41731684833478,1.62827536196898,1.38427602927041,1.59799843079849,1.51159929867971,2.07092983655878,2.00373662726243,1.76754927190619,1.4614330417639,1.83185045480321,2.12749423937016,2.35002456314759,2.25730871149149,2.41610725435676,2.45395253023141,2.9275255474383
"Software Development Related","UCA or Letter",0.011910578536729,0.0036491284337696,0.00530436013590034,0.0212834325038232,0.0246188351754005,0.0255647391304348,0.0257826157662454,0.0561054888462781,0.129228157228175,0.188425062808016,0.315209710945578,0.163351982695683,0.187475010568148,0.187560735173075,0.123257545909845,0.036344628983388,0.0677714822939903,0.0773628867276111,0.0553163898159484,0.0554229708707275,0.0719401838992
"Software Development Related","Combination/Other",0.000224356598704549,,,0.0212610444942305,0.13525006283899,0.119152943394862,0.195638493239117,0.713622197988443,1.25397748521661,1.5213993769675,0.330931645115408,0.371469669748918,0.181523561671604,0.0928892851169241,0.0103650395004425,0.00237462746,-0.00428650947428262,-0.00520981855381834,-0.00010956130585051,-9.28640731558004e-05,0
"Software Development Related","Unlabeled",0.905776664753717,0.804590700282324,0.797001000921291,0.678686052813569,0.749797889423296,0.98274657748722,0.58073089916673,0.449422841004101,0.408183775202971,0.370676908538397,0.235068594685285,0.170632943574354,0.282621570104949,0.248174882548314,0.184332747334513,0.413236010126667,0.182400893232918,0.707114070570304,0.0104283881259629,0.0034567005681053,-3.9501e-07
"Teleprocessing / Cloud Computing","FFP",0.0577996187251582,0.21641156637509,0.0512228199320498,0.0935764908363687,0.037539751996063,0.0370430525704875,0.0539617916513469,0.0324728822010687,0.00782861342517959,0.0302892880131199,0.0307936048111947,0.0329942848668539,0.0360578723339075,0.0441127365895817,0.148679147767146,0.124256538413333,0.0937529803274499,0.21957038269783,0.367093599681866,0.438178015461892,0.8593275530256
"Teleprocessing / Cloud Computing","Other FP",0.00397615192109525,0.000553717819646196,,0.000104268038370638,3.72115123540592e-06,,,2.67056045731328e-05,,,,,1.0883005856011e-05,0,0,0,0,5.21165709423527e-05,,0.00012826360197939,0
"Teleprocessing / Cloud Computing","Incentive",,,,0.00823649798415126,0.000747181184089057,0.00311311282318841,0.00584134655661943,0.00793018236609917,0.00284919883112139,0.000211783963890226,-8.26241944146079e-05,2.67297308997309e-06,-8.49785423125502e-05,0,,,,,,,-9.325e-08
"Teleprocessing / Cloud Computing","Other CB",2.50257618136317e-05,0.0012455055371782,1.69875424688562e-05,-0.000430679827610177,0.000244366005973391,0.000454407979314888,0.000670242563513341,0.000362868149620977,0.00361353951053208,0.000144439094848339,0.000811747225205872,,0.00433345212998048,0.00119615315142632,0,0.0030734370273224,0.00164961387135896,,0.0034732302727462,0.00774484302061014,0.01430591
"Teleprocessing / Cloud Computing","T&M/LH/FPLOE",0.00205875754453114,0.0028270516323889,0.00610339184597961,0.000401386069790074,0.00278430762964974,0.0100913757745718,0.00252190344542321,0.00717968195054057,0.00502850997723122,0.00949370666959557,0.0186638553733142,0.0148059507980578,0.00839344447915949,0.0138262788419213,0.0137012956142699,0.0240212230960656,0.0325098602804548,0.0298516412238885,0.0537578102590048,0.0657337433784308,0.12118752346
"Teleprocessing / Cloud Computing","UCA or Letter",,,,,,,,,0,0.00201373856523832,,1.13097465777466e-05,7.85012278103112e-05,2.5686469726012e-05,-8.52323008849558e-07,,0.000112881598592312,6.63173809827696e-05,0.000146340796169061,0.000357433373329252,0.0333870510909
"Teleprocessing / Cloud Computing","Combination/Other",,,,,,0.000760301815810277,0.000171416214477212,0.000135487995899093,3.6208937903324e-05,3.85170919595571e-05,3.81907148824442e-05,-2.64026680706681e-05,-9.88713974049833e-06,0,,,,0,,,
"Teleprocessing / Cloud Computing","Unlabeled",0.002196492948918,0.000359953752193298,6.65529445073613e-05,4.86584179062978e-06,0.00606213452810209,0.0139071739184453,0.012303463025916,0.00162630981918727,0.00285044555497382,0.00202541908341358,-0.000149306362095715,-2.20774541944542e-05,,5.32529033712933e-05,-9.39064148230089e-06,2.67865573770492e-05,-2.70709258256632e-05,0.0370505504268241,-5.20508015823444e-06,0,
