"","StartFY","Ceil.Simple","Dur.Simple","X50","X75","X80","X90","X95","X99","ContractCount","Action_Obligation_OMB20_GDP18","metric"
"100",2015,"0k - <100k",NA,0,0,0,0,0,0,2012864,7283418556.19692,"Contracts within Period"
"101",2015,"100k - <10m","<~1 year",0,0,0,0,0,0.258263055188804,43215,27640776949.7842,"Contracts within Period"
"102",2015,"100k - <10m","(~1 year,~2 years]",0,0,0,0,0,0.252113998613158,20711,23462710402.2308,"Contracts within Period"
"103",2015,"100k - <10m","(~2 years+]",0,0,0,0,0,0.276782245891027,2325,3453323221.01028,"Contracts within Period"
"104",2015,"100k - <10m",NA,0,0,0,0,0,0,24350,11191488424.7897,"Contracts within Period"
"105",2015,"10m+","<~1 year",0,0,0,0.000136895702441949,0.0838787037420594,0.316487025345356,429,13040239056.9568,"Contracts within Period"
"106",2015,"10m+","(~1 year,~2 years]",0,0,0,0.014931378988121,0.0632366418125928,0.578530789940394,729,19966604685.2905,"Contracts within Period"
"107",2015,"10m+","(~2 years+]",0,0,0,0.0213116002985672,0.0807525340035251,0.22149042495546,229,8212380294.14191,"Contracts within Period"
"108",2015,"10m+",NA,0,0,0,0,0,0,246,3734054147.24907,"Contracts within Period"
"109",2016,"0k - <100k","<~1 year",0,0,0,0,0,0,448331,5000086614.18955,"Contracts within Period"
"110",2016,"0k - <100k","(~1 year,~2 years]",0,0,0,0,0,0.0270640994977281,44483,1039919945.16579,"Contracts within Period"
"111",2016,"0k - <100k","(~2 years+]",0,0,0,0,0,0,1269,30499221.064504,"Contracts within Period"
"112",2016,"0k - <100k",NA,0,0,0,0,0,0,2486859,8192992061.53734,"Contracts within Period"
"113",2016,"100k - <10m","<~1 year",0,0,0,0,0,0.216446037005967,43938,27626554003.7041,"Contracts within Period"
"114",2016,"100k - <10m","(~1 year,~2 years]",0,0,0,0,0,0.25419337366418,17038,18037430926.02,"Contracts within Period"
"115",2016,"100k - <10m","(~2 years+]",0,0,0,0,0,0.40538487394685,707,888677462.75613,"Contracts within Period"
"116",2016,"100k - <10m",NA,0,0,0,0,0,0.0169941318982182,25659,10882147182.7906,"Contracts within Period"
"117",2016,"10m+","<~1 year",0,0,0,0.0117322329014423,0.105067577190421,0.41887130389941,442,9966485031.57818,"Contracts within Period"
"118",2016,"10m+","(~1 year,~2 years]",0,0,0,0.00727694269349937,0.0512908485843077,0.25096135296093,600,16091861956.5766,"Contracts within Period"
"119",2016,"10m+","(~2 years+]",0,0,0,0.0310647724915225,0.0965805509757279,0.150647699444018,74,3335785143.32431,"Contracts within Period"
"120",2016,"10m+",NA,0,0,0,0,0,0.0261064014608683,147,2001867101.08921,"Contracts within Period"
"121",2017,"0k - <100k","<~1 year",0,0,0,0,0,0,460957,5003261694.60597,"Contracts within Period"
"122",2017,"0k - <100k","(~1 year,~2 years]",0,0,0,0,0,0,24010,549414822.965635,"Contracts within Period"
"123",2017,"0k - <100k",NA,0,0,0,0,0,0,2453750,8044917393.83772,"Contracts within Period"
"124",2017,"100k - <10m","<~1 year",0,0,0,0,0,0.155118666299065,42155,23571357642.3061,"Contracts within Period"
"125",2017,"100k - <10m","(~1 year,~2 years]",0,0,0,0,0,0.132735580855056,9418,8085611503.20563,"Contracts within Period"
"126",2017,"100k - <10m",NA,0,0,0,0,0,0.0140389046751812,27380,11718585376.2384,"Contracts within Period"
"127",2017,"10m+","<~1 year",0,0,0,0.000112785954956557,0.100111756729297,0.50213655638665,368,8524695093.86069,"Contracts within Period"
"128",2017,"10m+","(~1 year,~2 years]",0,0,0,0,0.0118904146252111,0.121574420524854,255,7789317201.74574,"Contracts within Period"
"129",2017,"10m+",NA,0,0,0,0,0,0.0453427917965204,198,3081462931.58373,"Contracts within Period"
"130",2007,"0k - <100k","<~1 year",0,0,0,0,0,0.0551022409658444,252366,6363639904.48312,"Early Results for All Contracts"
"131",2007,"0k - <100k","(~1 year,~2 years]",0,0,0,0,0,0.384390288437349,28958,2338476134.30833,"Early Results for All Contracts"
"132",2007,"0k - <100k","(~2 years+]",0,0,0,0,0,0.285280909655476,7353,2329015585.87381,"Early Results for All Contracts"
"133",2007,"0k - <100k",NA,0,0,0,0,0,0,534738,9011922333.14361,"Early Results for All Contracts"
"134",2007,"100k - <10m","<~1 year",0,0,0,0,0.0306585348476098,0.592126517481786,55732,45376426956.3771,"Early Results for All Contracts"
"135",2007,"100k - <10m","(~1 year,~2 years]",0,0,0,0,0.0353514776450875,0.750182252093535,22526,30783238008.1756,"Early Results for All Contracts"
"136",2007,"100k - <10m","(~2 years+]",0,0,0,0,0.0011476912165541,0.865804172642685,6483,12182548730.1399,"Early Results for All Contracts"
"137",2007,"100k - <10m",NA,0,0,0,0,0,0.0836098406640527,39867,18404716241.3868,"Early Results for All Contracts"
"138",2007,"10m+","<~1 year",0,0,0,0.0158195783920656,0.110169214903336,1.0802386252648,1387,51234917748.4214,"Early Results for All Contracts"
"139",2007,"10m+","(~1 year,~2 years]",0,0,0.00355825026985376,0.0508785886229816,0.149446059721319,1.51459186644437,1300,57147182449.1154,"Early Results for All Contracts"
"140",2007,"10m+","(~2 years+]",0,0,0.000843932842459442,0.0427311896939623,0.183926938123457,1.0308183580352,831,77941177237.6882,"Early Results for All Contracts"
"141",2007,"10m+",NA,0,0,0,0,0.000446290443894623,0.270283733893723,406,7110147899.3566,"Early Results for All Contracts"
"142",2008,"0k - <100k","<~1 year",0,0,0,0,0,0.0221458693159216,262240,6342414641.34683,"Early Results for All Contracts"
"143",2008,"0k - <100k","(~1 year,~2 years]",0,0,0,0,0,0.267530549522425,33932,2602016796.86947,"Early Results for All Contracts"
"144",2008,"0k - <100k","(~2 years+]",0,0,0,0,0,0.157286233291403,7131,581350785.452656,"Early Results for All Contracts"
"145",2008,"0k - <100k",NA,0,0,0,0,0,0,575167,9765421916.64235,"Early Results for All Contracts"
"146",2008,"100k - <10m","<~1 year",0,0,0,0,0.019058234889397,0.484202756918295,59994,51724673587.8883,"Early Results for All Contracts"
"147",2008,"100k - <10m","(~1 year,~2 years]",0,0,0,0,0.0193149798345865,0.553762207350904,24092,33081638018.5362,"Early Results for All Contracts"
"148",2008,"100k - <10m","(~2 years+]",0,0,0,0,0.00199038967464875,0.890115300237758,5809,11639013284.666,"Early Results for All Contracts"
"149",2008,"100k - <10m",NA,0,0,0,0,0,0.0664727794392986,41464,19502106658.9722,"Early Results for All Contracts"
"150",2008,"10m+","<~1 year",0,0,0,0.00798134059601217,0.0753304744128892,0.597156764580806,1508,70526831556.2494,"Early Results for All Contracts"
"151",2008,"10m+","(~1 year,~2 years]",0,0,0.00466182885714913,0.0445108607252809,0.118060877985833,0.990686231129347,1426,81873498142.2179,"Early Results for All Contracts"
"152",2008,"10m+","(~2 years+]",0,0.000529557800580464,0.00600431862499562,0.0634998100987279,0.178844584631646,1.80888555009995,827,102064807770.589,"Early Results for All Contracts"
"153",2008,"10m+",NA,0,0,0,0,0.0324163497569198,0.156853463043274,244,6959833014.91348,"Early Results for All Contracts"
"154",2009,"0k - <100k","<~1 year",0,0,0,0,0,0.061513511639953,234856,5548968414.52505,"Early Results for All Contracts"
"155",2009,"0k - <100k","(~1 year,~2 years]",0,0,0,0,0,0.222465536541495,30450,4392095699.78029,"Early Results for All Contracts"
"156",2009,"0k - <100k","(~2 years+]",0,0,0,0,0,0.256418918918919,4843,370102665.434801,"Early Results for All Contracts"
"157",2009,"0k - <100k",NA,0,0,0,0,0,0,514402,8604673465.7977,"Early Results for All Contracts"
"158",2009,"100k - <10m","<~1 year",0,0,0,0,0.0278553476732111,0.462954562712423,61411,51800679566.5491,"Early Results for All Contracts"
"159",2009,"100k - <10m","(~1 year,~2 years]",0,0,0,0,0.0218387048578631,0.522698447586093,23382,31602988214.9718,"Early Results for All Contracts"
"160",2009,"100k - <10m","(~2 years+]",0,0,0,0,0.00778327290509764,0.873896721707801,5598,12086348189.8492,"Early Results for All Contracts"
"161",2009,"100k - <10m",NA,0,0,0,0,0,0.0629742352397849,39804,15721716407.7794,"Early Results for All Contracts"
"162",2009,"10m+","<~1 year",0,0,0,0.00346320147016396,0.081510336068086,0.551816046191996,1477,61463574752.6569,"Early Results for All Contracts"
"163",2009,"10m+","(~1 year,~2 years]",0,0.00257894830885863,0.0106925185398703,0.0661816027213219,0.159883070051572,0.563209077734883,1448,84255186738.149,"Early Results for All Contracts"
"164",2009,"10m+","(~2 years+]",0,0,0.00621299566151426,0.0665589387260942,0.173007807756979,1.05653774875533,868,115333932689.927,"Early Results for All Contracts"
"165",2009,"10m+",NA,0,0,0,0.00546212308834568,0.065381088760901,0.171020785716667,176,3827052755.92516,"Early Results for All Contracts"
"166",2010,"0k - <100k","<~1 year",0,0,0,0,0,0.0638048720142064,235755,7859627682.54822,"Early Results for All Contracts"
"167",2010,"0k - <100k","(~1 year,~2 years]",0,0,0,0,0,0.288867171824459,29743,1812932719.97506,"Early Results for All Contracts"
"168",2010,"0k - <100k","(~2 years+]",0,0,0,0,0,0.246569822655044,5927,1144373375.24049,"Early Results for All Contracts"
"169",2010,"0k - <100k",NA,0,0,0,0,0,0,512087,8764855097.66119,"Early Results for All Contracts"
"170",2010,"100k - <10m","<~1 year",0,0,0,0,0.0231789086131506,0.448440543373076,59972,51803684660.3571,"Early Results for All Contracts"
"171",2010,"100k - <10m","(~1 year,~2 years]",0,0,0,0,0.0423137586687212,0.5,22631,32301801812.9698,"Early Results for All Contracts"
"172",2010,"100k - <10m","(~2 years+]",0,0,0,0,0.00111230943079869,0.499164856044407,5631,10749240421.3384,"Early Results for All Contracts"
"173",2010,"100k - <10m",NA,0,0,0,0,0,0.0588235294117647,38422,14936759350.1316,"Early Results for All Contracts"
"174",2010,"10m+","<~1 year",0,0,0,0.00382241985831514,0.0838389908439177,0.77950281315058,1257,74205472182.8696,"Early Results for All Contracts"
"175",2010,"10m+","(~1 year,~2 years]",0,0.0031100752131981,0.0139612028268737,0.0716687269097409,0.158232973157982,0.781102590241257,1420,66636894762.1621,"Early Results for All Contracts"
"176",2010,"10m+","(~2 years+]",0,0,0,0.0315124844284428,0.102684286131067,0.573195955297607,890,71918722323.2182,"Early Results for All Contracts"
"177",2010,"10m+",NA,0,0,0,0,0.028771995101339,0.28874224936197,159,6113170418.42205,"Early Results for All Contracts"
"178",2011,"0k - <100k","<~1 year",0,0,0,0,0,0.106470599400806,232032,5563860844.07734,"Early Results for All Contracts"
"179",2011,"0k - <100k","(~1 year,~2 years]",0,0,0,0,0,0.249794578502037,32510,1331743228.67842,"Early Results for All Contracts"
"180",2011,"0k - <100k","(~2 years+]",0,0,0,0,0,0.27453763510138,7428,993617530.839005,"Early Results for All Contracts"
"181",2011,"0k - <100k",NA,0,0,0,0,0,0,484900,8318188299.51712,"Early Results for All Contracts"
"182",2011,"100k - <10m","<~1 year",0,0,0,0,0.00930365748902004,0.474751138404099,56950,49536584697.7064,"Early Results for All Contracts"
"183",2011,"100k - <10m","(~1 year,~2 years]",0,0,0,0,0.0107426223985887,0.439819990183175,24718,35718317242.8041,"Early Results for All Contracts"
"184",2011,"100k - <10m","(~2 years+]",0,0,0,0,0.0115857842914681,0.701859424866128,5616,10603540788.7127,"Early Results for All Contracts"
"185",2011,"100k - <10m",NA,0,0,0,0,0,0.0557737423192324,32060,13098622356.8667,"Early Results for All Contracts"
"186",2011,"10m+","<~1 year",0,0,0,0.0161779512558863,0.115844830170853,0.855487054771494,1102,50391704472.461,"Early Results for All Contracts"
"187",2011,"10m+","(~1 year,~2 years]",0,0,0.00381453176254819,0.0481860447940734,0.132627362003714,0.477722391519738,1472,85599756702.3543,"Early Results for All Contracts"
"188",2011,"10m+","(~2 years+]",0,0,0.000444439661367403,0.0464981716655967,0.124694643471357,0.473592974351195,916,85401574575.2519,"Early Results for All Contracts"
"189",2011,"10m+",NA,0,0,0,0,0.00762781117712772,0.259421094922132,110,1911944562.85347,"Early Results for All Contracts"
"190",2012,"0k - <100k","<~1 year",0,0,0,0,0,0,219146,5135412629.8926,"Early Results for All Contracts"
"191",2012,"0k - <100k","(~1 year,~2 years]",0,0,0,0,0,0.125633373161642,31353,2113176646.6275,"Early Results for All Contracts"
"192",2012,"0k - <100k","(~2 years+]",0,0,0,0,0,0.0798533587411414,7356,244625957.7874,"Early Results for All Contracts"
"193",2012,"0k - <100k",NA,0,0,0,0,0,0,464084,7675785855.4237,"Early Results for All Contracts"
"194",2012,"100k - <10m","<~1 year",0,0,0,0,0,0.328220756254839,55583,43498249421.5948,"Early Results for All Contracts"
"195",2012,"100k - <10m","(~1 year,~2 years]",0,0,0,0,0.00605551757183703,0.387604032412299,23406,31650149410.2104,"Early Results for All Contracts"
"196",2012,"100k - <10m","(~2 years+]",0,0,0,0,0.0144217199032487,0.568029376783283,5113,9514217365.8464,"Early Results for All Contracts"
"197",2012,"100k - <10m",NA,0,0,0,0,0,0.0721681126233691,26460,9827698742.9089,"Early Results for All Contracts"
"198",2012,"10m+","<~1 year",0,0,0,0.0174769959320879,0.127194250195019,0.806670899974457,923,55461891163.2933,"Early Results for All Contracts"
"199",2012,"10m+","(~1 year,~2 years]",0,0,0.00166118168071139,0.0447034414155419,0.139952246373692,0.672904487344741,1323,79101839535.1084,"Early Results for All Contracts"
"200",2012,"10m+","(~2 years+]",0,0,0.00413781960227273,0.0520743130718159,0.159868605705425,0.871402352503853,751,112304666217.492,"Early Results for All Contracts"
"201",2012,"10m+",NA,0,0,0,0,0,0.654369420864433,68,2076823078.0426,"Early Results for All Contracts"
"202",2013,"0k - <100k","<~1 year",0,0,0,0,0,0,218525,4661389733.92361,"Early Results for All Contracts"
"203",2013,"0k - <100k","(~1 year,~2 years]",0,0,0,0,0,0.0836960049497159,27601,1023638044.38826,"Early Results for All Contracts"
"204",2013,"0k - <100k","(~2 years+]",0,0,0,0,0,0.62702871892882,5182,176927329.039081,"Early Results for All Contracts"
"205",2013,"0k - <100k",NA,0,0,0,0,0,0,408305,6225619240.88079,"Early Results for All Contracts"
"206",2013,"100k - <10m","<~1 year",0,0,0,0,0,0.362479681615644,47662,38197216435.8835,"Early Results for All Contracts"
"207",2013,"100k - <10m","(~1 year,~2 years]",0,0,0,0,0.00924376036387927,0.365671123857283,19558,26719482837.9008,"Early Results for All Contracts"
"208",2013,"100k - <10m","(~2 years+]",0,0,0,0,0.0291491624426747,0.687338565899228,4169,7133777553.64827,"Early Results for All Contracts"
"209",2013,"100k - <10m",NA,0,0,0,0,0,0.0300556478762466,21361,8351762704.59505,"Early Results for All Contracts"
"210",2013,"10m+","<~1 year",0,0,0,0.014483068993033,0.0980359798017744,0.486786039181712,851,34556842203.5918,"Early Results for All Contracts"
"211",2013,"10m+","(~1 year,~2 years]",0,0,0.000779912286794674,0.0331144369953654,0.135160449666492,0.718653228755153,973,45357531641.8028,"Early Results for All Contracts"
"212",2013,"10m+","(~2 years+]",0,0,0.0020197003829539,0.0388921091846641,0.108102985591726,0.632540700948818,704,79821623863.4498,"Early Results for All Contracts"
