fiscal_year	contractingofficeagencyid	ContractingOfficeID	ContractingOfficeName	ContractingAgencyText	fundingrequestingagencyid	fundingrequestingofficeid	ProductOrServiceCode	PlatformPortfolio	ProjectID	majorprogramcode	VehicleClassification	CompetitionClassification	ClassifyNumberOfOffers	informationtechnologycommercialitemcategory	commercialitemacquisitionprocedures	commercialitemtestprogram	PricingUCA	VendorSize	fundedbyforeignentity	PlaceISOalpha3	pop_state_code	placeofperformancezipcode	VendorISOalpha3	VendorStateCode	OriginISOalpha3	placeofmanufacture	IsSiliconValley	majorprogramcode	IsZipTraditionalSiliconValley	EntityText	EntityID	vendorname	EntityVendorName	descriptionofcontractrequirement	contract_transaction_unique_key	contract_award_unique_key	obligatedAmount	numberOfActions
2021	5700	FA8612	FA8612  AFLCMC PZP ABMS	DEPT OF THE AIR FORCE	5700	F4FDAQ	AC13	Aircraft	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	100+ Offers	Z	D	N	FFP	Small	X	USA	MD	216662106	USA	MD	USA	C	NULL		NULL	073647721	144713	NET VISION CONSULTANTS, INC.	NULL	ADVANCED BATTLE MANAGEMENT SYSTEMS	9700_9700_FA861221F0655_0_FA861221D0151_0	CONT_AWD_FA861221F0655_9700_FA861221D0151_9700	1010.0000	1
2021	5700	FA8612	FA8612  AFLCMC PZP ABMS	DEPT OF THE AIR FORCE	5700	F4FDAQ	AC13	Aircraft	2254		NULL	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	100+ Offers		D	N	FFP	Small	X	NULL			USA	MD	NULL		NULL		NULL	073647721	144713	NET VISION CONSULTANTS, INC.	NULL	ADVANCED BATTLE MANAGEMENT SYSTEMS	9700_-NONE-_FA861221D0151_0_-NONE-_-NONE-	CONT_IDV_FA861221D0151_9700	0.0000	NULL
2021	5700	FA8612	FA8612  AFLCMC PZP ABMS	DEPT OF THE AIR FORCE	5700	F4FDAQ	AC13	Aircraft	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	100+ Offers	Z	D	N	FFP	Medium <1B	X	USA	MD	210761754	USA	MD	USA	C	NULL		NULL	074103508	151837	KEYW CORPORATION, THE	NULL	ADVANCED BATTLE MANAGEMENT SYSTEM	9700_9700_FA861221F0627_0_FA861221D0125_0	CONT_AWD_FA861221F0627_9700_FA861221D0125_9700	3787.0000	1
2021	5700	FA8612	FA8612  AFLCMC PZP ABMS	DEPT OF THE AIR FORCE	5700	F4FDAQ	AC13	Aircraft	2254		NULL	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	100+ Offers		D	N	FFP	Medium <1B	X	NULL			USA	MD	NULL		NULL		NULL	074103508	151837	KEYW CORPORATION, THE	NULL	ADVANCED BATTLE MANAGEMENT SYSTEMS	9700_-NONE-_FA861221D0125_0_-NONE-_-NONE-	CONT_IDV_FA861221D0125_9700	0.0000	NULL
2021	5700	FA8612	FA8612  AFLCMC PZP ABMS	DEPT OF THE AIR FORCE	5700	F4FDAQ	AC13	Aircraft	2254		NULL	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	100+ Offers		D	N	FFP	Medium <1B	X	NULL			USA	VA	NULL		NULL		NULL	109115605	183405	FORCEPOINT FEDERAL LLC	NULL	ADVANCED BATTLE MANAGEMENT SYSTEMS	9700_-NONE-_FA861221D0122_P00001_-NONE-_-NONE-	CONT_IDV_FA861221D0122_9700	0.0000	NULL
2021	5700	FA8612	FA8612  AFLCMC PZP ABMS	DEPT OF THE AIR FORCE	5700	F4FDAQ	AC13	Aircraft	2254		NULL	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	100+ Offers		D	N	FFP	Small	X	NULL			USA	NJ	NULL		NULL		NULL	076637073	190725	MISSION SOLUTIONS LLC	NULL	ADVANCED BATTLE MANAGEMENT SYSTEMS	9700_-NONE-_FA861221D0150_0_-NONE-_-NONE-	CONT_IDV_FA861221D0150_9700	0.0000	NULL
2021	5700	FA8612	FA8612  AFLCMC PZP ABMS	DEPT OF THE AIR FORCE	5700	F4FDAQ	AC13	Aircraft	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	100+ Offers	Z	D	N	FFP	Small	X	USA	NJ	080571373	USA	NJ	USA	C	NULL		NULL	076637073	190725	MISSION SOLUTIONS LLC	NULL	ADVANCED BATTLE MANAGEMENT SYSTEMS	9700_9700_FA861221F0654_0_FA861221D0150_0	CONT_AWD_FA861221F0654_9700_FA861221D0150_9700	3800.0000	1
2020	5700	FA8612	FA8612  AFLCMC PZP ABMS	DEPT OF THE AIR FORCE	5700	F4FDAQ	AD93	Other R&D and Knowledge Based	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	25-99 Offers		D	0	FFP	Small	X	USA	NY	135024324	USA	NY	USA	C	NULL		NULL	111305843	204936	BLACK RIVER SYSTEMS COMPANY INC	NULL	ADVANCED BATTLE MANAGEMENT SYSTEM	9700_9700_FA861220F0531_P00001_FA861220D0031_0	CONT_AWD_FA861220F0531_9700_FA861220D0031_9700	0.0000	1
2020	5700	FA8612	FA8612  AFLCMC PZP ABMS	DEPT OF THE AIR FORCE	5700	F4FDAQ	AD93	Other R&D and Knowledge Based	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	25-99 Offers	Z	D	0	FFP	Small	X	USA	NY	135024324	USA	NY	USA	C	NULL		NULL	111305843	204936	BLACK RIVER SYSTEMS COMPANY INC	NULL	INITIAL ORDER/PROGRAM OVERVIEW	9700_9700_FA861220F0531_0_FA861220D0031_0	CONT_AWD_FA861220F0531_9700_FA861220D0031_9700	3800.0000	1
2020	5700	FA8612	FA8612  AFLCMC PZP ABMS	DEPT OF THE AIR FORCE	5700	F4FDAQ	AD93	Other R&D and Knowledge Based	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	25-99 Offers	Z	D	0	FFP	Small	X	USA	MO	631052226	USA	MO	USA	C	NULL		NULL	079205644	210744	FREGATA SYSTEMS LLC	NULL	ADVANCED BATTLE MANAGEMENT SYSTEM POST AWARD CONFERENCE	9700_9700_FA861220F0511_0_FA861220D0011_0	CONT_AWD_FA861220F0511_9700_FA861220D0011_9700	3000.0000	1
2020	5700	FA8612	FA8612  AFLCMC PZP ABMS	DEPT OF THE AIR FORCE	5700	F4FDAQ	AD93	Other R&D and Knowledge Based	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	25-99 Offers		D	0	FFP	Small	X	USA	MO	631052226	USA	MO	USA	C	NULL		NULL	079205644	210744	FREGATA SYSTEMS LLC	NULL	ADVANCED BATTLE MANAGEMENT SYSTEM	9700_9700_FA861220F0511_P00001_FA861220D0011_0	CONT_AWD_FA861220F0511_9700_FA861220D0011_9700	0.0000	1
2020	5700	FA8612	FA8612  AFLCMC PZP ABMS	DEPT OF THE AIR FORCE	5700	F4FDAQ	AD93	Other R&D and Knowledge Based	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	25-99 Offers	Z	D	0	FFP	Medium <1B	X	USA	AZ	857113334	USA	AZ	USA	C	NULL		NULL	112803689	223806	RINCON RESEARCH CORPORATION	NULL	PROGRAM OVERVIEW	9700_9700_FA861220F0541_0_FA861220D0041_0	CONT_AWD_FA861220F0541_9700_FA861220D0041_9700	3800.0000	1
2021	5700	FA8612	FA8612  AFLCMC PZP ABMS	DEPT OF THE AIR FORCE	5700	F4FDAQ	AC13	Electronics, Comms, & Sensors	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	100+ Offers	Z	D	N	FFP	Medium <1B	X	USA	VA	221023819	USA	VA	USA	C	NULL		NULL	079358600	232189	ALTAMIRA TECHNOLOGIES CORPORATION	NULL	ADVANCED BATTLE MANAGEMENT SYSTEM	9700_9700_FA861221F0576_0_FA861221D0076_0	CONT_AWD_FA861221F0576_9700_FA861221D0076_9700	3800.0000	1
2021	5700	FA8612	FA8612  AFLCMC PZP ABMS	DEPT OF THE AIR FORCE	5700	F4FDAQ	AC13	Aircraft	2255		NULL	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	100+ Offers		D	N	FFP	Medium <1B	X	NULL			USA	VA	NULL		NULL		NULL	079358600	232189	ALTAMIRA TECHNOLOGIES CORPORATION	NULL	ADVANCED BATTLE MANAGEMENT SYSTEM	9700_-NONE-_FA861221D0076_0_-NONE-_-NONE-	CONT_IDV_FA861221D0076_9700	0.0000	NULL
2021	5700	FA8612	FA8612  AFLCMC PZP ABMS	DEPT OF THE AIR FORCE	5700	F4FDAQ	AC13	Aircraft	2255		NULL	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	100+ Offers		D	N	FFP	Medium <1B	X	NULL			USA	VA	NULL		NULL		NULL	079358600	232189	ALTAMIRA TECHNOLOGIES CORPORATION	NULL	GFP MOD	9700_-NONE-_FA861221D0076_P00001_-NONE-_-NONE-	CONT_IDV_FA861221D0076_9700	0.0000	NULL
2021	5700	FA8612	FA8612  AFLCMC PZP ABMS	DEPT OF THE AIR FORCE	5700	F4FDAQ	AC13	Aircraft	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	100+ Offers	Z	D	N	FFP	Small	X	USA	FL	329012648	USA	FL	USA	C	NULL		NULL	130550262	250281	MODUS OPERANDI, INC.	NULL	ADVANCED BATTLE MANAGEMENT SYSTEM	9700_9700_FA861221F0628_0_FA861221D0126_0	CONT_AWD_FA861221F0628_9700_FA861221D0126_9700	3216.0000	1
2021	5700	FA8612	FA8612  AFLCMC PZP ABMS	DEPT OF THE AIR FORCE	5700	F4FDAQ	AC13	Aircraft	2254		NULL	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	100+ Offers		D	N	FFP	Small	X	NULL			USA	FL	NULL		NULL		NULL	130550262	250281	MODUS OPERANDI, INC.	NULL	ADVANCED BATTLE MANAGEMENT SYSTEMS	9700_-NONE-_FA861221D0126_0_-NONE-_-NONE-	CONT_IDV_FA861221D0126_9700	0.0000	NULL
2021	5700	FA8612	FA8612  AFLCMC PZP ABMS	DEPT OF THE AIR FORCE	5700	F4FDAQ	AC13	Aircraft	2254		NULL	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	100+ Offers		D	N	FFP	Small	X	NULL			USA	MD	NULL		NULL		NULL	122367571	253969	YAKABOD FEDERAL SOLUTIONS, INC.	NULL	ADVANCED BATTLE MANAGEMENT SYSTEMS	9700_-NONE-_FA861221D0166_0_-NONE-_-NONE-	CONT_IDV_FA861221D0166_9700	0.0000	NULL
2021	5700	FA8612	FA8612  AFLCMC PZP ABMS	DEPT OF THE AIR FORCE	5700	F4FDAQ	AC13	Aircraft	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	100+ Offers	Z	D	N	FFP	Small	X	USA	MD	217016291	USA	MD	USA	C	NULL		NULL	122367571	253969	YAKABOD FEDERAL SOLUTIONS, INC.	NULL	ADVANCED BATTLE MANAGEMENT SYSTEMS	9700_9700_FA861221F0670_0_FA861221D0166_0	CONT_AWD_FA861221F0670_9700_FA861221D0166_9700	1000.0000	1
2021	5700	FA8612	FA8612  AFLCMC PZP ABMS	DEPT OF THE AIR FORCE	5700	F4FDAQ	AC13	Aircraft	2254		NULL	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	100+ Offers		D	N	FFP	Small	X	NULL			USA	MA	NULL		NULL		NULL	115243701	255224	CHARLES RIVER ANALYTICS, INC.	NULL	ADVANCED BATTLE MANAGEMENT SYSTEM	9700_-NONE-_FA861221D0111_0_-NONE-_-NONE-	CONT_IDV_FA861221D0111_9700	0.0000	NULL
2021	5700	FA8612	FA8612  AFLCMC PZP ABMS	DEPT OF THE AIR FORCE	5700	F4FDAQ	AC13	Aircraft	2254		NULL	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	100+ Offers		D	N	FFP	Small	X	NULL			USA	MA	NULL		NULL		NULL	115243701	255224	CHARLES RIVER ANALYTICS, INC.	NULL	ADVANCED BATTLE MANAGEMENT SYSTEM	9700_-NONE-_FA861221D0111_P00001_-NONE-_-NONE-	CONT_IDV_FA861221D0111_9700	0.0000	NULL
2021	5700	FA8612	FA8612  AFLCMC PZP ABMS	DEPT OF THE AIR FORCE	5700	F4FDAQ	AC13	Aircraft	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	100+ Offers	Z	D	N	FFP	Small	X	USA	MA	021384555	USA	MA	USA	C	NULL		NULL	115243701	255224	CHARLES RIVER ANALYTICS, INC.	NULL	ADVANCED BATTLE MANAGEMENT SYSTEM	9700_9700_FA861221F0613_0_FA861221D0111_0	CONT_AWD_FA861221F0613_9700_FA861221D0111_9700	3768.0000	1
2020	5700	FA8612	FA8612  AFLCMC PZP ABMS	DEPT OF THE AIR FORCE	5700	F4FDAQ	AD93	Other R&D and Knowledge Based	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	25-99 Offers	Z	D	0	FFP	Medium <1B	X	USA	MA	018101008	USA	CA	USA	C	NULL		NULL	106760549	256584	MERCURY DEFENSE SYSTEMS, INC.	NULL	INITIAL ORDER/PROGRAM OVERVIEW	9700_9700_FA861220F0536_0_FA861220D0036_0	CONT_AWD_FA861220F0536_9700_FA861220D0036_9700	3800.0000	1
2020	5700	FA8612	FA8612  AFLCMC PZP ABMS	DEPT OF THE AIR FORCE	5700	F4FDAQ	AD93	Other R&D and Knowledge Based	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	25-99 Offers		D	0	FFP	Medium <1B	X	USA	MA	018101008	USA	CA	USA	C	NULL		NULL	106760549	256584	MERCURY DEFENSE SYSTEMS, INC.	NULL	ADVANCED BATTLE MANAGEMENT SYSTEM	9700_9700_FA861220F0536_P00001_FA861220D0036_0	CONT_AWD_FA861220F0536_9700_FA861220D0036_9700	0.0000	1
2021	5700	FA8612	FA8612  AFLCMC PZP ABMS	DEPT OF THE AIR FORCE	5700	F4FDAQ	AC13	Aircraft	2254		NULL	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	100+ Offers		D	N	FFP	Small	X	NULL			USA	ID	NULL		NULL		NULL	079544785	257995	BLACK SAGE TECHNOLOGIES INC	NULL	ADVANCED BATTLE MANAGEMENT SYSTEMS	9700_-NONE-_FA861221D0168_0_-NONE-_-NONE-	CONT_IDV_FA861221D0168_9700	0.0000	NULL
2021	5700	FA8612	FA8612  AFLCMC PZP ABMS	DEPT OF THE AIR FORCE	5700	F4FDAQ	AC13	Aircraft	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	100+ Offers	Z	D	N	FFP	Small	X	USA	ID	837063368	USA	ID	USA	C	NULL		NULL	079544785	257995	BLACK SAGE TECHNOLOGIES INC	NULL	ADVANCED BATTLE MANAGEMENT SYSTEMS	9700_9700_FA861221F0672_0_FA861221D0168_0	CONT_AWD_FA861221F0672_9700_FA861221D0168_9700	3800.0000	1
2020	5700	FA8612	FA8612  AFLCMC PZP ABMS	DEPT OF THE AIR FORCE	5700	F4FDAQ	AD93	Other R&D and Knowledge Based	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	25-99 Offers	Z	D	0	FFP	Medium <1B	X	USA	VA	201905631	USA	VA	USA	C	NULL		NULL	107939233	269922	METRON, INCORPORATED	NULL	INITIAL ORDER/PROGRAM OVERVIEW	9700_9700_FA861220F0537_0_FA861220D0037_0	CONT_AWD_FA861220F0537_9700_FA861220D0037_9700	3800.0000	1
2020	5700	FA8612	FA8612  AFLCMC PZP ABMS	DEPT OF THE AIR FORCE	5700	F4FDAQ	AD93	Other R&D and Knowledge Based	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	25-99 Offers		D	0	FFP	Medium <1B	X	USA	VA	201905631	USA	VA	USA	C	NULL		NULL	107939233	269922	METRON, INCORPORATED	NULL	ADVANCED BATTLE MANAGEMENT SYSTEM	9700_9700_FA861220F0537_P00001_FA861220D0037_0	CONT_AWD_FA861220F0537_9700_FA861220D0037_9700	0.0000	1
2020	5700	FA8612	FA8612  AFLCMC PZP ABMS	DEPT OF THE AIR FORCE	5700	F4FDAQ	AD93	Other R&D and Knowledge Based	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	25-99 Offers	Z	D	0	FFP	Small	X	USA	CO	809205378	USA	CO	USA	C	NULL		NULL	131860632	279844	COLORADO ENGINEERING INC.	NULL	PROGRAM OVERVIEW	9700_9700_FA861220F0567_0_FA861220D0067_0	CONT_AWD_FA861220F0567_9700_FA861220D0067_9700	3366.0000	1
2021	5700	FA8612	FA8612  AFLCMC PZP ABMS	DEPT OF THE AIR FORCE	5700	F4FDAQ	AC13	Aircraft	2254		NULL	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	100+ Offers		D	N	FFP	Medium <1B	X	NULL			USA	CA	NULL		NULL		NULL	086035958	298559	MARKLOGIC CORPORATION	NULL	ADVANCED BATTLE MANAGEMENT SYSTEM	9700_-NONE-_FA861221D0081_0_-NONE-_-NONE-	CONT_IDV_FA861221D0081_9700	0.0000	NULL
2021	5700	FA8612	FA8612  AFLCMC PZP ABMS	DEPT OF THE AIR FORCE	5700	F4FDAQ	AC13	Aircraft	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	100+ Offers	Z	D	N	FFP	Medium <1B	X	USA	CA	940702722	USA	CA	USA	C	NULL		NULL	086035958	298559	MARKLOGIC CORPORATION	NULL	ADVANCED BATTLE MANAGEMENT SYSTEM	9700_9700_FA861221F0581_0_FA861221D0081_0	CONT_AWD_FA861221F0581_9700_FA861221D0081_9700	3270.0000	1
2021	5700	FA8612	FA8612  AFLCMC PZP ABMS	DEPT OF THE AIR FORCE	5700	FA8612	AC13	Aircraft	2254		NULL	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	100+ Offers		D	N	FFP	Medium <1B	X	NULL			USA	CA	NULL		NULL		NULL	086035958	298559	MARKLOGIC CORPORATION	NULL	ADVANCED BATTLE MANAGEMENT SYSTEMS	9700_-NONE-_FA861221D0081_P00001_-NONE-_-NONE-	CONT_IDV_FA861221D0081_9700	0.0000	NULL
2021	5700	FA8612	FA8612  AFLCMC PZP ABMS	DEPT OF THE AIR FORCE	5700	F4FDAQ	AC13	Aircraft	2254		NULL	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	100+ Offers		D	N	FFP	Small	X	NULL			USA	FL	NULL		NULL		NULL	191272694	314216	ADVANCED SIMULATION RESEARCH, INC.	NULL	ADVANCED BATTLE MANAGEMENT SYSTEM	9700_-NONE-_FA861221D0086_P00002_-NONE-_-NONE-	CONT_IDV_FA861221D0086_9700	0.0000	NULL
2021	5700	FA8612	FA8612  AFLCMC PZP ABMS	DEPT OF THE AIR FORCE	5700	F4FDAQ	AC13	Aircraft	2254		NULL	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	100+ Offers		D	N	FFP	Small	X	NULL			USA	FL	NULL		NULL		NULL	191272694	314216	ADVANCED SIMULATION RESEARCH, INC.	NULL	ADVANCED BATTLE MANAGEMENT SYSTEMS	9700_-NONE-_FA861221D0086_P00001_-NONE-_-NONE-	CONT_IDV_FA861221D0086_9700	0.0000	NULL
2021	5700	FA8612	FA8612  AFLCMC PZP ABMS	DEPT OF THE AIR FORCE	5700	F4FDAQ	AC13	Aircraft	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	100+ Offers	Z	D	N	FFP	Small	X	USA	FL	328262931	USA	FL	USA	C	NULL		NULL	191272694	314216	ADVANCED SIMULATION RESEARCH, INC.	NULL	ADVANCED BATTLE MANAGEMENT SYSTEM	9700_9700_FA861221F0586_0_FA861221D0086_0	CONT_AWD_FA861221F0586_9700_FA861221D0086_9700	3772.0000	1
2021	5700	FA8612	FA8612  AFLCMC PZP ABMS	DEPT OF THE AIR FORCE	5700	F4FDAQ	AC13	Aircraft	2254		NULL	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	100+ Offers		D	N	FFP	Small	X	NULL			USA	FL	NULL		NULL		NULL	191272694	314216	ADVANCED SIMULATION RESEARCH, INC.	NULL	ADVANCED BATTLE MANAGEMENT SYSTEM	9700_-NONE-_FA861221D0086_0_-NONE-_-NONE-	CONT_IDV_FA861221D0086_9700	0.0000	NULL
2021	5700	FA8612	FA8612  AFLCMC PZP ABMS	DEPT OF THE AIR FORCE	5700	F4FDAQ	AC13	Aircraft	2255		MULTIPLE AWARD IDC	Limited Competition with multiple offers	100+ Offers	Z	D	N	FFP	Small	X	USA	FL	328262931	USA	FL	USA	C	NULL		NULL	191272694	314216	ADVANCED SIMULATION RESEARCH, INC.	NULL	ADVANCED BATTLE MANAGEMENT SYSTEMS	9700_9700_FA861221F0586_P00001_FA861221D0086_0	CONT_AWD_FA861221F0586_9700_FA861221D0086_9700	0.0000	1
