Fiscal_year,Vendor,StandardizedTopContractor,ContractorDisplayName,Small,jointventure,warningflag,UnknownCompany,Top100Federal,fundedbyforeignentity,isforeignownedandlocated,isforeigngovernment,isinternationalorganization,organizationaltype,PlaceCountryText,OriginIsUnitedStates,OriginCountryText,VendorIsUnitedStates,VendorCountryText,placeofmanufactureText,vendorcountrycode,SumOfnumberOfActions,SumOfobligatedAmount
2000,112982442,KELLSTROM INDUSTRIES,All Other,0,NULL,1,NULL,NULL,,0,0,0,,ISRAEL,1,ISRAEL,0,UNITED STATES,PERFORMED OR MANUFACTURED OUTSIDE US,UNITED STATES,1,99438
2000,600090286,KINETICS,All Other,0,NULL,1,NULL,NULL,,0,0,0,,ISRAEL,1,ISRAEL,1,,PERFORMED OR MANUFACTURED OUTSIDE US,,6,1665258
2000,872829155,KLEAN EARTH ENVIRONMENTAL COMP,All Other,0,NULL,1,NULL,NULL,,0,0,0,,UNITED STATES,1,ISRAEL,0,UNITED STATES,NULL,UNITED STATES,1,236000
2000,60336104,KLOCKNER PENTAPLAST OF AMERICA,All Other,0,NULL,1,NULL,NULL,,0,0,0,,UNITED STATES,1,ISRAEL,0,UNITED STATES,NULL,UNITED STATES,7,211000
2000,600740633,LIMOR SHOE MANUFACTURING & MAR,All Other,0,NULL,1,NULL,NULL,,0,0,0,,ISRAEL,1,ISRAEL,1,ISRAEL,NULL,ISRAEL,1,35000
2000,600158232,MADANES S ASSETS,All Other,0,NULL,1,NULL,NULL,,0,0,0,,ISRAEL,1,ISRAEL,1,ISRAEL,NULL,ISRAEL,1,258000
2000,600740419,MENAHEM ARAZY PAINTERS,All Other,0,NULL,1,NULL,NULL,,0,0,0,,,1,,1,ISRAEL,NULL,ISRAEL,0,0
2000,600740419,MENAHEM ARAZY PAINTERS,All Other,0,NULL,1,NULL,NULL,,0,0,0,,ISRAEL,1,ISRAEL,1,ISRAEL,NULL,ISRAEL,3,104000
2000,608561015,MISTRALINC,All Other,0,NULL,1,NULL,NULL,,0,0,0,,ISRAEL,1,ISRAEL,0,UNITED STATES,PERFORMED OR MANUFACTURED OUTSIDE US,UNITED STATES,3,145588
2000,600020671,MIVNEH TAMAM,All Other,0,NULL,1,NULL,NULL,,0,0,0,,ISRAEL,1,ISRAEL,1,,PERFORMED OR MANUFACTURED OUTSIDE US,,6,505150
2000,600740658,MORAN BAKERY 1995,All Other,0,NULL,1,NULL,NULL,,0,0,0,,ISRAEL,1,ISRAEL,1,ISRAEL,NULL,ISRAEL,1,36000
2000,600740666,MOSHAV BADULAH,All Other,0,NULL,1,NULL,NULL,,0,0,0,,ISRAEL,1,ISRAEL,1,ISRAEL,NULL,ISRAEL,1,52000
2000,600740625,MOSHAV BEIT NEHEMIA,All Other,0,NULL,1,NULL,NULL,,0,0,0,,ISRAEL,0,UNITED STATES,1,ISRAEL,NULL,ISRAEL,2,52000
2000,600740781,NO DATA FROM D & B,All Other,0,NULL,1,NULL,NULL,,0,0,0,,ISRAEL,1,ISRAEL,1,,NULL,,1,38000
2000,600284152,PACIFIC VEHICLES IMPORTERS,All Other,0,NULL,1,NULL,NULL,,0,0,0,,ISRAEL,1,ISRAEL,1,ISRAEL,NULL,ISRAEL,1,29000
2000,600740328,PELEG ELECTRONICS,All Other,0,NULL,1,NULL,NULL,,0,0,0,,ISRAEL,1,ISRAEL,1,,PERFORMED OR MANUFACTURED OUTSIDE US,,4,525961
2000,600024012,PLASTOKIT,All Other,0,NULL,1,NULL,NULL,,0,0,0,,ISRAEL,1,ISRAEL,1,,PERFORMED OR MANUFACTURED OUTSIDE US,,2,1134735
2000,999911720,RAFAEL,All Other,0,NULL,1,NULL,NULL,,0,0,0,,ISRAEL,1,ISRAEL,1,,PERFORMED OR MANUFACTURED OUTSIDE US,,1,94870
2000,600024863,RAFAEL ARMAMENT DEVELOPMENT AU,All Other,0,NULL,1,NULL,NULL,,0,0,0,,ISRAEL,1,ISRAEL,1,,PERFORMED OR MANUFACTURED OUTSIDE US,,3,585748
2000,600437610,"RAFAEL, ARMAMENT DEVELOPMENT A",All Other,0,NULL,1,NULL,NULL,,0,0,0,,ISRAEL,1,ISRAEL,1,,PERFORMED OR MANUFACTURED OUTSIDE US,,2,2349531
2000,999147622,RESHEF SYSTEMS,All Other,0,NULL,1,NULL,NULL,,0,0,0,,ISRAEL,1,ISRAEL,1,,PERFORMED OR MANUFACTURED OUTSIDE US,,4,499902
2000,600026389,SASSOWER J,All Other,0,NULL,1,NULL,NULL,,0,0,0,,ISRAEL,1,ISRAEL,1,,PERFORMED OR MANUFACTURED OUTSIDE US,,1,49050
2000,600026389,SASSOWER J,All Other,0,NULL,1,NULL,NULL,,0,0,0,,ISRAEL,1,ISRAEL,1,ISRAEL,NULL,ISRAEL,2,146000
2000,600740641,SIGMA MOTORS LTD/UMI ISRAEL,All Other,0,NULL,1,NULL,NULL,,0,0,0,,ISRAEL,0,UNITED STATES,1,ISRAEL,NULL,ISRAEL,1,27000
2000,387997208,STOOM BOILER BV,All Other,0,NULL,1,NULL,NULL,,0,0,0,,ISRAEL,1,ISRAEL,1,,PERFORMED OR MANUFACTURED OUTSIDE US,,1,25313
2000,877259648,SUPERSONIC SERVICES,All Other,0,NULL,1,NULL,NULL,,0,0,0,,ISRAEL,1,ISRAEL,0,UNITED STATES,PERFORMED OR MANUFACTURED OUTSIDE US,UNITED STATES,1,44219
2000,600028641,TADIRAN,All Other,0,NULL,1,NULL,NULL,,0,0,0,,ISRAEL,1,ISRAEL,1,,NOT A MANUFACTURED END PRODUCT,,5,2393429
2000,999938038,TADIRAN,All Other,0,NULL,1,NULL,NULL,,0,0,0,,UNITED STATES,1,ISRAEL,1,,"PERFORMED OR MANUFACTURED IN US, BUT SERVICES PERFORMED BY A FOREIGN CONCERN OR MORE THAN 50% FOREIGN CONTENT",,1,4330930
2000,600129761,TAMOR SMR,All Other,0,NULL,1,NULL,NULL,,0,0,0,,ISRAEL,1,ISRAEL,1,,PERFORMED OR MANUFACTURED OUTSIDE US,,2,375585
2000,999051428,TAT AREO EQUIPMENT INDUSTRY,All Other,0,NULL,1,NULL,NULL,,0,0,0,,ISRAEL,1,ISRAEL,1,,PERFORMED OR MANUFACTURED OUTSIDE US,,7,693659
2000,600133854,TECHNION R & D FOUNDATION,All Other,0,NULL,1,NULL,NULL,,0,0,0,,ISRAEL,1,ISRAEL,1,,PERFORMED OR MANUFACTURED OUTSIDE US,,4,212899
2000,600048417,TEL AVIV UNIVERSITY,All Other,0,NULL,1,NULL,NULL,,0,0,0,,ISRAEL,1,ISRAEL,1,ISRAEL,NULL,ISRAEL,1,30000
2000,933851081,TRIUMPH CONTROLS,All Other,0,NULL,1,NULL,NULL,,0,0,0,,UNITED STATES,1,ISRAEL,0,UNITED STATES,PERFORMED OR MANUFACTURED OUTSIDE US,UNITED STATES,1,39690
2000,600740286,WALES WEAPON SYSTEMS ENGINEERI,All Other,0,NULL,1,NULL,NULL,,0,0,0,,ISRAEL,1,ISRAEL,1,,PERFORMED OR MANUFACTURED OUTSIDE US,,2,1561601
2000,999959869,WEIZMAN,All Other,0,NULL,1,NULL,NULL,,0,0,0,,ISRAEL,1,ISRAEL,1,ISRAEL,NULL,ISRAEL,1,32000
2000,600048466,WEIZMANN INSTITUTE OF SCIENCE,All Other,0,NULL,1,NULL,NULL,,0,0,0,,ISRAEL,1,ISRAEL,1,,PERFORMED OR MANUFACTURED OUTSIDE US,,1,35000
2000,169615114,YAD ELECTRONICS,All Other,0,NULL,1,NULL,NULL,,0,0,0,,ISRAEL,1,ISRAEL,0,UNITED STATES,NULL,UNITED STATES,1,42000
2000,600740534,YAHEL,All Other,0,NULL,1,NULL,NULL,,0,0,0,,ISRAEL,1,ISRAEL,1,ISRAEL,NULL,ISRAEL,2,116000
2001,Foreign Contractor,NULL,All Other,0,0,0,1,0,,0,0,0,,NULL,1,ISRAEL,0,UNITED STATES,PERFORMED OR MANUFACTURED OUTSIDE US,UNITED STATES,1,672336
2001,Foreign Contractor,NULL,All Other,1,0,0,1,0,,0,0,0,,UNITED STATES,1,ISRAEL,0,UNITED STATES,NULL,UNITED STATES,1,1000
2001,ABB SUSA/A ARENSON [Joint Venture - ABB/A. Arenson],NULL,ABB SUSA/A ARENSON,0,1,0,0,0,,0,0,0,,ISRAEL,1,ISRAEL,0,UNITED STATES,PERFORMED OR MANUFACTURED OUTSIDE US,UNITED STATES,2,124239176
2001,ANIXTER,NULL,All Other,0,0,0,0,0,,0,0,0,,UNITED STATES,1,ISRAEL,0,UNITED STATES,NULL,UNITED STATES,1,503000
2001,ASI,NULL,All Other,1,0,0,0,0,,0,0,0,,UNITED STATES,1,ISRAEL,0,UNITED STATES,"PERFORMED OR MANUFACTURED IN US, BUT SERVICES PERFORMED BY A FOREIGN CONCERN OR MORE THAN 50% FOREIGN CONTENT",UNITED STATES,1,125590
2001,DATATRAC INFORMATION SERVICES [COMPUTER SCIENCES],NULL,All Other,1,0,0,0,0,,0,0,0,,UNITED STATES,1,ISRAEL,0,UNITED STATES,NULL,UNITED STATES,1,14000
2001,ELBIT SYSTEMS,NULL,All Other,0,0,0,0,0,,0,0,0,,ISRAEL,1,ISRAEL,0,UNITED STATES,PERFORMED OR MANUFACTURED OUTSIDE US,UNITED STATES,3,1112036
2001,ELBIT SYSTEMS,NULL,All Other,0,0,0,0,0,,0,0,0,,ISRAEL,1,ISRAEL,1,,PERFORMED OR MANUFACTURED OUTSIDE US,,3,6242649
2001,GENERAL DYNAMICS,NULL,General Dynamics,0,0,0,0,1,,0,0,0,,UNITED STATES,1,ISRAEL,0,UNITED STATES,NULL,UNITED STATES,3,175000
2001,ISRAEL AIRCRAFT INDUSTRIES,NULL,All Other,0,0,0,0,0,,0,0,0,,ISRAEL,1,ISRAEL,1,,PERFORMED OR MANUFACTURED OUTSIDE US,,18,12342744
2001,LITTON [NORTHROP GRUMMAN],NULL,All Other,0,0,0,0,0,,0,0,0,,UNITED STATES,1,ISRAEL,0,UNITED STATES,"PERFORMED OR MANUFACTURED IN US, BUT SERVICES PERFORMED BY A FOREIGN CONCERN OR MORE THAN 50% FOREIGN CONTENT",UNITED STATES,1,-25819
2001,NOBLIS,NULL,All Other,0,0,0,0,0,,0,0,0,,UNITED STATES,1,ISRAEL,0,UNITED STATES,NULL,UNITED STATES,2,2200000
2001,TAT TECHNOLOGIES,NULL,All Other,0,0,0,0,0,,0,0,0,,ISRAEL,1,ISRAEL,1,,PERFORMED OR MANUFACTURED OUTSIDE US,,10,945283
2001,TAT TECHNOLOGIES,NULL,All Other,0,0,0,0,0,,0,0,0,,ISRAEL,1,ISRAEL,1,ISRAEL,NULL,ISRAEL,1,29000
2001,TAT TECHNOLOGIES,NULL,All Other,0,0,0,0,0,,0,0,0,,LIECHTENSTEIN,1,ISRAEL,1,,PERFORMED OR MANUFACTURED OUTSIDE US,,1,79365
2001,TELOS,NULL,All Other,0,0,0,0,0,,0,0,0,,UNITED STATES,1,ISRAEL,0,UNITED STATES,NULL,UNITED STATES,1,26000
2001,TRACOR,NULL,All Other,0,0,0,0,0,,0,0,0,,ISRAEL,1,ISRAEL,0,UNITED STATES,PERFORMED OR MANUFACTURED OUTSIDE US,UNITED STATES,2,533234
2001,600740971,ADI COMMUNICATION,All Other,0,NULL,1,NULL,NULL,,0,0,0,,ISRAEL,0,UNITED STATES,1,ISRAEL,NULL,ISRAEL,1,29000
2001,600018972,AERO MAOZ,All Other,0,NULL,1,NULL,NULL,,0,0,0,,ISRAEL,1,ISRAEL,1,,PERFORMED OR MANUFACTURED OUTSIDE US,,2,144250
2001,514733856,AEROTEAM ENGINEERING,All Other,0,NULL,1,NULL,NULL,,0,0,0,,ISRAEL,1,ISRAEL,1,,PERFORMED OR MANUFACTURED OUTSIDE US,,1,247368
2001,600740286,AFULA BUFFET,All Other,0,NULL,1,NULL,NULL,,0,0,0,,ISRAEL,1,ISRAEL,1,,PERFORMED OR MANUFACTURED OUTSIDE US,,1,1507500
2001,600740807,"AIVIESS, SALEM I",All Other,0,NULL,1,NULL,NULL,,0,0,0,,ISRAEL,1,ISRAEL,1,ISRAEL,NULL,ISRAEL,2,66000
2001,600213169,AL BEN,All Other,0,NULL,1,NULL,NULL,,0,0,0,,ISRAEL,1,ISRAEL,1,ISRAEL,NULL,ISRAEL,1,71000
2001,600151955,ASSOCIATED STEEL FOUNDRIES,All Other,0,NULL,1,NULL,NULL,,0,0,0,,ISRAEL,1,ISRAEL,1,,PERFORMED OR MANUFACTURED OUTSIDE US,,1,26625
2001,514858380,AUTO RAD,All Other,0,NULL,1,NULL,NULL,,0,0,0,,JAPAN,1,JAPAN,1,ISRAEL,NULL,ISRAEL,1,29000
2001,600740716,BAUMER & MODEL,All Other,0,NULL,1,NULL,NULL,,0,0,0,,ISRAEL,1,ISRAEL,1,ISRAEL,NULL,ISRAEL,2,230000
2001,537603359,BBC CHARTERING UND LOGISTIC GM,All Other,0,NULL,1,NULL,NULL,,0,0,0,,ISRAEL,1,ISRAEL,1,,PERFORMED OR MANUFACTURED OUTSIDE US,,1,85000
2001,999046451,BLADE TECHNOLOGY,All Other,0,NULL,1,NULL,NULL,,0,0,0,,ISRAEL,1,ISRAEL,1,,PERFORMED OR MANUFACTURED OUTSIDE US,,1,31353
2001,600014492,BLADES TECHNOLOGIES,All Other,0,NULL,1,NULL,NULL,,0,0,0,,ISRAEL,1,ISRAEL,1,,PERFORMED OR MANUFACTURED OUTSIDE US,,14,5186963
2001,624889994,CHUNG & ASSOCIATES,All Other,0,NULL,1,NULL,NULL,,0,0,0,,UNITED STATES,1,ISRAEL,0,UNITED STATES,NULL,UNITED STATES,1,878000
2001,186021903,CIVIL ENGINEERING CONSULTANTS,All Other,0,NULL,1,NULL,NULL,,0,0,0,,UNITED STATES,1,ISRAEL,0,UNITED STATES,NULL,UNITED STATES,1,39000
2001,797414711,COMVERSE GOVERNMENT SYSTEMS,All Other,0,NULL,1,NULL,NULL,,0,0,0,,UNITED STATES,1,ISRAEL,0,UNITED STATES,NULL,UNITED STATES,4,1650000
2001,514606110,CROWNE PLAZA TEL AVIV HOTEL,All Other,0,NULL,1,NULL,NULL,,0,0,0,,ISRAEL,1,ISRAEL,1,ISRAEL,NULL,ISRAEL,1,42000
2001,600117592,CYCLONE AVIATION PRODUCTS,All Other,0,NULL,1,NULL,NULL,,0,0,0,,ISRAEL,1,ISRAEL,1,,PERFORMED OR MANUFACTURED OUTSIDE US,,13,13893144
2001,600539779,DEA RESEARCH & DEVELOPMENT,All Other,0,NULL,1,NULL,NULL,,0,0,0,,ISRAEL,1,ISRAEL,1,,PERFORMED OR MANUFACTURED OUTSIDE US,,1,1244059
2001,600016000,ELCO INDUSTRIES,All Other,0,NULL,1,NULL,NULL,,0,0,0,,ISRAEL,1,ISRAEL,1,,PERFORMED OR MANUFACTURED OUTSIDE US,,1,100000
2001,86544152,GUEST ASSOCIATES,All Other,0,NULL,1,NULL,NULL,,0,0,0,,ISRAEL,1,ISRAEL,0,UNITED STATES,PERFORMED OR MANUFACTURED OUTSIDE US,UNITED STATES,1,85175
2001,600554695,IDUD,All Other,0,NULL,1,NULL,NULL,,0,0,0,,UNITED STATES,0,UNITED STATES,1,ISRAEL,NULL,ISRAEL,1,29000
2001,600554695,IDUD,All Other,0,NULL,1,NULL,NULL,,0,0,0,,,1,,1,ISRAEL,NULL,ISRAEL,0,0
2001,600740898,IIS INTERACTION ISRAEL SERVI,All Other,0,NULL,1,NULL,NULL,,0,0,0,,ISRAEL,1,ISRAEL,1,ISRAEL,NULL,ISRAEL,1,30000
2001,600014914,ISRAEL INSTITUTE FOR BIOLOGICA,All Other,0,NULL,1,NULL,NULL,,0,0,0,,ISRAEL,1,ISRAEL,1,,PERFORMED OR MANUFACTURED OUTSIDE US,,2,433038
2001,600065049,ISRAEL MILITARY INDUSTRIES,All Other,0,NULL,1,NULL,NULL,,0,0,0,,ISRAEL,1,ISRAEL,1,,PERFORMED OR MANUFACTURED OUTSIDE US,,6,877372
2001,600015853,KAMTECH SYSTEMS,All Other,0,NULL,1,NULL,NULL,,0,0,0,,ISRAEL,1,ISRAEL,1,,PERFORMED OR MANUFACTURED OUTSIDE US,,1,27700
2001,600740948,KIOSK YOSEF HAMATI,All Other,0,NULL,1,NULL,NULL,,0,0,0,,ISRAEL,1,ISRAEL,1,ISRAEL,NULL,ISRAEL,1,4118000
2001,600740849,KOLMOTOR,All Other,0,NULL,1,NULL,NULL,,0,0,0,,ISRAEL,1,JAPAN,1,ISRAEL,NULL,ISRAEL,1,122000
2001,6798417,M GORDON CONSTRUCTION,All Other,0,NULL,1,NULL,NULL,,0,0,0,,ISRAEL,1,ISRAEL,0,UNITED STATES,PERFORMED OR MANUFACTURED OUTSIDE US,UNITED STATES,1,6015000
2001,600158232,MADANES S ASSETS,All Other,0,NULL,1,NULL,NULL,,0,0,0,,ISRAEL,1,ISRAEL,1,ISRAEL,NULL,ISRAEL,2,175000
2001,27680958,MEDFORD PLATE GLASS & MIRROR C,All Other,0,NULL,1,NULL,NULL,,0,0,0,,ISRAEL,1,ISRAEL,0,UNITED STATES,NULL,UNITED STATES,1,62000
2001,608561015,MISTRAL,All Other,0,NULL,1,NULL,NULL,,0,0,0,,ISRAEL,1,ISRAEL,0,UNITED STATES,PERFORMED OR MANUFACTURED OUTSIDE US,UNITED STATES,1,30724
2001,600740997,MOSHAV BEIT EZRA,All Other,0,NULL,1,NULL,NULL,,0,0,0,,ISRAEL,1,ISRAEL,1,ISRAEL,NULL,ISRAEL,1,38000
2001,532149523,NANONICS IMAGING,All Other,0,NULL,1,NULL,NULL,,0,0,0,,ISRAEL,1,ISRAEL,1,,PERFORMED OR MANUFACTURED OUTSIDE US,,1,207800
2001,600740336,NAZARETH SWIMMING POOL,All Other,0,NULL,1,NULL,NULL,,0,0,0,,ISRAEL,1,ISRAEL,1,,PERFORMED OR MANUFACTURED OUTSIDE US,,1,146609
2001,600740856,NG HAMOVILIM LEILAT,All Other,0,NULL,1,NULL,NULL,,0,0,0,,ISRAEL,1,NETHERLANDS,1,ISRAEL,NULL,ISRAEL,1,36000
2001,514977487,NIDARIA TECHNOLOGY,All Other,0,NULL,1,NULL,NULL,,0,0,0,,ISRAEL,1,ISRAEL,1,,PERFORMED OR MANUFACTURED OUTSIDE US,,1,166322
2001,27647981,NO DATA FROM D & B,All Other,0,NULL,1,NULL,NULL,,0,0,0,,ISRAEL,1,ISRAEL,1,,NULL,,1,10000
2001,29189594,NO DATA FROM D & B,All Other,0,NULL,1,NULL,NULL,,0,0,0,,ISRAEL,1,ISRAEL,1,,NULL,,2,78000
2001,56329576,NO DATA FROM D & B,All Other,0,NULL,1,NULL,NULL,,0,0,0,,ISRAEL,1,ISRAEL,1,,NULL,,1,10000
2001,600740815,NO DATA FROM D & B,All Other,0,NULL,1,NULL,NULL,,0,0,0,,ISRAEL,1,ISRAEL,1,,NULL,,1,35000
2001,600740831,NO DATA FROM D & B,All Other,0,NULL,1,NULL,NULL,,0,0,0,,ISRAEL,1,ISRAEL,1,,NULL,,1,120000
2001,600740906,NO DATA FROM D & B,All Other,0,NULL,1,NULL,NULL,,0,0,0,,ISRAEL,1,ISRAEL,1,,NULL,,1,161000
2001,954614541,NO DATA FROM D & B,All Other,0,NULL,1,NULL,NULL,,0,0,0,,ISRAEL,1,ISRAEL,1,,NULL,,1,35000
2001,600740328,PELEG ELECTRONICS,All Other,0,NULL,1,NULL,NULL,,0,0,0,,ISRAEL,1,ISRAEL,1,,PERFORMED OR MANUFACTURED OUTSIDE US,,1,245938
2001,963008230,PGSUS LIMITED LIABILITY COMPAN,963008230^,0,NULL,1,NULL,NULL,,0,0,0,,UNITED STATES,1,ISRAEL,0,UNITED STATES,MFG IN U.S.,UNITED STATES,9,35632103
