CSIStransactionID	CSIScontractID	fiscal_year	Customer	SubCustomer	ServicesCategory	PlatformPortfolio	ProductOrServiceCodeText	VendorSize	CompetitionClassification	ClassifyNumberOfOffers	includesMOSA	projectname	obligatedAmount	numberOfActions
9248233	18684211	2010	Defense	Navy	Products	Ships & Submarines	SUBMARINES	Large: Big 6	No Competition (Only One Source Exception)	No competition	1	SSN 774 	7916.0000	1
6386107	18686825	2010	Defense	Navy	R&D	Ships & Submarines	DEFENSE SHIPS (BASIC)	Large: Big 6	No Competition (Only One Source Exception)	No competition	1	LCS 	4750000.0000	1
14130446	18684210	2010	Defense	Navy	Products	Ships & Submarines	SUBMARINES	Large: Big 6	No Competition (Only One Source Exception)	No competition	1	SSN 774 	816.0000	1
4738777	18684210	2010	Defense	Navy	Products	Ships & Submarines	SUBMARINES	Large: Big 6	No Competition (Only One Source Exception)	No competition	1	SSN 774 	15000.0000	1
7577812	18684200	2010	Defense	Navy	Products	Ships & Submarines	SUBMARINES	Large: Big 6	No Competition (Only One Source Exception)	No competition	1	SSN 774 	183000.0000	1
11380359	18800833	2010	Defense	Navy	PAMS	Ships & Submarines	ENGINEERING AND TECHNICAL SERVICES	Medium <1B	Limited Competition with multiple offers	Two Offers	1	LCS 	0.0000	1
71426991	69896908	2017	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (EAST)	Small	Limited Competition with multiple offers	3-4 Offers	1	LCS 	65765.0000	1
94412832	72187274	2018	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (WEST)	Small	Unlabeled: No competition; multiple offers	Unlabeled: No competition; multiple offers	1	LCS 	5000.0000	1
94485833	72240123	2018	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (WEST)	Small	Limited Competition with multiple offers	Two Offers	1	LCS 	83752.0000	1
94485836	72240123	2018	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (WEST)	Small	Limited Competition with multiple offers	Two Offers	1	LCS 	0.0000	1
94485865	72240128	2018	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (WEST)	Small	No Competition (Only One Source Exception)	No competition	1	LCS 	0.0000	1
94485831	72240122	2018	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (WEST)	Small	Limited Competition with multiple offers	3-4 Offers	1	LCS 	-25392.0000	1
28950258	18800833	2012	Defense	Navy	PAMS	Ships & Submarines	ENGINEERING AND TECHNICAL SERVICES	Medium <1B	Limited Competition with multiple offers	Two Offers	1	LCS 	130000.0000	1
30566556	18684122	2008	Defense	Navy	Products	Ships & Submarines	SUBMARINES	Large: Big 6	No Competition (Only One Source Exception)	No competition	1	SSN 774 	-812.0000	1
39276692	18800833	2014	Defense	Navy	PAMS	Ships & Submarines	ENGINEERING AND TECHNICAL SERVICES	Medium <1B	Limited Competition with multiple offers	Two Offers	1	LCS 	3081128.0000	1
39910313	26819895	1993	Defense	Other DoD	ICT	Electronics, Comms, & Sensors	IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS	Medium <1B	Limited Competition with multiple offers	Two Offers	1	1GDC	41200.0000	NULL
34626186	18686828	2013	Defense	Navy	R&D	Ships & Submarines	DEFENSE SHIPS (BASIC)	Large: Big 6	No Competition (Only One Source Exception)	No competition	1	LCS 	7745810.0000	1
71320623	71229647	2017	Defense	Navy	Products	Ships & Submarines	SHIP AND BOAT PROPULSION COMPONENTS	Large	No Competition (Only One Source Exception)	No competition	1	SSN 774 	2385163.0000	1
27110755	17655376	2007	Defense	Navy	Products	Ships & Submarines	ADP INPUT/OUTPUT & STORAGE DEVICES	Small	Limited Competition with multiple offers (Overrode blank Fair Opportunity)	3-4 Offers	1	LCS 	12872.0000	1
94412833	72187274	2018	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (WEST)	Small	Unlabeled: No competition; multiple offers	Unlabeled: No competition; multiple offers	1	LCS 	0.0000	1
30848296	18800833	2010	Defense	Navy	PAMS	Ships & Submarines	ENGINEERING AND TECHNICAL SERVICES	Medium <1B	Limited Competition with multiple offers	Two Offers	1	LCS 	300000.0000	1
15142819	18686824	2010	Defense	Navy	R&D	Ships & Submarines	DEFENSE SHIPS (BASIC)	Large: Big 6	No Competition (Only One Source Exception)	No competition	1	LCS 	-369386.0000	1
2116832	18684194	2010	Defense	Navy	Products	Ships & Submarines	SUBMARINES	Large: Big 6	No Competition (Only One Source Exception)	No competition	1	SSN 774 	4500.0000	1
28601895	18686823	2010	Defense	Navy	R&D	Ships & Submarines	DEFENSE SHIPS (BASIC)	Large: Big 6	No Competition (Only One Source Exception)	No competition	1	LCS 	-681894.0000	1
36682489	26819895	1993	Defense	Other DoD	Products	Electronics, Comms, & Sensors	TELEPHONE AND TELEGRAPH EQUIPMENT	Medium <1B	Limited Competition with multiple offers	Two Offers	1	1GDC	278140.0000	NULL
8249198	18684126	2008	Defense	Navy	Products	Ships & Submarines	SUBMARINES	Large: Big 6	No Competition (Only One Source Exception)	No competition	1	SSN 774 	25000.0000	1
38450474	26819895	1993	Defense	Other DoD	Products	Electronics, Comms, & Sensors	CABLE CORD WIRE ASSEMBLY - COMM EQ	Medium <1B	Limited Competition with multiple offers	Two Offers	1	1GDC	37414.0000	NULL
94485897	72240138	2018	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (WEST)	Small	Competition with single offer	One Offer	1	LCS 	86889.6016	1
39107527	26819895	1993	Defense	Other DoD	Products	Electronics, Comms, & Sensors	TELEPHONE AND TELEGRAPH EQUIPMENT	Medium <1B	Limited Competition with multiple offers	Two Offers	1	1GDC	748485.0000	NULL
94485834	72240123	2018	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (WEST)	Small	Limited Competition with multiple offers	Two Offers	1	LCS 	0.0000	1
24115894	18684204	2010	Defense	Navy	Products	Ships & Submarines	SUBMARINES	Large: Big 6	No Competition (Only One Source Exception)	No competition	1	SSN 774 	-2518.0000	1
14258739	18684126	2008	Defense	Navy	Products	Ships & Submarines	SUBMARINES	Large: Big 6	No Competition (Only One Source Exception)	No competition	1	SSN 774 	-9427.0000	1
39653388	26819895	1993	Defense	Other DoD	Products	Electronics, Comms, & Sensors	TELEPHONE AND TELEGRAPH EQUIPMENT	Medium <1B	Limited Competition with multiple offers	Two Offers	1	1GDC	39470.0000	NULL
26421001	18684194	2010	Defense	Navy	Products	Ships & Submarines	SUBMARINES	Large: Big 6	No Competition (Only One Source Exception)	No competition	1	SSN 774 	6831.0000	1
36649021	26819895	1993	Defense	Other DoD	Products	Electronics, Comms, & Sensors	TELEPHONE AND TELEGRAPH EQUIPMENT	Medium <1B	Limited Competition with multiple offers	Two Offers	1	1GDC	540398.0000	NULL
94485894	72240138	2018	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (WEST)	Small	Competition with single offer	One Offer	1	LCS 	457439.5938	1
94477799	72235255	2018	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (WEST)	Small	Limited Competition with multiple offers	Two Offers	1	LCS 	0.0000	1
487232	18686826	2010	Defense	Navy	R&D	Ships & Submarines	DEFENSE SHIPS (BASIC)	Large: Big 6	No Competition (Only One Source Exception)	No competition	1	LCS 	0.0000	1
15471746	18800833	2010	Defense	Navy	PAMS	Ships & Submarines	ENGINEERING AND TECHNICAL SERVICES	Medium <1B	Limited Competition with multiple offers	Two Offers	1	LCS 	15900.0000	1
22028213	18684279	2007	Defense	Navy	Products	Ships & Submarines	SUBMARINES	Large: Big 6	No Competition (Only One Source Exception)	No competition	1	SSN 774 	15000.0000	1
37286907	26819895	1993	Defense	Other DoD	Products	Electronics, Comms, & Sensors	TELETYPE AND FACSIMILE EQUIPMENT	Medium <1B	Limited Competition with multiple offers	Two Offers	1	1GDC	81860.0000	NULL
36588732	26819895	1993	Defense	Other DoD	Products	Electronics, Comms, & Sensors	TELEPHONE AND TELEGRAPH EQUIPMENT	Medium <1B	Limited Competition with multiple offers	Two Offers	1	1GDC	45248.0000	NULL
17982755	18904885	2004	Defense	Navy	Products	Aircraft	GENERATORS & GENERATOR SETS ELECT	Large	Competition with single offer	One Offer	1	BAMS 	1511437.0000	1
68559201	69896908	2017	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (EAST)	Small	Limited Competition with multiple offers	3-4 Offers	1	LCS 	2069228.5000	1
94485817	72240118	2018	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (WEST)	Small	Limited Competition with multiple offers	5-9 Offers	1	LCS 	1551802.3750	1
23267449	18800833	2012	Defense	Navy	PAMS	Ships & Submarines	ENGINEERING AND TECHNICAL SERVICES	Medium <1B	Limited Competition with multiple offers	Two Offers	1	LCS 	420000.0000	1
1195818	18684131	2008	Defense	Navy	Products	Ships & Submarines	SUBMARINES	Large: Big 6	No Competition (Only One Source Exception)	No competition	1	SSN 774 	0.0000	1
9120437	18684132	2008	Defense	Navy	Products	Ships & Submarines	SUBMARINES	Large: Big 6	No Competition (Only One Source Exception)	No competition	1	SSN 774 	150000.0000	1
94481938	72238338	2018	Defense	Navy	Products	Electronics, Comms, & Sensors	ADP SOFTWARE	Large	Competition with single offer	One Offer	1	417	1492.1000	1
4927694	18684194	2010	Defense	Navy	Products	Ships & Submarines	SUBMARINES	Large: Big 6	No Competition (Only One Source Exception)	No competition	1	SSN 774 	6000.0000	1
6474068	18684211	2010	Defense	Navy	Products	Ships & Submarines	SUBMARINES	Large: Big 6	No Competition (Only One Source Exception)	No competition	1	SSN 774 	26800.0000	1
9323977	18686822	2010	Defense	Navy	R&D	Ships & Submarines	DEFENSE SHIPS (BASIC)	Large: Big 6	No Competition (Only One Source Exception)	No competition	1	LCS 	1500000.0000	1
31886510	19353531	2010	Defense	Navy	R&D	Ships & Submarines	DEFENSE SHIPS (ENGINEERING)	Small	No Competition (Other Exception)	No competition	1	SSN 774 	0.0000	1
34959301	25855715	2013	Defense	Navy	Products	Ships & Submarines	COMBAT SHIPS AND LANDING VESSELS	Large: Big 6	No Competition (Only One Source Exception)	No competition	1	LCS 	559588.0000	1
38151482	26819895	1993	Defense	Other DoD	Products	Electronics, Comms, & Sensors	TELEPHONE AND TELEGRAPH EQUIPMENT	Medium <1B	Limited Competition with multiple offers	Two Offers	1	1GDC	85727.0000	NULL
39114680	26819895	1993	Defense	Other DoD	Products	Electronics, Comms, & Sensors	TELEPHONE AND TELEGRAPH EQUIPMENT	Medium <1B	Limited Competition with multiple offers	Two Offers	1	1GDC	546244.0000	NULL
7638983	18684275	2007	Defense	Navy	Products	Ships & Submarines	SUBMARINES	Large: Big 6	No Competition (Only One Source Exception)	No competition	1	SSN 774 	250000.0000	1
34112745	25855715	2013	Defense	Navy	Products	Ships & Submarines	COMBAT SHIPS AND LANDING VESSELS	Large: Big 6	No Competition (Only One Source Exception)	No competition	1	LCS 	6727223.0000	1
38384935	26819895	1993	Defense	Other DoD	Products	Electronics, Comms, & Sensors	TELEPHONE AND TELEGRAPH EQUIPMENT	Medium <1B	Limited Competition with multiple offers	Two Offers	1	1GDC	232215.0000	NULL
94485828	72240122	2018	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (WEST)	Small	Limited Competition with multiple offers	3-4 Offers	1	LCS 	61004.0000	1
71320620	67063710	2017	Defense	Navy	Products	Ships & Submarines	SHIP AND BOAT PROPULSION COMPONENTS	Large	No Competition (Only One Source Exception)	No competition	1	SSN 774 	0.0000	1
24970247	18684169	2011	Defense	Navy	Products	Ships & Submarines	SUBMARINES	Large: Big 6	No Competition (Only One Source Exception)	No competition	1	SSN 774 	0.0000	1
19223708	18684177	2011	Defense	Navy	Products	Ships & Submarines	SUBMARINES	Large: Big 6	No Competition (Only One Source Exception)	No competition	1	SSN 774 	0.0000	1
19726243	18684204	2010	Defense	Navy	Products	Ships & Submarines	SUBMARINES	Large: Big 6	No Competition (Only One Source Exception)	No competition	1	SSN 774 	7500.0000	1
12351670	18684297	2008	Defense	Navy	Products	Ships & Submarines	SUBMARINES	Large: Big 6	No Competition (Only One Source Exception)	No competition	1	SSN 774 	-55008.0000	1
29219566	18684279	2007	Defense	Navy	Products	Ships & Submarines	SUBMARINES	Large: Big 6	No Competition (Only One Source Exception)	No competition	1	SSN 774 	25000.0000	1
37286987	26819895	1993	Defense	Other DoD	Products	Electronics, Comms, & Sensors	TELEPHONE AND TELEGRAPH EQUIPMENT	Medium <1B	Limited Competition with multiple offers	Two Offers	1	1GDC	-92156.0000	NULL
1664149	18800833	2010	Defense	Navy	PAMS	Ships & Submarines	ENGINEERING AND TECHNICAL SERVICES	Medium <1B	Limited Competition with multiple offers	Two Offers	1	LCS 	0.0000	1
30860023	18684114	2008	Defense	Navy	Products	Ships & Submarines	SUBMARINES	Large: Big 6	No Competition (Only One Source Exception)	No competition	1	SSN 774 	34089.0000	1
24563564	18684279	2007	Defense	Navy	Products	Ships & Submarines	SUBMARINES	Large: Big 6	No Competition (Only One Source Exception)	No competition	1	SSN 774 	50000.0000	1
4453042	18684275	2007	Defense	Navy	Products	Ships & Submarines	SUBMARINES	Large: Big 6	No Competition (Only One Source Exception)	No competition	1	SSN 774 	500000.0000	1
37131779	26819895	1993	Defense	Other DoD	ICT	Electronics, Comms, & Sensors	IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS	Medium <1B	Limited Competition with multiple offers	Two Offers	1	1GDC	1000000.0000	NULL
16828631	18684111	2008	Defense	Navy	Products	Ships & Submarines	SUBMARINES	Large: Big 6	No Competition (Only One Source Exception)	No competition	1	SSN 774 	0.0000	1
12660723	18684136	2008	Defense	Navy	Products	Ships & Submarines	SUBMARINES	Large: Big 6	No Competition (Only One Source Exception)	No competition	1	SSN 774 	200000.0000	1
35614204	18686829	2013	Defense	Navy	R&D	Ships & Submarines	DEFENSE SHIPS (BASIC)	Large: Big 6	No Competition (Only One Source Exception)	No competition	1	LCS 	0.0000	1
94485822	72240120	2018	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (WEST)	Small	No Competition (Other Exception)	No competition	1	LCS 	0.0000	1
10723129	18684131	2008	Defense	Navy	Products	Ships & Submarines	SUBMARINES	Large: Big 6	No Competition (Only One Source Exception)	No competition	1	SSN 774 	25000.0000	1
35515873	25855715	2013	Defense	Navy	Products	Ships & Submarines	COMBAT SHIPS AND LANDING VESSELS	Large: Big 6	No Competition (Only One Source Exception)	No competition	1	LCS 	0.0000	1
7558937	18686824	2010	Defense	Navy	R&D	Ships & Submarines	DEFENSE SHIPS (BASIC)	Large: Big 6	No Competition (Only One Source Exception)	No competition	1	LCS 	93873.0000	1
286336	18684279	2007	Defense	Navy	Products	Ships & Submarines	SUBMARINES	Large: Big 6	No Competition (Only One Source Exception)	No competition	1	SSN 774 	15000.0000	1
71426997	69896915	2017	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (EAST)	Small	Limited Competition with multiple offers	3-4 Offers	1	LCS 	26191.4805	1
94485896	72240138	2018	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (WEST)	Small	Competition with single offer	One Offer	1	LCS 	215264.2969	1
25399056	18686825	2010	Defense	Navy	R&D	Ships & Submarines	DEFENSE SHIPS (BASIC)	Large: Big 6	No Competition (Only One Source Exception)	No competition	1	LCS 	1697199.0000	1
68333450	69863122	2017	Defense	Navy	Products	Ships & Submarines	SHIP AND BOAT PROPULSION COMPONENTS	Large	No Competition (Only One Source Exception)	No competition	1	SSN 774 	11796.0000	1
94485893	72240137	2018	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (WEST)	Small	Competition with single offer	One Offer	1	LCS 	24877.0000	1
94477798	72235255	2018	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (WEST)	Small	Limited Competition with multiple offers	Two Offers	1	LCS 	60843.0000	1
13598562	18686825	2010	Defense	Navy	R&D	Ships & Submarines	DEFENSE SHIPS (BASIC)	Large: Big 6	No Competition (Only One Source Exception)	No competition	1	LCS 	0.0000	1
314087	18684279	2008	Defense	Navy	Products	Ships & Submarines	SUBMARINES	Large: Big 6	No Competition (Only One Source Exception)	No competition	1	SSN 774 	84913.0000	1
38920685	26819895	1993	Defense	Other DoD	Products	Electronics, Comms, & Sensors	TELEPHONE AND TELEGRAPH EQUIPMENT	Medium <1B	Limited Competition with multiple offers	Two Offers	1	1GDC	1059226.0000	NULL
94485830	72240122	2018	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (WEST)	Small	Limited Competition with multiple offers	3-4 Offers	1	LCS 	-1140375.0000	1
24259130	18800833	2010	Defense	Navy	PAMS	Ships & Submarines	ENGINEERING AND TECHNICAL SERVICES	Medium <1B	Limited Competition with multiple offers	Two Offers	1	LCS 	5287496.0000	1
4071213	18686826	2010	Defense	Navy	R&D	Ships & Submarines	DEFENSE SHIPS (BASIC)	Large: Big 6	No Competition (Only One Source Exception)	No competition	1	LCS 	2250000.0000	1
18678347	18684192	2010	Defense	Navy	Products	Ships & Submarines	SUBMARINES	Large: Big 6	No Competition (Only One Source Exception)	No competition	1	SSN 774 	24000.0000	1
33927552	18684298	2008	Defense	Navy	Products	Ships & Submarines	SUBMARINES	Large: Big 6	No Competition (Only One Source Exception)	No competition	1	SSN 774 	-125214.0000	1
18836486	19353531	2009	Defense	Navy	R&D	Ships & Submarines	DEFENSE SHIPS (ENGINEERING)	Small	No Competition (Other Exception)	No competition	1	SSN 774 	0.0000	1
32974404	18684107	2008	Defense	Navy	Products	Ships & Submarines	SUBMARINES	Large: Big 6	No Competition (Only One Source Exception)	No competition	1	SSN 774 	170000.0000	1
94485827	72240122	2018	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (WEST)	Small	Limited Competition with multiple offers	3-4 Offers	1	LCS 	-49134.0000	1
20251960	18684212	2010	Defense	Navy	Products	Ships & Submarines	SUBMARINES	Large: Big 6	No Competition (Only One Source Exception)	No competition	1	SSN 774 	38338.0000	1
4972184	18684248	2007	Defense	Navy	Products	Ships & Submarines	SUBMARINES	Large: Big 6	No Competition (Only One Source Exception)	No competition	1	SSN 774 	193400.0000	1
39538007	26819895	1993	Defense	Other DoD	ICT	Electronics, Comms, & Sensors	IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS	Medium <1B	Limited Competition with multiple offers	Two Offers	1	1GDC	92156.0000	NULL
14125648	18684206	2010	Defense	Navy	Products	Ships & Submarines	SUBMARINES	Large: Big 6	No Competition (Only One Source Exception)	No competition	1	SSN 774 	24000.0000	1
25352827	18684297	2008	Defense	Navy	Products	Ships & Submarines	SUBMARINES	Large: Big 6	No Competition (Only One Source Exception)	No competition	1	SSN 774 	-19152.0000	1
17664721	18684130	2008	Defense	Navy	Products	Ships & Submarines	SUBMARINES	Large: Big 6	No Competition (Only One Source Exception)	No competition	1	SSN 774 	-63763.0000	1
7991991	18684299	2008	Defense	Navy	Products	Ships & Submarines	SUBMARINES	Large: Big 6	No Competition (Only One Source Exception)	No competition	1	SSN 774 	209000.0000	1
10472595	18684275	2007	Defense	Navy	Products	Ships & Submarines	SUBMARINES	Large: Big 6	No Competition (Only One Source Exception)	No competition	1	SSN 774 	500000.0000	1
16325205	18684271	2007	Defense	Navy	Products	Ships & Submarines	SUBMARINES	Large: Big 6	No Competition (Only One Source Exception)	No competition	1	SSN 774 	878036.0000	1
14213010	18684176	2011	Defense	Navy	Products	Ships & Submarines	SUBMARINES	Large: Big 6	No Competition (Only One Source Exception)	No competition	1	SSN 774 	0.0000	1
14140839	18800833	2010	Defense	Navy	PAMS	Ships & Submarines	ENGINEERING AND TECHNICAL SERVICES	Medium <1B	Limited Competition with multiple offers	Two Offers	1	LCS 	0.0000	1
24326031	18686823	2010	Defense	Navy	R&D	Ships & Submarines	DEFENSE SHIPS (BASIC)	Large: Big 6	No Competition (Only One Source Exception)	No competition	1	LCS 	681894.0000	1
15638391	18686822	2010	Defense	Navy	R&D	Ships & Submarines	DEFENSE SHIPS (BASIC)	Large: Big 6	No Competition (Only One Source Exception)	No competition	1	LCS 	600000.0000	1
21343808	18684143	2008	Defense	Navy	Products	Ships & Submarines	SUBMARINES	Large: Big 6	No Competition (Only One Source Exception)	No competition	1	SSN 774 	7842.0000	1
94485824	72240120	2018	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (WEST)	Small	No Competition (Other Exception)	No competition	1	LCS 	-12340.0000	1
14616756	18800833	2010	Defense	Navy	PAMS	Ships & Submarines	ENGINEERING AND TECHNICAL SERVICES	Medium <1B	Limited Competition with multiple offers	Two Offers	1	LCS 	2563749.0000	1
94485864	72240128	2018	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (WEST)	Small	No Competition (Only One Source Exception)	No competition	1	LCS 	411219.0000	1
14173800	18684298	2008	Defense	Navy	Products	Ships & Submarines	SUBMARINES	Large: Big 6	No Competition (Only One Source Exception)	No competition	1	SSN 774 	50000.0000	1
3782437	18684255	2007	Defense	Navy	Products	Ships & Submarines	SUBMARINES	Large: Big 6	No Competition (Only One Source Exception)	No competition	1	SSN 774 	70205.0000	1
94485821	72240120	2018	Defense	Navy	ERS	Ships & Submarines	NON-NUCLEAR SHIP REPAIR (WEST)	Small	No Competition (Other Exception)	No competition	1	LCS 	6330.0000	1
16256483	18684122	2008	Defense	Navy	Products	Ships & Submarines	SUBMARINES	Large: Big 6	No Competition (Only One Source Exception)	No competition	1	SSN 774 	7500.0000	1
14887478	18684299	2008	Defense	Navy	Products	Ships & Submarines	SUBMARINES	Large: Big 6	No Competition (Only One Source Exception)	No competition	1	SSN 774 	90000.0000	1
41036074	26819895	1993	Defense	Other DoD	Products	Electronics, Comms, & Sensors	TELEPHONE AND TELEGRAPH EQUIPMENT	Medium <1B	Limited Competition with multiple offers	Two Offers	1	1GDC	40267.0000	NULL
30680234	18684275	2007	Defense	Navy	Products	Ships & Submarines	SUBMARINES	Large: Big 6	No Competition (Only One Source Exception)	No competition	1	SSN 774 	0.0000	1
30566254	18684280	2007	Defense	Navy	Products	Ships & Submarines	SUBMARINES	Large: Big 6	No Competition (Only One Source Exception)	No competition	1	SSN 774 	18000.0000	1
38814957	26819895	1993	Defense	Other DoD	ICT	Electronics, Comms, & Sensors	IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS	Medium <1B	Limited Competition with multiple offers	Two Offers	1	1GDC	40085.0000	NULL
22458252	18684111	2008	Defense	Navy	Products	Ships & Submarines	SUBMARINES	Large: Big 6	No Competition (Only One Source Exception)	No competition	1	SSN 774 	60959.0000	1
13226497	18684111	2008	Defense	Navy	Products	Ships & Submarines	SUBMARINES	Large: Big 6	No Competition (Only One Source Exception)	No competition	1	SSN 774 	584760.0000	1
