fiscal_year	Customer	SubCustomer	EntitySizeCode	EntitySizeText	EntityCategory	AnyEntityUSplaceOfPerformance	AnyEntityForeignPlaceOfPerformance	IsEntityAbove2016constantOneMillionThreshold	IsEntityAbove1990constantReportingThreshold	IsEntityAbove2016constantReportingThreshold	IsEntityAbove2018constant10ThousandThreshold	EntityCount	AllContractorCount	numberOfActions	ObligatedAmount
1989	Defense	Army	S	Always Small Vendor	Duns	NULL	NULL	0	1	1	1	3	3	NULL	451000.0000
1989	Defense	Army	S	Always Small Vendor	Duns	NULL	NULL	1	1	1	NULL	2	2	NULL	1595000.0000
1989	Defense	Army	S	Always Small Vendor	Duns	NULL	NULL	1	1	1	1	3	3	NULL	13851000.0000
1989	Defense	Army	S	Always Small Vendor	PDuns-1	NULL	NULL	0	0	0	0	1	1	NULL	-90000.0000
1989	Defense	Army	S	Always Small Vendor	PDuns-2+	NULL	NULL	0	1	1	1	5	5	NULL	488000.0000
1989	Defense	Army	S	Always Small Vendor	PDuns-2+	NULL	NULL	1	1	1	1	4	4	NULL	11675000.0000
1989	Defense	Navy	B	Big Five	PID	NULL	NULL	1	1	1	1	5	5	NULL	78469000.0000
1989	Defense	Navy	L	Large Vendor	PID	NULL	NULL	0	0	0	0	1	1	NULL	-595000.0000
1989	Defense	Navy	L	Large Vendor	PID	NULL	NULL	0	1	1	1	5	5	NULL	558000.0000
1989	Defense	Navy	L	Large Vendor	PID	NULL	NULL	1	1	1	1	27	27	NULL	164085000.0000
1989	Defense	Navy	M	Medium Vendor	Duns	NULL	NULL	0	0	0	0	4	4	NULL	-140000.0000
1989	Defense	Navy	M	Medium Vendor	Duns	NULL	NULL	0	1	1	NULL	13	13	NULL	1528000.0000
1989	Defense	Navy	M	Medium Vendor	Duns	NULL	NULL	0	1	1	1	90	90	NULL	10338000.0000
1989	Defense	Navy	M	Medium Vendor	Duns	NULL	NULL	1	1	1	NULL	1	1	NULL	1372000.0000
1989	Defense	Navy	M	Medium Vendor	Duns	NULL	NULL	1	1	1	1	38	38	NULL	209166000.0000
1989	Defense	Navy	M	Medium Vendor	PDuns-1	NULL	NULL	0	1	1	1	7	7	NULL	687000.0000
1989	Defense	Navy	M	Medium Vendor	PDuns-1	NULL	NULL	1	1	1	1	3	3	NULL	933000.0000
1989	Defense	Navy	M	Medium Vendor	PDuns-2+	NULL	NULL	0	0	0	0	9	9	NULL	-971000.0000
1989	Defense	Navy	M	Medium Vendor	PDuns-2+	NULL	NULL	0	0	1	0	1	1	NULL	44000.0000
1989	Defense	Navy	M	Medium Vendor	PDuns-2+	NULL	NULL	0	1	1	1	160	170	NULL	17208000.0000
1989	Defense	Navy	M	Medium Vendor	PDuns-2+	NULL	NULL	1	1	1	1	127	173	NULL	259817000.0000
1989	Defense	Navy	M	Medium Vendor	PID	NULL	NULL	0	1	1	1	13	13	NULL	2584000.0000
1989	Defense	Navy	M	Medium Vendor	PID	NULL	NULL	1	1	1	1	21	21	NULL	118165975.0000
1989	Defense	Navy	N	Sometimes Small Vendor	Duns	NULL	NULL	0	1	1	1	4	4	NULL	1290000.0000
1989	Defense	Navy	N	Sometimes Small Vendor	Duns	NULL	NULL	1	1	1	1	7	7	NULL	17039000.0000
1989	Defense	Navy	N	Sometimes Small Vendor	PDuns-2+	NULL	NULL	0	1	1	1	9	12	NULL	3020000.0000
1989	Defense	Navy	N	Sometimes Small Vendor	PDuns-2+	NULL	NULL	1	1	1	1	12	18	NULL	60725000.0000
1989	Defense	Navy	N	Sometimes Small Vendor	PID	NULL	NULL	1	1	1	1	1	1	NULL	1097000.0000
1989	Defense	Navy	S	Always Small Vendor	Duns	NULL	NULL	0	0	0	NULL	3	3	NULL	-347000.0000
1989	Defense	Navy	S	Always Small Vendor	Duns	NULL	NULL	0	0	0	0	12	12	NULL	-998000.0000
1989	Defense	Navy	S	Always Small Vendor	Duns	NULL	NULL	0	0	1	NULL	1	1	NULL	-30000.0000
1989	Defense	Navy	S	Always Small Vendor	Duns	NULL	NULL	0	0	1	0	2	2	NULL	82000.0000
1989	Defense	Navy	S	Always Small Vendor	Duns	NULL	NULL	0	0	1	1	2	2	NULL	560000.0000
1989	Defense	Navy	S	Always Small Vendor	Duns	NULL	NULL	0	1	1	NULL	41	41	NULL	4398000.0000
1989	Defense	Navy	S	Always Small Vendor	Duns	NULL	NULL	0	1	1	1	339	339	NULL	48416000.0000
1989	Defense	Navy	S	Always Small Vendor	Duns	NULL	NULL	1	1	1	NULL	2	2	NULL	2641000.0000
1989	Defense	Navy	S	Always Small Vendor	Duns	NULL	NULL	1	1	1	1	76	76	NULL	108691000.0000
1989	Defense	Navy	S	Always Small Vendor	PDuns-1	NULL	NULL	0	0	0	0	2	2	NULL	-241029.0000
1989	Defense	Navy	S	Always Small Vendor	PDuns-1	NULL	NULL	0	1	1	1	34	34	NULL	5605000.0000
1989	Defense	Navy	S	Always Small Vendor	PDuns-1	NULL	NULL	1	1	1	1	19	19	NULL	21998000.0000
1989	Defense	Navy	S	Always Small Vendor	PDuns-2+	NULL	NULL	0	0	0	0	5	5	NULL	-1395000.0000
1989	Defense	Navy	S	Always Small Vendor	PDuns-2+	NULL	NULL	0	1	1	1	136	136	NULL	18763000.0000
1989	Defense	Navy	S	Always Small Vendor	PDuns-2+	NULL	NULL	1	1	1	1	58	60	NULL	70295000.0000
1989	Defense	Navy	S	Always Small Vendor	PID	NULL	NULL	0	1	1	1	7	7	NULL	1138000.0000
1989	Defense	Navy	S	Always Small Vendor	PID	NULL	NULL	1	1	1	1	5	5	NULL	2010000.0000
1989	Defense	Other DoD	B	Big Five	PID	NULL	NULL	1	1	1	1	1	1	NULL	1340000.0000
1989	Defense	Other DoD	L	Large Vendor	PID	NULL	NULL	1	1	1	1	9	9	NULL	16139000.0000
1989	Defense	Other DoD	M	Medium Vendor	Duns	NULL	NULL	0	1	1	1	4	4	NULL	926000.0000
1989	Defense	Other DoD	M	Medium Vendor	Duns	NULL	NULL	1	1	1	1	1	1	NULL	410000.0000
1989	Defense	Other DoD	M	Medium Vendor	PDuns-2+	NULL	NULL	0	1	1	1	7	7	NULL	1071000.0000
1989	Defense	Other DoD	M	Medium Vendor	PDuns-2+	NULL	NULL	1	1	1	1	10	10	NULL	50625000.0000
1989	Defense	Other DoD	M	Medium Vendor	PID	NULL	NULL	0	1	1	1	1	1	NULL	141000.0000
1989	Defense	Other DoD	M	Medium Vendor	PID	NULL	NULL	1	1	1	1	2	2	NULL	590000.0000
1989	Defense	Other DoD	N	Sometimes Small Vendor	PDuns-2+	NULL	NULL	1	1	1	1	1	1	NULL	70000.0000
1989	Defense	Other DoD	S	Always Small Vendor	Duns	NULL	NULL	0	1	1	1	6	6	NULL	552000.0000
1989	Defense	Other DoD	S	Always Small Vendor	Duns	NULL	NULL	1	1	1	NULL	1	1	NULL	500000.0000
1989	Defense	Other DoD	S	Always Small Vendor	Duns	NULL	NULL	1	1	1	1	8	8	NULL	4547000.0000
1989	Defense	Other DoD	S	Always Small Vendor	PDuns-1	NULL	NULL	0	1	1	1	4	4	NULL	542000.0000
1989	Defense	Other DoD	S	Always Small Vendor	PDuns-2+	NULL	NULL	0	1	1	1	3	3	NULL	386000.0000
1989	Defense	Other DoD	S	Always Small Vendor	PDuns-2+	NULL	NULL	1	1	1	1	9	9	NULL	8134000.0000
1989	Defense	Other DoD	S	Always Small Vendor	PID	NULL	NULL	1	1	1	1	1	1	NULL	205000.0000
1990	Defense	Air Force	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	5	NULL	109540000.0000
1990	Defense	Air Force	B	Big Five	PID	NULL	NULL	1	1	1	1	5	5	NULL	7114279000.0000
1990	Defense	Air Force	L	Large Vendor	PID	NULL	NULL	0	1	1	1	5	5	NULL	601000.0000
1990	Defense	Air Force	L	Large Vendor	PID	NULL	NULL	1	1	1	1	74	74	NULL	18066472000.0000
1990	Defense	Air Force	M	Medium Vendor	Duns	NULL	NULL	0	0	0	NULL	7	7	NULL	-695000.0000
1990	Defense	Air Force	M	Medium Vendor	Duns	NULL	NULL	0	0	0	0	124	124	NULL	-5848000.0000
1990	Defense	Air Force	M	Medium Vendor	Duns	NULL	NULL	0	0	1	NULL	1	1	NULL	-11000.0000
1990	Defense	Air Force	M	Medium Vendor	Duns	NULL	NULL	0	0	1	0	1	1	NULL	28000.0000
1990	Defense	Air Force	M	Medium Vendor	Duns	NULL	NULL	0	0	1	1	5	5	NULL	179000.0000
1990	Defense	Air Force	M	Medium Vendor	Duns	NULL	NULL	0	1	1	NULL	72	72	NULL	5642000.0000
1990	Defense	Air Force	M	Medium Vendor	Duns	NULL	NULL	0	1	1	1	776	776	NULL	97648000.0000
1990	Defense	Air Force	M	Medium Vendor	Duns	NULL	NULL	1	1	1	NULL	9	9	NULL	17488000.0000
1990	Defense	Air Force	M	Medium Vendor	Duns	NULL	NULL	1	1	1	1	346	346	NULL	458594000.0000
1990	Defense	Air Force	M	Medium Vendor	PDuns-1	NULL	NULL	0	0	0	0	1	1	NULL	-60000.0000
1990	Defense	Air Force	M	Medium Vendor	PDuns-1	NULL	NULL	0	1	1	1	38	38	NULL	4630000.0000
1990	Defense	Air Force	M	Medium Vendor	PDuns-1	NULL	NULL	1	1	1	1	37	37	NULL	167314000.0000
1990	Defense	Air Force	M	Medium Vendor	PDuns-2+	NULL	NULL	0	0	0	0	26	27	NULL	-2378000.0000
1990	Defense	Air Force	M	Medium Vendor	PDuns-2+	NULL	NULL	0	0	1	0	1	1	NULL	-1237000.0000
1990	Defense	Air Force	M	Medium Vendor	PDuns-2+	NULL	NULL	0	1	1	1	533	580	NULL	72375000.0000
1990	Defense	Air Force	M	Medium Vendor	PDuns-2+	NULL	NULL	1	1	1	1	652	1159	NULL	2197420000.0000
1990	Defense	Air Force	M	Medium Vendor	PID	NULL	NULL	0	0	0	0	1	1	NULL	-1137000.0000
1990	Defense	Air Force	M	Medium Vendor	PID	NULL	NULL	0	1	1	1	13	13	NULL	2707000.0000
1990	Defense	Air Force	M	Medium Vendor	PID	NULL	NULL	1	1	1	1	77	77	NULL	3669867000.0000
1990	Defense	Air Force	N	Sometimes Small Vendor	Duns	NULL	NULL	0	0	0	NULL	3	3	NULL	-534000.0000
1990	Defense	Air Force	N	Sometimes Small Vendor	Duns	NULL	NULL	0	0	0	0	13	13	NULL	-4767000.0000
1990	Defense	Air Force	N	Sometimes Small Vendor	Duns	NULL	NULL	0	0	1	0	3	3	NULL	-63000.0000
1990	Defense	Air Force	N	Sometimes Small Vendor	Duns	NULL	NULL	0	1	1	NULL	8	8	NULL	2258000.0000
1990	Defense	Air Force	N	Sometimes Small Vendor	Duns	NULL	NULL	0	1	1	1	358	358	NULL	64786000.0000
1990	Defense	Air Force	N	Sometimes Small Vendor	Duns	NULL	NULL	1	1	1	NULL	3	3	NULL	1614697000.0000
1990	Defense	Air Force	N	Sometimes Small Vendor	Duns	NULL	NULL	1	1	1	1	162	162	NULL	217259000.0000
1990	Defense	Air Force	N	Sometimes Small Vendor	PDuns-1	NULL	NULL	0	1	1	1	16	16	NULL	3132000.0000
1990	Defense	Air Force	N	Sometimes Small Vendor	PDuns-1	NULL	NULL	1	1	1	1	31	31	NULL	77133000.0000
1990	Defense	Air Force	N	Sometimes Small Vendor	PDuns-2+	NULL	NULL	0	0	0	0	4	4	NULL	-1041000.0000
1990	Defense	Air Force	N	Sometimes Small Vendor	PDuns-2+	NULL	NULL	0	0	1	0	1	1	NULL	130000.0000
1990	Defense	Air Force	N	Sometimes Small Vendor	PDuns-2+	NULL	NULL	0	1	1	1	357	416	NULL	81256000.0000
1990	Defense	Air Force	N	Sometimes Small Vendor	PDuns-2+	NULL	NULL	1	1	1	1	656	1593	NULL	4131664000.0000
1990	Defense	Air Force	N	Sometimes Small Vendor	PID	NULL	NULL	0	1	1	1	6	6	NULL	1370000.0000
1990	Defense	Air Force	N	Sometimes Small Vendor	PID	NULL	NULL	1	1	1	1	67	67	NULL	1149128000.0000
1990	Defense	Air Force	S	Always Small Vendor	Duns	NULL	NULL	0	0	0	NULL	17	17	NULL	-19745000.0000
1990	Defense	Air Force	S	Always Small Vendor	Duns	NULL	NULL	0	0	0	0	62	62	NULL	-9472000.0000
1990	Defense	Air Force	S	Always Small Vendor	Duns	NULL	NULL	0	0	1	NULL	1	1	NULL	6000.0000
1990	Defense	Air Force	S	Always Small Vendor	Duns	NULL	NULL	0	0	1	0	5	5	NULL	278000.0000
1990	Defense	Air Force	S	Always Small Vendor	Duns	NULL	NULL	0	0	1	1	8	8	NULL	581000.0000
1990	Defense	Air Force	S	Always Small Vendor	Duns	NULL	NULL	0	1	1	NULL	251	251	NULL	34407000.0000
1990	Defense	Air Force	S	Always Small Vendor	Duns	NULL	NULL	0	1	1	1	1914	1914	NULL	288420000.0000
1990	Defense	Air Force	S	Always Small Vendor	Duns	NULL	NULL	1	1	1	NULL	9	9	NULL	10465000.0000
1990	Defense	Air Force	S	Always Small Vendor	Duns	NULL	NULL	1	1	1	1	543	543	NULL	545747000.0000
1990	Defense	Air Force	S	Always Small Vendor	PDuns-1	NULL	NULL	0	0	0	0	5	5	NULL	-309000.0000
1990	Defense	Air Force	S	Always Small Vendor	PDuns-1	NULL	NULL	0	1	1	1	112	112	NULL	16597000.0000
1990	Defense	Air Force	S	Always Small Vendor	PDuns-1	NULL	NULL	1	1	1	1	96	96	NULL	143903000.0000
1990	Defense	Air Force	S	Always Small Vendor	PDuns-2+	NULL	NULL	0	0	0	0	21	21	NULL	-4237000.0000
1990	Defense	Air Force	S	Always Small Vendor	PDuns-2+	NULL	NULL	0	0	1	1	1	1	NULL	62000.0000
1990	Defense	Air Force	S	Always Small Vendor	PDuns-2+	NULL	NULL	0	1	1	1	498	510	NULL	73149000.0000
1990	Defense	Air Force	S	Always Small Vendor	PDuns-2+	NULL	NULL	1	1	1	1	324	354	NULL	593037000.0000
1990	Defense	Air Force	S	Always Small Vendor	PID	NULL	NULL	0	1	1	1	8	8	NULL	2554000.0000
1990	Defense	Air Force	S	Always Small Vendor	PID	NULL	NULL	1	1	1	1	10	10	NULL	67290000.0000
1990	Defense	Army	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	7	NULL	52585000.0000
1990	Defense	Army	B	Big Five	PID	NULL	NULL	1	1	1	1	5	5	NULL	2457209000.0000
1990	Defense	Army	J	Large: Big 5 JV	PID	NULL	NULL	1	1	1	1	1	1	NULL	103874000.0000
1990	Defense	Army	L	Large Vendor	Duns	NULL	NULL	0	0	0	0	1	1	NULL	NULL
1990	Defense	Army	L	Large Vendor	PID	NULL	NULL	0	1	1	1	8	8	NULL	1412000.0000
1990	Defense	Army	L	Large Vendor	PID	NULL	NULL	1	1	1	1	69	69	NULL	8527256000.0000
1990	Defense	Army	M	Medium Vendor	Duns	NULL	NULL	0	0	0	NULL	19	19	NULL	-7752000.0000
1990	Defense	Army	M	Medium Vendor	Duns	NULL	NULL	0	0	0	0	605	605	NULL	-2588000.0000
1990	Defense	Army	M	Medium Vendor	Duns	NULL	NULL	0	0	1	0	4	4	NULL	437000.0000
1990	Defense	Army	M	Medium Vendor	Duns	NULL	NULL	0	0	1	1	4	4	NULL	27000.0000
1990	Defense	Army	M	Medium Vendor	Duns	NULL	NULL	0	1	1	NULL	151	151	NULL	15202000.0000
1990	Defense	Army	M	Medium Vendor	Duns	NULL	NULL	0	1	1	1	1064	1064	NULL	112971000.0000
1990	Defense	Army	M	Medium Vendor	Duns	NULL	NULL	1	1	1	NULL	9	9	NULL	5715000.0000
1990	Defense	Army	M	Medium Vendor	Duns	NULL	NULL	1	1	1	1	450	450	NULL	1067836000.0000
1990	Defense	Army	M	Medium Vendor	PDuns-1	NULL	NULL	0	0	0	0	4	4	NULL	-35000.0000
1990	Defense	Army	M	Medium Vendor	PDuns-1	NULL	NULL	0	1	1	1	56	56	NULL	6508000.0000
1990	Defense	Army	M	Medium Vendor	PDuns-1	NULL	NULL	1	1	1	1	39	39	NULL	394492000.0000
1990	Defense	Army	M	Medium Vendor	PDuns-2+	NULL	NULL	0	0	0	0	32	32	NULL	-15245000.0000
1990	Defense	Army	M	Medium Vendor	PDuns-2+	NULL	NULL	0	0	1	0	2	2	NULL	-53000.0000
1990	Defense	Army	M	Medium Vendor	PDuns-2+	NULL	NULL	0	0	1	1	1	1	NULL	50000.0000
1990	Defense	Army	M	Medium Vendor	PDuns-2+	NULL	NULL	0	1	1	1	767	828	NULL	108689000.0000
1990	Defense	Army	M	Medium Vendor	PDuns-2+	NULL	NULL	1	1	1	1	714	1229	NULL	2469348000.0000
1990	Defense	Army	M	Medium Vendor	PID	NULL	NULL	0	1	1	1	20	20	NULL	4523000.0000
1990	Defense	Army	M	Medium Vendor	PID	NULL	NULL	1	1	1	1	82	82	NULL	981191000.0000
1990	Defense	Army	N	Sometimes Small Vendor	Duns	NULL	NULL	0	0	0	NULL	1	1	NULL	-44000.0000
1990	Defense	Army	N	Sometimes Small Vendor	Duns	NULL	NULL	0	0	0	0	10	10	NULL	-9709000.0000
1990	Defense	Army	N	Sometimes Small Vendor	Duns	NULL	NULL	0	0	1	0	2	2	NULL	75000.0000
1990	Defense	Army	N	Sometimes Small Vendor	Duns	NULL	NULL	0	0	1	1	1	1	NULL	-578000.0000
1990	Defense	Army	N	Sometimes Small Vendor	Duns	NULL	NULL	0	1	1	NULL	10	10	NULL	565000.0000
1990	Defense	Army	N	Sometimes Small Vendor	Duns	NULL	NULL	0	1	1	1	339	339	NULL	70692000.0000
1990	Defense	Army	N	Sometimes Small Vendor	Duns	NULL	NULL	1	1	1	NULL	2	2	NULL	170676000.0000
1990	Defense	Army	N	Sometimes Small Vendor	Duns	NULL	NULL	1	1	1	1	195	195	NULL	481708000.0000
1990	Defense	Army	N	Sometimes Small Vendor	PDuns-1	NULL	NULL	0	0	0	0	1	1	NULL	0.0000
1990	Defense	Army	N	Sometimes Small Vendor	PDuns-1	NULL	NULL	0	1	1	1	18	18	NULL	3350000.0000
1990	Defense	Army	N	Sometimes Small Vendor	PDuns-1	NULL	NULL	1	1	1	1	30	30	NULL	92692000.0000
1990	Defense	Army	N	Sometimes Small Vendor	PDuns-2+	NULL	NULL	0	0	0	0	9	9	NULL	-8866000.0000
1990	Defense	Army	N	Sometimes Small Vendor	PDuns-2+	NULL	NULL	0	1	1	1	349	404	NULL	41583000.0000
1990	Defense	Army	N	Sometimes Small Vendor	PDuns-2+	NULL	NULL	1	1	1	1	666	1443	NULL	2817911000.0000
1990	Defense	Army	N	Sometimes Small Vendor	PID	NULL	NULL	0	1	1	1	9	9	NULL	2167000.0000
1990	Defense	Army	N	Sometimes Small Vendor	PID	NULL	NULL	1	1	1	1	70	70	NULL	1311434000.0000
1990	Defense	Army	S	Always Small Vendor	Duns	NULL	NULL	0	0	0	NULL	28	28	NULL	-6030000.0000
1990	Defense	Army	S	Always Small Vendor	Duns	NULL	NULL	0	0	0	0	65	65	NULL	-8598000.0000
1990	Defense	Army	S	Always Small Vendor	Duns	NULL	NULL	0	0	1	NULL	4	4	NULL	64000.0000
1990	Defense	Army	S	Always Small Vendor	Duns	NULL	NULL	0	0	1	0	9	9	NULL	776000.0000
1990	Defense	Army	S	Always Small Vendor	Duns	NULL	NULL	0	0	1	1	12	12	NULL	978000.0000
1990	Defense	Army	S	Always Small Vendor	Duns	NULL	NULL	0	1	1	NULL	364	364	NULL	40213000.0000
1990	Defense	Army	S	Always Small Vendor	Duns	NULL	NULL	0	1	1	1	2554	2554	NULL	350822000.0000
1990	Defense	Army	S	Always Small Vendor	Duns	NULL	NULL	1	1	1	NULL	24	24	NULL	23099000.0000
1990	Defense	Army	S	Always Small Vendor	Duns	NULL	NULL	1	1	1	1	738	738	NULL	867901000.0000
1990	Defense	Army	S	Always Small Vendor	PDuns-1	NULL	NULL	0	0	0	0	6	6	NULL	-2579000.0000
1990	Defense	Army	S	Always Small Vendor	PDuns-1	NULL	NULL	0	0	1	1	2	2	NULL	172000.0000
1990	Defense	Army	S	Always Small Vendor	PDuns-1	NULL	NULL	0	1	1	1	132	132	NULL	18735000.0000
1990	Defense	Army	S	Always Small Vendor	PDuns-1	NULL	NULL	1	1	1	1	84	84	NULL	95804000.0000
1990	Defense	Army	S	Always Small Vendor	PDuns-2+	NULL	NULL	0	0	0	0	27	27	NULL	-8090000.0000
1990	Defense	Army	S	Always Small Vendor	PDuns-2+	NULL	NULL	0	0	1	0	2	2	NULL	80000.0000
1990	Defense	Army	S	Always Small Vendor	PDuns-2+	NULL	NULL	0	0	1	1	3	3	NULL	82000.0000
1990	Defense	Army	S	Always Small Vendor	PDuns-2+	NULL	NULL	0	1	1	1	618	633	NULL	68109000.0000
1990	Defense	Army	S	Always Small Vendor	PDuns-2+	NULL	NULL	1	1	1	1	350	369	NULL	554283000.0000
1990	Defense	Army	S	Always Small Vendor	PID	NULL	NULL	0	0	0	0	1	1	NULL	0.0000
1990	Defense	Army	S	Always Small Vendor	PID	NULL	NULL	0	1	1	1	10	10	NULL	1825000.0000
1990	Defense	Army	S	Always Small Vendor	PID	NULL	NULL	1	1	1	1	18	18	NULL	24974000.0000
1990	Defense	DLA	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	3	NULL	6820000.0000
1990	Defense	DLA	B	Big Five	PID	NULL	NULL	1	1	1	1	5	5	NULL	10951000.0000
1990	Defense	DLA	L	Large Vendor	PID	NULL	NULL	0	0	0	0	1	1	NULL	NULL
1990	Defense	DLA	L	Large Vendor	PID	NULL	NULL	0	1	1	1	4	4	NULL	1150000.0000
1990	Defense	DLA	L	Large Vendor	PID	NULL	NULL	1	1	1	1	54	54	NULL	2443779000.0000
1990	Defense	DLA	M	Medium Vendor	Duns	NULL	NULL	0	0	0	NULL	5	5	NULL	-304000.0000
1990	Defense	DLA	M	Medium Vendor	Duns	NULL	NULL	0	0	0	0	59	59	NULL	-17275000.0000
1990	Defense	DLA	M	Medium Vendor	Duns	NULL	NULL	0	0	1	0	4	4	NULL	210000.0000
1990	Defense	DLA	M	Medium Vendor	Duns	NULL	NULL	0	0	1	1	6	6	NULL	401000.0000
1990	Defense	DLA	M	Medium Vendor	Duns	NULL	NULL	0	1	1	NULL	106	106	NULL	13922000.0000
1990	Defense	DLA	M	Medium Vendor	Duns	NULL	NULL	0	1	1	1	638	638	NULL	161338000.0000
1990	Defense	DLA	M	Medium Vendor	Duns	NULL	NULL	1	1	1	NULL	7	7	NULL	19733000.0000
1990	Defense	DLA	M	Medium Vendor	Duns	NULL	NULL	1	1	1	1	164	164	NULL	792866000.0000
1990	Defense	DLA	M	Medium Vendor	PDuns-1	NULL	NULL	0	0	0	0	3	3	NULL	-286000.0000
1990	Defense	DLA	M	Medium Vendor	PDuns-1	NULL	NULL	0	1	1	1	30	30	NULL	17505000.0000
1990	Defense	DLA	M	Medium Vendor	PDuns-1	NULL	NULL	1	1	1	1	14	14	NULL	101183000.0000
1990	Defense	DLA	M	Medium Vendor	PDuns-2+	NULL	NULL	0	0	0	0	21	21	NULL	-11390000.0000
1990	Defense	DLA	M	Medium Vendor	PDuns-2+	NULL	NULL	0	1	1	1	690	765	NULL	380386000.0000
1990	Defense	DLA	M	Medium Vendor	PDuns-2+	NULL	NULL	1	1	1	1	366	611	NULL	2073629000.0000
1990	Defense	DLA	M	Medium Vendor	PID	NULL	NULL	0	0	1	1	1	1	NULL	34000.0000
1990	Defense	DLA	M	Medium Vendor	PID	NULL	NULL	0	1	1	1	8	8	NULL	32158000.0000
