fiscal_year	Customer	EntitySizeCode	EntitySizeText	EntityCategory	AnyEntityUSplaceOfPerformance	AnyEntityForeignPlaceOfPerformance	IsEntityAbove2016constantOneMillionThreshold	IsEntityAbove1990constantReportingThreshold	IsEntityAbove2016constantReportingThreshold	EntityCount	AllContractorCount	SumOfNumberOfActions	SumOfObligatedAmount
1991	Defense	NULL	NULL	PID	NULL	NULL	NULL	NULL	NULL	1	1	NULL	148763000.0000
1991	Defense	B	Big Five	PID	NULL	NULL	1	1	1	6	6	NULL	18455984964.0000
1991	Defense	J	Large: Big 5 JV	PID	NULL	NULL	1	1	1	2	2	NULL	337699000.0000
1991	Defense	L	Large Vendor	PID	NULL	NULL	0	1	1	12	12	NULL	8190000.0000
1991	Defense	L	Large Vendor	PID	NULL	NULL	1	1	1	97	97	2	48011921611.0000
1991	Defense	M	Medium Vendor	PDuns-1	NULL	NULL	0	0	0	11	11	NULL	-948000.0000
1991	Defense	M	Medium Vendor	PDuns-1	NULL	NULL	0	0	1	14	14	NULL	404000.0000
1991	Defense	M	Medium Vendor	PDuns-1	NULL	NULL	0	1	1	836	836	NULL	157134251.0000
1991	Defense	M	Medium Vendor	PDuns-1	NULL	NULL	1	1	1	587	587	NULL	2934698329.0000
1991	Defense	M	Medium Vendor	PDuns-2	NULL	NULL	0	0	0	13	13	NULL	-1595208.0000
1991	Defense	M	Medium Vendor	PDuns-2	NULL	NULL	0	0	1	14	14	NULL	412678.0000
1991	Defense	M	Medium Vendor	PDuns-2	NULL	NULL	0	1	1	545	632	NULL	130156281.0000
1991	Defense	M	Medium Vendor	PDuns-2	NULL	NULL	1	1	1	483	642	NULL	2559574804.0000
1991	Defense	M	Medium Vendor	PDuns-3+	NULL	NULL	0	1	1	122	355	NULL	67628341.0000
1991	Defense	M	Medium Vendor	PDuns-3+	NULL	NULL	1	1	1	384	1765	NULL	4859643915.0000
1991	Defense	M	Medium Vendor	PID	NULL	NULL	0	0	0	1	1	NULL	97000.0000
1991	Defense	M	Medium Vendor	PID	NULL	NULL	0	0	1	1	1	NULL	26000.0000
1991	Defense	M	Medium Vendor	PID	NULL	NULL	0	1	1	35	35	NULL	9214000.0000
1991	Defense	M	Medium Vendor	PID	NULL	NULL	1	1	1	131	131	1	9165432454.0000
1991	Defense	N	Sometimes Small Vendor	PDuns-1	NULL	NULL	0	0	0	1	1	NULL	-477000.0000
1991	Defense	N	Sometimes Small Vendor	PDuns-1	NULL	NULL	0	1	1	281	281	NULL	137488090.0000
1991	Defense	N	Sometimes Small Vendor	PDuns-1	NULL	NULL	1	1	1	395	395	NULL	2818668016.0000
1991	Defense	N	Sometimes Small Vendor	PDuns-2	NULL	NULL	0	0	0	2	4	NULL	-1595000.0000
1991	Defense	N	Sometimes Small Vendor	PDuns-2	NULL	NULL	0	0	1	1	2	NULL	-1282000.0000
1991	Defense	N	Sometimes Small Vendor	PDuns-2	NULL	NULL	0	1	1	147	219	NULL	76126015.0000
1991	Defense	N	Sometimes Small Vendor	PDuns-2	NULL	NULL	1	1	1	235	398	NULL	2324332415.0000
1991	Defense	N	Sometimes Small Vendor	PDuns-3+	NULL	NULL	0	1	1	84	249	NULL	68926138.0000
1991	Defense	N	Sometimes Small Vendor	PDuns-3+	NULL	NULL	1	1	1	408	2952	2	10575840949.0000
1991	Defense	N	Sometimes Small Vendor	PID	NULL	NULL	0	1	1	15	15	NULL	7088603.0000
1991	Defense	N	Sometimes Small Vendor	PID	NULL	NULL	1	1	1	117	117	NULL	7758853541.0000
1991	Defense	S	Always Small Vendor	PDuns-1	NULL	NULL	0	0	0	77	77	NULL	-78224000.0000
1991	Defense	S	Always Small Vendor	PDuns-1	NULL	NULL	0	0	1	52	52	NULL	-12784154.0000
1991	Defense	S	Always Small Vendor	PDuns-1	NULL	NULL	0	1	1	2225	2225	NULL	465334915.0000
1991	Defense	S	Always Small Vendor	PDuns-1	NULL	NULL	1	1	1	1199	1199	NULL	3375546183.0000
1991	Defense	S	Always Small Vendor	PDuns-2	NULL	NULL	0	0	0	31	31	NULL	-17264380.0000
1991	Defense	S	Always Small Vendor	PDuns-2	NULL	NULL	0	0	1	24	24	NULL	232129.0000
1991	Defense	S	Always Small Vendor	PDuns-2	NULL	NULL	0	1	1	689	801	NULL	158351721.0000
1991	Defense	S	Always Small Vendor	PDuns-2	NULL	NULL	1	1	1	357	495	1	1392524391.0000
1991	Defense	S	Always Small Vendor	PDuns-3+	NULL	NULL	0	1	1	38	88	NULL	17704901.0000
1991	Defense	S	Always Small Vendor	PDuns-3+	NULL	NULL	1	1	1	54	144	NULL	364375963.0000
1991	Defense	S	Always Small Vendor	PID	NULL	NULL	0	1	1	41	41	NULL	53898346.0000
1991	Defense	S	Always Small Vendor	PID	NULL	NULL	1	1	1	70	70	NULL	1023764115.0000
1992	Defense	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	11915	NULL	7030174686.0000
1992	Defense	NULL	NULL	Duns	NULL	NULL	NULL	NULL	NULL	11660	11659	NULL	11479589224.0000
1992	Defense	NULL	NULL	PID	NULL	NULL	NULL	NULL	NULL	2	2	NULL	203422812.0000
1992	Defense	B	Big Five	PID	NULL	NULL	1	1	1	6	6	4	18797646629.0000
1992	Defense	J	Large: Big 5 JV	PID	NULL	NULL	1	1	1	3	3	NULL	609360462.0000
1992	Defense	L	Large Vendor	PID	NULL	NULL	0	1	1	13	13	NULL	6956883.0000
1992	Defense	L	Large Vendor	PID	NULL	NULL	1	1	1	106	106	8	42246179651.0000
1992	Defense	M	Medium Vendor	PDuns-1	NULL	NULL	0	0	0	14	14	1	-5552233.0000
1992	Defense	M	Medium Vendor	PDuns-1	NULL	NULL	0	0	1	22	22	NULL	670861.0000
1992	Defense	M	Medium Vendor	PDuns-1	NULL	NULL	0	1	1	817	817	NULL	147421581.0000
1992	Defense	M	Medium Vendor	PDuns-1	NULL	NULL	1	1	1	700	700	NULL	1530415840.0000
1992	Defense	M	Medium Vendor	PDuns-2	NULL	NULL	0	0	0	8	9	NULL	4772352.0000
1992	Defense	M	Medium Vendor	PDuns-2	NULL	NULL	0	0	1	23	23	NULL	308573.0000
1992	Defense	M	Medium Vendor	PDuns-2	NULL	NULL	0	1	1	772	831	NULL	175938277.0000
1992	Defense	M	Medium Vendor	PDuns-2	NULL	NULL	1	1	1	711	858	1	2625291338.0000
1992	Defense	M	Medium Vendor	PDuns-3+	NULL	NULL	0	1	1	148	391	NULL	103539016.0000
1992	Defense	M	Medium Vendor	PDuns-3+	NULL	NULL	1	1	1	468	1910	2	5521447690.0000
1992	Defense	M	Medium Vendor	PID	NULL	NULL	0	0	1	1	1	NULL	25509.0000
1992	Defense	M	Medium Vendor	PID	NULL	NULL	0	1	1	37	37	NULL	13413078.0000
1992	Defense	M	Medium Vendor	PID	NULL	NULL	1	1	1	160	160	2	8521894189.0000
1992	Defense	N	Sometimes Small Vendor	PDuns-1	NULL	NULL	0	1	1	197	197	NULL	64355178.0000
1992	Defense	N	Sometimes Small Vendor	PDuns-1	NULL	NULL	1	1	1	338	338	NULL	1660089400.0000
1992	Defense	N	Sometimes Small Vendor	PDuns-2	NULL	NULL	0	0	1	1	1	NULL	12469.0000
1992	Defense	N	Sometimes Small Vendor	PDuns-2	NULL	NULL	0	1	1	150	211	NULL	48348451.0000
1992	Defense	N	Sometimes Small Vendor	PDuns-2	NULL	NULL	1	1	1	258	409	NULL	1657634586.0000
1992	Defense	N	Sometimes Small Vendor	PDuns-3+	NULL	NULL	0	0	1	1	2	NULL	1182487.0000
1992	Defense	N	Sometimes Small Vendor	PDuns-3+	NULL	NULL	0	1	1	87	248	NULL	69243982.0000
1992	Defense	N	Sometimes Small Vendor	PDuns-3+	NULL	NULL	1	1	1	435	3206	NULL	8776535856.0000
1992	Defense	N	Sometimes Small Vendor	PID	NULL	NULL	0	1	1	10	10	NULL	6149477.0000
1992	Defense	N	Sometimes Small Vendor	PID	NULL	NULL	1	1	1	131	131	1	6689808182.0000
1992	Defense	S	Always Small Vendor	PDuns-1	NULL	NULL	0	0	0	61	61	1	-16332572.0000
1992	Defense	S	Always Small Vendor	PDuns-1	NULL	NULL	0	0	1	56	56	NULL	1414891.0000
1992	Defense	S	Always Small Vendor	PDuns-1	NULL	NULL	0	1	1	1878	1878	1	352588168.0000
1992	Defense	S	Always Small Vendor	PDuns-1	NULL	NULL	1	1	1	1112	1112	3	2260386212.0000
1992	Defense	S	Always Small Vendor	PDuns-2	NULL	NULL	0	0	0	29	29	NULL	-9543870.0000
1992	Defense	S	Always Small Vendor	PDuns-2	NULL	NULL	0	0	1	42	43	NULL	-372079.0000
1992	Defense	S	Always Small Vendor	PDuns-2	NULL	NULL	0	1	1	993	1093	NULL	172020373.0000
1992	Defense	S	Always Small Vendor	PDuns-2	NULL	NULL	1	1	1	520	685	3	1550440415.0000
1992	Defense	S	Always Small Vendor	PDuns-3+	NULL	NULL	0	0	0	2	4	NULL	-463090.0000
1992	Defense	S	Always Small Vendor	PDuns-3+	NULL	NULL	0	1	1	60	134	NULL	29101143.0000
1992	Defense	S	Always Small Vendor	PDuns-3+	NULL	NULL	1	1	1	87	226	1	470317060.0000
1992	Defense	S	Always Small Vendor	PID	NULL	NULL	0	0	0	1	1	NULL	1162211.0000
1992	Defense	S	Always Small Vendor	PID	NULL	NULL	0	0	1	2	2	NULL	52132.0000
1992	Defense	S	Always Small Vendor	PID	NULL	NULL	0	1	1	42	42	NULL	70723568.0000
1992	Defense	S	Always Small Vendor	PID	NULL	NULL	1	1	1	81	81	NULL	538889502.0000
1993	Defense	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	9320	6	4883921324.0000
1993	Defense	NULL	NULL	Duns	NULL	NULL	NULL	NULL	NULL	13244	13243	NULL	12109575353.0000
1993	Defense	NULL	NULL	PID	NULL	NULL	NULL	NULL	NULL	2	2	1	101926402.0000
1993	Defense	B	Big Five	PID	NULL	NULL	0	1	1	1	1	NULL	139775.0000
1993	Defense	B	Big Five	PID	NULL	NULL	1	1	1	5	5	36	16833684152.0000
1993	Defense	J	Large: Big 5 JV	PID	NULL	NULL	1	1	1	3	3	NULL	671254155.0000
1993	Defense	L	Large Vendor	PDuns-2	NULL	NULL	1	1	1	1	1	NULL	149124276.0000
1993	Defense	L	Large Vendor	PID	NULL	NULL	0	1	1	18	18	3	8808905.0000
1993	Defense	L	Large Vendor	PID	NULL	NULL	1	1	1	111	111	337	43312866620.0000
1993	Defense	M	Medium Vendor	PDuns-1	NULL	NULL	0	0	0	12	12	NULL	-1891027.0000
1993	Defense	M	Medium Vendor	PDuns-1	NULL	NULL	0	0	1	46	46	3	6008389.0000
1993	Defense	M	Medium Vendor	PDuns-1	NULL	NULL	0	1	1	973	973	160	171951414.0000
1993	Defense	M	Medium Vendor	PDuns-1	NULL	NULL	1	1	1	612	612	257	1448857684.0000
1993	Defense	M	Medium Vendor	PDuns-2	NULL	NULL	0	0	0	12	12	NULL	-1651784.0000
1993	Defense	M	Medium Vendor	PDuns-2	NULL	NULL	0	0	1	23	23	NULL	234775.0000
1993	Defense	M	Medium Vendor	PDuns-2	NULL	NULL	0	1	1	717	861	36	149468203.0000
1993	Defense	M	Medium Vendor	PDuns-2	NULL	NULL	1	1	1	688	971	51	2775437418.0000
1993	Defense	M	Medium Vendor	PDuns-3+	NULL	NULL	0	1	1	185	503	4	133322732.0000
1993	Defense	M	Medium Vendor	PDuns-3+	NULL	NULL	1	1	1	591	2614	102	5218016228.0000
1993	Defense	M	Medium Vendor	PID	NULL	NULL	0	0	1	3	3	NULL	-75236.0000
1993	Defense	M	Medium Vendor	PID	NULL	NULL	0	1	1	32	32	NULL	8434721.0000
1993	Defense	M	Medium Vendor	PID	NULL	NULL	1	1	1	177	177	54	7489683213.0000
1993	Defense	N	Sometimes Small Vendor	PDuns-1	NULL	NULL	0	1	1	84	84	8	37233322.0000
1993	Defense	N	Sometimes Small Vendor	PDuns-1	NULL	NULL	1	1	1	99	99	40	484380756.0000
1993	Defense	N	Sometimes Small Vendor	PDuns-2	NULL	NULL	0	1	1	143	228	7	65825633.0000
1993	Defense	N	Sometimes Small Vendor	PDuns-2	NULL	NULL	1	1	1	285	530	64	1940686680.0000
1993	Defense	N	Sometimes Small Vendor	PDuns-3+	NULL	NULL	0	1	1	101	300	3	66781208.0000
1993	Defense	N	Sometimes Small Vendor	PDuns-3+	NULL	NULL	1	1	1	513	3658	211	9723505699.0000
1993	Defense	N	Sometimes Small Vendor	PID	NULL	NULL	0	1	1	14	14	NULL	8520751.0000
1993	Defense	N	Sometimes Small Vendor	PID	NULL	NULL	1	1	1	139	139	103	8490593966.0000
1993	Defense	S	Always Small Vendor	PDuns-1	NULL	NULL	0	0	0	29	29	5	-2974995.0000
1993	Defense	S	Always Small Vendor	PDuns-1	NULL	NULL	0	0	1	42	42	10	7966839.0000
1993	Defense	S	Always Small Vendor	PDuns-1	NULL	NULL	0	1	1	1224	1224	369	317902579.0000
1993	Defense	S	Always Small Vendor	PDuns-1	NULL	NULL	1	1	1	536	536	351	1214060911.0000
1993	Defense	S	Always Small Vendor	PDuns-2	NULL	NULL	0	0	0	18	18	NULL	1507323.0000
1993	Defense	S	Always Small Vendor	PDuns-2	NULL	NULL	0	0	1	30	31	NULL	-112174.0000
1993	Defense	S	Always Small Vendor	PDuns-2	NULL	NULL	0	1	1	787	956	30	141465330.0000
1993	Defense	S	Always Small Vendor	PDuns-2	NULL	NULL	1	1	1	581	980	204	1874392443.0000
1993	Defense	S	Always Small Vendor	PDuns-3+	NULL	NULL	0	1	1	94	214	4	31125121.0000
1993	Defense	S	Always Small Vendor	PDuns-3+	NULL	NULL	1	1	1	130	348	30	623819169.0000
1993	Defense	S	Always Small Vendor	PID	NULL	NULL	0	0	1	1	1	NULL	26100.0000
1993	Defense	S	Always Small Vendor	PID	NULL	NULL	0	1	1	39	39	4	36287957.0000
1993	Defense	S	Always Small Vendor	PID	NULL	NULL	1	1	1	97	97	7	841289832.0000
1994	Defense	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	20	1463	1221147900.0000
1994	Defense	B	Big Five	PID	NULL	NULL	1	1	1	5	5	7618	18810007110.0000
1994	Defense	J	Large: Big 5 JV	PID	NULL	NULL	1	1	1	1	1	20	248145948.0000
1994	Defense	L	Large Vendor	PID	NULL	NULL	0	1	1	15	15	190	12611574.0000
1994	Defense	L	Large Vendor	PID	NULL	NULL	1	1	1	116	116	35779	40382950125.0000
1994	Defense	M	Medium Vendor	PDuns-1	NULL	NULL	0	0	0	34	34	56	-49051006.0000
1994	Defense	M	Medium Vendor	PDuns-1	NULL	NULL	0	0	1	178	178	184	3797372.0000
1994	Defense	M	Medium Vendor	PDuns-1	NULL	NULL	0	1	1	3432	3432	6779	535349946.0000
1994	Defense	M	Medium Vendor	PDuns-1	NULL	NULL	1	1	1	2414	2414	14041	6198778402.0000
1994	Defense	M	Medium Vendor	PDuns-2	NULL	NULL	0	0	0	4	4	5	-1475059.0000
1994	Defense	M	Medium Vendor	PDuns-2	NULL	NULL	0	0	1	22	23	24	662674.0000
1994	Defense	M	Medium Vendor	PDuns-2	NULL	NULL	0	1	1	693	751	2089	168888649.0000
1994	Defense	M	Medium Vendor	PDuns-2	NULL	NULL	1	1	1	627	789	6471	2206377619.0000
1994	Defense	M	Medium Vendor	PDuns-3+	NULL	NULL	0	0	1	1	2	2	53481.0000
1994	Defense	M	Medium Vendor	PDuns-3+	NULL	NULL	0	1	1	119	306	993	74583983.0000
1994	Defense	M	Medium Vendor	PDuns-3+	NULL	NULL	1	1	1	447	1916	17705	6473664060.0000
1994	Defense	M	Medium Vendor	PID	NULL	NULL	0	0	0	1	1	2	0.0000
1994	Defense	M	Medium Vendor	PID	NULL	NULL	0	1	1	43	43	94	7727272.0000
1994	Defense	M	Medium Vendor	PID	NULL	NULL	1	1	1	211	211	9103	7750347331.0000
1994	Defense	N	Sometimes Small Vendor	Duns	NULL	NULL	1	1	1	1	1	1347	1307484010.0000
1994	Defense	N	Sometimes Small Vendor	PDuns-1	NULL	NULL	0	1	1	520	520	2690	200558760.0000
1994	Defense	N	Sometimes Small Vendor	PDuns-1	NULL	NULL	1	1	1	824	824	16109	4495063456.0000
1994	Defense	N	Sometimes Small Vendor	PDuns-2	NULL	NULL	0	1	1	150	209	1045	78345629.0000
1994	Defense	N	Sometimes Small Vendor	PDuns-2	NULL	NULL	1	1	1	244	401	7101	1780953026.0000
1994	Defense	N	Sometimes Small Vendor	PDuns-3+	NULL	NULL	0	1	1	87	228	643	44885771.0000
1994	Defense	N	Sometimes Small Vendor	PDuns-3+	NULL	NULL	1	1	1	381	2222	26395	6940754124.0000
1994	Defense	N	Sometimes Small Vendor	PID	NULL	NULL	0	1	1	10	10	240	30822407.0000
1994	Defense	N	Sometimes Small Vendor	PID	NULL	NULL	1	1	1	124	124	9555	5581912317.0000
1994	Defense	S	Always Small Vendor	PDuns-1	NULL	NULL	0	0	0	183	183	271	-22038410.0000
