announcement date,service,awarding agency,announced amount,contract type,relatedUniqueAwardKey,Parent Award Unique Key,equipment,announcement
11/18/2024,Navy,Lockheed Martin Rotary and Mission Systems,"$83,300,055 ",firm-fixed-price,CONT_AWD_N0038325F0NJ0_9700_N0038325DNJ01_9700,CONT_IDV_N0038325DNJ01_9700,161 AEGIS MK-41 vertical launch system components,"Lockheed Martin Rotary and Mission Systems, Moorestown, New Jersey, is being awarded an $83,300,055 firm-fixed-price, performance-based, logistics requirements, supply contract for logistics, repair, and spare support for 161 AEGIS MK-41 vertical launch system components. This contract includes a five-year base period with no options. All work will be performed in Moorestown, New Jersey. Work is expected to be completed by November 2029. Working capital funds (Navy) in the amount of $25,603,328 will be obligated to fund the delivery order (N00383-25-F-0NJ0) concurrently with the award, and funds will not expire at the end of the current fiscal year. One firm was solicited for this non-competitive requirement, and one offer was received in accordance with 10 U.S. Code 2304 (a)(1). Naval Supply Systems Command Weapon Systems Support, Philadelphia, Pennsylvania, is the contracting activity (N00383-25-D-NJ01). "
10/25/2024,Navy,General Electric Aviation," $77,493,864",firm-fixed-price,CONT_AWD_N0038325F0N80_9700_N0038325DN801_9700,,Consolidated Automated Support System family of testers supporting naval aviation systems at the intermediate maintenance level,"Lockheed Martin Corp., Orlando, Florida, is awarded a $71,285,068 firm-fixed-price, cost-plus-fixed-fee, not-to-exceed, undefinitized, indefinite-delivery/indefinite-quantity contract. This contract provides performance-based logistics for the Consolidated Automated Support System family of testers supporting naval aviation systems at the intermediate maintenance level, both ashore and afloat, in addition to naval aviation repair depots and international program’s repair sites in support of the Navy, Marine Corps, and Foreign Military Sales customers. Work locations will be determined with each individual delivery order; and work is expected to be completed March 2031. No funds will be obligated at the time of award; funds will be obligated on individual orders as they are issued. This contract was competitively procured via an electronic request for proposal; one offer was received. Naval Air Warfare Center Aircraft Division, Lakehurst, New Jersey, is the contracting activity (N6833524D0010)."
3/21/2024,Navy,Lockheed Martin Corp.," $71,285,068"," firm-fixed-price, cost-plus-fixed-fee, not-to-exceed,",CONT_AWD_N6833524F0220_9700_N6833524D0010_9700,CONT_IDV_N6833524D0010_9700,,
12/20/2023,DLA,Northrop Grumman Systems Corp.,"$121,518,957 ",firm?fixed?price,CONT_AWD_SPRHA125F0017_9700_SPRHA124D0001_9700,CONT_IDV_SPRHA124D0001_9700,B-1 Bomber AN/APQ-164 offensive radar low observable antennas,"Northrop Grumman Systems Corp., Mclean, Virginia, has been awarded an estimated $121,518,957 firm?fixed?price, performance-based-logistics requirements contract for B-1 Bomber AN/APQ-164 offensive radar low observable antennas. This was a sole-source acquisition using justification 10 U.S. Code 2304(c)(1), as stated in Federal Acquisition Regulation 6.302?1. This is a five-year base contract with one five-year option period. Location of performance is Oklahoma, with a Dec. 31, 2028, performance completion date. Using military service is Air Force. Type of appropriations is fiscal 2024 through 2029 defense working capital funds. The contracting activity is the Defense Logistics Agency Aviation, Ogden, Utah (SPRHA1?24?D?0001)."
12/20/2023,DLA,Northrop Grumman Systems Corp.,,,CONT_AWD_SPRHA124F0016_9700_SPRHA124D0001_9700,CONT_IDV_SPRHA124D0001_9700,B-1 Bomber AN/APQ-164 offensive radar low observable antennas,"Northrop Grumman Systems Corp., Mclean, Virginia, has been awarded an estimated $121,518,957 firm?fixed?price, performance-based-logistics requirements contract for B-1 Bomber AN/APQ-164 offensive radar low observable antennas. This was a sole-source acquisition using justification 10 U.S. Code 2304(c)(1), as stated in Federal Acquisition Regulation 6.302?1. This is a five-year base contract with one five-year option period. Location of performance is Oklahoma, with a Dec. 31, 2028, performance completion date. Using military service is Air Force. Type of appropriations is fiscal 2024 through 2029 defense working capital funds. The contracting activity is the Defense Logistics Agency Aviation, Ogden, Utah (SPRHA1?24?D?0001)."
12/13/2023,Army,Lockheed Martin Corp.,"$74,045,265 ",modification,CONT_AWD_W58RGZ21C0016_9700_-NONE-_-NONE-,,AH-64 Apache Modernized Target Acquisition Designation Sight/Pilot Night Vision Sensor Performance Based Logistics program,"Lockheed Martin Corp., Orlando, Florida, was awarded a $74,045,265 modification (P00017) to contract W58RGZ-21-C-0016 for the AH-64 Apache Modernized Target Acquisition Designation Sight/Pilot Night Vision Sensor Performance Based Logistics program. Work will be performed in Orlando, Florida, with an estimated completion date of Dec. 31, 2024. Fiscal 2024 Army working capital funds in the amount of $74,045,265 were obligated at the time of the award. Army Contracting Command, Redstone Arsenal, Alabama, is the contracting activity."
10/31/2023,Navy,Collins Aerospace,"$10,490,356 ",firm-fixed-price,CONT_AWD_N0038324F0SS1_9700_N0038322DSS01_9700,CONT_IDV_N0038322DSS01_9700,388 parts used to repair the heads up displays on the F/A-18 aircrafts,"Collins Aerospace, Cedar Rapids, Iowa, was awarded a $10,490,356 firm-fixed-price delivery order (N00383-24-F-0SS0) under a previously awarded performance-based logistics requirements contract (N00383-22-D-SS01) for 388 parts used to repair the heads up displays on the F/A-18 aircrafts. This life-of-type procurement contract has no options and is expected to be completed by September 2029. All work will be performed in Greenwood, Indiana. Annual working capital funds (Navy) in the amount of $5,461,474 will be obligated at time of award. Aircraft procurement (Navy) funds will be used for remaining amount. Funds will not expire at the end of the current fiscal year. One company was solicited for this sole-source requirement pursuant to the authority set forth in 10 U.S. Code 3204 (a)(1), with one offer received. Naval Supply Systems Command Weapon Systems Support, Philadelphia, Pennsylvania, is the contracting activity. (Awarded Oct. 30, 2023)"
,Navy,Collins Aerospace,,,CONT_AWD_N0038324F0SS0_9700_N0038322DSS01_9700,CONT_IDV_N0038322DSS01_9700,,
,Navy,Collins Aerospace,,,CONT_AWD_N0038323F0SS0_9700_N0038322DSS01_9700,CONT_IDV_N0038322DSS01_9700,,
,Navy,Collins Aerospace,,,CONT_AWD_N0038322F0SS0_9700_N0038322DSS01_9700,CONT_IDV_N0038322DSS01_9700,,
8/30/2023,Navy,Raytheon Co.,"$48,783,210 ",,CONT_AWD_N0038323F0AP0_9700_N0038323DAP01_9700,CONT_IDV_N0038323DAP01_9700,10 forward-looking infrared components in support of the V-22 and CH-53 helicopters,"Raytheon Co., McKinney, Texas, is awarded $48,783,210 a firm-fixed-price, performance-based logistics requirements contract for the repair of 10 forward-looking infrared components in support of the V-22 and CH-53 helicopters. This contract includes a five-year base period with no options. Work will be performed in McKinney, Texas (40%); El Segundo, California (30%); Jacksonville, Florida (15%); and Goleta, California (15%). Work is expected to be completed by August 2028. Working capital funds (Navy) in the amount of $13,619,694 will be issued for delivery order N00383-23-F-0AP0 that will be awarded concurrently with the contract and will initially be obligated at the time of award, and funds will not expire at end of the current fiscal year. One company was solicited for this non-competitive requirement under authority 10 U.S. Code 2304 (a)(1) with one offer received. Naval Supply Systems Command Weapon Systems Support, Philadelphia, Pennsylvania, is the contracting activity. (N00383-23-D-AP01)"
,Navy,Raytheon Co.,,,CONT_AWD_N0038324F0AP0_9700_N0038323DAP01_9700,CONT_IDV_N0038323DAP01_9700,,
12/22/2022,Air Force,The Boeing Co.,"$99,038,610 ",,???,,Combat Survivor Evader Locator,"The Boeing Co., Huntington Beach, California, was awarded a $99,038,610 five-year, indefinite-delivery/indefinite-quantity contract for Combat Survivor Evader Locator contractor logistics support. This contract provides for sustainment of this effort with a broad range of performance-based logistics, including program management, logistics support, systems engineering, software maintenance and cybersecurity, technical order sustainment, government furnished property management, transition planning, and contract data requirements list deliverables. Work will be performed in Huntington Beach, California, and is expected to be completed by Dec. 31, 2027. This contract was a sole source acquisition. Fiscal 2023 operations and maintenance funds in the amount of $13,000,000 are obligated for the first task order at the time of award. Air Force Life Cycle Management Center, Hill Air Force Base, Utah, is the contracting activity. (FA8217-23-D-0002) "
12/20/2022,Navy,Sikorsky Aircraft Corp.,"$676,702,069 ",,CONT_AWD_N0038323F0SU0_9700_N0038323DSU01_9700,CONT_IDV_N0038323DSU01_9700,196 weapon replaceable assemblies/shop replaceable assemblies in support of the CH-53E and MH-53E helicopters,"Sikorsky Aircraft Corp., Stratford, Connecticut, is awarded a $676,702,069 for a ceiling-priced, performance-based logistics requirements contract for the supply chain management that includes 196 weapon replaceable assemblies/shop replaceable assemblies in support of the CH-53E and MH-53E helicopters. The contract will include a five-year base period with one two-year option. If the option is exercised, the contract will be a not-to-exceed amount of $752,324,052. Work will be performed in Cherry Point, North Carolina (77%); and Stratford, Connecticut (23%). Work is expected to be completed by December 2027; if the option is exercised, work will be completed by December 2029. Working capital (Navy) funds in the not-to-exceed amount of $150,000,000 will be issued for delivery order N00383-23-F-0SU0 that will be awarded concurrently with the contract as an undefinitized contract action for period of performance from January 2023 through September 2023. Funds will not expire at the end of the current fiscal year. One company was solicited for this sole-source requirement pursuant to the authority set forth in 10 U.S. Code 2304 (c)(1), with one offer received. Naval Supply Systems Command Weapon Systems Support, Philadelphia, Pennsylvania, is the contracting activity (N00383-23-D-SU01)."
,Navy,,,,CONT_AWD_N0038324F0SU0_9700_N0038323DSU01_9700,CONT_IDV_N0038323DSU01_9700,,
12/14/2022,Army,Lockheed Martin Corp.," $67,921,965",modification,CONT_AWD_W58RGZ21C0016_9700_-NONE-_-NONE-,, AH-64 Apache Modernized Target Acquisition Designation Sight/Pilot Night Vision Sensor,"Lockheed Martin Corp., Orlando, Florida, was awarded a $67,921,965 modification (P00008) to contract W58RGZ-21-C-0016 for the AH-64 Apache Modernized Target Acquisition Designation Sight/Pilot Night Vision Sensor Performance Based Logistics program. Work will be performed in Orlando, Florida, with an estimated completion date of Dec. 31, 2025. Fiscal 2023 Army Working Capital funds in the amount of $67,921,965 were obligated at the time of the award. U.S. Army Contracting Command, Redstone Arsenal, Alabama, is the contracting activity. "
10/31/2022,Navy,General Electric,"$1,085,106,892 ",,CONT_AWD_N0038323F0DM0_9700_N0038323DDM01_9700,CONT_IDV_N0038323DDM01_9700,784 F414 engine components in support of F/A-18 aircraft,"General Electric, Lynn, Massachusetts, is awarded a not-to-exceed $1,085,106,892 indefinite-delivery, performance-based logistics requirements contract for repair, replacement, and program support of 784 F414 engine components in support of F/A-18 aircraft. This contract includes a five-year base with no options. Work will be performed in various continental U.S. contractor locations that cannot be determined at this time (99%), and in Jacksonville, Florida (1%). Work is expected to be completed by October 2027. Working capital (Navy) funds in the amount of $81,383,017 will initially be issued for delivery order N00383-23-F-0DM0 as an undefinitized contract action at time of award, and funds will not expire at the end of the fiscal year. Individual delivery orders will be subsequently funded with appropriate fiscal year appropriations at the time of their issuance. One company was solicited for this non-competitive requirement pursuant to the authority set forth in 10 U.S. Code 2304 (c)(1), with one offer received. Naval Supply Systems Command Weapon Systems Support, Philadelphia, Pennsylvania, is the contracting activity (N00383-23-D-DM01)."
,Navy,,,,CONT_AWD_N0038323F0DM1_9700_N0038323DDM01_9700,CONT_IDV_N0038323DDM01_9700,,
,Navy,,,,CONT_AWD_N0038324F0DM0_9700_N0038323DDM01_9700,CONT_IDV_N0038323DDM01_9700,,
9/23/2022,Navy,Collins Aerospace,"$164,374,426 ",,CONT_AWD_N0038322F0SS0_9700_N0038322DSS01_9700,CONT_IDV_N0038322DSS01_9700,"226 weapon replaceable assemblies/shop replaceable assemblies in support of the F/A-18 A-F and E/A-18 G heads up displays units as well as the tactical air navigation system common to the EA-6, KC-130, S-3B, MH-60, SH-60 and the V-22 and the control display unit, supporting the C-2A, E-2C, TE-2/C, P-3C, and the EP-3E aircraft","Collins Aerospace, Cedar Rapids, Iowa, is awarded a $164,374,426 performance-based logistics requirements contract for supply chain management for 226 weapon replaceable assemblies/shop replaceable assemblies in support of the F/A-18 A-F and E/A-18 G heads up displays units as well as the tactical air navigation system common to the EA-6, KC-130, S-3B, MH-60, SH-60 and the V-22 and the control display unit, supporting the C-2A, E-2C, TE-2/C, P-3C, and the EP-3E aircraft. The contract will include a five-year base period with no options. Work will be performed in Cedar Rapids, Iowa (45%); Jacksonville, Florida (30%); and San Diego, California (25%). Work is expected to be completed by September 2027. Annual working capital (Navy) funds in the amount of $21,368,675 will be issued for delivery order (N00383-22-F-0SS0) that will be awarded concurrently with the contract and will initially be obligated at the time of award as an undefinitized contract action. Funds will not expire at the end of the current fiscal year. One company was solicited for this sole-source requirement pursuant to the authority set forth in 10 U.S. Code 2304 (c)(1), with one offer received. Naval Supply Systems Command Weapon Systems Support, Philadelphia, Pennsylvania, is the contracting activity (N00383-22-D-SS01)."
5/10/2022,Navy,Raytheon Co.,"$272,672,545 ",firm-fixed-price,CONT_AWD_N0038322F0TH1_9700_N0038322DTH01_9700,CONT_IDV_N0038322DTH01_9700,15 Multi-Spectral Targeting System Forward-Looking Infrared components in support of MH-60R and MH-60S helicopters,"Raytheon Co., McKinney, Texas, is awarded a $272,672,545 firm-fixed-price, performance-based logistics requirements contract to provide logistics, repair, and upgrade support for 15 Multi-Spectral Targeting System Forward-Looking Infrared components in support of MH-60R and MH-60S helicopters. The contract will include a five-year base period with one two-year option period which if exercised, will bring the total estimated value to $376,414,525. Work will be performed in Jacksonville, Florida (70%); and McKinney, Texas (30%). Work is expected to be completed by May 2027; if the option is exercised, work is expected to be completed by May 2029. Working capital funds (Navy) in the amount of $58,241,030 will be issued for delivery order N00383-22-F-0TH1 that will be awarded concurrently with the contract, and funds will not expire. One company was solicited for this non-competitive requirement pursuant to the authority set forth in 10 U.S. Code 2304 (c)(1), with one offer received. Naval Supply Systems Command Weapon Systems Support, Philadelphia, Pennsylvania, is the contracting activity (N00383-22-D-TH01)."
,Navy,,,,CONT_AWD_N0038323F0TH1_9700_N0038322DTH01_9700,CONT_IDV_N0038322DTH01_9700,,
,Navy,,,,CONT_AWD_N0038323F0TH2_9700_N0038322DTH01_9700,CONT_IDV_N0038322DTH01_9700,,
,Navy,,,,CONT_AWD_N0038324F0TH1_9700_N0038322DTH01_9700,CONT_IDV_N0038322DTH01_9700,,
1/6/2022,Navy,Bell Boeing Joint Program Office,"$1,643,701,284 ",firm-fixed-price,CONT_AWD_N0038322F0ZV0_9700_N0038322DZV01_9700,CONT_IDV_N0038322DZV01_9700,228 MV-22B (Marine); CMV-22 (Navy); and CV-22 (Air Force) Osprey aircraft components,"Bell Boeing Joint Program Office, California, Maryland, is awarded a not-to-exceed $1,643,701,284 firm-fixed-price, performance-based logistics requirements contract for the repair, replacement, required availability, configuration management, and inventory management for supply support for 228 MV-22B (Marine); CMV-22 (Navy); and CV-22 (Air Force) Osprey aircraft components. The contract will include a five-year base period with no options. Work will be performed in Fort Worth, Texas (97%); and Ridley Park, Pennsylvania (3%). Work is expected to be completed by December 2026. Annual working capital funds (Navy) in the amount of $246,555,193 will be issued for delivery order N00383-22-F-0ZV0 that will be awarded concurrently with the contract and will initially be obligated at the time of award as an undefinitized contract action with a commitment of an additional $82,185,064 for period of performance from January 2022 through December 2022. Funds will not expire at the end of the current fiscal year. One company was solicited for this non-competitive requirement pursuant to the authority set forth in 10 U.S. Code 2304 (c)(1), with one offer received. Naval Supply Systems Command Weapon Systems Support, Philadelphia, Pennsylvania, is the contracting activity (N00383-22-D-ZV01)."
,Navy,,,,CONT_AWD_N0038323F0ZV0_9700_N0038322DZV01_9700,CONT_IDV_N0038322DZV01_9700,,
,Navy,,,,CONT_AWD_N0038324F0ZV0_9700_N0038322DZV01_9700,CONT_IDV_N0038322DZV01_9700,,
,Navy,,,,CONT_AWD_N0038325F0ZV0_9700_N0038322DZV01_9700,CONT_IDV_N0038322DZV01_9700,,
,Navy,,,,CONT_AWD_N0038325F0ZV1_9700_N0038322DZV01_9700,CONT_IDV_N0038322DZV01_9700,,
12/21/2021,Army,Lockheed Martin Corp.,"$67,173,212 ",firm-fixed-price modification ,CONT_AWD_W58RGZ21C0016_9700_-NONE-_-NONE-,,AH-64 Apache Modernized Target Acquisition Designation Sight/Pilot Night Vision Sensor (MTADS/PNVS) Performance Based Logistics (PBL) program,"Lockheed Martin Corp., Orlando, Florida, was awarded a $67,173,212 firm-fixed-price modification (P00004) to contract W58RGZ-21-C-0016 for the AH-64 Apache Modernized Target Acquisition Designation Sight/Pilot Night Vision Sensor (MTADS/PNVS) Performance Based Logistics (PBL) program. Work will be performed in Orlando, Florida, with an estimated completion date of Dec. 31, 2025. Fiscal 2022 working capital, Army funds in the amount of $67,173,212 were obligated at the time of the award. U.S. Army Contracting Command, Redstone Arsenal, Alabama, is the contracting activity."
12/20/2021,Navy,Raytheon Co.,"$102,591,251 ",firm-fixed-price,CONT_AWD_N0038322F0T00_9700_N0038322DT001_9700,CONT_IDV_N0038322DT001_9700, ALR-67(V)3 radar warning system,"Raytheon Co., Goleta, California, is awarded a $102,591,251 firm-fixed-price, performance-based logistics requirements contract for the repair, upgrade or replacement, required availability, configuration management, inventory management, and obsolescence management in support of the ALR-67(V)3 radar warning system. Work will be performed in Jacksonville, Florida (40%); Goleta, California (30%); Point Magu, California (15%); Tucson, Arizona (10%); El Segundo, California (3%); and Forest, Mississippi (2%). This contract includes a five-year base period with no options. Work is expected to be completed by December 2026. Working capital funds (Navy) in the amount of $23,919,850 will be issued for delivery order (N00383-22-F-0T00) that will be awarded concurrently with the contract and will initially be obligated at the time of award, and funds will not expire. Funds will not expire at the end of the current fiscal year. One company was solicited for this non-competitive requirement under authority 10 U.S. Code 2304 (c)(1) with one offer received. Naval Supply Systems Command Weapon Systems Support, Philadelphia, Pennsylvania, is the contracting activity. (N00383-22-D-T001)"
11/29/2021,DLA,Bell Boeing Joint Project Office,"$149,067,738 ","modification, firm-fixed-price",CONT_AWD_SPRPA121FCD03_9700_SPRPA117D009U_9700,CONT_IDV_SPRPA117D009U_9700,performance-based logistics and engineering support for the V-22 platform,"Bell Boeing Joint Project Office, California, Maryland, has been awarded a maximum $149,067,738 modification (P00013) exercising the third one-year option period of a one-year base contract (SPRPA1-17-D-009U) with four one-year option periods for performance-based logistics and engineering support for the V-22 platform. This is a firm-fixed-price requirements contract. Locations of performance are Texas and Pennsylvania, with a Nov. 30, 2022, performance completion date. Using customers are Navy, Air Force, Marine Corps and Foreign Military Sales to Japan. Type of appropriation is fiscal 2022 through 2023 Air Force, U.S. Special Operations Command, Navy and FMS appropriated funds. The contracting activity is the Defense Logistics Agency Aviation, Philadelphia, Pennsylvania. "
,DLA,,,,CONT_AWD_SPRPA121FCD02_9700_SPRPA117D009U_9700,CONT_IDV_SPRPA117D009U_9700,,
11/5/2021,Air Force,Lockheed Martin Corp.,"$10,863,000,000 ",,???,,,
10/1/2021,Navy,General Electric Aviation,"$131,600,000 ",firm-fixed-price,CONT_AWD_N0038322F0ZU0_9700_N0038322DZU01_9700,CONT_IDV_N0038322DZU01_9700,two T-700 engine components in support of the Navy’s H-60 Seahawk and the Marine Corp’s AH-1 Cobra helicopters,"General Electric Aviation, Lynn, Massachusetts, is awarded a not-to-exceed $131,600,000 firm-fixed-price, indefinite delivery, performance-based logistics requirements contract for the repair, upgrade or replacement; inventory management; and required supply response times of two T-700 engine components in support of the Navy’s H-60 Seahawk and the Marine Corp’s AH-1 Cobra helicopters. The contract will include a five-year base period with no options. Work will be performed in Lynn, Massachusetts (50%); and Arkansas City, Kansas (50%). Work is expected to be completed by September 2026. No funds will be obligated at time of award. Annual working capital funds (Navy) will be used as delivery orders are issued. Funds will not expire at the end of the current fiscal year. One company was solicited for this non-competitive requirement pursuant to the authority set forth in 10 U.S. Code 2304 (c)(1), in accordance with Defense Federal Acquisition Regulation 6.302-1, with one offer received. Naval Supply Systems Command Weapon Systems Support, Philadelphia, Pennsylvania, is the contracting activity (N00383-22-D-ZU01)."
,,,,,CONT_AWD_N0038322F0ZU1_9700_N0038322DZU01_9700,CONT_IDV_N0038322DZU01_9700,,
,,,,,CONT_AWD_N0038322F0ZU2_9700_N0038322DZU01_9700,CONT_IDV_N0038322DZU01_9700,,
,,,,,CONT_AWD_N0038323F0ZU0_9700_N0038322DZU01_9700,CONT_IDV_N0038322DZU01_9700,,
,,,,,CONT_AWD_N0038324F0ZU0_9700_N0038322DZU01_9700,CONT_IDV_N0038322DZU01_9700,,
,,,,,CONT_AWD_N0038324F0ZU1_9700_N0038322DZU01_9700,CONT_IDV_N0038322DZU01_9700,,
9/1/2021,Navy,General Electric Aviation,"$1,650,000,000 ",firm-fixed-price,CONT_AWD_N0038321F0ZN0_9700_N0038321DZN01_9700,CONT_IDV_N0038321DZN01_9700,17 F414 engine components in support of the F/A-18 aircraft,"General Electric Aviation, Lynn, Massachusetts, is awarded a not-to-exceed $1,650,000,000 firm-fixed-price, indefinite-delivery, performance-based logistics requirements contract for the repair, upgrade or replacement, inventory management, and required supply response times of 17 F414 engine components in support of the F/A-18 aircraft. The contract will include a five-year base period with no options. Work will be performed in Lynn, Massachusetts (90%); and Jacksonville, Florida (10%). Work is expected to be completed by August 2026. Annual working capital funds (Navy) in the amount of $77,100,000 will be issued for delivery order (N00383-21-F-0ZN0) that will be awarded concurrently with the contract and will initially be obligated at the time of award as an undefinitized contract action, with a commitment of an additional $25,700,000 for period of performance from Sept. 1, 2021, through Dec. 21 2021. Funds will not expire at the end of the current fiscal year. One company was solicited for this non-competitive requirement pursuant to the authority set forth in 10 U.S. Code 2304 (c)(1), with one offer received. Naval Supply Systems Command Weapon Systems Support, Philadelphia, Pennsylvania, is the contracting activity (N00383-21-D-ZN01)."
,,,,,CONT_AWD_N0038322F0ZN0_9700_N0038321DZN01_9700,CONT_IDV_N0038321DZN01_9700,,
,,,,,CONT_AWD_N0038323F0ZN0_9700_N0038321DZN01_9700,CONT_IDV_N0038321DZN01_9700,,
,,,,,CONT_AWD_N0038323F0ZN1_9700_N0038321DZN01_9700,CONT_IDV_N0038321DZN01_9700,,
,,,,,CONT_AWD_N0038324F0ZN0_9700_N0038321DZN01_9700,CONT_IDV_N0038321DZN01_9700,,
,,,,,CONT_AWD_N0038324F0ZN1_9700_N0038321DZN01_9700,CONT_IDV_N0038321DZN01_9700,,
,,,,,CONT_AWD_N0038325F0ZN0_9700_N0038321DZN01_9700,CONT_IDV_N0038321DZN01_9700,,
