"OfficeSum","Commercial","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020"
"DISA Fort Meade","Commercial",0.419845223038284,0.217389554903689,0.136774586462658,0.173180463035293,0.178951248397906,0.187693169931873,0.193187093648049,0.197382070257517,0.144188637434493,0.11024488342564,0.130691450694358,0.0734321495978142,0.0478163931842989,0.052807877346522,0.104054619270456,0.110257141505561,0.1196306846739
"DISA Fort Meade","Non-Commercial",0.507356267882025,0.153814844532279,0.0977753494829567,0.156238216081148,0.0808420442358456,0.0569885706904189,0.102421206492183,0.0886452220670411,0.128823906285107,0.101790231827038,0.22128782974823,0.247588921378907,0.237025205601949,0.225342105856094,0.201371134906309,0.149261068377206,0.1273392348374
"DISA Fort Meade","Non-Developmental",6.88121096931849e-05,,0.000122577556491766,,,,,,0.00198742464588357,0.00199101749915436,0.00072051017699115,0,-1.55223282079047e-05,,,,
"DISA Fort Meade","Not IT",0.00072690469725767,0,0.0939033193898889,0.376376009889773,0.530527151766103,0.45373169040792,0.253923768092135,0.418284530491166,0.444567046225055,0.428625936017702,0.416877813255088,0.621354198878142,0.353284462615485,0.241568442318868,0.202479273462836,0.219455341429446,0.2012346627422
"DISA Fort Meade","Unlabeled",0.60318072777369,0.380103023715415,0.221579182675859,0.0638630114826644,0.0696230383597955,0.160025312125903,0.258854136626447,0.0235098788538669,0.000952034294867378,-0.00304101072274214,-3.62458628318584e-05,0.00466089744262295,0,9.49797915337162e-05,0.00223633869779305,0.0203064992688501,0.0153286994942
"J7 White House Comm.","Commercial",,,,,,,,,,,0.00546784524336283,0.0192666794828415,0.0181476058753655,0.0164562359267177,0.0109530882584843,0.0301331236647281,0.0370465408325
"J7 White House Comm.","Non-Commercial",,,,,,,,,,,,,5.48584951813752e-05,,7.10191872787841e-05,5.99786772778288e-05,
"J7 White House Comm.","Non-Developmental",,,,,,,,,,,7.63274336283186e-05,,,0.000252527412146352,,,
"J7 White House Comm.","Not IT",,,,,,,,,,,0.0150321673789823,0.0420824867742077,0.0239629484512182,0.020506252834716,0.0191422403487404,0.0120712165140292,0.0069755163525
"J7 White House Comm.","Unlabeled",,,,,,,,,,,,,,2.08253563071687e-05,,6.68697071727375e-05,0.0002576143198
